D=0.0 mm/w,D=0.25 mm/w,D=0.5 mm/w,D=0.75 mm/w,D=1.0 mm/w
64.47043409374476,52.32765040222693,43.708913496792135,38.09689585938346,34.24216749510354
64.45821747679321,52.31598853868408,43.70406079748432,38.09515018773601,34.24157554737586
64.4460212285629,52.30430355204936,43.69919731692933,38.09340103149131,34.24098268755461
64.43384565492391,52.29259583804439,43.69432321266724,38.09164844516664,34.24038893311487
64.42169106024436,52.28086579186239,43.68943864210648,38.089892483219685,34.239794301501014
64.4095577473872,52.26911380815594,43.68454376251947,38.08813320004719,34.23919881012637
64.3974460177072,52.25734028102491,43.67963873103815,38.08637064998362,34.238602476372826
64.38535617104789,52.24554560400438,43.67472370464968,38.08460488729986,34.23800531759048
64.37328850573866,52.23373017005273,43.66979884019203,38.082835966201856,34.237407351097254
64.36124331859186,52.22189437153985,43.664864294349705,38.08106394082933,34.23680859417855
64.34922090490001,52.21003860023534,43.659920223649415,38.07928886525448,34.236209064086864
64.33722155843307,52.19816324729696,43.65496678445583,38.07751079348064,34.23560877804146
64.32524557143579,52.18626870325903,43.6500041329673,38.07572977944103,34.23500775322797
64.31329323462508,52.174355358021046,43.64503242521166,38.07394587699745,34.234406006798075
64.30136483718752,52.16242360083633,43.64005181704199,38.07215913993901,34.23380355586912
64.28946066677685,52.1504738203008,43.635062464132496,38.07036962198082,34.233200417523804
64.27758100951162,52.13850640434184,43.6300645219743,38.06857737676278,34.232596608809786
64.26572614997285,52.12652174020728,43.62505814587135,38.06678245784828,34.23199214673936
64.25389637120175,52.114520214454416,43.620043490936325,38.06498491872294,34.2313870482891
64.2420919546975,52.10250221293925,43.615020712086526,38.063184812793416,34.230781330399545
64.23031318041517,52.09046812080568,43.609989964039855,38.06138219338609,34.23017500997482
64.2185603267636,52.07841832247493,43.60495140131077,38.059577113745874,34.229568103882336
64.20683367060339,52.06635320163494,43.599905178206285,38.05776962703499,34.2289606289524
64.19513348724499,52.054273141230006,43.59485144882203,38.05595978633175,34.228352601977946
64.18346005044677,52.04217852345038,43.58979036703823,38.0541476446293,34.227744039714146
64.17181363241323,52.03006972972206,43.58472208651586,38.05233325483448,34.227134958878125
64.1601945037932,52.01794714069664,43.57964676069267,38.05051666976656,34.226525376148594
64.1486029336782,52.00581113624128,43.57456454277935,38.04869794215609,34.22591530816556
64.13703918960073,51.99366209542872,43.56947558575569,38.0468771246437,34.225304771529984
64.1255035375327,51.98150039652749,43.56438004236673,38.04505426977892,34.22469378280345
64.11399624188394,51.96932641699215,43.55927806511895,38.04322943001902,34.22408235850787
64.10251756550072,51.957140533453575,43.55416980627655,38.04140265772781,34.22347051512516
64.09106776966433,51.94494312170951,43.54905541785762,38.03957400517452,34.2228582690969
64.07964711408975,51.93273455671502,43.543935051630505,38.03774352453262,34.22224563682407
64.06825585692434,51.92051521257319,43.538808859110034,38.03591126787871,34.22163263466669
64.0568942547466,51.90828546252586,43.53367699155388,38.03407728719133,34.221019278943544
64.045562562565,51.89604567894443,43.52853959995891,38.03224163434988,34.220405585931864
64.03426103381688,51.88379623332085,43.523396835057554,38.030404361133456,34.21979157186702
64.02298992036734,51.871537496258576,43.51824884731422,38.02856551921976,34.21917725294224
64.01174947250826,51.85926983746379,43.51309578692171,38.02672516018398,34.21856264530828
64.0005399389573,51.846993625736566,43.50793780379769,38.02488333549767,34.217947765073156
63.989361566857056,51.83470922896218,43.50277504758114,38.02304009652768,34.21733262830182
63.97821460177413,51.82241701410259,43.49760766762888,38.02119549453505,34.2167172510159
63.9670992876984,51.81011734718789,43.49243581301212,38.01934958067393,34.216101649193384
63.95601586704221,51.79781059330792,43.487259632512966,38.017502405990506,34.21548583876834
63.94496458063972,51.78549711660404,43.48207927462104,38.01565402142192,34.21486983563062
63.933945667746265,51.77317728026085,43.47689488753005,38.01380447779524,34.21425365562562
63.92295936603771,51.76085144649812,43.47170661913448,38.011953825826346,34.21363731455392
63.91200591160995,51.748519976562775,43.466514617026185,38.010102116118944,34.213020828171075
63.901085538978414,51.73618323072097,43.4613190284911,38.00824939916349,34.21240421218731
63.89019848107759,51.72384156825027,43.45612000050595,38.00639572533616,34.21178748226723
63.87934496926066,51.711495347431935,43.45091767973498,38.00454114489781,34.21117065402959
63.868525233299145,51.69914492554326,43.44571221252671,38.002685707993,34.21055374304696
63.8577395013826,51.68679065885004,43.44050374491072,38.00082946464893,34.20993676484552
63.84698800011835,51.67443290259914,43.43529242259447,37.99897246477446,34.20931973490477
63.83627095453133,51.66207201101111,43.43007839096009,37.99711475815911,34.20870266865723
63.82558858806387,51.64970833727292,43.42486179506131,37.99525639447204,34.20808558148825
63.81494112257564,51.6373422335308,43.41964277962029,37.9933974232611,34.20746848873567
63.80432877834352,51.62497405088315,43.41442148902454,37.99153789395184,34.20685140568964
63.793751774061626,51.61260413937356,43.40919806732388,37.98967785584652,34.20623434759231
63.783210326841335,51.60023284798389,43.40397265822735,37.987817358123166,34.205617329637576
63.77270465221132,51.58786052462747,43.39874540510026,37.98595644983461,34.20500036697088
63.76223496411769,51.5754875161424,43.39351645096116,37.98409517990753,34.204383474688896
63.75180147492413,51.56311416828485,43.38828593847885,37.98223359714149,34.20376666783933
63.74140439541212,51.55074082572262,43.38305400996951,37.980371750208064,34.20314996142066
63.73104393478114,51.53836783202861,43.37782080739374,37.97850968764983,34.20253337038187
63.72072030064899,51.5259955296745,43.37258647235365,37.97664745787948,34.20191690962227
63.71043369905209,51.51362426002444,43.36735114609007,37.97478510917893,34.201300593991185
63.70018433444585,51.5012543633289,43.36211496947961,37.97292268969835,34.20068443828777
63.6899724097051,51.48888617871853,43.35687808303195,37.97106024745533,34.20006845726076
63.679798126124496,51.4765200441982,43.35164062688697,37.96919783033394,34.19945266560824
63.66966168341904,51.464156296641015,43.34640274081201,37.96733548608383,34.1988370779774
63.65956327972459,51.45179527178252,43.34116456419915,37.965473262319406,34.19822170896433
63.64950311159843,51.43943730421495,43.33592623606245,37.9636112065189,34.197606573113795
63.639481374019866,51.42708272738151,43.33068789503532,37.961749366023525,34.196991684918984
63.629498260390896,51.41473187357085,43.325449679367786,37.95988778803661,34.19637705882133
63.61955396253685,51.402385073911546,43.32021172692391,37.95802651962276,34.195762709210236
63.60964867070713,51.390042658366674,43.31497417517912,37.95616560770697,34.19514865042293
63.59978257357597,51.37770495572851,43.30973716121765,37.95430509907385,34.19453489674419
63.58995585824321,51.365372293613255,43.30450082172995,37.95244504036672,34.19392146240615
63.58016871023512,51.35304499845588,43.29926529301019,37.95058547808683,34.193308361588116
63.57042131350529,51.34072339550506,43.29403071095365,37.94872645859253,34.19269560841631
63.56071385043551,51.32840780881816,43.28879721105432,37.94686802809846,34.1920832169637
63.55104650183667,51.31609856125634,43.28356492840237,37.94501023267472,34.1914712012498
63.54141944694981,51.30379597447968,43.27833399768172,37.94315311824612,34.190859575240424
63.53183286344704,51.29150036894248,43.27310455316761,37.94129673059134,34.19024835284755
63.5222869274326,51.27921206388852,43.26787672872423,37.93944111534218,34.18963754792906
63.512781813443965,51.26693137734655,43.26265065780228,37.93758631798274,34.1890271742886
63.50331769445289,51.25465862612568,43.25742647343672,37.93573238384872,34.188417245675346
63.49389474186658,51.242394125811046,43.25220430824432,37.93387935812657,34.18780777578383
63.48451312552885,51.23013819075937,43.24698429442146,37.9320272858528,34.18719877825376
63.4751730137213,51.21789113409473,43.2417665637418,37.93017621191319,34.18659026666981
63.46587457316459,51.20565326770433,43.236551247554026,37.92832618104206,34.18598225456146
