D=0.5,D=0.6,D=0.7,D=0.8,D=0.9
400.0,400.0,400.0,400.0,400.0
400.0,400.0,400.0,400.0,400.0
400.2011240307508,400.2011240307508,400.2011240307508,400.2011240307508,400.20112403075075
401.4906344564449,401.4902322083835,401.489829960322,401.48942771226046,401.48902546419896
403.75880946322,403.75544359634085,403.7520809474461,403.7487215165359,403.7453653036102
406.9118141151637,406.9010703778617,406.8903565551491,406.8796725891021,406.8690184217973
410.873620544091,410.8494752911142,410.8254438235591,410.8015255491396,410.77771987711446
415.5823415662905,415.5373475233694,415.492652734179,415.4482545991019,415.40415053575475
420.9871170668922,420.9125452692459,420.8386129631467,420.7653123370771,420.69263566493277
427.0457829132205,426.9317316390156,426.8188753303565,426.7071951774688,426.5966726587713
433.7231315222732,433.5586101289854,433.3961210950055,433.2356253082072,433.07708442804284
440.98959380557625,440.762587271054,440.5388045039124,440.3181722669176,440.1006190897545
448.8202227807721,448.51774126454967,448.220105835221,447.92718973809417,447.6388698316144
457.19389708620656,456.8020137662492,456.4171109997581,456.0389824626644,455.6674286102891
466.09268798199054,465.59656765243614,465.1101597056916,464.63314441607497,464.16521394579604
475.50135015216335,474.8852704993948,474.2823213364931,473.692026778504,473.1139306772133
485.4069078150553,484.6542748632842,483.9189691763503,483.2003058626722,482.4976313532441
495.79831528748167,494.8916741809084,494.00743146528566,493.1446291262698,492.3023570125043
506.66617647141135,505.587218510388,504.5367032422615,503.5133229549277,502.51584075482924
518.0025115153262,516.7320781694626,515.4972068314646,514.2961498599753,513.1272615280277
529.800561641003,528.3186461090379,526.8805916505046,525.4841056048289,524.1270384726957
542.0546251412172,540.3403719057507,538.6795660985439,537.06924888807,535.5066583187325
554.7599190580337,552.7916217855592,550.8877558360127,549.0445577916691,547.2585299357501
567.9124621891611,565.6675602468124,563.4995839436572,561.4038083995858,559.3758613580773
581.5089759407196,578.9640497366775,576.5101693494428,574.1414719088729,571.8525555388472
595.5468002184277,592.6775655199334,589.9152406090315,587.2526272652677,584.6831218107512
610.0238220753276,606.805123414349,603.7110626703391,600.73288691006,597.8626005962817
624.9384152486086,621.3442184886027,617.8943746820661,614.5783336623824,611.3864993559282
640.289389047168,636.292773153649,632.4623372471962,628.7854671085685,625.2507381168884
656.075945314719,651.6490933463942,647.4124877953918,643.3511581483033,639.4516032082381
672.2976424051393,667.4118317203265,662.7427029680651,658.2726105713197,653.9857080567975
688.954365278391,683.5799569326125,678.4511670880926,673.5473287199817,668.849960082973
706.0463009651944,700.1527282596934,694.536345931406,689.1730904411436,684.041532886704
723.5739187632086,717.1296748902154,710.9969651367692,705.1479246520325,699.557843037288
741.5379546218368,734.5105793403661,727.8319926881724,721.4700929449085,715.3965308827244
759.9393992508874,752.2954645163802,745.040624985543,738.1380747380728,731.5554448785616
778.7794895533184,770.4845840153042,762.6222760871184,755.1505555497253,748.0326290064033
798.0597030366501,789.0784153105998,780.5765697634092,772.5064180288127,764.8263129108883
817.7817549033307,808.0776555158136,798.9033340502514,790.2047354254472,781.9349044332257
837.9475975589681,827.4832194589774,817.602598028639,808.2447672243811,799.3569842609432
858.5594223101897,847.2962398339171,836.6745905931695,826.6259566997412,817.0913024487587
879.6196630519833,867.5180692232996,856.1197410000905,845.3479301788416,835.1367765955337
901.1310017685728,888.1502838128886,875.9386810109805,864.410497828299,853.4924914879995
923.0963756928594,909.194688637813,896.1322484697367,883.813655797586,872.1577000441118
945.518985987797,930.6533242202458,916.7014921693592,903.5575895741684,891.1318254080801
968.4023078292232,952.528474474223,937.6476778814972,923.6426784209702,910.4144640658337
991.7501017840186,974.8226757677742,958.9722954362376,944.0695007814884,930.0053898643357
1015.5664263903394,997.5387270454296,980.6770667525112,964.8388405507764,949.9045588310637
1039.855651858307,1020.67970092575,1002.7639547310224,985.9516941219944,970.1121147014379
1064.622474820184,1044.2489556990397,1025.235172931988,1007.4092781285136,990.6283950722035
1089.8719340688672,1068.2501481600068,1048.0931959694192,1029.2130378108602,1011.45393810797
1115.6094272326643,1092.6872472190014,1071.340770562292,1051.364655946216,1032.5894897364235
1141.8407283428846,1117.5645482436837,1094.9809271909126,1073.8660622859272,1054.036011275297
1168.5720062588923,1142.8866880907,1119.016992314154,1096.7194434535843,1075.7946874411086
1195.8098439230253,1168.658660794207,1143.4526011101293,1119.9272532628174,1097.866934696062
1223.56125842521,1194.8858338849957,1168.29171070934,1143.4922234201074,1120.2544098954013
1251.8337218643255,1221.573965320572,1193.5386138954618,1167.4173745836497,1142.9590192030164
1280.6351830003762,1248.72922101289,1219.1979532547364,1191.706027754734,1165.982927248215
1309.974089698392,1276.3581929465636,1245.274735760502,1216.3618159832192,1189.328566501408
1339.8594121717376,1304.4679178863344,1271.774347784711,1241.3886963735454,1212.9986468509805
1370.3006670391658,1333.065896678367,1298.702570533418,1266.7909623823557,1236.9961653679086
1401.3079422165645,1362.1601141556175,1326.065595908177,1292.5732564032342,1261.3244162487383
1432.8919226709236,1391.7590596630928,1353.8700428000902,1318.7405826383049,1285.9870009314006
1465.0639170706047,1421.871748224297,1382.12297382793,1345.298320260524,1310.9878383819948
1497.835885372573,1452.5077423756047,1410.8319125363191,1372.2522368744328,1336.3311755541743
1531.2204673938445,1483.6771747006462,1440.0048610744093,1399.6085022869304,1362.0215980261019
1565.231012421037,1515.390771102164,1469.650318379882,1427.373702603316,1388.0640408231325
1599.8816099186404,1547.659874854104,1499.7772988974036,1455.5548546674158,1414.4637994374386
1635.1871214033783,1580.496471482044,1530.3953518649114,1484.1594208680776,1441.2265410587238
1671.1632135589514,1613.9132145254011,1561.5145812053129,1513.1953243377154,1468.3583160329822
1707.8263926724528,1647.923452240227,1593.145666065348,1542.6709645718815,1495.8655695689768
1745.1940404809036,1682.5412553068268,1625.2998820475225,1572.595233502097,1523.7551537147115
1783.2844515236857,1717.7814456119106,1657.989123185147,1602.9775320573544,1552.0343396287012
1822.116872104158,1753.6596261805691,1691.2259247146926,1633.8277872528538,1580.7108301732808
1861.7115409714784,1790.1922123390095,1725.0234867038164,1665.1564698476377,1609.7927728595657
1902.089731841626,1827.396464194796,1759.3956985976426,1696.974612615881,1639.2887731759856
1943.2737978848627,1865.2905205272543,1794.3571647501285,1729.2938292796684,1669.2079083345627
1985.287218315424,1903.893434186808,1829.9232310116715,1762.1263341541603,1699.559741471324
2028.1546472281093,1943.225209108268,1866.11001244853,1795.4849625591469,1730.354336339407
2071.901964835689,1983.3068390496155,1902.9344222741304,1829.3831920541013,1761.6022725355733
2116.556331270691,2024.1603481745265,1940.414202076961,1863.8351645569949,1793.314661302985
2162.1462431252257,2065.808833603861,1978.5679534345245,1898.8557094103423,1825.503161955229
2208.701592913052,2108.2765100686333,2017.4151710077344,1934.460367461226,1858.1799989687177
2256.253731649171,2151.5887568045428,2056.9762772152267,1970.6654162253803,1891.3579797927557
2304.835534753853,2195.77216683608,2097.272658592364,2007.487896208886,1925.0505134287403
2354.4814715002144,2240.8545988065234,2138.326703945183,2044.9456384645569,1959.2716298321945
2405.227678237314,2286.86523151882,2180.1618444153137,2083.0572934637853,1994.0360001936056
2457.112035634252,2333.8346213614823,2222.8025955778294,2121.842361368432,2029.3589581563679
2510.174250204984,2381.7947628032093,2266.274601700317,2161.321223791291,2065.2565220325446
2564.4559403885523,2430.7791521499908,2310.6046822979683,2201.515177137809,2101.7454180796376
2620.000727475208,2480.822854769053,2355.820881126397,2242.446467626046,2138.84310490414
2676.854331685487,2531.962575995109,2401.9525177610826,2284.138328086346,2176.567799060322
2735.0646737267884,2584.2367359460727,2449.03024191992,2326.615016646938,2214.9385019154893
2794.6819821703284,2637.68554848766,2497.086090693284,2369.901857416578,2253.9750278558695
2855.7589070106337,2692.3511045992263,2546.153548854353,2414.0252832805418,2293.6980339103243
2918.350639789928,2748.277460406676,2596.2676124311565,2459.0128809316684,2334.129050872264
2982.5150406909265,2805.5107301624794,2647.464855730978,2504.8934382638304,2375.2905160034725
3048.312773023652,2864.099184467679,2699.78350201732,2551.6969942611404,2417.2058074070355
3115.807445554929,2924.093354046225,2753.26349804965,2599.4548915223986,2459.8992801602067
3185.0657631531826,2985.5461393981964,2807.9465927066344,2648.199831566781,2503.3963043018634
3256.157686246004,3048.512926675244,2863.876419924436,2697.965933073536,2547.723304773185
3329.156599613617,3113.051710139059,2921.0985861930467,2748.7887932154977,2592.9078034143417
3404.139491067775,3179.223221581715,2979.660762865373,2800.705552253588,2638.9784631243274
3481.187140592646,3247.0910671053475,3039.612783546,2853.7549615670746,2685.9651342955763
3560.384320551752,3316.72187167773,3101.0067468391408,2907.9774553022576,2733.8989036396906
3641.820007592826,3388.1854318998085,3163.897124748221,2963.4152258304,2782.8121455254754
3725.587606910312,3461.554877441071,3228.3408770327737,3020.112303214111,2832.738575955494
3811.785189552869,3536.9068416186224,3294.397571841844,3078.1146388900047,2883.713309312548
3900.5157434902967,3614.321641615786,3362.1295129567443,3137.470193784218,2935.772918012804
3991.887439180361,3693.883468855871,3431.6018739897568,3198.229031086338,2988.95549520775
4086.0139104005225,3775.680590066053,3502.882839899101,3260.4434139163,3043.3007206827174
4183.014551131986,3859.805559584932,3576.043756194013,3324.1679081278503,3098.8499301053466
4283.014829303031,3946.355443484813,3651.159286217005,3389.4594905012304,3155.6461877830607
4386.146618214382,4035.4320560957385,3728.3075769030174,3456.3776625865626,3213.734363094307
4492.548546480483,4127.14220953226,3807.57043342712,3524.984570468101,3273.1612107639894
4602.366367325608,4221.597976835308,3889.0335031632007,3595.345130727764,3333.9754551590786
4715.753348071575,4318.916969349563,3972.786469385644,3667.5271628941287,3396.2278787858045
4832.870680642602,4419.222628960717,4058.923255153638,3741.6015286701568,3459.971415175017
4953.8879138908,4522.644535815959,4147.542237823341,3817.6422782390855,3525.2612463471532
5078.983408510682,4629.318732143845,4238.746474635899,3895.726803952996,3592.1549050527087
5208.344815260384,4739.388062775175,4332.643939828843,3975.936001712229,3660.7123819879816
5342.169577138117,4853.00253294316,4429.347773713853,4058.354440345765,3730.996238189099
5480.665456071427,4970.319683907365,4528.976544154619,4143.070539302578,3803.071722809707
5624.051084560284,5091.504986899723,4631.65452086351,4230.176754961358,3877.0068964890693
5772.556542568605,5216.732255830227,4737.511962914041,4319.769775860406,3952.872760517469
5926.42395977762,5346.184079112222,4846.6854198364645,4411.950727140479,4030.7433920044728
6085.908143093054,5480.052270869733,4959.318046624901,4506.825384480092,4110.696085252579
6251.27722903026,5618.53834166884,5075.559932934686,4604.504397784832,4192.811499533682
6422.813360280242,5761.853988768237,5195.568446686376,4705.103524868546,4277.173813458313
6600.813385377414,5910.221605706695,5319.508592216157,4808.74387533415,4363.870886117392
6785.589579938415,6063.874810832891,5447.553383019021,4915.5521648241165,4452.994425162762
6977.470387411082,6223.058994130906,5579.884229018652,5025.660979764364,4544.640161975639
7176.801176653758,6388.031881397272,5716.691338163701,5139.209052669054,4638.908034050663
7383.945012946502,6559.064114476683,5858.174131991023,5256.341548006162,4735.902374696965
7599.283438205887,6736.439845856959,6004.541674609203,5377.210358543229,4835.732110125738
7823.217255221725,6920.457345452292,6156.013114336586,5501.974411997457,4938.510963955587
8056.167309644381,7111.4296168598175,6312.818136973001,5630.79998770261,5044.357669121467
8298.575262212444,7309.6850197498,6475.197429389222,5763.8610428746015,5153.396187119366
8550.904342309454,7515.567894335873,6643.403151777966,5901.339547906126,5265.7559344560905
8813.640072362652,7729.439183059882,6817.6994165201,6043.425829945541,5381.572016100236
9087.29095083494,7951.677043706953,6998.362771174131,6190.318923813658,5500.985465645613
9372.389079603625,8182.677447131533,7185.682682590515,6342.226929081336,5624.143491800459
9669.490719358952,8422.854751615674,7379.962018578905,6499.367371867441,5751.199730703385
9979.17675428832,8672.642244588658,7581.5175229102515,6661.967569617627,5882.314503438394
10302.053044739512,8932.492641005505,7790.680278710709,6830.264996785853,6017.655077974842
10638.750643786316,9202.878526105456,8007.796154494872,7004.507648959036,6157.395934591942
10989.925850667609,9484.292728547442,8233.226226186416,7184.95440253689,6301.719033659382
11356.260070962591,9777.248608047836,8467.347167480142,7371.875366600105,6450.814084433752
11738.459450137923,10082.280239630589,8710.551599806759,7565.552223066807,6604.878813292573
12137.254243809588,10399.942474450589,8963.248391967989,7766.278550646268,6764.119229561534
12553.397884773232,10730.8108548832,9225.862898214127,7974.360127446731,6928.749886793815
12987.665703660456,11075.481359209956,9498.83712214049,8190.115206378338,7098.994137030808
13440.85325708684,11434.56994880494,9782.629792287998,8413.874756710336,7275.084375208933
13913.774214506164,11808.711888282,10077.716333754695,8645.982664292902,7457.262270475493
14407.257752836482,12198.560806656073,10384.588718472083,8886.795882038066,7645.778980735684
14922.145406466405,12604.787465272691,10703.755175091184,9136.684521273026,7840.895346271435
15459.287319700688,13028.078196155107,11035.73973768276,9396.031873536129,8042.882057749443
16019.537849304044,13469.132972611738,11381.08161071648,9665.23435128701,8252.019793370016
16603.75046681451,13928.66307256023,11740.334326085616,9944.701334856638,8468.599319300214
17212.77191400137,14407.388294198576,12114.064666337708,10234.854911782688,8692.921546885302
17847.435570523212,14906.03368354796,12502.851326818098,10536.129493477109,8925.297539443816
18508.554000779663,15425.325734181672,12907.28328820532,10848.971292977052,9166.048460727174
