CD4_T_cells,CD8_T_cells,macrophages,normal_fibres,damaged_fibres,regenerating_fibres,real_part_eig_1,imaginary_part_eig_1,real_part_eig_2,imaginary_part_eig_2,real_part_eig_3,imaginary_part_eig_3,real_part_eig_4,imaginary_part_eig_4,real_part_eig_5,imaginary_part_eig_5
840.8809934594467,64.07805276698281,21620.36861359921,31.71096146704833,1.000163560985591,67.28887497196607,-9.289926625409732,0.0,-1.0903589306843535,0.0,-0.0922662949727825,0.5308535603188415,-0.0922662949727825,-0.5308535603188415,-0.6170164057395179,0.0
909.201544004438,68.9917692209012,22208.88301531957,30.140533535591985,1.0006636452619544,68.85880281914605,-9.491782790318643,0.0,-1.0581151420976604,0.0,-0.1216128370242198,0.573685698853144,-0.1216128370242198,-0.573685698853144,-0.5986185126913209,0.0
974.4048987240772,73.68133042006738,22718.7321217118,28.780271666393407,1.001074723591834,70.21865361001497,-9.66657963796184,0.0,-1.0318100925172855,0.0,-0.1475444875193103,0.6132958577354749,-0.1475444875193103,-0.6132958577354749,-0.5819037699293087,0.0
1037.2172368781985,78.19892487912837,23168.24223971105,27.58115467572309,1.0014248906838452,71.41742043359305,-9.82066380107142,0.0,-0.1704989109180285,0.6502684363684855,-0.1704989109180285,-0.6502684363684855,-1.0101533784034762,0.0,-0.5670542031755935,0.0
1098.1305026233117,82.57996273074016,23569.827392358973,26.5100218909754,1.0017249746234846,72.48825313440109,-9.958329488574606,0.0,-0.1908781638095364,0.6849250278557297,-0.1908781638095364,-0.6849250278557297,-0.5540902820478795,0.0,-0.9921740042159052,0.0
1157.4947599687407,86.84960945861384,23932.32190734944,25.543257850600263,1.0019867229794273,73.45475542642001,-10.082624396880597,0.0,-0.2090573170688439,0.7174763006096714,-0.2090573170688439,-0.7174763006096714,-0.9771233892104616,0.0,-0.5429112538988563,0.0
1215.5691807365858,91.02648444762288,24262.266469870243,24.6633764893804,1.0022195879889284,74.33440392263097,-10.19580065821292,0.0,-0.2253775321903153,0.7480905275781723,-0.2253775321903153,-0.7480905275781723,-0.9644184980529302,0.0,-0.5333480585503325,0.0
1272.5519663311836,95.12486189318896,24564.66255863072,23.85702806228497,1.002426801197687,75.140545136517,-10.29957989919358,0.0,-0.2401390042524824,0.7769200386605999,-0.2401390042524824,-0.7769200386605999,-0.9536034212543912,0.0,-0.5252065910319583,0.0
1328.5982200249164,99.15591155984995,24843.42416006381,23.113764942979035,1.0026112076983686,75.88362384932267,-10.395307301955718,0.0,-0.2535982113423689,0.8041090085113008,-0.2535982113423689,-0.8041090085113008,-0.9443210639642632,0.0,-0.5182940144081981,0.0
1383.8314057883777,103.12846373586171,25101.66760547372,22.425241466036766,1.00278061414928,76.571977919814,-10.484049587285464,0.0,-0.2659697173341744,0.829794606870563,-0.2659697173341744,-0.829794606870563,-0.93629099971464,0.0,-0.512431999101075,0.0
1438.352403477519,107.04980890684736,25341.93823892013,21.78467762828933,1.002934235328328,77.21238813638223,-10.566680813918534,0.0,-0.2774315605968936,0.8541052643972661,-0.2774315605968936,-0.8541052643972661,-0.9292916359191644,0.0,-0.507464884385293,0.0
1492.244098447845,110.92589643589804,25566.32788159055,21.1864831165237,1.0030751471302892,77.81044173634588,-10.64391654300847,0.0,-0.2881299204024636,0.8771600271193508,-0.2881299204024636,-0.8771600271193508,-0.923147263094112,0.0,-0.5032583525852345,0.0
1545.5757458290193,114.7617037123063,25776.584276954203,20.62599084525856,1.003205241816015,78.37080391292547,-10.716354398269608,0.0,-0.2981847630777101,0.8990677925339474,-0.2981847630777101,-0.8990677925339474,-0.4996988275237076,0.0,-0.917717545866506,0.0
1598.4058166416426,118.56143439741145,25974.182999815923,20.09926157232518,1.0033259512266024,78.89741247644864,-10.784498556256183,0.0,-0.3076945673997744,0.9199273364847808,-0.3076945673997744,-0.9199273364847808,-0.4966908961207693,0.0,-0.9128896522110364,0.0
1650.7842953239344,122.32870862005284,26160.38520035915,19.602938522321253,1.0034365561177507,79.39362492156076,-10.848780556083256,0.0,-0.3167404750522506,0.9398275372949813,-0.3167404750522506,-0.9398275372949813,-0.4941549948440539,0.0,-0.908572189019835,0.0
1702.75385046237,126.0665657130781,26336.267949261444,19.134136016519832,1.0035401915337778,79.86232379194635,-10.909566711342086,0.0,-0.3253892796043186,0.958848644773418,-0.3253892796043186,-0.958848644773418,-0.4920237429990091,0.0,-0.9046906909970376,0.0
1754.3515602753007,129.7776662385729,26502.76699172694,18.69035511744858,1.0036380011736137,80.30600688137777,-10.967175854804678,0.0,-0.3336964694397953,0.9770624995501048,-0.3336964694397953,-0.9770624995501048,-0.4902408930153373,0.0,-0.9011839628304418,0.0
1805.6099376801683,133.46437759543207,26660.70255275856,18.26941710087951,1.0037287018414185,80.72685419727917,-11.021888426675046,0.0,-0.3417084337382495,0.9945332113460964,-0.3417084337382495,-0.9945332113460964,-0.4887595712504495,0.0,-0.8980013606087802,0.0
1856.5571182072847,137.12867280520408,26810.78509336776,17.869409692345574,1.0038161356779889,81.12677417197635,-11.073944646369512,0.0,-0.3494637365674529,1.0113188795972878,-0.3494637365674529,-1.0113188795972878,-0.4875392262381281,0.0,-0.8951007791372874,0.0
1907.2185150835664,140.77245177245925,26953.65532058863,17.488646735770892,1.003896238507111,81.50745702572189,-11.123564845827667,0.0,-0.3569953088041349,1.027470673308856,-0.3569953088041349,-1.027470673308856,-0.4865469574037349,0.0,-0.8924468399388957,0.0
1957.616145138605,144.39725817550575,27089.869190396486,17.125631986575357,1.0039720050591092,81.87039600836555,-11.170936777151136,0.0,-0.3643306243756931,1.0430354391347048,-0.3643306243756931,-1.0430354391347048,-0.48575348207107,0.0,-0.8900097860310622,0.0
2007.769978746723,148.00456640969347,27219.93037530781,16.779032963177496,1.004041630976838,82.21692540584579,-11.216232730562036,0.0,-0.3714933356244663,1.0580547295504077,-0.3714933356244663,-1.0580547295504077,-0.4851346587702269,0.0,-0.88776432648714,0.0
2057.697163746806,151.59548393963206,27344.272582216126,16.44765607276478,1.0041126280812,82.54823129915387,-11.259596417963328,0.0,-0.378503054260102,1.0725673776380888,-0.378503054260102,-1.0725673776380888,-0.4846679561324463,0.0,-0.8856889683971677,0.0
2107.4143103833585,155.1713598968284,27463.31379956022,16.130431173139858,1.0041765223162078,82.8653923045441,-11.301174187445586,0.0,-0.385377627776927,1.0866062057513723,-0.385377627776927,-1.0866062057513723,-0.4843369776327366,0.0,-0.8837651427630937,0.0
2156.935464609721,158.7331368214094,27577.40900842475,15.826391710192228,1.0042374378493255,83.16937085195869,-11.341084563134942,0.0,-0.3921316841173465,1.100202700291594,-0.3921316841173465,-1.100202700291594,-0.4841252425290441,0.0,-0.881976946076182,0.0
2206.273528077298,162.28172207022942,27686.88393345483,15.534663551156203,1.0042966590775686,83.4610397897663,-11.37943751737832,0.0,-0.3987780444945519,1.113385092475828,-0.3987780444945519,-1.113385092475828,-0.4840189101923997,0.0,-0.8803105799510343,0.0
2255.440470347082,165.81802096843532,27792.04032239545,15.254453781710849,1.0043520787348863,83.74119413955424,-11.416336529935442,0.0,-0.4053280959418401,1.1261785293639277,-0.4053280959418401,-1.1261785293639277,-0.4840065766017959,0.0,-0.8787540151154936,0.0
2304.446964330433,169.34278838063338,27893.147609720098,14.985040220100444,1.0044045936399115,84.01055518625977,-11.451872569930885,0.0,-0.4117915891187239,1.1386063860813198,-0.4117915891187239,-1.1386063860813198,-0.4840777233543768,0.0,-0.8772967600715574,0.0
2353.3027200886936,172.856701271956,27990.450979059457,14.725763586212814,1.004455431624708,84.26978098216239,-11.48612818456305,0.0,-0.4181770342936601,1.150690096062263,-0.4181770342936601,-1.150690096062263,-0.4842230389577837,0.0,-0.8759296106502356,0.0
2402.016664756547,176.3603910300641,28084.175775664866,14.47602058112762,1.0045052069227212,84.51947421194967,-11.519179472172384,0.0,-0.4244919488888753,1.16244920264997,-0.4244919488888753,-1.16244920264997,-0.4844344275991286,0.0,-0.8746444553586575,0.0
2450.59720050933,179.8545093667257,28174.53373145252,14.235258089477892,1.004551816653799,84.76019009386819,-11.551099235234338,0.0,-0.4307431763233466,1.1739011630735416,-0.4307431763233466,-1.1739011630735416,-0.4847052797190236,0.0,-0.8734341080865692,0.0
