euler,RK_rtol_1e-05_atol_1e-08
0.0461915619395185,0.9993839719433592
0.0463879317625538,0.9993827643433838
0.0465843110338197,0.9993856846928788
0.0467806997647611,0.9993858812445097
0.0469770979668365,0.9993865221157991
0.0471735056515181,0.9993845628171536
0.0473699228302919,0.9993835454887896
0.0475663495146575,0.9993846316213453
0.0477627857161285,0.9993843218856552
0.0479592314462321,0.999385939674817
0.0481556867165094,0.9993852894925841
0.0483521515385154,0.9993872830593559
0.0485486259238188,0.9993861275079483
0.0487451098840024,0.9993835051358315
0.0489416034306628,0.9993855924216274
0.0491381065754104,0.999381385848347
0.0493346193298699,0.9993838979233707
0.0495311417056796,0.9993870536170727
0.049727673714492,0.9993892457664995
0.0499242153679737,0.9993891985552747
0.0501207666778053,0.9993894443996495
0.0503173276556812,0.9993895991249536
0.0505138983133103,0.9993899245394033
0.0507104786624155,0.9993901028959941
0.0509070687147337,0.9993881518489545
0.051103668482016,0.9993881896097447
0.0513002779760278,0.999388395311471
0.0514968972085486,0.9993881057869074
0.0516935261913724,0.9993901137867401
0.0518901649363071,0.9993846842681792
0.052086813455175,0.999389385384731
0.0522834717598128,0.999388068241143
0.0524801398620716,0.9993848861259607
0.0526768177738165,0.9993893962992245
0.0528735055069275,0.9993890407852064
0.0530702030732985,0.9993842149463263
0.0532669104848381,0.9993913960074892
0.0534636277534694,0.9993845178076901
0.0536603548911298,0.9993789956012239
0.0538570919097712,0.999392284881713
0.0540538388213603,0.9993875825315708
0.0542505956378779,0.9993764812102014
0.0544473623713199,0.9993851217653343
0.0546441390336963,0.9993766682438472
0.0548409256370321,0.9993854548257504
0.0550377221933667,0.9993904937211245
0.0552345287147542,0.9993903836521347
0.0554313452132636,0.9993904071551516
0.0556281717009783,0.9993937412205921
0.0558250081899969,0.9993943597655673
0.0560218546924321,0.9993946281986845
0.0562187112204121,0.9993947398624315
0.0564155777860795,0.9993950267427671
0.0566124544015919,0.9993924678097285
0.0568093410791215,0.9993954600394528
0.0570062378308558,0.9993797291346463
0.9994977512274282,0.9993816210489584
0.9993730259296728,0.9993860839795359
0.9994288905988506,0.9993960692539233
0.9994334669874372,0.999395200491934
0.9994220905563608,0.9993924462101033
0.9994086825430774,0.9993956884372293
0.9993973857504156,0.9993944733963986
0.99938903274077,0.9993941436878161
0.9993834041785544,0.9993940393856392
0.9993800062047924,0.99939633896386
0.9993783337652152,0.9993954619027987
0.999377950887329,0.999395147069669
0.9993785056456758,0.9993967095999813
0.9993797231328548,0.9993964945901158
0.9993813925420812,0.9993928574618202
0.999383354166568,0.999396331921597
0.9993854881632072,0.9993959059935392
0.9993877054296147,0.9993943277076083
0.9993899404163592,0.9993939913251676
0.9993921455499146,0.9993935820809561
0.9993942869388152,0.9993894206224333
0.9993963410800604,0.9993908273185866
0.9993982923363308,0.9993919808156416
0.9994001310040764,0.9993970630239787
0.9994018518336172,0.9993991454525942
0.9994034528948652,0.9993968064323756
0.9994049347077468,0.9993985626725511
0.9994062995754482,0.9993950267661962
0.9994075510736132,0.999381686515727
0.999408693659435,0.9993794348932228
0.9994097323732828,0.9993768286788446
0.9994106726117552,0.9993935628352931
0.9994115199559656,0.9993943542006329
0.999412280042584,0.9994011788681139
0.9994129584679812,0.9993994910800094
0.9994135607179994,0.9993925751067002
0.999414092117508,0.9994003041678515
0.999414557795308,0.9993942655042168
0.9994149626607688,0.9993952216696725
0.9994153113895424,0.9994023580028816
0.99941560841612,0.9994024506840014
0.9994158579316198,0.9994024106234042
0.999416063885497,0.9994016505882993
0.9994162299901052,0.9994023383156214
0.999416359727354,0.9994014847677847
