"evolving_sym_D_0.4_ooo","evolving_asym_D_0.4_oor","evolving_asym_D_0.4_orr","evolving_sym_D_0.4_rrr"
4.0,4.0,50.0,50.0
4.0,4.184,49.0730494,50.0
4.0,4.35985596284008,48.18960702878502,50.02364887525
4.000000260715309,4.528021116926911,47.35565105219455,50.078684835132485
4.000003817658003,4.688959290440842,46.56843069862105,50.16403596079438
4.0000169259819485,4.843107562763513,45.82517421337116,50.278489835432715
4.000048516863548,4.990877228129415,45.12325920792747,50.42087209595802
4.000109720875058,5.132655430842879,44.46023183802141,50.59007403005264
4.000213474134204,5.268806773270835,43.833801500379,50.78505500441571
4.000374193066395,5.39967480851557,43.24183056502917,51.00483922752417
4.000607503884154,5.525583414705602,42.682323578366784,51.24851136524139
4.000930015828154,5.646838062402065,42.153417082607525,51.515212237875865
4.001359129783492,5.763726987745448,41.65337031260363,51.80413492967253
4.001912875822628,5.876522282426486,41.18055677070927,52.11452136926811
4.002609774654159,5.985480909750917,40.73345660644926,52.44565935614888
4.003468719014141,6.090845654502767,40.3106497134327,52.796879986597894
4.004508871830284,6.192846013057579,39.910809460623895,53.16755543181112
4.005749578593906,6.291699029212145,39.5326969849326,53.55709702653094
4.007210291841848,6.387610080422425,39.1751559823938,53.96495363362888
4.00891050601664,6.4807736185264,38.83710794447343,54.3906102568309
4.010869701263622,6.571373868534544,38.51754779392505,54.83358687971744
4.0131072949566375,6.659585488668505,38.21553988119837,55.29343751419623
4.015642599932567,6.745574194497022,37.9302143078472,55.76974944594267
4.0184947885691855,6.829497349741249,37.66076354789818,56.26214266797085
4.021682861967872,6.911504526087687,37.40643934189842,56.77026949667428
4.0252256236081845,6.9917380341471285,37.166549841505706,57.29381436747872
4.029141656929366,7.070333427525627,36.94045698513603,57.83249380977921
4.033449306367968,7.147419981823425,36.72757408743406,58.38605660317289
4.03816666144329,7.223121150246059,36.52736362725568,58.95428411921572
4.0433115435355305,7.297554997395397,36.33933522050658,59.53699085508322
4.048901495046887,7.370834612704723,36.1630437656132,60.1340251676508
4.054953770674673,7.443068504889156,35.998087750648445,60.74527021867119
4.061485330558979,7.51436097869918,35.84410771222473,61.370645143952736
4.068512835096224,7.5848124951894995,35.70078483722331,62.010106461768
4.076052641234961,7.65452001664678,35.56783969927223,62.663649738179416
4.084120800091975,7.723577337257294,35.44503112262916,63.33131152958977
4.092733055745666,7.792075400538139,35.33215516678443,64.01317162563933
4.101904845080189,7.860102604503117,35.22904422568204,64.70935561861018
4.111651298568344,7.927745095485863,35.13556623597254,65.42003782878987
4.121987241893855,7.995087051498023,35.051623989166885,66.14544461882227
4.132927198324905,8.062210955958728,34.97715454296117,66.88585813396116
4.1444853917606,8.129197862593038,34.91212872735292,67.64162050937271
4.156675750380757,8.19612765226098,34.85655074147378,68.41313859023124
4.169511910837114,8.26307928244516,34.81045783732467,69.20088921534708
4.18300722293084,8.330131030093314,34.77392008681906,70.00542512047598
4.197174754727333,8.397360728482386,34.74704022872111,70.82738152330508
4.212027298064616,8.464845998742572,34.72995359220789,71.66748345840027
4.227577374416474,8.532664476653052,34.722828093891046,72.52655393713565
4.243837241075718,8.60089403529566,34.72586430520258,73.40552301479305
4.2608188976267645,8.669613004128296,34.7392955870827,74.30543785458833
4.278534092680148,8.738900385016388,34.763388288904906,75.22747388629524
4.29699433084458,8.808836065737893,34.798442008533904,76.17294716531053
4.316210879914941,8.879501031455153,34.84478991033583,77.14332804630858
4.336194778256966,8.950977574625101,34.90279909784604,78.14025629388938
4.35695684237164,9.023349503797863,34.972871037647586,79.16555776058549
4.378507674624209,9.096702351732446,35.055442030821496,80.22126276993134
4.400857671124528,9.171123583236843,35.15098372809827,81.30962634857785
4.4240170297470165,9.246702803118522,35.260003684566314,82.4331504560934
4.447995758279927,9.323531964609431,35.38304594947781,83.59460836340529
4.472803682694903,9.401705578607746,35.52069168633344,84.79707132988385
4.49845045552896,9.48132092405588,35.67355981802496,86.04393772370054
4.524945564372068,9.562478259751238,35.84230769136745,87.33896471886085
4.552298340454427,9.645281037862262,36.027631754860984,88.68630268344653
4.580517967328398,9.729836119397742,36.2302682429854,90.09053234492784
4.609613489640796,9.816253991851772,36.45099385975097,91.556704777296
4.639593821991942,9.904648989220322,36.69062645360441,93.09038419807233
4.670467757878512,9.995139514557906,36.9500256751252,94.69769348725146
4.702243978717763,10.087848265214356,37.2300936082441,96.38536224059303
4.734931062951232,10.182902460862133,37.53177536497774,98.160777041411
4.768537495226503,10.280434074394105,37.85605963290536,100.03203347253347
4.803071675655999,10.38058006574004,38.20397916382132,102.00798918729737
4.83854192915221,10.48348261861773,38.57661119118788,104.09831710883469
4.87495651483907,10.589289380201157,38.975077763195934,106.31355752399615
4.912323635539557,10.698153703654285,39.40054597742725,108.66516747599869
4.950651447339857,10.81023489344451,39.85422810231327,111.16556543342477
4.989948069230749,10.925698453315052,40.33738156981729,113.82816871992728
5.03022159282708,11.044716336760942,40.85130882304614,116.66742062994138
5.071480092166482,11.16746719981894,41.39735700184279,119.69880353742668
5.113731633588671,11.294136655948147,41.97691744884564,122.93883364156528
5.156984285696908,11.42491753274586,42.59142501804624,126.40503231051763
5.201246129403388,11.560010130212666,43.24235716756266,130.1158683207894
5.246525268060519,11.699622480252687,43.93123281819842,134.0906647018207
5.2928298376802445,11.843970607069709,44.65961095940841,138.34946345995886
5.340168017243741,11.993278788098536,45.42908898457547,142.91284127283268
5.388548039103981,12.147779815094111,46.24130073804886,147.80166943767105
5.437978199483859,12.30771525498922,47.09791425724223,153.0368120697361
