"fixed_sym_D_0.4_ooo","fixed_asym_D_0.4_oog","fixed_asym_D_0.4_ogg","fixed_sym_D_0.4_ggg"
0.0,0.0,0.0,0.0
0.01639792,0.01639792,0.00409948,0.00409948
0.1062856850832263,0.1062365566096623,0.0821332652329941,0.0818854905391537
0.1942396818360826,0.1940949668683904,0.1587367585869693,0.15800503277898714
0.2786435131403117,0.278359363988591,0.2322817029289243,0.23084114351733484
0.3594227899302796,0.3589578839263133,0.3026806508600002,0.3003172873098814
0.4367617693423339,0.436077228484712,0.370104965613144,0.3666153790809593
0.5108873045404386,0.5099466196853362,0.4347689565043666,0.4299599395013908
0.5820183377794524,0.5807872963059528,0.4968793764834317,0.49056760869963684
0.6503539608088105,0.6488005769182589,0.5566234526725946,0.5486351900225406
0.7160721465619396,0.7141665936101695,0.6141675850618761,0.604338359820546
0.7793315060168922,0.777046050455391,0.6696590744106794,0.6578334048911345
0.8402737202803776,0.8375826569079506,0.7232285305333266,0.709259639165952
0.8990259040097355,0.8959054923252567,0.7749922166331146,0.7587417555930731
0.955702687012465,0.9521310885231948,0.8250541157436009,0.8063918994781037
1.0104079818187437,1.0063651982051145,0.8735076863163201,0.8523114304723103
1.0632364640663106,1.0587042761381449,0.920437333151566,0.8965923995143779
1.1142748077316813,1.1092367151359703,0.9659196351841676,0.9393187823199693
1.1636027169333376,1.158043878592358,1.0100243714329569,0.9805675107899576
1.2112937908365833,1.2052009661089336,1.0528153813122372,1.0204093385830608
1.2574162520700485,1.250777742637341,1.0943512894517828,1.0589095710358059
1.302033563413653,1.294839155902978,1.1346861195751674,1.0961286840076916
1.345204952731743,1.3374458620892664,1.1738698172421218,1.132122851478955
1.38698586222189,1.3786546758565528,1.2119486973905125,1.1669443978533234
1.42742833492211,1.4185189576407138,1.248965829511994,1.2006421878127926
1.4665813489316453,1.457088948687947,1.2849613708286658,1.2332619641017437
1.5044911078260614,1.4944120623070465,1.3199728558803516,1.2648466416576718
1.541201294178688,1.5305331382511511,1.3540354493768634,1.2954365649486814
1.5767532918505045,1.565494665890558,1.387182167930557,1.3250697341373823
1.6111863817107208,1.5993369808379758,1.419444075293486,1.353782004698668
1.6445379146469,1.6320984388839324,1.45085045492728,1.3816072643217505
1.6768434650747437,1.6638155704511168,1.4814289630910813,1.4085775902833166
1.7081369676312623,1.69452321824989,1.5112057651113395,1.4347233899565561
1.7384508393057172,1.7242546603877609,1.5402056570719558,1.4600735266950629
1.767816088910828,1.7530417208336784,1.568452174814704,1.4846554329817
1.7962624155069338,1.7809148688481262,1.5959676918527972,1.5084952124451827
1.8238182971519208,1.8079033087501388,1.6227735075628893,1.5316177321093678
1.850511071150348,1.8340350611929708,1.6488899268233086,1.554046706042588
1.8763670068086624,1.859337036953637,1.6743363321013656,1.5758047714093095
1.901411371563753,1.883835104101925,1.6991312488542274,1.5969135577879758
1.9256684912344584,1.9075541492968968,1.7232924049913194,1.6173937505023188
1.9491618050462087,1.9305181338595048,1.7468367850476572,1.6372651486148493
1.9719139159945684,1.952750145185595,1.7697806796338462,1.6565467181475637
1.9939466370415424,1.9742724439917028,1.792139730657185,1.6752566410236183
2.015281033577028,1.9951065078246688,1.81392897274732,1.6934123601627613
2.035937462525073,2.015273071213396,1.835162871267584,1.7110306211110164
2.055935608429205,2.03479216279577,1.8558553572480552,1.7281275105400864
2.075294516811921,2.053683139714649,1.8760198595374928,1.7447184919130585
2.0940326250695,2.0719647195429483,1.8956693344375195,1.760818438579319
2.1121677911338423,2.08965500996847,1.9148162930531512,1.7764416645323082
2.1297173201073583,2.1067715364435085,1.9334728265682,1.7916019530382588
2.14669798905455,2.12333126798193,1.9516506296317404,1.8063125833217744
2.163126070114295,2.1393506412668644,1.9693610220222797,1.820586355474592
2.1790173520796303,2.154845583214995,1.9866149687390495,1.8344356137367286
2.194387160576692,2.1698315321283315,2.003423098654727,1.8478722682841213
2.209250376961099,2.184323457551068,2.019795721850474,1.8609078156435512
2.223621456038291,2.1983358789373564,2.035742845742411,1.873553357843857
2.237514442703832,2.2118828832254533,2.051274190098089,1.8858196204019997
2.2509429875904643,2.2249781414044243,2.066399201032236,1.8977169692332598
2.2639203618004142,2.237634924151441,2.0811270640627213,1.909255426566583
