time,value_D
0.0,0.0
0.01,0.01639792
0.02,0.10628568508322632
0.03,0.19423968183608267
0.04,0.27864351317186725
0.05,0.35942279033725943
0.06,0.43676177126477284
0.07,0.5108873104976379
0.08,0.5820183522754201
0.09,0.6503539909059279
0.1,0.7160722023862096
0.11,0.7793316011713546
0.12,0.8402738721532824
0.13,0.8990261339716114
0.14,0.9557030205018837
0.15,1.0104084483207907
0.16,1.0632370969908436
0.17,1.1142756442006492
0.18,1.1636037974879248
0.19,1.2112951590758954
0.2,1.2574179542335786
0.21,1.3020356479199593
0.22,1.3452074696857006
0.23,1.3869888629026177
0.24,1.4274318712632528
0.25,1.466585473005173
0.26,1.5044958713401284
0.27,1.541206747999443
0.28,1.576759485557033
0.29,1.611193363191591
0.3,1.644545729746045
0.31,1.6768521572937038
0.32,1.708146577894085
0.33,1.7384614057921206
0.34,1.7678276469625673
0.35,1.7962749976116448
0.36,1.823831933008108
0.37,1.8505257878165835
0.38,1.8763828289395048
0.39,1.9014283217343606
0.4,1.9256865903553766
0.41,1.9491810728693402
0.42,1.9719343717108984
0.43,1.9939682999707826
0.44,2.0153039239489687
0.45,2.035961602352076
0.46,2.0559610224689555
0.47,2.0753212336192575
0.48,2.094060678135872
0.49,2.112197220112692
0.5,2.129748172123511
0.51,2.146730320095487
0.52,2.1631599465010036
0.53,2.1790528520145718
0.54,2.194424375766271
0.55,2.2092894143099118
0.56,2.223662439412295
0.57,2.237557514759523
0.58,2.2509883116670335
0.59,2.263968123871813
0.6,2.2765098814778844
0.61,2.2886261641196315
0.62,2.300329213401653
0.63,2.311630944668594
0.64,2.3225429581536976
0.65,2.3330765495505768
0.66,2.3432427200489077
0.67,2.353052185871298
0.68,2.362515387345492
0.69,2.371642497543256
0.7,2.38044343051476
0.71,2.3889278491449484
0.72,2.3971051726563215
0.73,2.404984583780627
0.74,2.4125750356202387
0.75,2.419885258218413
0.76,2.4269237648561828
0.77,2.433698858092313
0.78,2.4402186355615574
0.79,2.4464909955453362
0.8,2.4525236423279466
0.81,2.458324091350495
0.82,2.4638996741738777
0.83,2.469257543261358
0.84,2.4744046765905607
0.85,2.4793478821040416
0.86,2.484093802006973
0.87,2.4886489169199226
0.88,2.493019549894176
0.89,2.4972118702965673
0.9,2.5012318975703374
0.91,2.505085504878121
0.92,2.5087784226327767
0.93,2.5123162419214236
0.94,2.5157044178277044
0.95,2.5189482726569974
0.96,2.522052999069005
0.97,2.5250236631218828
0.98,2.5278652072318257
0.99,2.530582453051788
1.0,2.533180104272808
1.01,2.5356627493512005
1.02,2.538034864164689
1.03,2.5403008146003816
1.04,2.542464859077322
1.05,2.544531151006196
1.06,2.5465037411886335
1.07,2.5483865801584002
1.08,2.5501835204666614
1.09,2.5518983189133677
1.1,2.5535346387267124
1.11,2.555096051692497
1.12,2.55658604023515
1.13,2.558007999452048
1.14,2.5593652391027053
1.15,2.5606609855543123
1.16,2.561898383685033
1.17,2.5630804987463915
1.18,2.5642103181860207
1.19,2.565290753431972
1.2,2.5663246416397327
1.21,2.56731474740304
1.22,2.5682637644295236
1.23,2.5691743171821617
1.24,2.5700489624874927
1.25,2.5708901911114697
1.26,2.571700429303814
1.27,2.572482040311679
1.28,2.573237325863397
1.29,2.5739685276230535
1.3,2.5746778286165917
1.31,2.575367354630126
1.32,2.5760391755811085
1.33,2.5766953068629705
1.34,2.5773377106638278
1.35,2.577968297259821
1.36,2.578588926283632
1.37,2.5792014079687022
1.38,2.5798075043696516
1.39,2.5804089305593827
1.4,2.5810073558033304
1.41,2.581604404711307
1.42,2.582201658367368
1.43,2.5828006554381147
1.44,2.5834028932598305
1.45,2.5840098289048403
1.46,2.584622880227457
1.47,2.5852434268898823
1.48,2.5858728113684
1.49,2.5865123399402097
1.5,2.5871632836512113
1.51,2.5878268792650694
1.52,2.588504330193853
1.53,2.589196807410554
1.54,2.589905450343764
1.55,2.590631367754801
1.56,2.591375638597543
1.57,2.5921393128612453
1.58,2.5929234123965914
1.59,2.593728931725229
1.6,2.5945568388330362
1.61,2.5954080759473537
1.62,2.596283560298414
1.63,2.597184184865197
1.64,2.5981108191059232
1.65,2.599064309673411
1.66,2.600045481115497
1.67,2.6010551365607264
1.68,2.602094058389519
1.69,2.603163008890996
1.7,2.6042627309056607
1.71,2.605393948454125
1.72,2.6065573673520497
1.73,2.6077536758114856
1.74,2.608983545028783
1.75,2.6102476297592356
1.76,2.6115465688786275
1.77,2.6128809859318336
1.78,2.6142514896686366
1.79,2.615658674566908
1.8,2.617103121343294
1.81,2.6185853974515587
1.82,2.620106057568712
1.83,2.6216656440690596
1.84,2.6232646874863077
1.85,2.6249037069638366
1.86,2.626583210693275
1.87,2.6283036963414803
1.88,2.630065651466042
1.89,2.631869553919411
1.9,2.633715872241754
1.91,2.635605066042637
1.92,2.6375375863716197
1.93,2.6395138760778503
1.94,2.641534370158745
1.95,2.643599496097821
1.96,2.6457096741917594
1.97,2.6478653178667577
1.98,2.650066833984231
1.99,2.6523146231359167
2.0,2.654609079928428
2.01,2.656950593257294
2.02,2.6593395465705236
2.03,2.6617763181217193
2.04,2.66426128121276
2.05,2.6667948044260674
2.06,2.6693772518464627
2.07,2.67200898327261
2.08,2.674690354418041
2.09,2.6774217171017427
2.1,2.680203419428281
2.11,2.6830358059574353
2.12,2.685919217863292
2.13,2.688853993082756
2.14,2.691840466453417
2.15,2.6948789698407016
2.16,2.697969832254239
2.17,2.7011133799533416
2.18,2.704309936541519
2.19,2.7075598230499014
2.2,2.710863358009465
2.21,2.714220857511926
2.22,2.717632635259162
2.23,2.721099002601011
2.24,2.724620268561281
2.25,2.7281967398517972
2.26,2.7318287208742973
2.27,2.7355165137099724
2.28,2.73926041809644
2.29,2.7430607313919215
2.3,2.7469177485263807
2.31,2.7508317619393705
2.32,2.754803061504313
2.33,2.758831934438931
2.34,2.762918665201529
2.35,2.767063535372808
2.36,2.7712668235228803
2.37,2.775528805063137
2.38,2.779849752082604
2.39,2.7842299331684024
2.4,2.7886696132099122
2.41,2.7931690531862277
2.42,2.7977285099364626
2.43,2.8023482359124543
2.44,2.8070284789133946
2.45,2.811769481801895
2.46,2.8165714822009735
2.47,2.821434712171437
2.48,2.826359397869103
2.49,2.8313457591812963
2.5,2.8363940093420226
2.51,2.841504354525216
2.52,2.8466769934154206
2.53,2.8519121167552592
2.54,2.857209906869012
2.55,2.862570537161612
2.56,2.8679941715923434
2.57,2.8734809641225043
2.58,2.879031058136279
2.59,2.8846445858340406
2.6,2.8903216675972927
2.61,2.8960624113244235
2.62,2.901866911736445
2.63,2.907735249651857
2.64,2.913667491229766
2.65,2.9196636871803645
2.66,2.925723871941868
2.67,2.931848062822983
2.68,2.938036259109971
2.69,2.94428844113736
2.7,2.950604569321338
2.71,2.9569845831548576
2.72,2.9634284001634774
2.73,2.9699359148209465
2.74,2.9765069974235474
2.75,2.9831414929222055
2.76,2.989839219711375
2.77,2.9965999683737166
2.78,3.0034235003795917
2.79,3.0103095467404017
2.8,3.0172578066148303
2.81,3.024267945867049
2.82,3.031339595575988
2.83,3.0384723504947866
2.84,3.0456657674595866
2.85,3.0529193637468652
2.86,3.060232615378548
2.87,3.067604955374207
2.88,3.0750357719496964
2.89,3.082524406661659
2.9,3.0900701524974052
2.91,3.097672251909756
2.92,3.1053298947965335
2.93,3.113042216424497
2.94,3.1208082952976244
2.95,3.1286271509697774
2.96,3.1364977418019278
2.97,3.1444189626642642
2.98,3.1523896425836795
2.99,3.1604085423373043
3.0,3.168474351992958
3.01,3.1765856883975894
3.02,3.1847410926150106
3.03,3.1929390273144733
3.04,3.2011778741118895
3.05,3.209455930865785
3.06,3.21777140893037
3.07,3.2261224303684273
3.08,3.2345070251270607
3.09,3.242923128179702
3.1,3.25136857663816
3.11,3.2598411068388864
3.12,3.2683383514080746
3.13,3.2768578363106418
3.14,3.2853969778886167
3.15,3.2939530798949517
3.16,3.3025233305292874
3.17,3.3111047994827425
3.18,3.319694434999352
3.19,3.3282890609623634
3.2,3.336885374014202
3.21,3.345479940719531
3.22,3.3540691947814802
3.23,3.362649434321766
3.24,3.371216819236094
3.25,3.3797673686369305
3.26,3.388296958396407
3.27,3.396801318802836
3.28,3.405276032345011
