time,value_M
0.0,400.0
0.01,400.0
0.02,400.05028100768766
0.03,400.37538089430797
0.04,400.96523108596205
0.05,401.80550586461106
0.06,402.88233807458766
0.07,404.18303033687164
0.08,405.6961046377041
0.09,407.41120686774786
0.1,409.31898484872517
0.11,411.41097130309305
0.12,413.6794796482137
0.13,416.1175134617675
0.14,418.7186883940683
0.15,421.4771648360797
0.16,424.3875897063417
0.17,427.4450459248164
0.18,430.6450083679795
0.19,433.98330530510856
0.2,437.45608449001
0.21,441.05978322596025
0.22,444.7911018384568
0.23,448.64698008512886
0.24,452.6245761090723
0.25,456.72124760451305
0.26,460.9345349149334
0.27,465.26214582590666
0.28,469.7019418496853
0.29,474.251925827492
0.3,478.91023069960255
0.31,483.6751093135649
0.32,488.54492515798603
0.33,493.5181439237895
0.34,498.5933258071683
0.35,503.76911847898094
0.36,509.04425065437414
0.37,514.4175262041903
0.38,519.8878187564432
0.39,525.454066741974
0.4,531.1152688434712
0.41,536.8704798114646
0.42,542.7188066147754
0.43,548.6594048963026
0.44,554.6914757080169
0.45,560.8142625016685
0.46,567.0270483540459
0.47,573.3291534076888
0.48,579.7199325097898
0.49,586.1987730336523
0.5,592.765092868522
0.51,599.4183385649131
0.52,606.157983623706
0.53,612.9835269183353
0.54,619.8944912403252
0.55,626.8904219592613
0.56,633.9708857890499
0.57,641.1354696529961
0.58,648.3837796408446
0.59,655.7154400514889
0.6,663.1300925155524
0.61,670.6273951925076
0.62,678.20702203741
0.63,685.8686621327022
0.64,693.6120190808874
0.65,701.4368104541819
0.66,709.342767297543
0.67,717.3296336817298
0.68,725.3971663032897
0.69,733.5451341285856
0.7,741.7733180791738
0.71,750.0815107560309
0.72,758.4695162002927
0.73,766.937149688325
0.74,775.484237559089
0.75,784.1106170718945
0.76,792.8161362927563
0.77,801.6006540076828
0.78,810.464039661327
0.79,819.4061733195286
0.8,828.4269456543658
0.81,837.5262579504158
0.82,846.7040221310041
0.83,855.9601608032909
0.84,865.2946073211141
0.85,874.7073058645676
0.86,884.1982115353559
0.87,893.7672904670173
0.88,903.4145199491659
0.89,913.1398885649422
0.9,922.9433963409192
0.91,932.8250549087437
0.92,942.7848876778411
0.93,952.8229300185459
0.94,962.9392294550603
0.95,973.1338458676756
0.96,983.4068517037257
0.97,993.7583321967727
0.98,1004.1883855935563
0.99,1014.6971233882651
1.0,1025.2846705637185
1.01,1035.9511658390697
1.02,1046.6967619236732
1.03,1057.5216257767745
1.04,1068.4259388727132
1.05,1079.4098974713459
1.06,1090.4737128934203
1.07,1101.6176118006542
1.08,1112.841836480289
1.09,1124.1466451339118
1.1,1135.5323121703568
1.11,1146.9991285025148
1.12,1158.5474018479
1.13,1170.1774570328362
1.14,1181.8896363001495
1.15,1193.6842996202602
1.16,1205.561825005593
1.17,1217.5226088282338
1.18,1229.5670661407796
1.19,1241.695631000341
1.2,1253.9087567956747
1.21,1266.2069165774315
1.22,1278.590603391528
1.23,1291.0603306156559
1.24,1303.6166322989575
1.25,1316.2600635049157
1.26,1328.9912006575105
1.27,1341.8106418907107
1.28,1354.7190074013838
1.29,1367.716939805715
1.3,1380.8051044992399
1.31,1393.9841900206081
1.32,1407.2549084192046
1.33,1420.6179956267663
1.34,1434.074211833145
1.35,1447.6243418663767
1.36,1461.269195577227
1.37,1475.0096082283965
1.38,1488.8464408885732
1.39,1502.780580831539
1.4,1516.812941940539
1.41,1530.9444651181345
1.42,1545.176118701773
1.43,1559.5088988853154
1.44,1573.9438301467706
1.45,1588.4819656824968
1.46,1603.1243878481405
1.47,1617.8722086065895
1.48,1632.7265699832292
1.49,1647.688644528798
1.5,1662.7596357901484
1.51,1677.9407787892278
1.52,1693.2333405106046
1.53,1708.6386203978707
1.54,1724.1579508592636
1.55,1739.7926977828586
1.56,1755.5442610616915
1.57,1771.414075129181
1.58,1787.403609505227
1.59,1803.5143693533762
1.6,1819.7478960494466
1.61,1836.1057677620202
1.62,1852.589600045217
1.63,1869.2010464441755
1.64,1885.9417991136743
1.65,1902.8135894503357
1.66,1919.8181887388682
1.67,1936.957408812808
1.68,1954.2331027302344
1.69,1971.6471654649426
1.7,1989.2015346135656
1.71,2006.898191119151
1.72,2024.7391600117082
1.73,2042.7265111662489
1.74,2060.8623600788605
1.75,2079.14886866136
1.76,2097.588246055086
1.77,2116.1827494644017
1.78,2134.934685010493
1.79,2153.8464086060562
1.8,2172.9203268514834
1.81,2192.1588979531666
1.82,2211.5646326645556
1.83,2231.140095250615
1.84,2250.887904476345
1.85,2270.8107346200345
1.86,2290.911316511945
1.87,2311.192438599121
1.88,2331.6569480370504
1.89,2352.3077518089076
1.9,2373.1478178731295
1.91,2394.1801763400913
1.92,2415.4079206786614
1.93,2436.8342089534385
1.94,2458.4622650934825
1.95,2480.295380193376
1.96,2502.336913847466
1.97,2524.5902955181564
1.98,2547.059025939137
1.99,2569.7466785544584
2.0,2592.656900994378
2.01,2615.793416588921
2.02,2639.1600259201286
2.03,2662.7606084139693
2.04,2686.59912397293
2.05,2710.679614650311
2.06,2735.0062063672717
2.07,2759.583110673704
2.08,2784.4146265540235
2.09,2809.5051422789916
2.1,2834.8591373047116
2.11,2860.481184219959
2.12,2886.3759507430264
2.13,2912.548201769296
2.14,2939.0028014707686
2.15,2965.744715448801
2.16,2992.7790129413365
2.17,3020.1108690859296
2.18,3047.7455672398864
2.19,3075.68850135888
2.2,3103.9451784354064
2.21,3132.5212209984898
2.22,3161.4223696760496
2.23,3190.6544858213815
2.24,3220.22355420522
2.25,3250.135685774872
2.26,3280.3971204819404
2.27,3311.014230180169
2.28,3341.99352159497
2.29,3373.341639366212
2.3,3405.0653691658626
2.31,3437.1716408921093
2.32,3469.6675319415867
2.33,3502.560270561365
2.34,3535.8572392823667
2.35,3569.565978435888
2.36,3603.6941897549236
2.37,3638.2497400619895
2.38,3673.240665045162
2.39,3708.6751731240465
2.4,3744.561649407393
2.41,3780.9086597440883
2.42,3817.7249548692334
2.43,3855.019474647029
2.44,3892.8013524121643
2.45,3931.0799194114124
2.46,3969.8647093470954
2.47,4009.165463024082
2.48,4048.992133101942
2.49,4089.3548889538515
2.5,4130.264121633813
2.51,4171.730448953703
2.52,4213.764720671607
2.53,4256.378023792871
2.54,4299.581687985184
2.55,4343.387291108989
2.56,4387.806664864405
2.57,4432.851900555747
2.58,4478.535354974662
2.59,4524.869656402751
2.6,4571.86771073445
2.61,4619.54270772079
2.62,4667.908127334518
2.63,4716.977746256897
2.64,4766.765644486307
2.65,4817.286212068611
2.66,4868.554155949004
2.67,4920.584506944844
2.68,4973.39262683874
2.69,5026.994215590856
2.7,5081.40531866914
2.71,5136.6423344958675
2.72,5192.7220220085255
2.73,5249.661508332726
2.74,5307.478296564445
2.75,5366.190273658442
2.76,5425.81571841929
2.77,5486.3733095909565
2.78,5547.882134040343
2.79,5610.36169502966
2.8,5673.831920571923
2.81,5738.313171863204
2.82,5803.826251784632
2.83,5870.392413466399
2.84,5938.033368905277
2.85,6006.771297626343
2.86,6076.628855378751
2.87,6147.629182854468
2.88,6219.795914417946
2.89,6293.153186833653
2.9,6367.725647977332
2.91,6443.538465515679
2.92,6520.617335537947
2.93,6598.988491121704
2.94,6678.678710813608
2.95,6759.7153270046665
2.96,6842.126234177948
2.97,6925.9398970051425
2.98,7011.185358266723
2.99,7097.892246568745
3.0,7186.090783827494
3.01,7275.811792491313
3.02,7367.086702466956
3.03,7459.947557715753
3.04,7554.4270224827205
3.05,7650.558387119502
3.06,7748.375573459704
3.07,7847.913139702766
3.08,7949.206284759995
3.09,8052.290852013814
3.1,8157.203332438578
3.11,8263.98086702854
3.12,8372.661248475746
3.13,8483.28292203766
3.14,8595.884985531378
3.15,8710.507188388185
3.16,8827.189929699125
3.17,8945.974255179068
3.18,9066.90185297351
3.19,9190.015048229143
3.2,9315.356796345923
3.21,9442.970674825072
3.22,9572.900873624201
3.23,9705.19218392745
3.24,9839.889985235326
3.25,9977.040230675795
3.26,10116.689430435
3.27,10258.884633203137
3.28,10403.673405528023
3.29,10551.103808966307
3.3,10701.2243749197
3.31,10854.084077041336
3.32,11009.732301095331
3.33,11168.218812150872
3.34,11329.593718990738
3.35,11493.907435613151
3.36,11661.210639705176
3.37,11831.554227965778
3.38,12004.989268157004
3.39,12181.566947762602
3.4,12361.338519135039
3.41,12544.355241013973
3.42,12730.668316302239
3.43,12920.328825989103
3.44,13113.387659115071
3.45,13309.895438678037
3.46,13509.902443386927
3.47,13713.458525176446
3.48,13920.613022405012
3.49,14131.414668667601
3.5,14345.911497166002
3.51,14564.150740590996
3.52,14786.178726484286
3.53,15012.040768062567
3.54,15241.78105050205
3.55,15475.442512699094
3.56,15713.066724541211
3.57,15954.693759742842
3.58,16200.362064321696
3.59,16450.108320814343
3.6,16703.967308353887
3.61,16961.971758758074
3.62,17224.152208802923
3.63,17490.53684888498
3.64,17761.151368304272
3.65,18036.018797430173
