time,value_H
2.65,182.86591824312978
2.66,184.98900848030067
2.67,187.14378653834018
2.68,189.33089212711045
2.69,191.55097904406693
2.7,193.8047154796143
2.71,196.09278432728698
2.72,198.41588349867146
2.73,200.77472624297076
2.74,203.17004147109623
2.75,205.60257408415387
2.76,208.0730853061728
2.77,210.58235302090418
2.78,213.13117211249653
2.79,215.72035480983035
2.8,218.35073103427044
2.81,221.02314875056717
2.82,223.73847432061083
2.83,226.49759285971194
2.84,229.30140859504934
2.85,232.15084522589376
2.86,235.046846285178
2.87,237.99037550194714
2.88,240.98241716418158
2.89,244.02397648144196
2.9,247.1160799467408
2.91,250.25977569699637
2.92,253.45613387137442
2.93,256.70624696676913
2.94,260.0112301896187
2.95,263.3722218031907
2.96,266.79038346941127
2.97,270.2669005842439
2.98,273.8029826055572
2.99,277.3998633723467
3.0,281.0588014141007
3.01,284.78108024902
3.02,288.56800866972003
3.03,292.4209210149543
3.04,296.34117742581134
3.05,300.33016408474043
3.06,304.38929343566485
3.07,308.52000438334017
3.08,312.723762470009
3.09,317.00206002729607
3.1,321.356416301174
3.11,325.7883775477146
3.12,330.2995170972218
3.13,334.8914353842189
3.14,339.56575994063854
3.15,344.32414534943473
3.16,349.1682731557051
3.17,354.09985173228023
3.18,359.12061609660077
3.19,364.2323276755667
3.2,369.4367740149076
3.21,374.7357684294835
3.22,380.1311495907899
3.23,385.62478104780354
3.24,391.21855067717144
3.25,396.9143700586127
3.26,402.7141737712748
3.27,408.6199186066607
3.28,414.6335826936251
3.29,420.757164530825
3.3,426.9926819219062
3.31,433.34217080861185
3.32,439.80768399691493
3.33,446.3912897712043
3.34,453.09507039149696
3.35,459.92112046860586
3.36,466.8715452121684
3.37,473.94845854643586
3.38,481.1539810887408
3.39,488.4902379855994
3.4,495.95935660147256
3.41,503.5634640553044
3.42,511.3046846000809
3.43,519.1851368408122
3.44,527.2069307865329
3.45,535.3721647321485
3.46,543.6829219662271
3.47,552.1412673011511
3.48,560.7492434223999
3.49,569.5088670541475
3.5,578.422124938809
3.51,587.4909696286826
3.52,596.7173150883908
3.53,606.1030321074456
3.54,615.6499435229287
3.55,625.3598192530126
3.56,635.2343711428341
3.57,645.2752476250765
3.58,655.4840281985249
3.59,665.8622177288172
3.6,676.4112405766358
3.61,687.1324345596572
3.62,698.0270447557034
3.63,709.0962171557172
3.64,720.340992176405
3.65,731.7622980436572
3.66,743.3609440591565
3.67,755.1376137639205
3.68,767.0928580138797
3.69,779.2270879839685
3.7,791.5405681185924
3.71,804.0334090477147
3.72,816.7055604891851
3.73,829.5568041592844
3.74,842.5867467147846
3.75,855.7948127511039
3.76,869.1802378823647
3.77,882.742061930319
3.78,896.4791222501875
3.79,910.3900472224443
3.8,924.4732499404569
3.81,938.726922124654
3.82,953.1490282945203
3.83,967.7373002301998
3.84,982.4892317558171
3.85,997.4020738767823
3.86,1012.4728303033258
3.87,1027.6982533922992
3.88,1043.0748405388736
3.89,1058.5988310491596
3.9,1074.2662035239543
3.91,1090.0726737827918
3.92,1106.0136933562299
3.93,1122.084448572847
3.94,1138.2798602657522
3.95,1154.5945841215296
3.96,1171.0230116924545
3.97,1187.5592720905404
3.98,1204.1972343795078
3.99,1220.9305106781267
4.0,1237.7524599855863
4.01,1254.6561927365958
4.02,1271.63457609085
4.03,1288.6802399583075
4.04,1305.7855837584586
4.05,1322.942783908417
4.06,1340.143802031282
4.07,1357.380393872806
4.08,1374.6441189109926
4.09,1391.9263506398565
4.1,1409.2182875052429
4.11,1426.5109644673237
4.12,1443.7952651612188
4.13,1461.0619346241224
4.14,1478.3015925543943
4.15,1495.50474706531
4.16,1512.6618088935732
4.17,1529.763106020306
4.18,1546.7988986600512
4.19,1563.759394571368
4.2,1580.63476464089
4.21,1597.41515869126
4.22,1614.0907214621518
4.23,1630.651608712657
4.24,1647.0880033926708
4.25,1663.3901318305163
4.26,1679.5482798839566
4.27,1695.552809001919
4.28,1711.3941721447084
4.29,1727.0629295112071
4.3,1742.5497640225528
4.31,1757.8454965130204
4.32,1772.9411005803288
4.33,1787.8277170493143
4.34,1802.4966680048524
4.35,1816.9394703520643
4.36,1831.1478488641806
4.37,1845.1137486809494
4.38,1858.8293472231444
4.39,1872.2870654915355
4.4,1885.479578721604
4.41,1898.3998263683109
4.42,1911.04102139832
4.43,1923.396658870233
4.44,1935.4605237865908
4.45,1947.2266982045953
4.46,1958.6895675957214
4.47,1969.8438264475606
4.48,1980.6844831043884
4.49,1991.2068638460257
4.5,2001.4066162075708
4.51,2011.2797115454923
4.52,2020.822446858385
4.53,2030.0314458733706
4.54,2038.9036594116844
4.55,2047.4363650494006
4.56,2055.6271660914977
4.57,2063.473989879574
4.58,2070.975085455441
4.59,2078.1290206045774
4.6,2084.9346783050173
4.61,2091.3912526086265
4.62,2097.4982439829528
4.63,2103.2554541428717
4.64,2108.6629804021077
4.65,2113.721209575399
4.66,2118.4308114625865
4.67,2122.792731946257
4.68,2126.808185734752
4.69,2130.4786487823935
4.7,2133.8058504186583
4.71,2136.791765217777
4.72,2139.438604639859
4.73,2141.7488084741267
4.74,2143.7250361142355
4.75,2145.3701576949293
4.76,2146.687245118467
4.77,2147.6795629983612
4.78,2148.35055954699
4.79,2148.703857432622
4.8,2148.743244630277
4.81,2148.472665289734
4.82,2147.8962106428007
4.83,2147.0181099707606
4.84,2145.842721651692
4.85,2144.374524306105
4.86,2142.6181080580986
4.87,2140.5781659280046
4.88,2138.259485371225
4.89,2135.666939976769
4.9,2132.805481337768
4.91,2129.6801311050735
4.92,2126.295973233879
4.93,2122.6581464321853
4.94,2118.771836818832
4.95,2114.6422707977677
4.96,2110.274708154209
4.97,2105.6744353773774
4.98,2100.846759213563
4.99,2095.79700045238
5.0,2090.5304879482533
5.01,2085.0525528783646
5.02,2079.368523237554
5.03,2073.483718569975
5.04,2067.4034449366327
5.05,2061.132990117358
5.06,2054.6776190451733
5.07,2048.042569470523
5.08,2041.233047852348
5.09,2034.254225472556
5.1,2027.1112347700612
5.11,2019.8091658901976
5.12,2012.3530634450165
5.13,2004.7479234796892
5.14,1996.9986906400031
5.15,1989.1102555357259
5.16,1981.0874522944403
5.17,1972.9350563003018
5.18,1964.6577821120534
5.19,1956.26028155454
5.2,1947.7471419778972
5.21,1939.1228846785423
5.22,1930.3919634760723
5.23,1921.5587634401732
5.24,1912.6275997616524
5.25,1903.6027167617458
5.26,1894.4882870338893
5.27,1885.28841071221
5.28,1876.007114861065
5.29,1866.648352980037
5.3,1857.2160046188935
5.31,1847.713875097118
5.32,1838.145695322735
5.33,1828.515121705266
5.34,1818.8257361577794
5.35,1809.0810461831272
5.36,1799.2844850395938
5.37,1789.439411981317
5.38,1779.5491125689866
5.39,1769.6167990464583
5.4,1759.6456107790734
5.41,1749.6386147496107
5.42,1739.5988061079427
5.43,1729.5291087706144
5.44,1719.4323760667019
5.45,1709.3113914264532
5.46,1699.1688691093502
5.47,1689.007454968373
5.48,1678.8297272473808
5.49,1668.638197408662
5.5,1658.4353109878323
5.51,1648.2234484733926
5.52,1638.0049262083849
5.53,1627.781997311702
5.54,1617.5568526167353
5.55,1607.3316216251515
5.56,1597.108373473712
5.57,1586.8891179121517
5.58,1576.675806290244
5.59,1566.470332552279
5.6,1556.2745342372855
5.61,1546.0901934834212
5.62,1535.9190380350449
5.63,1525.7627422510814
5.64,1515.6229281133685
5.65,1505.5011662337622
5.66,1495.3989768588533
5.67,1485.317830871226
5.68,1475.2591507862614
5.69,1465.2243117435567
5.7,1455.2146424921023
5.71,1445.2314263684157
5.72,1435.2759022668993
5.73,1425.3492656017393
5.74,1415.4526692597267
5.75,1405.587224543425
5.76,1395.7540021041673
5.77,1385.9540328644046
5.78,1376.1883089289809
5.79,1366.457784484946
5.8,1356.7633766895608
5.81,1347.105966546187
5.82,1337.4863997677905
5.83,1327.905487627821
5.84,1318.3640077982598
5.85,1308.8627051746648
5.86,1299.4022926880627
5.87,1289.9834521035698
5.88,1280.6068348056458
5.89,1271.273062569912
5.9,1261.982728321481
5.91,1252.7363968797722
5.92,1243.5346056898022
5.93,1234.3778655399622
5.94,1225.266661266302
5.95,1216.2014524433682
5.96,1207.182674061648
5.97,1198.2107371916882
5.98,1189.2860296349718
5.99,1180.4089165616442
6.0,1171.5797411351916
6.01,1162.7988251241854
6.02,1154.0664695012129
6.03,1145.382955029124
6.04,1136.7485428347327
6.05,1128.163474970113
6.06,1119.6279749616422
6.07,1111.1422483469444
6.08,1102.7064831998928
6.09,1094.320850643836
6.1,1085.985505353215
6.11,1077.7005860437412
6.12,1069.4662159513061
6.13,1061.282503299804
6.14,1053.1495417580381
6.15,1045.067410885894
6.16,1037.0361765699583
6.17,1029.0558914487622
6.18,1021.1265953278353
6.19,1013.248315584747
6.2,1005.4210675643203
6.21,997.6448549641971
6.22,989.9196702109384
6.23,982.2454948268385
6.24,974.6222997876313
6.25,967.0500458712708
6.26,959.5286839979586
6.27,952.0581555615987
6.28,944.6383927528495
6.29,937.2693188739499
6.3,929.9508486454878
6.31,922.6828885052811
6.32,915.4653368995387
6.33,908.2980845664664
6.34,901.181014812481
6.35,894.1140037811931
6.36,887.0969207153189
6.37,880.1296282116754
6.38,873.2119824694148
6.39,866.3438335316503
6.4,859.5250255206201
6.41,852.7553968665412
6.42,846.0347805302926
6.43,839.3630042200742
6.44,832.7398906021798
6.45,826.1652575060199
6.46,819.6389181235322
6.47,813.16068120311
6.48,806.7303512381785
6.49,800.3477286505484
6.5,794.0126099686696
6.51,787.7247880009086
6.52,781.48405200397
6.53,775.2901878465801
6.54,769.1429781685471
6.55,763.0422025353112
6.56,756.9876375880967
6.57,750.9790571897732
6.58,745.0162325665315
6.59,739.0989324454799
6.6,733.2269231882622
6.61,727.3999689207945
6.62,721.617831659222
6.63,715.8802714321873
6.64,710.1870463995062
6.65,704.5379129673396
6.66,698.9326258999523
6.67,693.3709384281443
6.68,687.8526023544408
6.69,682.3773681551222
6.7,676.9449850791774
6.71,671.5552012442575
6.72,666.207763729709
6.73,660.9024186667605
6.74,655.6389113259382
6.75,650.4169862017816
6.76,645.2363870949289
6.77,640.0968571916427
6.78,634.9981391408412
6.79,629.9399751287011
6.8,624.9221069508965
6.81,619.944276082535
6.82,615.0062237458527
6.83,610.1076909757271
6.84,605.2484186830658
6.85,600.4281477161272
6.86,595.6466189198289
6.87,590.9035731930963
6.88,586.1987515443054
6.89,581.5318951448694
6.9,576.9027453810198
6.91,572.3110439038303
6.92,567.7565326775305
6.93,563.2389540261561
6.94,558.7580506785806
6.95,554.3135658119718
6.96,549.9052430937161
6.97,545.5328267218532
6.98,541.1960614640601
6.99,536.8946926952256
7.0,532.6284664336529
7.01,528.3971293759284
7.02,524.2004289304936
7.03,520.0381132499541
7.04,515.909931262164
7.05,511.8156327001156
7.06,507.75496813067
7.07,503.7276889821606
7.08,499.7335475708995
7.09,495.7722971266189
7.1,491.8436918168767
7.11,487.9474867704544
7.12,484.0834380997778
7.13,480.2513029223853
7.14,476.4508393814728
7.15,472.68180666554025
7.16,468.94396502716546
7.17,465.23707580093014
7.18,461.56090142052216
7.19,457.9152054350375
7.2,454.299752524505
7.21,450.7143085146561
7.22,447.1586403909611
7.23,443.6325163119534
7.24,440.13570562186214
7.25,436.66797886257353
7.26,433.2291077849399
7.27,429.8188653594561
7.28,426.4370257863214
7.29,423.0833645049051
7.3,419.7576582026332
7.31,416.45968482331364
7.32,413.1892235749162
7.33,409.94605493682394
7.34,406.7299606665713
7.35,403.54072380608477
7.36,400.3781286874409
7.37,397.241960938156
7.38,394.13200748602225
7.39,391.0480565635032
7.4,387.9898977117035
7.41,384.95732178392416
7.42,381.95012094881747
7.43,378.96808869315356
7.44,376.01101982421056
7.45,373.07871047180004
7.46,370.1709580899398
7.47,367.28756145818414
7.48,364.42832068262345
7.49,361.59303719656305
7.5,358.7815137608918
7.51,355.99355446415063
7.52,353.22896472230997
7.53,350.4875512782668
7.54,347.76912220106954
7.55,345.07348688488
7.56,342.40045604768153
7.57,339.74984172974104
7.58,337.12145729183436
7.59,334.51511741324174
7.6,331.9306380895222
7.61,329.3678366300739
7.62,326.8265316554882
7.63,324.3065430947047
7.64,321.8076921819736
7.65,319.3298014536335
7.66,316.87269474470963
7.67,314.436197185341
7.68,312.0201351970405
7.69,309.624336488796
7.7,307.24863005301756
7.71,304.89284616133614
7.72,302.55681636026054
7.73,300.240373466697
7.74,297.9433515633376
7.75,295.6655859939221
7.76,293.4069133583784
7.77,291.16717150784683
7.78,288.94619953959267
7.79,286.74383779181153
7.8,284.5599278383327
7.81,282.3943124832241
7.82,280.2468357553032
7.83,278.11734290255896
7.84,276.00568038648754
7.85,273.9116958763465
7.86,271.83523824333133
7.87,269.7761575546773
7.88,267.7343050676915
7.89,265.7095332237169
7.9,263.7016956420337
7.91,261.7106471136994
7.92,259.73624359533244
7.93,257.7783422028415
7.94,255.8368012051037
7.95,253.91148001759532
7.96,252.00223919597656
7.97,250.10894042963454
7.98,248.2314465351864
7.99,246.36962144994524
8.0,244.52333022535174
8.01,242.69243902037354
8.02,240.87681509487518
8.03,239.07632680296064
8.04,237.2908435862908
8.05,235.52023596737817
8.06,233.7643755428608
8.07,232.0231349767576
8.08,230.2963879937071
8.09,228.58400937219142
8.1,226.88587493774742
8.11,225.20186155616707
8.12,223.53184712668843
8.13,221.87571057517928
8.14,220.233331847315
8.15,218.60459190175203
8.16,216.98937270329918
8.17,215.38755721608732
8.18,213.7990293967399
8.19,212.22367418754507
8.2,210.66137750963097
8.21,209.1120262561457
8.22,207.57550828544302
8.23,206.05171241427522
8.24,204.54052841099406
8.25,203.0418469887615
8.26,201.55555979877087
8.27,200.08155942347963
8.28,198.61973936985515
8.29,197.16999406263406
8.3,195.73221883759652
8.31,194.30630993485607
8.32,192.89216449216636
8.33,191.48968053824518
8.34,190.09875698611717
8.35,188.71929362647546
8.36,187.35119112106372
8.37,185.99435099607862
8.38,184.64867563559423
8.39,183.31406827500845
8.4,181.99043299451247
8.41,180.6776747125839
8.42,179.37569917950407
8.43,178.0844129709004
8.44,176.80372348131397
8.45,175.53353891779346
8.46,174.27376829351533
8.47,173.02432142143132
8.48,171.7851089079436
8.49,170.55604214660772
8.5,169.33703331186453
8.51,168.12799535280064
8.52,166.92884198693866
8.53,165.73948769405698
8.54,164.55984771003986
8.55,163.3898380207581
8.56,162.22937535598055
8.57,161.0783771833168
8.58,159.93676170219163
8.59,158.80444783785106
8.6,157.68135523540062
8.61,156.56740425387608
8.62,155.4625159603468
8.63,154.36661212405187
8.64,153.27961521056952
8.65,152.2014483760197
8.66,151.13203546130035
8.67,150.0713009863572
8.68,149.01917014448756
8.69,147.9755687966782
8.7,146.94042346597726
8.71,145.9136613319006
8.72,144.8952102248727
8.73,143.8849986207018
8.74,142.8829556350901
8.75,141.88901101817856
8.76,140.90309514912647
8.77,139.9251390307261
8.78,138.95507428405222
8.79,137.99283314314687
8.8,137.03834844973898
8.81,136.09155364799932
8.82,135.15238277933048
8.83,134.22077047719225
8.84,133.29665196196197
8.85,132.37996303583026
8.86,131.4706400777319
8.87,130.568620038312
8.88,129.6738404349272
8.89,128.7862393466823
8.9,127.90575540950177
8.91,127.03232781123658
8.92,126.16589628680603
8.93,125.30640111337459
8.94,124.45378310556373
8.95,123.60798361069874
8.96,122.76894450409033
8.97,121.93660818435106
8.98,121.11091756874647
8.99,120.2918160885809
9.0,119.4792476846178
9.01,118.6731568025346
9.02,117.8734883884119
9.03,117.08018788425693
9.04,116.2932012235613
9.05,115.51247482689271
9.06,114.73795559752077
9.07,113.96959091707652
9.08,113.20732864124587
9.09,112.45111709549657
9.1,111.70090507083873
9.11,110.95664181961868
9.12,110.21827705134616
9.13,109.48576092855461
9.14,108.7590440626944
9.15,108.03807751005901
9.16,107.32281276774387
9.17,106.61320176963778
9.18,105.90919688244678
9.19,105.21075090175029
9.2,104.5178170480894
9.21,103.83034896308715
9.22,103.14830070560062
9.23,102.47162674790474
9.24,101.80028197190755
9.25,101.13422166539692
9.26,100.4734015183184
9.27,99.81777761908413
9.28,99.16730645091262
9.29,98.52194488819929
9.3,97.88165019291746
9.31,97.24638001104987
9.32,96.61609236905021
9.33,95.99074567033487
9.34,95.37029869180446
9.35,94.75471058039506
9.36,94.14394084965895
9.37,93.53794937637475
9.38,92.93669639718674
9.39,92.34014250527305
9.4,91.74824864704283
9.41,91.16097611886197
9.42,90.5782865638073
9.43,90.00014196844913
9.44,89.42650465966179
9.45,88.8573373014622
9.46,88.29260289187614
9.47,87.7322647598321
9.48,87.1762865620825
9.49,86.6246322801521
9.5,86.07726621731354
9.51,85.53415299558955
9.52,84.995257552782
9.53,84.46054513952726
9.54,83.92998131637799
9.55,83.403531950911
9.56,82.88116321486099
9.57,82.36284158128012
9.58,81.84853382172314
9.59,81.33820700345781
9.6,80.83182848670069
9.61,80.32936592187778
9.62,79.83078724691015
9.63,79.33606068452414
9.64,78.84515473958605
9.65,78.35803819646118
9.66,77.87468011639695
9.67,77.39504983492992
9.68,76.91911695931671
9.69,76.44685136598831
9.7,75.97822319802795
9.71,75.5132028626721
9.72,75.05176102883459
9.73,74.59386862465348
9.74,74.13949683506078
9.75,73.68861709937455
9.76,73.2412011089134
9.77,72.79722080463314
9.78,72.35664837478542
9.79,71.9194562525982
9.8,71.48561711397782
9.81,71.05510387523259
9.82,70.6278896908176
9.83,70.20394795110076
9.84,69.78325228014967
9.85,69.36577653353939
9.86,68.95149479618071
9.87,68.54038138016898
9.88,68.1324108226531
9.89,67.72755788372469
9.9,67.32579754432719
9.91,66.92710500418471
9.92,66.53145567975052
9.93,66.13882520217496
9.94,65.74918941529265
9.95,65.36252437362882
9.96,64.97880634042454
9.97,64.59801178568088
9.98,64.22011738422154
9.99,63.84510001377405
10.0,63.47293675306932
10.01,63.10360487995923
10.02,62.73708186955234
10.03,62.3733453923674
10.04,62.012373312504515
10.05,61.65414368583392
10.06,61.29863475820208
10.07,60.945824963655035
10.08,60.59569292267886
10.09,60.24821744045698
10.1,59.90337750514437
10.11,59.56115228615824
10.12,59.221521132485364
10.13,58.884463571005604
10.14,58.549959304831724
10.15,58.217988211665165
10.16,57.888530342167805
10.17,57.56156591834939
10.18,57.23707533197062
10.19,56.91503914296174
10.2,56.59543807785637
10.21,56.278253028240634
10.22,55.96346504921725
10.23,55.65105535788459
10.24,55.3410053318305
10.25,55.03329650764077
10.26,54.72791057942209
10.27,54.4248293973394
10.28,54.12403496616749
10.29,53.825509443856674
10.3,53.529235140112455
10.31,53.235194514989054
10.32,52.94337017749664
10.33,52.65374488422215
10.34,52.36630153796358
10.35,52.08102318637758
10.36,51.79789302064031
10.37,51.51689437412134
10.38,51.23801072107052
10.39,50.961225675317706
10.4,50.686522988985175
10.41,50.413886551212656
10.42,50.14330038689484
10.43,49.87474865543123
10.44,49.60821564948824
10.45,49.343685793773396
10.46,49.081143643821605
10.47,48.820573884793234
10.48,48.561961330284
10.49,48.30529092114655
10.5,48.050547724323536
10.51,47.797716931692165
10.52,47.54678385892007
10.53,47.29773394433241
10.54,47.050552747790015
10.55,46.805225949578634
10.56,46.56173934930899
10.57,46.32007886482768
10.58,46.080230531138696
10.59,45.84218049933558
10.6,45.60591503554403
10.61,45.37142051987486
10.62,45.138683445387265
10.63,44.90769041706222
10.64,44.67842815078595
10.65,44.45088347234339
10.66,44.22504331642151
10.67,44.00089472562238
10.68,43.77842484948594
10.69,43.55762094352234
10.7,43.33847036825377
10.71,43.1209605882657
10.72,42.90507917126733
10.73,42.69081378716135
10.74,42.47815220712277
10.75,42.26708230268673
10.76,42.05759204484532
10.77,41.84966950315316
10.78,41.6433028448418
10.79,41.438480333942735
10.8,41.23519033041904
10.81,41.03342128930545
10.82,40.8331617598569
10.83,40.63440038470532
10.84,40.43712589902474
10.85,40.2413271297045
10.86,40.04699299453055
10.87,39.85411250137473
10.88,39.662674747391975
10.89,39.472668918225345
10.9,39.28408428721879
10.91,39.09691021463762
10.92,38.91113614689652
10.93,38.726751615795145
10.94,38.54374623776109
10.95,38.36210971310027
10.96,38.18183182525457
10.97,38.00290244006674
10.98,37.82531150505237
10.99,37.64904904867899
11.0,37.47410517965216
11.01,37.30047008620847
11.02,37.12813403541539
11.03,36.95708737247793
11.04,36.787320520051985
11.05,36.61882397756437
11.06,36.451588320539365
11.07,36.28560419993186
11.08,36.12086234146686
11.09,35.95735354498543
11.1,35.79506868379691
11.11,35.63399870403742
11.12,35.47413462403449
11.13,35.315467533677904
11.14,35.15798859379649
11.15,35.00168903554099
11.16,34.84656015977283
11.17,34.69259333645875
11.18,34.53978000407129
11.19,34.38811166899499
11.2,34.237579904938286
11.21,34.08817635235107
11.22,33.93989271784778
11.23,33.79272077363606
11.24,33.64665235695086
11.25,33.5016793694939
11.26,33.35779377687858
11.27,33.21498760808009
11.28,33.07325295489081
11.29,32.932581971380905
11.3,32.792966873363994
11.31,32.654399937867986
11.32,32.51687350261086
11.33,32.38037996548148
11.34,32.244911784025305
11.35,32.110461474934965
11.36,31.97702161354571
11.37,31.844584833335556
11.38,31.713143825430233
11.39,31.582691338112753
11.4,31.45322017633762
11.41,31.324723201249643
11.42,31.197193329707247
11.43,31.07062353381029
11.44,30.945006840432324
11.45,30.82033633075722
11.46,30.696605139820175
11.47,30.573806456053017
11.48,30.45193352083374
11.49,30.330979628040296
11.5,30.21093812360852
11.51,30.09180240509422
