time,value_N
0.0,100.0
0.01,99.98360208
0.02,99.8934722900133
0.03,99.8039498534431
0.04,99.71668115049597
0.05,99.63179415906542
0.06,99.54915906270398
0.07,99.46860051266258
0.08,99.38994753490948
0.09,99.31304561164812
0.1,99.2377582641255
0.11,99.16396562582987
0.12,99.09156231189097
0.13,99.02045531904784
0.14,98.95056217072364
0.15,98.88180934386749
0.16,98.81413095559898
0.17,98.74746767205535
0.18,98.68176580149427
0.19,98.61697653825728
0.2,98.55305532975748
0.21,98.48996134383822
0.22,98.42765701825591
0.23,98.3661076776369
0.24,98.30528120613867
0.25,98.24514776633467
0.26,98.18567955665517
0.27,98.12685060115469
0.28,98.06863656651942
0.29,98.01101460214076
0.3,97.9539631998119
0.31,97.89746207019331
0.32,97.84149203366982
0.33,97.78603492360898
0.34,97.73107350034772
0.35,97.67659137449402
0.36,97.6225729383452
0.37,97.56900330440212
0.38,97.51586825010699
0.39,97.46315416805606
0.4,97.41084802104261
0.41,97.35893730137325
0.42,97.30740999397467
0.43,97.25625454287115
0.44,97.20545982066632
0.45,97.15501510070935
0.46,97.10491003166426
0.47,97.05513461423557
0.48,97.00567917983241
0.49,96.95653437097867
0.5,96.9076911232987
0.51,96.85914064892727
0.52,96.81087442120896
0.53,96.76288416056727
0.54,96.71516182143576
0.55,96.66769958015568
0.56,96.62048982375376
0.57,96.5735251395228
0.58,96.52679830533587
0.59,96.48030228063092
0.6,96.43403019800962
0.61,96.38797535539898
0.62,96.34213120872957
0.63,96.29649136508833
0.64,96.25104957630765
0.65,96.20579973295628
0.66,96.16073585870025
0.67,96.11585210500525
0.68,96.07114274615394
0.69,96.0266021745545
0.7,95.98222489631812
0.71,95.93800552708558
0.72,95.89393878808444
0.73,95.8500195023998
0.74,95.80624259144327
0.75,95.7626030716057
0.76,95.71909605108077
0.77,95.67571672684699
0.78,95.63246038179727
0.79,95.58932238200563
0.8,95.5462981741215
0.81,95.50338328288294
0.82,95.46057330874054
0.83,95.41786392558463
0.84,95.37525087856868
0.85,95.33272998202254
0.86,95.29029711744955
0.87,95.24794823160194
0.88,95.20567933462927
0.89,95.16348649829538
0.9,95.1213658542592
0.91,95.07931359241523
0.92,95.03732595929013
0.93,94.99539925649154
0.94,94.95352983920594
0.95,94.91171411474245
0.96,94.86994854111963
0.97,94.82822962569257
0.98,94.78655392381783
0.99,94.74491803755376
1.0,94.70331861439414
1.01,94.66175234603293
1.02,94.62021596715842
1.03,94.57870625427473
1.04,94.53722002454931
1.05,94.49575413468446
1.06,94.45430547981185
1.07,94.41287099240832
1.08,94.37144764123185
1.09,94.33003243027649
1.1,94.28862239774496
1.11,94.24721461503815
1.12,94.20580618576022
1.13,94.16439424473862
1.14,94.1229759570579
1.15,94.08154851710684
1.16,94.04010914763772
1.17,93.9986550988373
1.18,93.95718364740874
1.19,93.91569209566372
1.2,93.87417777062433
1.21,93.83263802313401
1.22,93.79107022697706
1.23,93.74947177800618
1.24,93.70784009327767
1.25,93.66617261019354
1.26,93.62446678565055
1.27,93.5827200951953
1.28,93.54093003218527
1.29,93.49909410695541
1.3,93.45720984598975
1.31,93.4152747910979
1.32,93.373286498596
1.33,93.33124253849186
1.34,93.28914049367387
1.35,93.24697795910362
1.36,93.20475254101169
1.37,93.16246185609657
1.38,93.1201035307263
1.39,93.07767520014261
1.4,93.03517450766738
1.41,92.99259910391109
1.42,92.9499466459831
1.43,92.90721479670347
1.44,92.86440122381612
1.45,92.8215035992031
1.46,92.77851959809985
1.47,92.73544689831097
1.48,92.69228317942664
1.49,92.64902612203915
1.5,92.60567340695955
1.51,92.5622227144341
1.52,92.51867172336031
1.53,92.47501811050245
1.54,92.43125954970613
1.55,92.387393711112
1.56,92.34341826036805
1.57,92.29933085784059
1.58,92.25512915782339
1.59,92.21081080774509
1.6,92.16637344737434
1.61,92.12181470802261
1.62,92.07713221174448
1.63,92.03232357053504
1.64,91.9873863855242
1.65,91.94231824616782
1.66,91.89711672943511
1.67,91.85177939899245
1.68,91.80630380438296
1.69,91.76068748020188
1.7,91.7149279452673
1.71,91.66902270178616
1.72,91.62296923451498
1.73,91.57676500991538
1.74,91.53040747530372
1.75,91.48389405799502
1.76,91.43722216444036
1.77,91.39038917935795
1.78,91.34339246485722
1.79,91.29622935955568
1.8,91.24889717768849
1.81,91.20139320821
1.82,91.15371471388727
1.83,91.10585893038501
1.84,91.05782306534184
1.85,91.00960429743719
1.86,90.96119977544885
1.87,90.91260661730044
1.88,90.86382190909876
1.89,90.81484270416038
1.9,90.76566602202733
1.91,90.7162888474712
1.92,90.66670812948556
1.93,90.61692078026604
1.94,90.56692367417786
1.95,90.5167136467102
1.96,90.46628749341714
1.97,90.41564196884462
1.98,90.36477378544303
1.99,90.31367961246494
2.0,90.26235607484759
2.01,90.21079975207952
2.02,90.15900717705105
2.03,90.10697483488791
2.04,90.05469916176776
2.05,90.00217654371887
2.06,89.94940331540063
2.07,89.89637575886525
2.08,89.84309010230017
2.09,89.78954251875068
2.1,89.7357291248221
2.11,89.6816459793611
2.12,89.62728908211542
2.13,89.57265437237173
2.14,89.51773772757055
2.15,89.46253496189826
2.16,89.40704182485507
2.17,89.35125399979864
2.18,89.2951671024627
2.19,89.23877667944993
2.2,89.18207820669863
2.21,89.1250670879225
2.22,89.06773865302274
2.23,89.01008815647211
2.24,88.95211077567
2.25,88.89380160926808
2.26,88.83515567546573
2.27,88.77616791027458
2.28,88.7168331657516
2.29,88.65714620819989
2.3,88.59710171633662
2.31,88.53669427942737
2.32,88.47591839538616
2.33,88.41476846884056
2.34,88.35323880916104
2.35,88.291323628454
2.36,88.22901703951767
2.37,88.16631305376033
2.38,88.10320557907995
2.39,88.03968841770474
2.4,87.97575526399378
2.41,87.91139970219717
2.42,87.846615204175
2.43,87.78139512707423
2.44,87.71573271096331
2.45,87.64962107642339
2.46,87.58305322209576
2.47,87.51602202218487
2.48,87.44852022391629
2.49,87.38054044494896
2.5,87.3120751707413
2.51,87.24311675187055
2.52,87.1736574013049
2.53,87.1036891916278
2.54,87.03320405221417
2.55,86.96219376635796
2.56,86.89064996835071
2.57,86.81856414051092
2.58,86.74592761016368
2.59,86.67273154657062
2.6,86.59896695780978
2.61,86.52462468760541
2.62,86.4496954121076
2.63,86.3741696366218
2.64,86.29803769228826
2.65,86.22128973271167
2.66,86.14391573054117
2.67,86.06590547400121
2.68,85.98724856337363
2.69,85.90793440743153
2.7,85.82795221982579
2.71,85.74729101542488
2.72,85.66593960660902
2.73,85.58388659951977
2.74,85.5011203902664
2.75,85.4176291610902
2.76,85.33340087648882
2.77,85.24842327930187
2.78,85.16268388676023
2.79,85.076169986501
2.8,84.9888686325507
2.81,84.90076664127928
2.82,84.81185058732785
2.83,84.72210679951358
2.84,84.63152135671481
2.85,84.54008008374063
2.86,84.44776854718872
2.87,84.35457205129606
2.88,84.26047563378725
2.89,84.16546406172567
2.9,84.06952182737302
2.91,83.97263314406328
2.92,83.87478194209757
2.93,83.77595186466675
2.94,83.67612626380925
2.95,83.57528819641195
2.96,83.4734204202627
2.97,83.37050539016344
2.98,83.26652525411347
2.99,83.16146184957329
3.0,83.0552966998197
3.01,82.94801101040402
3.02,82.83958566572527
3.03,82.73000122573185
3.04,82.61923792276517
3.05,82.50727565855983
3.06,82.39409400141611
3.07,82.27967218356054
3.08,82.16398909871228
3.09,82.04702329987309
3.1,81.92875299736006
3.11,81.80915605710125
3.12,81.68820999921516
3.13,81.56589199689647
3.14,81.442178875631
3.15,81.31704711276437
3.16,81.19047283744979
3.17,81.0624318310017
3.18,80.93289952768295
3.19,80.80185101595461
3.2,80.66926104021869
3.21,80.5351040030851
3.22,80.39935396819567
3.23,80.2619846636392
3.24,80.12296948599256
3.25,79.98228150502452
3.26,79.83989346909975
3.27,79.69577781132209
3.28,79.54990665645694
3.29,79.40225182867415
3.3,79.25278486015372
3.31,79.10147700059767
3.32,78.94829922769254
3.33,78.79322225856798
3.34,78.6362165622973
3.35,78.47725237348752
3.36,78.31629970700587
3.37,78.15332837389161
3.38,77.98830799850114
3.39,77.82120803693557
3.4,77.65199779679958
3.41,77.48064645834026
3.42,77.30712309701458
3.43,77.13139670753337
3.44,76.95343622942895
3.45,76.77321057419282
3.46,76.59068865402806
3.47,76.40583941225988
3.48,76.21863185544565
3.49,76.02903508722352
3.5,75.83701834393612
3.51,75.64255103206297
3.52,75.44560276749148
3.53,75.24614341665311
3.54,75.04414313954658
3.55,74.83957243466544
3.56,74.6324021858424
3.57,74.42260371101669
3.58,74.2101488129251
3.59,73.99500983171016
3.6,73.7771596994323
3.61,73.55657199646483
3.62,73.3332210097424
3.63,73.10708179282521
3.64,72.87813022773165
3.65,72.64634308848278
3.66,72.41169810629167
3.67,72.17417403632008
3.68,71.93375072591421
3.69,71.69040918421939
3.7,71.44413165306254
3.71,71.19490167897851
3.72,70.94270418624474
3.73,70.68752555077594
3.74,70.42935367471813
3.75,70.16817806156847
3.76,69.90398989163538
3.77,69.63678209764024
3.78,69.36654944025047
3.79,69.09328858332138
3.8,68.81699816861288
3.81,68.53767888973624
3.82,68.25533356507545
3.83,67.96996720941839
3.84,67.68158710402409
3.85,67.39020286484438
3.86,67.09582650861181
3.87,66.79847251649979
3.88,66.49815789505682
3.89,66.19490223411368
3.9,65.88872776136107
3.91,65.57965939329527
3.92,65.26772478223155
3.93,64.95295435908803
3.94,64.63538137164866
3.95,64.31504191802107
3.96,63.99197497501376
3.97,63.66622242116881
3.98,63.33782905419858
3.99,63.00684260259019
4.0,62.673313731158125
4.01,62.33729604034384
4.02,61.99884605908174
4.03,61.65802323107288
4.04,61.31488989433129
4.05,60.96951125389324
4.06,60.62195534760599
4.07,60.2722930049404
4.08,59.92059779880052
4.09,59.56694599033294
4.1,59.21141646676889
4.11,58.854090672363085
4.12,58.49505253252416
4.13,58.13438837126294
4.14,57.77218682211562
4.15,57.40853873272976
4.16,57.043537063330945
4.17,56.67727677931729
4.18,56.309854738257236
4.19,55.941369571593135
4.2,55.57192156137866
4.21,55.2016125124022
4.22,54.830545620070566
4.23,54.458825334447575
4.24,54.08655722086036
4.25,53.713847817502106
4.26,53.34080449047368
4.27,52.967535286717656
4.28,52.594148785307155
4.29,52.22075394755793
4.3,51.847459966435785
4.31,51.47437611573251
4.32,51.10161159948184
4.33,50.72927540208296
4.34,50.357476139592535
4.35,49.9863219126372
4.36,49.61592016138733
4.37,49.24637752301922
4.38,48.87779969207753
4.39,48.51029128413205
4.4,48.143955703103856
4.41,47.778895012614775
4.42,47.415209811691874
4.43,47.05299911513492
4.44,46.69236023883011
4.45,46.33338869026773
4.46,45.97617806449479
4.47,45.62081994570719
4.48,45.26740381465836
4.49,44.916016962034085
4.5,44.566744407915806
4.51,44.21966882742747
4.52,43.87487048263414
4.53,43.532427160734336
4.54,43.1924141185623
4.55,42.854904033391406
4.56,42.51996696000634
4.57,42.18767029398818
4.58,41.85807874113512
4.59,41.53125429292087
4.6,41.20725620787322
4.61,40.88614099873755
4.62,40.567962425273386
4.63,40.25277149251679
4.64,39.94061645432795
4.65,39.63154282203072
4.66,39.32559337794042
4.67,39.02280819356665
4.68,38.72322465226987
4.69,38.42687747614442
4.7,38.13379875689487
4.71,37.844017990469375
4.72,37.55756211521074
4.73,37.274455553284724
4.74,36.99472025514492
4.75,36.718375746794386
4.76,36.445439179606126
4.77,36.17592538246743
4.78,35.90984691601672
4.79,35.64721412874606
4.8,35.38803521474799
4.81,35.132316272890804
4.82,34.88006136721332
4.83,34.63127258833683
4.84,34.3859501156996
4.85,34.144092280426946
4.86,33.90569562865795
4.87,33.670754985158425
4.88,33.439263517058045
4.89,33.211212797558396
4.9,32.98659286946719
4.91,32.7653923084229
4.92,32.54759828568263
4.93,32.33319663035468
4.94,32.122171890965966
4.95,31.914507396262845
4.96,31.710185315152014
4.97,31.509186715696437
4.98,31.31149162308899
4.99,31.11707907653416
5.0,30.925927184975475
5.01,30.738013181613475
5.02,30.553313477165826
5.03,30.371803711827642
5.04,30.19345880589639
5.05,30.01825300903159
5.06,29.84615994812512
5.07,29.67715267376331
5.08,29.511203705266883
5.09,29.348285074299575
5.1,29.188368367040564
5.11,29.03142476492
