evolving_asym,evolving_sym
0.0,0.0
0.0,0.0
0.002126082156352,0.002126082156352
0.015886374634399,0.01589062671728852
0.040949251102072,0.04096609560952221
0.0767981072042512,0.07683983888007744
0.1229295532055201,0.12301231525564893
0.178883946944402,0.1790276493566915
0.2442481595004551,0.2444764185870979
0.3186521833873895,0.3189922800292594
0.4017645500935828,0.40224740457445063
0.4932878835515454,0.4939480451960044
0.5929549295917346,0.5938305796843619
0.7005251058918281,0.7016580725712296
0.8157815289068255,0.8172173129072882
0.9385284534783398,0.9403162637415743
1.0685890620302103,1.0707818603358672
1.2058035479407083,1.2084581018114147
1.3500274464237132,1.3532043896517272
1.501130174258417,1.5048940744793375
1.6589937465100617,1.6634131793165061
1.823511643986097,1.8286592731326556
1.99458780972584,2.0005404730272827
2.172135756508049,2.178974557076954
2.3560777703465643,2.3638881728551535
2.546344197369493,2.555216129054351
2.7428728034560144,2.7529007596141883
2.9456081976270063,2.956891351378333
3.1545013115226226,3.167143627636453
3.369508928407674,3.3836192810129178
3.5905932560683675,3.606285550084287
3.817721538736492,3.8351148348782518
4.050865703827146,4.070084347055024
4.290002039825652,4.31117579112028
4.535110902125964,4.558375073484166
4.78617644402095,4.811672036577883
5.043186370385798,5.071060215579278
5.306131711888872,5.336536615591181
5.5750066178172375,5.608101507368388
5.849808165823038,5.885758239907598
6.130536187087145,6.169513068404342
6.417193105562276,6.459374996246273
6.709783790102688,6.755355629856769
7.008315418414523,7.057469045329459
7.312797351872535,7.365731665905692
7.623241020347215,7.680162149445084
7.939659816273204,8.000781285125958
8.262068997266741,8.327611898689275
8.590485596668055,8.66067876560772
8.924928341445263,9.000008531622203
9.265417576950275,9.345629640141947
9.61197519806539,9.697572266052548
9.964624586322303,10.055868255519405
10.323390552613851,10.420551071412577
10.688299285153276,10.791655744013681
11.059378302366984,11.169218826696637
11.436656410434631,11.55327835630204
11.820163665215537,11.94387381795023
12.209931338323162,12.341046114060958
12.605991887129898,12.744837537368129
13.008378928502964,13.15529174773686
13.417127216089012,13.572453752606968
13.832272620980318,13.996369890902448
14.253852115609224,14.427087820260429
14.681903760730176,14.864656507445918
15.11646669536005,15.309126221830212
15.557581129558049,15.76054853182148
16.005288339935856,16.218976304145745
16.459630667797562,16.68446370588539
16.920651519816797,17.157066209190447
17.388395371165895,17.63684059858549
17.86290777101855,18.123844980801785
18.34423535035371,18.618138797070813
