evolving_sym_D_0.1_ooo,evolving_asym_D_0.1_oob,evolving_asym_D_0.1_obb,evolving_sym_D_0.1_bbb
400.0,400.0,400.0,400.0
400.0,400.0,400.0,400.0
400.05028100768766,400.05028100768766,400.0,400.0
400.3758334233771,400.3757328632874,400.2270423090654,400.2261296534668
400.9690551091783,400.9686582882461,400.6753723801584,400.6717581847672
401.81796092044846,401.816981627847,401.3346322963338,401.3256819789547
402.9108682908739,402.9089337127656,402.1945719678906,402.1768305631719
404.2371201191028,404.2337741228778,403.2457944445894,403.21500742865334
405.7871512750346,405.78185715454686,404.4798415750638,404.43097179689164
407.55240945452334,407.54455220614096,405.8891312880365,405.81637250206643
409.5252477789673,409.5141359671389,407.46686438230313,407.36365179684447
411.6988205062112,411.6836877683437,409.2069325812078,409.06595077409963
414.0669899033127,414.046996136522,411.1038362078588,410.9170247099503
416.62424534529407,416.5984776116416,413.1526127875448,412.9111695930305
419.3656336218562,419.3331068037377,415.34877575397854,415.04315898226105
422.2866989411403,422.2463561743477,417.6882619068093,417.3081898118481
425.383431146812,425.334144055286,420.1673862669866,419.7018357658874
428.65222084516927,428.59278959848143,422.7828031349816,422.2200070070282
432.08982034462935,432.0189735566867,425.53147234502575,424.8589152347892
435.6933094984038,435.60970398368,428.4106298828802,427.6150432259421
439.4600657012951,439.3622861030028,431.41776218329886,430.48511816008045
443.3877374234018,443.2742957263861,434.5505835457615,433.4660881576301
447.4742207706856,447.3435557103907,437.8070162063953,436.55510155835196
451.717638649098,451.5681150267196,441.1851726842095,439.7494885498257
456.1163221792073,455.94623009204986,444.6833400845078,443.0467448211976
460.66879406531547,460.47634806041975,448.29996609474216,446.44451697076846
465.37375366958526,465.15709182784445,452.03364645063743,449.9405894393408
470.2300635798401,469.9872465370769,455.88311368517367,453.5328727766633
475.2367374911243,474.9657474019387,459.8472270015296,457.21939307740547
480.3929292471474,480.091668696755,463.9249631346179,460.9982824471192
485.6979229094188,485.3642137781717,468.1154080853523,464.867770378588
491.15112374002655,490.7827060248376,472.4177496280512,468.82617593560457
496.75204999928405,496.3465805957498,476.83127050500457,472.8719006551719
502.5003254723733,502.0553769210088,481.3553422337026,477.0034220908784
508.3956726500722,507.9087318497228,485.989419461924,481.2192879301518
514.4379064980001,513.9063733891797,490.7330348141188,485.5181106265532
520.6269287568138,520.048114977433,495.58579417955286,489.8985624954984
526.9627227226719,526.3338502383519,500.54737239869695,494.3593712279798
533.4453484632138,532.763548174143,505.61750930952064,498.89931578219046
540.0749384294435,539.3372487555052,510.7960061198164,503.5172226175466
546.8516934283698,546.0550588740639,516.0827220755446,508.2119622395893
553.7758789251465,552.9171486256307,521.4775713985499,512.9824460277054
560.8478216468545,559.9237478962511,526.9805204699264,517.8276233206271
568.0679064630507,567.0751432259891,532.5915852378653,522.7464787373069
575.4365735208238,574.3716749280312,538.3108288310635,527.7380297130759
582.9543156144107,581.8137344430045,544.1383593607414,532.8013242330297
590.6216757714598,589.4017619104503,550.0743278960535,537.9354387463762
598.4392450398354,597.1362439412068,556.118926599212,543.139476247062
606.4076604604597,605.0177115760569,562.2723870079998,548.4125645073979
614.5276032131073,613.0467384174309,568.534978454556,553.753854452647
622.799796923342,621.2239389222206,574.9070066103906,559.1625186656453
631.2250061199125,629.5499668448996,581.3888121485362,564.63775001151
639.8040348329379,638.0255138211608,587.980769514606,570.1787603733744
648.5377253241221,646.6513080831864,594.6832857992829,575.7847794908726
657.4269569410461,655.4281132984892,601.4967997054553,581.4550538938051
666.4726450883229,664.3567275249873,608.4217806038275,587.1888459240521
675.6757403090545,673.4379822756454,615.4587276713876,592.9854328393682
685.037227470627,682.6727416865994,622.6081691076121,598.8441059932112
