D=0.0 (mm^2/w),D=0.1 (mm^2/w),D=0.2 (mm^2/w),D=0.3 (mm^2/w),D=0.4 (mm^2/w)
6.950743004689445,6.822299461456492,6.714883920678973,6.623055085737422,6.543058087402831
7.082723527976918,6.946204318799035,6.832360229876342,6.735251211203462,6.650800226743334
7.217270111160904,7.072204175027453,6.951581451686806,6.848920257548975,6.7597958421584625
7.354501078844669,7.2003899058013365,7.072619696755912,6.964120705340791,6.870092990862477
7.494540862111745,7.330856777413975,7.1955503824496665,7.080913600790159,6.981741754622122
7.63752035240531,7.463704685806888,7.320452403452462,7.199362681336355,7.09479433331031
7.783577278060399,7.599038410709825,7.447408313149895,7.319534509190293,7.209305144414805
7.932856604686727,7.736967885725771,7.5765045163867475,7.4414986132692285,7.325330928813904
8.085510960620837,7.877608485209486,7.707831474218025,7.565327639976849,7.442930863149208
8.241701088676662,8.021081328813942,7.841483921297966,7.69109751330647,7.562166679144124
8.401596325420662,8.167513604600515,7.977561096577967,7.818887604768658,7.6831027902358064
8.565375109178019,8.317038911624804,8.116166988008827,7.948780913668092,7.805806425907592
8.733225517936203,8.469797622918707,8.257410591964907,8.080864258277536,7.930347774128662
8.905345838246827,8.625937269789247,8.401406188127051,8.215228478479192,8.056800132327316
9.081945166130776,8.785612948343335,8.54827363057629,8.35196865046481,8.185240067343903
9.263244040858815,8.948987749122548,8.698138655860529,8.49118431410552,8.315747584828655
9.44947511230312,9.11623321069036,8.851133208800105,8.632979713619461,8.448406308568336
9.640883842325838,9.287529797952262,9.007395786793795,8.777464052179484,8.583303670243252
9.837729240379703,9.463067405903123,9.167071803372732,8.924751761113471,8.720531110132441
10.04028463313137,9.643045889381158,9.33031397172354,9.07496278435505,8.860184289299193
10.248838467468785,9.82767561925858,9.497282708861349,9.228222878801695,9.00236331380097
10.463695145705106,10.01717806530946,9.668146561075275,9.384663931228706,9.147172971476467
10.685175891128054,10.211786405758296,9.843082651190192,9.54442429238986,9.294722981867215
10.913619641247989,10.411746163220617,10.022277148084989,9.707649128906626,9.445128259830845
11.149383965151287,10.617315866390404,10.205925758775122,9.874490793505512,9.598509193396659
11.392846000247552,10.828767736398598,10.394234243200517,10.04510921410464,9.754991936400291
11.644403402387782,11.046388396250965,10.587418951653284,10.219672302173326,9.914708716411361
11.9044753018031,11.270479601140307,10.785707384527004,10.398356380688462,10.077798158434351
12.173503255546407,11.501358986703892,10.989338773762665,10.581346631885324,10.244405624816523
12.451952185089196,11.73936083144758,11.198564684998338,10.76883756484332,10.414683571735019
12.740311285410415,11.98483682856859,11.41364963899063,10.961033502754372,10.588791922555814
13.039094889294068,12.238156861262729,11.634871750356604,11.158149089487209,10.766898458256737
13.348843267611173,12.499709774283165,11.86252338107405,11.360409814778786,10.949179224981926
13.670123343090893,12.769904133010272,12.096911805464387,11.56805255704709,11.13581895864187
14.00352929148359,13.049168959579909,12.33835988255372,11.781326142420085,11.327011526287222
14.349683000097498,13.337954433687084,12.587206730750914,12.00049191810521,11.522960383760845
14.709234349476953,13.63673254352186,12.84380839868385,12.22582433767317,11.723879048865662
15.082861279531471,13.945997669896991,13.1085385247832,12.457611555189231,11.929991588969756
15.47126959679282,14.266267083990911,13.381788976784806,12.69615602438448,12.14153312159808
15.875192474774096,14.598081336260693,13.663970460725473,12.94177509820751,12.358750326125069
16.29538959476778,14.942004510993732,13.955513087223752,13.194801623123382,12.581901964176534
16.732645870026936,15.29862431769276,14.256866880860477,13.455584521420036,12.811259405764357
17.187769692348123,15.668551987070527,14.568502216301676,13.724489353533194,13.047107157505112
17.661590636887748,16.052421935932298,14.890910162442944,14.0018988509995,13.289743388505151
18.154956558916226,16.450891161731704,15.224602713310428,14.288213409087374,13.539480448621035
18.66873001551562,16.8646383242116,15.570112881751191,14.58385152643113,13.79664537281717
19.20378394636677,17.294362468427874,15.92799462911735,14.88925017710569,14.06158036423438
19.760996551193152,17.74078134077486,16.29882260124253,15.204865098530815,14.334643247347138
20.341245307586533,18.204629247593743,16.683191638090744,15.531170976396307,14.616207881218857
20.94540008227876,18.686654404791696,17.08171602161245,15.868661505471998,14.906664521361435
21.574315301848447,19.187615726902624,17.495028423678523,16.217849302737925,15.206420117068557
22.228821165683915,19.708279005480367,17.923778513613282,16.579265646782787,15.515898529327796
22.90971390496322,20.249412429949768,18.36863118297296,16.953460014928368,15.835540652535725
23.61774511648526,20.81178140937415,18.83026434400281,17.340999387117648,16.165804421261893
24.353610229200992,21.3961426613408,19.30936625786804,17.742467283346382,16.507164681258928
25.117936193798457,22.00323754459707,19.806632349527547,18.158462499434865,16.86011290183518
25.911268520947623,22.633784625406207,20.32276146825865,18.58959750436308,17.22515670464316
26.734057830766844,23.28847148396033,20.858451556609754,19.03649646138536,17.60281918195569
27.58664611339782,23.96794578659365,21.4143946962152,19.49979283487864,17.993637975681256
28.469252936686345,24.67280567183072,21.991271506694734,19.98012654555881,18.398164086807178
29.38196187009655,25.403589523151805,22.58974488398148,20.47814063853462,18.816960383767153
