first_checkpoint_271.0,second_checkpoint_283.0,end_evolution_300.0
,,
90.922264412149,90.92219410464118,90.92210444209299
,,
93.931493631161,93.93146679111722,93.93143256157241
,,
,,
81.66893185523652,81.66859749947848,81.66817110619957
86.46207633963063,86.46191016607712,86.46169827069451
82.30123318217443,82.30092823833478,82.30053939467956
92.504429462432,92.5043839727722,92.50432596007899
,,
,,
77.92024671151617,77.91975176619637,77.91912065459071
92.13399902650556,92.1339464673278,92.13387944089932
,,
94.41913061915892,94.41910772675226,94.41907853126108
52.9087175969209,52.90488864868997,52.90000435280335
92.32842658622933,92.32837561912508,92.32831062169404
,,
,,
92.90474100005008,92.90469892150053,92.9046452588087
91.68045848166574,91.68040137633524,91.68032855151553
75.45508558373774,75.45443962864127,75.45361594857714
94.90224288119404,94.90209434497748,94.90190502219487
,,
91.0364885851972,91.03642117653278,91.03633521484356
,,
,,
83.61263415108704,83.61238196200873,83.61206039756387
93.8420147271302,93.8419867727746,93.84195112161714
92.3726695677852,92.3726218412956,92.37256097724912
92.82852598367278,92.82848327093664,92.82842880003861
,,
92.37250537479218,92.37245984794632,92.37240178719841
,,
,,
,,
84.60192505065076,84.60169936909251,84.60141155467242
,,
89.53654056379892,89.53644279437596,89.536318110374
69.99192615330868,69.99093141494811,69.98966314573977
,,
87.27249254381209,87.27244624765102,87.27238726250408
93.91105922384716,93.91103268689412,93.91099884371619
,,
73.65073544044631,73.64994209154638,73.64893033678139
93.05990600295996,93.05987089185506,93.05982611384387
,,
81.93363074861796,81.9333217668714,81.93292780753042
93.97864800334874,93.97857343180598,93.97847831206137
56.339262749995086,56.33642868386914,56.33281451184608
71.80201262050498,78.48518957662756,69.33607572440502
92.93240946425504,92.93236888332368,92.9323171300112
,,
94.73389509378777,94.73387765084918,94.73385540506332
90.40496869202396,90.40488728368696,90.40478346774599
,,
91.38184691991243,91.38179205150796,91.38172207778659
87.31949055656989,87.31934177972458,87.31915204383505
84.11686904079026,84.11663523809423,84.11633711618454
84.78086308782989,84.78063852508849,84.78035214479492
92.97335709522326,92.97331870233955,92.97326974046102
,,
86.40417245279644,86.40399862505974,86.40377694751228
78.41300617049805,78.41290221025342,78.41276972825185
93.83583426707992,93.83580885245306,93.83577644053241
,,
90.43531524098404,90.43524150282155,90.43514746859431
89.26998522526128,89.26988192357838,89.26975018395757
79.15247393105342,79.15203400052387,79.15147300214169
64.25013658685921,64.24861592237886,64.24667718817895
93.23525842297956,93.23521964123752,93.23517018358912
88.85024352632128,88.85013627346417,88.84999950027637
,,
,,
95.18832820860015,95.18831477771352,95.18829764846393
,,
82.89497612486036,82.89469885595342,82.8943452691552
91.18259238947988,91.182528471142,91.18244695503941
,,
91.59704984116154,91.59698914785976,91.59691174794835
,,
,,
82.50910586603696,82.50879936244503,82.50840847881291
80.6631063004654,80.66274668242083,80.66228816041338
90.1931437529368,90.19305996954634,90.19295312735782
94.47080703627526,94.4707855328886,94.47075810860748
91.31139168248184,91.31133289893518,91.31125793063495
93.37809377805392,93.37806283308814,93.3780233687303
94.962672126254,94.96265583806152,94.96263506485761
90.17808148040366,90.17799797227087,90.17789147629402
93.4406606244568,93.44062648635,93.44058294961309
,,
,,
81.86098590401866,81.86066737738815,81.86026120779887
92.97070146373088,92.97066070459373,92.97060872561889
88.84583852374088,88.84573298669301,88.84559839976703
93.52347801018423,93.52344253764474,93.52339729982421
91.32525172488626,91.32518900324962,91.32510901788405
86.048703292516,86.04851851026241,86.04828286965609
,,
70.20999674250773,72.460207463311,78.30816839509295
93.35010524697516,93.35007295469356,93.35003177180246
,,
88.91161517581051,88.91150324742817,88.91136050968154
,,
66.03918761382974,66.03758236339712,66.03553466434144
83.84068745910201,83.84044202198706,83.84012905134773
88.2663966969774,88.26627317020501,88.26611564968297
94.05051796362427,94.05049339682506,94.05046206587527
94.89324247913189,94.89322618944792,94.89320541432512
82.99214354262118,82.99186615922565,82.991512452798
94.8501167141044,94.85009593860562,94.85006944277553
87.33605965523961,87.33591491009841,87.33573033063082
89.9131738097966,89.91309323672493,89.9129904854486
91.5316966793794,91.53163689689592,91.5315606581806
90.59778495433268,90.59770639249578,90.59760620569136
,,
93.02877561084824,93.02873649172078,93.02868660283583
87.84222176814541,87.84208857990943,87.84191871971714
84.96739716880657,84.9671881256611,84.96692157513044
93.44820410332956,93.44816974222068,93.44812592178207
94.5349539989726,94.5349296429886,94.5348985811151
85.88996153164287,85.88977752562774,85.88954289313452
,,
81.33126055886386,81.33190044610089,81.33139720838386
90.86541361068927,90.86534233855802,90.86525144837563
94.14422116510364,94.14419888728312,94.14417047554927
87.11099940286019,87.11085475059684,87.11067027673617
92.56286660645804,92.5628231010746,92.56276761787828
,,
93.69816732722816,93.69813611020533,93.6980962990039
93.6254219172474,93.62539068662726,93.62535085805206
84.54428859134879,84.54406218806366,84.54377346696275
