fixed_sym_D_0.1_ooo,fixed_asym_D_0.1_oob,fixed_asym_D_0.1_obb,fixed_sym_D_0.1_bbb
400.0,400.0,400.0,400.0
400.0,400.0,400.0,400.0
400.05028100768766,400.05028100768766,400.0,400.0
400.37573286136177,400.3756825822797,400.22699202805774,400.2261296534668
400.96820371724914,400.9680046877259,400.674719099666,400.6713059254603
401.81517795338414,401.8146852093613,401.3323376972405,401.32388989660177
402.9044690419564,402.9034924868385,402.1891368297796,402.1724008539648
404.2249405069844,404.2232459791466,403.2352819064656,403.20625590436714
405.7665692628249,405.76387934895433,404.4618976472309,404.41584920724364
407.520363348887,407.5163579750633,405.8610026033981,405.7924833003801
409.4782517176589,409.4725685449223,407.4254134456464,407.32827059800155
411.6329774726195,411.62521211966657,409.1486508129895,409.01603679334005
413.9780025788708,413.9677086912017,411.0248550576723,410.84923445100947
416.5074250709307,416.49411425304993,413.0487131580104,412.821868020674
419.2159077011468,419.1990493261692,415.215395941636,414.9284293809316
422.0986164839459,422.0776373930765,417.5205042363562,417.1638425025721
425.1511676233988,425.12545172616905,419.9600225694671,419.5234158284046
428.36958149661007,428.3384692814117,422.5302791989255,422.0028011329671
431.7502425750197,431.7130305383295,425.2279114514623,424.5979578200247
435.2898643574057,435.2458043591169,428.049835520008,427.3051217954623
438.98545855118704,438.9337571026172,430.9932200238628,430.12077820624006
442.8343078726803,442.7741253630984,434.0554627594374,433.04163746216085
446.8339419459471,446.7643918128306,437.2341701703602,436.0646140595843
450.9821158681139,450.9022637157989,440.5271391472924,439.1868078089756
455.27679108053735,455.18565375144414,443.9323408336504,442.40548713505893
459.7161182432753,459.6126628454736,447.4479061667538,445.71807417254496
464.2984218577302,464.1815647522411,451.0721129272647,449.1221314245027
469.0221864212037,468.89079217211,454.8033741051889,452.61534978650246
473.8860439291523,473.7389242193039,458.640227419779,456.19553776928956
478.8887625674956,478.72467508234257,462.5813258546749,459.8606117772295
484.0292364594594,483.8468837413214,466.6254290895232,463.60858732009984
489.3064763499726,489.1045046248506,470.77139572592375,467.4375710527758
494.7196011262324,494.49659910509087,475.0181762194675,471.3457535515995
500.2678300862452,500.0223277425301,479.3648064413509,475.3314027482253
505.95047587835273,505.68094320336616,483.8104018029729,479.3928579519011
511.7669380443122,511.47178378193126,488.3541518853444,483.52852439979046
517.7166971066833,517.3942674687925,492.9953155223381,487.73686828232667
523.7993091483171,523.4478865122122,497.7332162929646,492.01641219691993
530.0144008378132,529.6322024267351,502.56723838316464,496.3657309887902
536.3616648600753,535.9468414079374,507.4968227821799,500.7834479424049
542.8408557156617,542.3914901169501,512.5214637825288,505.26823129108
549.4517858566147,548.9658918023565,517.6407057560566,509.81879101585037
556.1943221299292,555.669842730552,522.8541401815291,514.4338759078097
563.0683825028776,562.5031888987065,528.1614029018654,519.1122708708251
570.0739330470847,569.4658230071595,533.562171591402,523.8527944439066
577.2109851606118,576.5576816704375,539.0561634156066,528.6542965245984
584.4795930093958,583.7787428481785,544.6431328674374,533.5156562766005
591.8798511712318,591.1290234790906,550.3228697661207,538.4357802064555
599.4118924671318,598.6085773027178,556.0951974055127,543.4136003955791
607.0758859663406,606.2174928552357,561.9599708404488,548.4480728751895
614.8720351525941,613.9558916268052,567.9170753005819,553.5381761328343
622.8005762403545,621.8239263691629,573.9664247221948,558.6829097402275
630.8617766307966,629.8217795431658,580.1079603893439,563.8812930930159
639.05593349824,637.9496618969307,586.3416496764778,569.1323642539109
647.3833724985564,646.2078111660416,592.6674848853727,574.4351788913477
655.8444465918222,654.5964908880408,599.0854821698601,579.788809306491
664.4395349721624,663.1159893240927,605.5956805423865,585.1923435419958
673.1690420983275,671.7666184813105,612.1981409569559,590.6448845664661
