D=0.5 (mm^2/w),D=0.6 (mm^2/w),D=0.7 (mm^2/w),D=0.8 (mm^2/w),D=0.9 (mm^2/w)
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.008504328625408,0.008504328625408,0.008504328625408,0.008504328625408,0.008504328625408
0.0630210764792773,0.0630040678220265,0.0629870591647757,0.0629700505075249,0.0629530418502741
0.1588627782556088,0.1587204915854062,0.1585783409844616,0.158436326452775,0.15829444799034648
0.29201986921993,0.2915659134523169,0.2911132221654597,0.2906617929101115,0.2902116232370259
0.4592410013190808,0.4582213136508708,0.4572064329073378,0.4561963340545217,0.45519099212377634
0.6578770766645498,0.6559779028696187,0.6540913634913278,0.6522173487219344,0.6503557494820618
0.8857488431087777,0.8826028417270098,0.8794838228372338,0.8763914567036126,0.8733254171977864
1.1410477373306294,1.136238669997627,1.131479991616997,1.126770908742008,1.1221106400891971
1.4222618653404993,1.4153282112741183,1.4084802050109644,1.4017161978176575,1.3950345735018246
1.7281198908367996,1.718557633651913,1.7091311513584655,1.6998373587833784,1.6906732452186608
2.057547748353868,2.0448125199392746,2.0322812735771234,2.0199486731496985,2.0078095347026625
2.4096347085864123,2.39314342948913,2.3769458078668624,2.3610331634934574,2.3453971014492314
2.78360639910972,2.76273852197946,2.7422789954707536,2.7222143769279383,2.702531723646965
3.178803093991474,3.1529015323369127,3.1275517311718217,3.102733694504652,3.0784282558279092
3.594662061050104,3.5630338673220154,3.5321333999165887,3.501931897865877,3.47240191575209
4.030703079947204,3.9926199230851687,3.955476986341653,3.9192340627015705,3.883852954127912
4.486516470445463,4.441214952329609,4.397106774664582,4.354137084794367,4.312254000745002
4.961753130948047,4.908434972860611,4.856608122032911,4.806199312697028,4.757139551632065
5.456116203840486,5.39394832747563,5.333618908469385,5.275031883103781,5.218097185951094
5.969354069819516,5.897468592157685,5.827822354978362,5.760291444900757,5.694760192841218
6.501254437364056,6.418748594536366,6.338940967468991,6.261674025119024,6.186801356871716
7.051639341905944,6.957575353782235,6.866731414195262,6.778909840945628,6.693927702628229
7.620360906314703,7.513765790781575,7.410980182752612,7.311758900979816,7.215876038713637
8.207297742982997,8.087163086603077,7.971499892353978,7.860007269148678,7.752409172240837
8.812351900197573,8.677633590057399,8.548126160308891,8.423463888327648,8.303312688974485
9.435446273129552,9.285064193112882,9.14071493992044,9.001957879345458,8.868392213269027
10.076522413795027,9.909360107200644,9.749140261549442,9.59533624586262,9.447471077043968
10.735538685550129,10.550442984860975,10.373292320228328,10.203461927467345,10.040388339120163
11.41246871671487,11.208249340381442,11.013075862580406,10.826212152885756,10.64699710597756
12.107300115237216,11.882729230532965,11.668408833399466,11.463477052948946,11.267163112889163
12.820033412272505,12.573845162588944,12.339221248441534,12.115158499276076,11.900763530823456
13.550681207440473,13.281571201795876,13.025454265061896,12.781169139812508,12.547685969785526
14.299267492548555,14.005892254570778,13.727059426518798,13.461431606631216,13.207827653616798
15.065827133904111,14.746803507102925,14.443998059235255,14.155877874942716,13.881094744875778
15.850405496113307,15.504310001869849,15.176240805199606,14.86444875520315,14.56740180142032
16.653058192585874,16.278426336947614,15.923767274102891,15.58709350267326,15.26667134881879
