fixed_asym_D=0.1 mm/w,fixed_sym_D=0.1 mm/w
0.0,0.0
0.01639792,0.01639792
0.1062692898521441,0.10628568508322632
0.1941910797005376,0.19423968183608267
0.2785474593981375,0.2786435129509789
0.359264588100297,0.3594227874644996
0.4365272520061601,0.4367617574968038
0.5105628141179448,0.5108872671605216
0.5815907074951328,0.5820182451048317
0.6498104960559592,0.650353764709939
0.715400606828894,0.7160717758079119
0.7785200875032899,0.7793308617609813
0.8393110393009285,0.840272671906564
0.8979009812577301,0.8990242854494026
0.9544049327343762,0.9557002936130523
1.008927181934104,1.0104045678240559
1.0615627672529522,1.0632317407502874
1.1123987134848692,1.1142684422128841
1.1615150645979044,1.1635943316855804
1.2089857496034857,1.2112829639014988
1.2548793119225528,1.2574025179695545
1.2992595270033571,1.3020164147539404
1.342185928160655,1.3451838424852893
1.3837142567036431,1.3869602066699067
1.4238968492929711,1.4273975172365763
1.4627829729801294,1.4665447233735411
1.5004191164086325,1.504448004534454
1.5368492440880988,1.5411510245238658
1.572115019402749,1.5766951543233045
1.60625600101629,1.6111196683194915
1.639309816531981,1.6444619177931195
1.6713123166181572,1.6767574848781484
1.7022977122832548,1.7080403196753564
1.732298697555175,1.7383428627747242
1.7613465594680575,1.7676961550894807
1.7894712769697931,1.7961299366149264
1.8167016101238351,1.8236727354853872
1.8430651807795135,1.8503519485033304
1.8685885457185865,1.8761939141482027
1.893297263146127,1.901223978932943
1.917215953276265,1.9254665578585384
1.940368353663859,1.948945189617571
1.962777369848778,1.9716825871133163
1.9844651218075773,1.9937006837890554
2.005452986645869,2.0150206762007965
2.025761637911956,2.0356630632138755
2.0454110818669,2.05564768215851
2.0644206910070206,2.0749937422402076
2.0828092351008536,2.0937198554669814
2.1005949099731454,2.111844065325861
2.117795364242772,2.1293838734155126
2.1344277241990497,2.1463562642193583
2.150508616981271,2.162777728183965
2.166054192209068,2.178664283250229
2.181080142196038,2.194031494969735
2.1956017208656964,2.2088944953252785
2.2096337614769825,2.223268000362743
2.223190693256109,2.237166326731033
2.2362865570222024,2.2506034072174788
2.248935019885942,2.2635928053578636
2.261149389093036,2.2761477291928465
2.2729426250777665,2.2882810442359864
2.2843273537859847,2.300005285712675
2.2953158783216225,2.311332670124021
2.305920189966084,2.3222751061849927
2.3161519786155984,2.332844205181863
2.326022642677799,2.343051290790172
2.3355432984653084,2.352907408390959
2.344724789121012,2.3624233339199012
2.353577693106852,2.371609582281155
2.362112332285424,2.380476415355146
2.3703387796213224,2.3890338496272205
2.3782668665270807,2.3972916634619743
2.385906189876618,2.405259404046133
2.3932661187073587,2.4129463940211267
2.4003558006305976,2.4203617378248956
2.407184167968212,2.427514327761009
2.4137599436325066,2.434412849811844
2.420091646764733,2.441065789211358
2.426187598146733,2.4474814357918606
2.432055925399101,2.453667889118173
2.4377045679783405,2.459633063421617
2.4431412819846017,2.4653846923454097
2.4483736447908147,2.4709303335122446
2.453409059503264,2.4762773729241014
2.458254759263,2.4814330292036515
2.462917811396842,2.4864043576860033
2.4674051214261548,2.4911982543689444
2.4717234369410304,2.4958214597293127
2.475879351347038,2.5002805624126294
2.479879307491216,2.504582002802663
2.483729601173569,2.5087320764771754
2.487436384549941,2.5127369375557005
2.4910056694317446,2.516602601944842
2.49444333048772,2.520334950486233
2.4977551083525373,2.5239397320119763
2.500946612646799,2.5274225663121075
2.5040233249126844,2.530788947018316
2.506990601469256,2.5340442444079327
2.5098536761911707,2.53719370813193
2.512617663214352,2.540242469870463
2.5152875595719224,2.543195545919276
2.517868247763546,2.546057839710083
2.5203644982611086,2.5488341442678744
2.5227809719535093,2.5515291446078963
2.5251222225331693,2.5541474200749166
2.5273926988267097,2.5566934466272193
2.529596747072111,2.559171599067635
2.531738613144528,2.561586153223777
2.533822444732808,2.563941288079527
2.535852293468649,2.5662410878597
2.537832117010203,2.5684895440696955
2.539765781081853,2.5706905574918446
2.541657061471762,2.572847940140064
2.543509645988723,2.5749654171743264
2.5453271363797345,2.5770466287763747
2.5471130502096524,2.57909513198802
2.5488708227041856,2.581114402513288
2.550603808557429,2.5831078364855955
2.552315283705057,2.585078752201083
2.554008447064233,2.587030391819141
2.5556864222412337,2.588965923031126
2.55735225920772,2.5908884406981847
2.559008935946526,2.592800968459058
2.5606593600678056,2.59470646030868
2.562306370396293,2.5966078021483336
2.563952738530419,2.598507813308074
2.5656011703739483,2.600409248042094
2.567254307640789,2.6023147969976486
2.568914729333561,2.6042270886581242
2.570584953196481,2.6061486907607905
2.572267437143089,2.6080821116897415
2.573964580659292,2.61002980184449
2.575678726182189,2.6119941549846466
2.57741216045508,2.613977509551087
2.5791671158590583,2.6159821499639655
2.5809457717215447,2.618010307897921
2.5827502556020847,2.6200641635347734
2.584582644555726,2.622145846793995
2.5864449663742466,2.6242574385412074
2.588339200805491,2.6264009717749257
2.5902672807510427,2.628578432791758
2.592231093442445,2.6307917623302295
2.59423248159615,2.6330428566933857
2.59627324454737,2.6353335688503083
2.5983551393629662,2.637665709516645
2.6004798819335067,2.640041048214245
2.602649148044593,2.64246131430996
2.6048645744275545,2.644928198033658
2.6071277597895586,2.6474433514754767
2.609440265823212,2.650008389562308
2.6118036181956668,2.6526248910135144
2.6142193075172595,2.655294399275829
2.616688790289676,2.658018423437389
2.619213489833626,2.6607984391208293
2.6217947971959967,2.6636358893553416
2.624434072036429,2.6665321854275863
2.6271326434932525,2.6694887077113263
2.629891811028693,2.67250680647563
2.6327128452532538,2.6755878026714774
2.6355969887291533,2.678732988696569
2.6385454567526807,2.681943629138142
