fixed_asym_D=0.1 mm^2/w,fixed_sym_D=0.1 mm^2/w
100.0,100.0
99.98360208,99.98360208
99.8934886852444,99.8934722900133
99.80399869756651,99.8039498534431
99.71677816317018,99.71668115049597
99.63195473452316,99.63179415904459
99.54939827749594,99.5491590623923
99.46893313249215,99.46860051091039
99.39038802052475,99.38994752850734
99.31360812376272,99.31304559348823
99.2384566673482,99.23775822062689
99.16481349159126,99.16396553357359
99.09257292036484,99.09156213343127
99.02164166007302,99.02045499788056
98.95193694373926,98.95056162540536
98.88338495688092,98.88180846128891
98.81591952321028,98.81412958342374
98.74948101256636,98.74746561034154
98.68401543313338,98.68176279352092
98.61947367455356,98.61697226058172
98.55581087409918,98.55304938153218
98.49298588325236,98.48995323541796
98.43096081644588,98.4276461591276
98.36970066731578,98.36609336370516
98.3091729806957,98.30526260640092
98.24934757087225,98.2451239089797
98.19019627843328,98.18564931461914
98.13169275947897,98.12681267716789
98.07381230210844,98.06858947767711
98.01653166600695,98.01095666403027
97.95982894168992,97.95389251022772
97.90368342654828,97.8973764924709
97.84807551531696,97.84138917966789
97.79298660297508,97.7859121363692
97.73839899840344,97.73092783645947
97.6842958473851,97.67641958619093
97.6306610637493,97.62237145535904
97.57747926763706,97.56876821559867
97.52473573001464,97.51559528492703
97.47241632268523,97.46283867778405
97.42050747315298,97.410484959924
97.36899612378129,97.35852120760067
97.3178696947614,97.30693497056197
97.26711605047052,97.2557142384332
97.21672346885173,97.20484741012174
97.16668061349492,97.15432326592178
97.11697650813672,97.10413094203734
97.06760051333082,97.0542599072755
97.01854230507074,97.00469994169106
96.96979185517124,96.95544111698949
96.92133941323692,96.90647377851643
96.87317549006582,96.85778852868185
96.82529084235269,96.8093762116832
96.77767645857074,96.76122789940669
96.73032354592416,96.71333487839864
96.68322351827408,96.66568863781026
96.63636798495196,96.61828085822881
96.5897487403813,96.57110340131733
96.54335775443852,96.52414830019242
96.49718716348868,96.47740775047693
96.45122926203912,96.43087410197
96.40547649495944,96.38453985088289
96.3599214502203,96.33839763259337
96.31455685210878,96.29244021487622
96.26937555488148,96.24666049157102
96.22437053682005,96.20105147665183
96.1795348946568,96.15560629866683
96.1348618383416,96.1103181955184
96.09034468612252,96.06518050955688
96.0459768599163,96.02018668296344
96.00175188094587,95.97533025339966
95.95766336562448,95.93060484990315
95.9137050216672,95.88600418901022
95.869870644413,95.84152207108842
95.8261541133408,95.79715237686263
95.78254938876512,95.75288906412028
95.73905050869774,95.70872616458193
95.69565158586272,95.66465778092461
95.65234680485332,95.62067808394654
95.60913041941996,95.57678130986234
95.5659967498796,95.53296175771887
95.52294018063722,95.48921378692255
95.4799551578108,95.44553181486963
95.43703618695211,95.40191031467141
95.39417783085612,95.35834381296726
95.35137470745158,95.31482688781847
95.30862148776754,95.27135416667662
95.26591289396885,95.22792032442064
95.22324369745586,95.18452008145697
95.180608717023,95.14114820187768
95.13800281707152,95.09779949167189
95.09542090587172,95.05446879698589
95.05285793387122,95.01115100242782
95.01030889204432,94.9678410294131
94.96776881027996,94.92453383454671
94.92523275580412,94.88122440803926
94.88269583163375,94.8379077721533
94.8401531750594,94.79457897967706
94.79759995615348,94.75123311242268
94.75503137630166,94.70786527974643
94.7124426667552,94.66447061708818
94.66982908720142,94.62104428452805
94.62718592435054,94.57758146535775
94.58450849053666,94.53407736466477
94.54179212233105,94.49052720792723
94.49903217916578,94.44692623961772
94.45622404196622,94.40326972181423
94.41336311179056,94.35955293281647
94.37044480847496,94.31577116576622
94.32746456928272,94.27191972726993
94.28441784755634,94.2279939360223
94.241300111371,94.18398912142946
94.19810684218814,94.13990062223041
94.1548335335081,94.09572378511552
94.11147568952067,94.05145396334083
94.06802882375256,94.00708651533716
94.02448845771022,93.96261680331276
93.98085011951802,93.9180401918485
93.93710934254982,93.87335204648481
93.89326166405355,93.8285477322989
93.849302623768,93.78362261247186
93.80522776253044,93.73857204684431
93.76103262087491,93.69339139045994
93.71671273761982,93.64807599209593
93.67226364844434,93.60262119277948
93.62768088445286,93.5570223242896
93.5829599707265,93.51127470764325
93.5380964248613,93.46537365156512
93.49308575549198,93.41931445094022
93.44792346080088,93.37309238524853
93.40260502701118,93.32670271698076
93.35712592686372,93.28014069003468
93.31148161807678,93.23340152809104
93.26566754178812,93.18648043296834
93.21967912097848,93.13937258295584
93.17351175887592,93.09207313112375
93.12716083734044,93.04457720361003
93.08062171522786,92.99687989788288
93.03388972673235,92.94897628097823
92.98696017970732,92.90086138771129
92.93982835396312,92.85253021886145
92.89248949954168,92.80397773932962
92.8449388349666,92.75519887626726
92.79717154546869,92.70618851717603
92.7491827811852,92.65694150797754
92.70096765533316,92.60745265105189
92.65252124235484,92.5577167032445
92.60383857603544,92.50772837383987
92.55491464759164,92.45748232250175
92.50574440373023,92.40697315717843
92.45632274467631,92.35619543197228
92.40664452216951,92.30514364497253
92.35670453742787,92.25381223605022
92.3064975390784,92.20219558461424
92.25601822105276,92.15028800732739
92.20526122044802,92.09808375578132
92.15422111535057,92.04557701412918
92.10289242262272,91.99276189667484
92.0512695956507,91.93963244541742
91.999347022053,91.8861826275499
91.94711902134785,91.83240633291054
91.8945798425788,91.77829737138576
91.84172366189723,91.72384947026325
91.78854458010022,91.66905627153365
91.73503662012304,91.6139113291398
91.68119372448464,91.55840810617165
91.6270097526848,91.50253997200574
91.57247847855186,91.44630019938732
91.5175935875392,91.38968196145402
91.46234867396949,91.33267832869885
91.40673723822484,91.27528226587151
91.3507526838818,91.21748662881586
91.29438831478905,91.15928416124197
91.2376373320868,91.100667491431
91.18049283116586,91.04162912887104
91.122947798565,90.98216146082207
91.06499510880457,90.92225674880814
91.00662752115494,90.86190712503469
90.9478376763379,90.8011045887293
90.88861809315893,90.73984100240347
90.82896116506885,90.67810808803364
90.7688591566526,90.61589742315915
90.70830420004354,90.55320043689505
90.64728829126084,90.49000840585748
90.5858032864682,90.42631244999937
90.52384089815186,90.3621035283543
90.46139269121554,90.29737243468585
90.39845007899024,90.2321097930405
90.3350043191568,90.16630605320111
90.27104650957872,90.09995148603913
90.20656758404324,90.03303617876246
90.14155830790796,89.9655500300568
90.0760092736512,89.89748274511781
90.0099108963229,89.82882383057137
89.9432534088944,89.75956258927943
89.87602685750407,89.68968811502882
89.80822109659654,89.61918928710014
89.73982578395292,89.54805476471427
89.6708303756094,89.47627298135353
89.60122412066161,89.40383213895505
89.5309960559523,89.33072020197326
89.4601350006394,89.25692489130908
89.38862955064211,89.18243367810284
89.31646807296212,89.10723377738836
89.24363869987745,89.03131214160537
89.17012932300607,88.95465545396758
89.09592758723682,88.87725012168386
89.02102088452482,88.7990822690298
88.94539634754882,88.72013773026707
88.8690408432278,88.64040204240824
88.79194096609417,88.55986043782441
88.71408303152138,88.47849783669353
88.63545306880287,88.39629883928694
88.55603681408046,88.31324771809223
88.47581970311943,88.22932840977023
88.39478686392832,88.14452450694448
88.31292310922102,88.0588192498212
88.2302129287192,87.97219551763867
88.1466404812931,87.8846358199443
88.06218958693893,87.79612228769871
87.97684371859114,87.70663666420576
87.89058599376823,87.61616029586816
87.80339916605072,87.52467412276833
87.71526561639035,87.43215866907491
87.62616734424961,87.33859403327506
87.5360859585712,87.24395987823378
87.44500266857722,87.1482354210816
87.35289827439802,87.05139942293232
87.2597531575315,86.95343017843354
87.16554727113352,86.85430550515261
87.07026013014075,86.75400273280196
86.97387080122799,86.65249869230796
86.87635789260193,86.54976970472829
86.77769954363458,86.445791570024
86.67787341433954,86.34053955569264
86.57685667469552,86.23398838527038
86.47462599382183,86.12611222671165
86.37115752901153,86.01688468065618
86.26642691462868,85.90627876859429
86.16040925087721,85.79426692094275
86.0530790924495,85.68082096504448
85.94441043706432,85.56591211310739
85.83437671390455,85.44951095009867
85.72295077196631,85.33158742161271
85.61010486833268,85.21211082173261
85.49581065638635,85.09104978090711
85.38003917397697,84.9683722538667
85.26276083156083,84.84404550760475
85.14394540033196,84.71803610945207
85.02356200036556,84.59030991527534
84.90157908879671,84.4608320578325
84.77796444805922,84.32956693532121
84.65268517421187,84.19647820015875
84.52570766538119,84.06152874803541
84.39699761035294,83.92468070728614
84.26651997734648,83.78589542862868
84.13423900300943,83.64513347532015
84.00011818167266,83.50235461378767
83.86412025490874,83.35751780479221
83.72620720144027,83.2105811951895
83.58634022744799,83.06150211035575
83.44447975733186,82.91023704735026
83.30058542498249,82.75674166889226
83.15461606562364,82.60097079823335
83.00652970829142,82.44287841501261
82.85628356901914,82.28241765218631
82.70383404480215,82.11954079412956
82.54913670842112,81.95419927601284
82.39214630420712,81.78634368456194
82.23281674483705,81.61592376031575
82.07110110925302,81.44288840150222
81.90695164180443,81.26718566965874
81.74031975271738,81.0887627971295
81.57115602000135,80.90756619657834
81.3994101929088,80.72354147266181
81.22503119706928,80.53663343601337
81.04796714142567,80.34678611969571
80.86816532710564,80.15394279828385
80.68557225836807,79.95804600974805
80.50013365576943,79.7590375803105
80.31179447170163,79.55685865245556
80.12049890845827,79.35144971627786
