time,value_D
0.0,0.0
0.01,0.01639792
0.02,0.10628568508322632
0.03,0.19423968183608267
0.04,0.2786435131087563
0.05,0.3594227895173245
0.06,0.43676176734215566
0.07,0.5108872981738554
0.08,0.5820183218576107
0.09,0.6503539268281836
0.1,0.716072081772286
0.11,0.7793313924968714
0.12,0.8402735340498376
0.13,0.8990256142029697
0.14,0.9557022551327773
0.15,1.0104073610912936
0.16,1.063235598903326
0.17,1.1142736333216328
0.18,1.1636011589635027
0.19,1.211291765356539
0.2,1.2574136655019656
0.21,1.3020303127138153
0.22,1.3452009257064197
0.23,1.3869809379995637
0.24,1.42742238458305
0.25,1.4665742362949388
0.26,1.5044826903934239
0.27,1.5411914242336882
0.28,1.5767418177112251
0.29,1.6111731491333434
0.3,1.6445227683772248
0.31,1.676826250544251
0.32,1.7081175327939573
0.33,1.7384290366116868
0.34,1.767791777412182
0.35,1.7962354630915571
0.36,1.8237885829002844
0.37,1.8504784878104572
0.38,1.8763314633840946
0.39,1.9013727960096245
0.4,1.9256268332560855
0.41,1.9491170389951662
0.42,1.9718660438568063
0.43,1.9938956915122017
0.44,2.015227081216593
0.45,2.035880606991501
0.46,2.0558759937807025
0.47,2.075232330875068
0.48,2.0939681028674713
0.49,2.1121012183695225
0.5,2.1296490366962275
0.51,2.1466283927022745
0.52,2.163055619934047
0.53,2.178946572244247
0.54,2.1943166440008692
0.55,2.209180789008931
0.56,2.2235535382515432
0.57,2.2374490165464747
0.58,2.25088095820508
0.59,2.2638627217722176
0.6,2.2764073039184254
0.61,2.288527352549082
0.62,2.3002351791893867
0.63,2.3115427706987584
0.64,2.3224618003635236
0.65,2.333003638412527
0.66,2.343179361996477
0.67,2.352999764668399
0.68,2.36247536539946
0.69,2.371616417161609
0.7,2.3804329151059402
0.71,2.3889346043633637
0.72,2.397130987492084
0.73,2.405031331594463
0.74,2.4126446751241204
0.75,2.419979834402526
0.76,2.4270454098629086
0.77,2.4338497920379676
0.78,2.440401167306677
0.79,2.4467075234143563
0.8,2.4527766547791714
0.81,2.4586161675972935
0.82,2.4642334847580876
0.83,2.469635850579917
0.84,2.4748303353764203
0.85,2.4798238398624504
0.86,2.4846230994082497
0.87,2.489234688149863
0.88,2.493665022963266
0.89,2.497920367309195
0.9,2.502006834955224
0.91,2.5059303935811967
0.92,2.5096968682737635
0.93,2.513311944915379
0.94,2.516781173472812
0.95,2.5201099711898904
0.96,2.5233036256889236
0.97,2.5263672979849705
0.98,2.529306025416875
0.99,2.5321247244987557
1.0,2.5348281936954193
1.01,2.5374211161249596
1.02,2.5399080621916212
1.03,2.5422934921518245
1.04,2.544581758616084
1.05,2.546777108989396
1.06,2.5488836878525247
1.07,2.550905539286488
1.08,2.552846609142401
1.09,2.5547107472587323
1.1,2.5565017096279017
1.11,2.5582231605140557
1.12,2.5598786745237456
1.13,2.561471738631146
1.14,2.5630057541593696
1.15,2.5644840387193386
1.16,2.565909828107609
1.17,2.567286278164465
1.18,2.568616466593528
1.19,2.569903394744074
1.2,2.5711499893571776
1.21,2.5723591042767526
1.22,2.5735335221265006
1.23,2.574675955953734
1.24,2.5757890508409873
1.25,2.5768753854862836
1.26,2.5779374737528884
1.27,2.5789777661893356
1.28,2.5799986515204756
1.29,2.5810024581102606
1.3,2.5819914553969436
1.31,2.5829678553013453
1.32,2.583933813608801
1.33,2.584891431325381
1.34,2.585842756008949
1.35,2.586789783075592
1.36,2.587734457081935
1.37,2.5886786729838422
1.38,2.589624277371956
1.39,2.590573069684543
1.4,2.5915268033980614
1.41,2.592487187195874
1.42,2.5934558861154926
1.43,2.594434522674738
1.44,2.5954246779771766
1.45,2.596427892797186
1.46,2.5974456686449785
1.47,2.5984794688119055
1.48,2.5995307193963586
1.49,2.6006008103105565
1.5,2.6016910962685054
1.51,2.6028028977554105
1.52,2.603937501978801
1.53,2.605096163801622
1.54,2.606280106657545
1.55,2.6074905234487216
1.56,2.60872857742622
1.57,2.6099954030533548
1.58,2.611292106852126
1.59,2.612619768232965
1.6,2.6139794403079897
1.61,2.6153721506879517
1.62,2.616798902263056
1.63,2.6182606739678334
1.64,2.6197584215302228
1.65,2.6212930782050345
1.66,2.622865555491938
1.67,2.624476743838127
1.68,2.6261275133258044
1.69,2.6278187143446115
1.7,2.6295511782491405
1.71,2.6313257180016447
1.72,2.633143128800061
1.73,2.635004188691457
1.74,2.6369096591710015
1.75,2.638860285766552
1.76,2.64085679860895
1.77,2.6428999129881077
1.78,2.644990329894954
1.79,2.6471287365493152
1.8,2.649315806913785
1.81,2.6515522021936397
1.82,2.653838571322843
1.83,2.656175551436181
1.84,2.6585637683275505
1.85,2.6610038368944324
1.86,2.663496361568553
1.87,2.6660419367327473
1.88,2.6686411471240103
1.89,2.6712945682227334
1.9,2.6740027666280937
1.91,2.6767663004195694
1.92,2.679585719504535
1.93,2.6824615659518827
1.94,2.68539437431161
1.95,2.6883846719202915
1.96,2.691432979192352
1.97,2.694539809897039
1.98,2.6977056714209864
1.99,2.7009310650162393
2.0,2.7042164860336055
2.01,2.7075624241411824
2.02,2.7109693635278886
2.03,2.7144377830918227
2.04,2.7179681566132525
2.05,2.7215609529120206
2.06,2.725216635989137
2.07,2.7289356651523153
2.08,2.7327184951251873
2.09,2.736565576139912
2.1,2.7404773540128824
2.11,2.7444542702032084
2.12,2.748496761853632
2.13,2.7526052618135193
2.14,2.7567801986435425
2.15,2.7610219966016496
2.16,2.765331075609892
2.17,2.7697078512016593
2.18,2.774152734448849
2.19,2.7786661318684627
2.2,2.7832484453081117
2.21,2.78790007180987
2.22,2.7926214034519017
2.23,2.797412827167249
2.24,2.802274724539144
2.25,2.8072074715721804
2.26,2.812211438438643
2.27,2.8172869891992685
2.28,2.822434481497674
2.29,2.8276542662276656
2.3,2.8329466871725906
2.31,2.838312080615879
2.32,2.843750774921876
2.33,2.8492630900860303
2.34,2.8548493372534747
2.35,2.8605098182049895
2.36,2.8662448248093084
2.37,2.872054638440685
2.38,2.8779395293606034
2.39,2.8838997560624704
2.4,2.889935564578098
2.41,2.896047187744736
2.42,2.9022348444313817
2.43,2.90849873872305
2.44,2.9148390590616517
2.45,2.9212559773420868
2.46,2.9277496479621172
2.47,2.9343202068245584
2.48,2.9409677702902712
2.49,2.94769243408042
2.5,2.954494272126415
2.51,2.961373335365928
2.52,2.9683296504833363
2.53,2.9753632185929226
2.54,2.9824740138631287
2.55,2.9896619820801376
2.56,2.996927039149033
2.57,3.004269069530773
2.58,3.0116879246131942
2.59,3.019183421014254
2.6,3.0267553388157156
2.61,3.0344034197254772
2.62,3.0421273651667544
2.63,3.0499268342923367
2.64,3.0578014419221606
2.65,3.065750756402466
2.66,3.073774297384843
2.67,3.0818715335235223
2.68,3.090041880089314
2.69,3.098284696498679
2.7,3.106599283756482
2.71,3.1149848818110835
2.72,3.1234406668205303
2.73,3.1319657483287298
2.74,3.140559166350628
2.75,3.1492198883655855
2.76,3.157946806218309
2.77,3.166738732926901
2.78,3.1755943993978204
2.79,3.184512451047776
2.8,3.193491444332861
2.81,3.2025298431855296
2.82,3.211626015360337
2.83,3.2207782286897295
2.84,3.2299846472515594
2.85,3.239243327450413
2.86,3.248552214015304
2.87,3.2579091359167793
2.88,3.267311802207015
2.89,3.2767577977870475
2.9,3.2862445791059094
2.91,3.2957694697970905
2.92,3.305329656258446
2.93,3.314922183182426
2.94,3.324543949044287
2.95,3.334191701556805
2.96,3.3438620331008764
2.97,3.3535513761423488
2.98,3.3632559986464168
2.99,3.372971999501935
3.0,3.3826953039691023
3.01,3.392421659165096
3.02,3.402146629603416
3.03,3.4118655928039128
3.04,3.421573734991737
3.05,3.431266046904749
3.06,3.4409373197302537
3.07,3.45058214119328
3.08,3.4601948918200107
3.09,3.469769741401366
3.1,3.479300645683132
3.11,3.4887813433104484
3.12,3.498205353055837
3.13,3.5075659713613385
3.14,3.5168562702266506
3.15,3.526069095476441
3.16,3.535197065441245
3.17,3.5442325700874857
3.18,3.5531677706332134
3.19,3.561994599687092
3.2,3.570704761948955
3.21,3.5792897355109066
3.22,3.5877407737983966
3.23,3.596048908190987
3.24,3.6042049513625485
3.25,3.6121995013804407
3.26,3.6200229466027447
3.27,3.627665471411848
