time,value_N
0.0,100.0
0.01,99.98360208
0.02,99.8934722900133
0.03,99.8039498534431
0.04,99.71668115049597
0.05,99.63179415905947
0.06,99.54915906261503
0.07,99.46860051216358
0.08,99.38994753309024
0.09,99.31304560649932
0.1,99.23775825182022
0.11,99.16396559979027
0.12,99.0915622616332
0.13,99.02045522880286
0.14,98.95056201783484
0.15,98.88180909696895
0.16,98.81413057257997
0.17,98.74746709781844
0.18,98.68176496551551
0.19,98.6169753519578
0.2,98.5530536836964
0.21,98.48995910473714
0.22,98.42765402586559
0.23,98.36610374145653
0.24,98.30527610199832
0.25,98.24514123285135
0.26,98.1856712915726
0.27,98.12684025757669
0.28,98.06862374904661
0.29,98.01099886291978
0.3,97.95394403450604
0.31,97.89743891388318
0.32,97.8414642566921
0.33,97.78600182734112
0.34,97.73103431294584
0.35,97.67654524659108
0.36,97.6225189387159
0.37,97.56894041560086
0.38,97.51579536408462
0.39,97.46307008176082
0.4,97.41075143201046
0.41,97.35882680331223
0.42,97.30728407234778
0.43,97.2561115704817
0.44,97.20529805324969
0.45,97.15483267253438
0.46,97.10470495114767
0.47,97.05490475957211
0.48,97.0054222946435
0.49,96.95624805998175
0.5,96.90737284799953
0.51,96.85878772333693
0.52,96.81048400758738
0.53,96.76245326519442
0.54,96.71468729041209
0.55,96.66717809523252
0.56,96.6199178981947
0.57,96.57289911399677
0.58,96.52611434384211
0.59,96.47955636645649
0.6,96.43321812971942
0.61,96.38709274285839
0.62,96.34117346915951
0.63,96.29545371915255
0.64,96.2499270442318
0.65,96.20458713067828
0.66,96.15942779405131
0.67,96.11444297392076
0.68,96.06962672891348
0.69,96.02497323204982
0.7,95.98047676634823
0.71,95.93613172067772
0.72,95.89193258583956
0.73,95.84787395086143
0.74,95.80395049948824
0.75,95.76015700685528
0.76,95.71648833633051
0.77,95.67293943651384
0.78,95.6295053383821
0.79,95.58618115256944
0.8,95.54296206677344
0.81,95.49984334327826
0.82,95.45682031658647
0.83,95.41388839115221
0.84,95.37104303920842
0.85,95.32827979868175
0.86,95.28559427118924
0.87,95.24298212011091
0.88,95.2004390687333
0.89,95.157960898459
0.9,95.11554344707764
0.91,95.07318260709442
0.92,95.03087432411186
0.93,94.98861459526158
0.94,94.94639946768241
0.95,94.90422503704191
0.96,94.86208744609822
0.97,94.81998288329949
0.98,94.77790758141852
0.99,94.73585781621996
1.0,94.69382990515805
1.01,94.65182020610266
1.02,94.60982511609177
1.03,94.56784107010854
1.04,94.52586453988124
1.05,94.48389203270443
1.06,94.44192009027992
1.07,94.39994528757605
1.08,94.357964231704
1.09,94.31597356080995
1.1,94.27396994298175
1.11,94.23195007516914
1.12,94.18991068211649
1.13,94.14784851530699
1.14,94.10576035191748
1.15,94.06364299378296
1.16,94.02149326637004
1.17,93.97930801775853
1.18,93.93708411763039
1.19,93.8948184562655
1.2,93.85250794354336
1.21,93.81014950795031
1.22,93.76774009559162
1.23,93.72527666920779
1.24,93.68275620719461
1.25,93.64017570262658
1.26,93.59753216228286
1.27,93.5548226056757
1.28,93.51204406408053
1.29,93.46919357956757
1.3,93.42626820403434
1.31,93.3832649982387
1.32,93.34018103083211
1.33,93.29701337739272
1.34,93.25375911945771
1.35,93.21041534355494
1.36,93.166979140233
1.37,93.12344760308986
1.38,93.07981782779936
1.39,93.03608691113548
1.4,92.99225194999387
1.41,92.94831004041038
1.42,92.90425827657633
1.43,92.86009374985008
1.44,92.81581354776459
1.45,92.77141475303075
1.46,92.72689444253604
1.47,92.68224968633815
1.48,92.6374775466535
1.49,92.59257507683992
1.5,92.54753932037352
1.51,92.50236730981916
1.52,92.4570560657944
1.53,92.41160259592633
1.54,92.36600389380109
1.55,92.3202569379058
1.56,92.27435869056224
1.57,92.22830609685222
1.58,92.18209608353415
1.59,92.1357255579503
1.6,92.08919140692453
1.61,92.0424904956501
1.62,91.99561966656695
1.63,91.94857573822824
1.64,91.90135550415562
1.65,91.8539557316828
1.66,91.8063731607871
1.67,91.75860450290826
1.68,91.71064643975427
1.69,91.66249562209373
1.7,91.61414866853411
1.71,91.56560216428555
1.72,91.51685265990959
1.73,91.46789667005235
1.74,91.41873067216173
1.75,91.36935110518779
1.76,91.3197543682661
1.77,91.26993681938325
1.78,91.21989477402396
1.79,91.16962450379934
1.8,91.11912223505547
1.81,91.06838414746183
1.82,91.01740637257885
1.83,90.96618499240398
1.84,90.91471603789554
1.85,90.86299548747375
1.86,90.8110192654981
1.87,90.75878324072046
1.88,90.70628322471318
1.89,90.65351497027132
1.9,90.60047416978841
1.91,90.54715645360479
1.92,90.49355738832773
1.93,90.43967247512279
1.94,90.38549714797512
1.95,90.33102677192018
1.96,90.276256641243
1.97,90.22118197764482
1.98,90.16579792837655
1.99,90.1100995643378
2.0,90.0540818781408
2.01,89.99773978213807
2.02,89.94106810641289
2.03,89.88406159673167
2.04,89.82671491245702
2.05,89.76902262442066
2.06,89.71097921275499
2.07,89.6525790646823
2.08,89.59381647226051
2.09,89.53468563008434
2.1,89.47518063294073
2.11,89.41529547341749
2.12,89.35502403946379
2.13,89.29436011190163
2.14,89.23329736188673
2.15,89.17182934831791
2.16,89.10994951519366
2.17,89.04765118891449
2.18,88.98492757553005
2.19,88.92177175792963
2.2,88.85817669297474
2.21,88.79413520857246
2.22,88.72964000068842
2.23,88.6646836302979
2.24,88.59925852027382
2.25,88.53335695221028
2.26,88.46697106318042
2.27,88.4000928424271
2.28,88.33271412798518
2.29,88.2648266032341
2.3,88.19642179337936
2.31,88.12749106186165
2.32,88.05802560669227
2.33,87.98801645671367
2.34,87.91745446778367
2.35,87.84633031888231
2.36,87.7746345081399
2.37,87.7023573487853
2.38,87.62948896501308
2.39,87.55601928776854
2.4,87.48193805044954
2.41,87.40723478452406
2.42,87.33189881506256
2.43,87.2559192561842
2.44,87.17928500641621
2.45,87.10198474396552
2.46,87.02400692190204
2.47,86.94533976325316
2.48,86.86597125600873
2.49,86.7858891480365
2.5,86.70508094190761
2.51,86.6235338896321
2.52,86.54123498730458
2.53,86.45817096966023
2.54,86.37432830454165
2.55,86.28969318727707
2.56,86.2042515349709
2.57,86.11798898070748
2.58,86.03089086766963
2.59,85.94294224317325
2.6,85.8541278526201
2.61,85.76443213337075
2.62,85.67383920854037
2.63,85.58233288072003
2.64,85.48989662562686
2.65,85.3965135856867
2.66,85.30216656355341
2.67,85.20683801556913
2.68,85.11051004517081
2.69,85.01316439624848
2.7,84.91478244646142
2.71,84.81534520051889
2.72,84.71483328343305
2.73,84.61322693375182
2.74,84.51050599678082
2.75,84.40664991780372
2.76,84.30163773531147
2.77,84.19544807425177
2.78,84.08805913931072
2.79,83.97944870824006
2.8,83.86959412524399
2.81,83.75847229444089
2.82,83.64605967341625
2.83,83.53233226688447
2.84,83.41726562047843
2.85,83.30083481468681
2.86,83.18301445896087
2.87,83.06377868601368
2.88,82.94310114633635
2.89,82.82095500295735
2.9,82.69731292647282
2.91,82.57214709037731
2.92,82.44542916672641
2.93,82.31713032216447
2.94,82.18722121435259
2.95,82.05567198883416
2.96,81.92245227637723
2.97,81.78753119083517
2.98,81.65087732756945
2.99,81.51245876248038
3.0,81.37224305169433
3.01,81.2301972319581
3.02,81.08628782179372
3.03,80.94048082346933
3.04,80.79274172584452
3.05,80.6430355081508
3.06,80.49132664477071
3.07,80.33757911108148
3.08,80.1817563904319
3.09,80.02382148232336
3.1,79.86373691186881
3.11,79.70146474060576
3.12,79.5369665787417
3.13,79.3702035989129
3.14,79.20113655153946
3.15,79.02972578186176
3.16,78.85593124874508
3.17,78.67971254534123
3.18,78.50102892169699
3.19,78.31983930940088
3.2,78.1361023483603
3.21,77.94977641580176
3.22,77.76081965758733
3.23,77.56919002193985
3.24,77.37484529566906
3.25,77.17774314298974
3.26,76.97784114702074
3.27,76.7750968540521
3.28,76.56946782066412
3.29,76.36091166377864
3.3,76.14938611371865
3.31,75.93484907034686
3.32,75.7172586623481
3.33,75.49657330971353
3.34,75.27275178947654
3.35,75.04575330474194
3.36,74.81553755703956
3.37,74.5820648220234
3.38,74.34529602852453
3.39,74.10519284095398
3.4,73.86171774503667
3.41,73.61483413684311
3.42,73.36450641506846
3.43,73.11070007649141
3.44,72.85338181452666
3.45,72.59251962076489
3.46,72.32808288937368
3.47,72.06004252421084
3.48,71.78837104847925
3.49,71.51304271672876
3.5,71.2340336289867
3.51,70.95132184677362
3.52,70.66488751073625
3.53,70.37471295960336
3.54,70.08078285014552
3.55,69.78308427779372
3.56,69.4816068975464
3.57,69.17634304477023
3.58,68.86728785547518
3.59,68.55443938562173
3.6,68.2377987289959
3.61,67.91737013316711
3.62,67.59316111302546
3.63,67.26518256137759
3.64,66.93344885606618
3.65,66.59797796306582
3.66,66.2587915349986
3.67,65.9159150045065
3.68,65.56937767191476
3.69,65.2192127866203
3.7,64.86545762164381
3.71,64.50815354079174
3.72,64.14734605788604
3.73,63.783084887535736
3.74,63.41542398694404
3.75,63.04442158826921
3.76,62.67014022108537
3.77,62.29264672452222
3.78,61.91201224869887
3.79,61.52831224510739
3.8,61.141626445645834
3.81,60.752038830047944
3.82,60.359637581507464
3.83,59.96451503034878
3.84,59.566767585651654
3.85,59.16649565479639
3.86,58.76380355095569
3.87,58.35879938862113
3.88,57.95159496731431
3.89,57.542305643695535
3.9,57.131050192345235
3.91,56.71795065555532
3.92,56.303132182528266
3.93,55.8867228584408
3.94,55.46885352388592
3.95,55.049657585261095
3.96,54.6292708167217
3.97,54.20783115436625
3.98,53.78547848336352
3.99,53.362354418771154
4.0,52.9386020808297
4.01,52.51436586554609
4.02,52.08979121140486
4.03,51.665024363064894
4.04,51.240212132913044
4.05,50.815501661354304
4.06,50.3910401767208
4.07,49.96697475567888
4.08,49.5434520850052
4.09,49.12061822558883
4.1,48.69861837949752
4.11,48.277596660922136
4.12,47.85769587178475
4.13,47.43905728276262
4.14,47.021820420443305
4.15,46.60612286128501
4.16,46.192100033012274
4.17,45.77988502402984
4.18,45.36960840138792
4.19,44.96139803778049
4.2,44.55537894800475
4.21,44.1516731352557
4.22,43.75039944757435
4.23,43.351673444712745
4.24,42.95560727562355
4.25,42.56230956672722
4.26,42.1718853210557
4.27,41.784435828319054
4.28,41.40005858589045
4.29,41.01884723065548
4.3,40.64089148162528
4.31,40.26627709316789
4.32,39.89508581867083
4.33,39.52739538440841
4.34,39.16327947335147
4.35,38.802807718623924
4.36,38.446045706280685
4.37,38.093054987054906
4.38,37.74389309669879
4.39,37.3986135845221
4.4,37.057266049715246
4.41,36.719896185029945
4.42,36.38654582737944
4.43,36.05725301491217
4.44,35.732052050107605
4.45,35.410973568440504
4.46,35.09404461215969
4.47,34.781288708729946
4.48,34.47272595349007
4.49,34.168373096086974
4.5,33.86824363025394
4.51,33.57234788651155
4.52,33.28069312738133
4.53,32.9932836447153
4.54,32.710120858758685
4.55,32.43120341857839
4.56,32.156527303505634
4.57,31.886085925258016
4.58,31.619870230423423
4.59,31.35786880300571
4.6,31.100067966750025
4.61,30.84645188698356
4.62,30.59700267172549
4.63,30.351700471837745
4.64,30.11052358000587
4.65,29.873448528356818
4.66,29.640450184537304
4.67,29.41150184609324
4.68,29.186575333006704
4.69,28.965641078262596
4.7,28.7486682163322
4.71,28.535624669475165
4.72,28.32647723177533
4.73,28.121191650838774
4.74,27.919732707095108
4.75,27.722064290654526
4.76,27.528149475684437
4.77,27.33795059227966
4.78,27.151429295809965
4.79,26.96854663373769
4.8,26.78926310990654
4.81,26.61353874631029
4.82,26.441333142357283
4.83,26.272605531652918
4.84,26.107314836328282
4.85,25.945419718948322
4.86,25.786878632037688
4.87,25.631649865266592
4.88,25.4796915903428
4.89,25.33096190365906
4.9,25.185418866748165
4.91,25.043020544600196
4.92,24.903725041898536
4.93,24.767490537232874
4.94,24.63427531534877
4.95,24.50403779749429
4.96,24.376736569924994
4.97,24.252330410628918
4.98,24.13077831433351
4.99,24.01203951585628
5.0,23.896073511860852
5.01,23.78284008107959
5.02,23.67229930306342
5.03,23.564411575518676
5.04,23.459137630290094
5.05,23.356438548047848
5.06,23.256275771735645
5.07,23.158611118835633
5.08,23.063406792504594
5.09,22.97062539163465
5.1,22.88022991989028
