time,value_M
0.0,400.0
0.01,400.0
0.02,400.05028100768766
0.03,400.3754814563233
0.04,400.96607946103074
0.05,401.80826040019423
0.06,402.88862658364144
0.07,404.1949117649976
0.08,405.7160351162334
0.09,407.44200993186047
0.1,409.3638253545172
0.11,411.4733325684469
0.12,413.7631433899662
0.13,416.2265421587173
0.14,418.8574097586247
0.15,421.6501581236631
0.16,424.599673630915
0.17,427.70126798195554
0.18,430.95063539464303
0.19,434.34381512863047
0.2,437.8771585385818
0.21,441.5472999896155
0.22,445.35113108383905
0.23,449.2857777395267
0.24,453.34857973968894
0.25,457.5370724279729
0.26,461.8489702798455
0.27,466.28215211809277
0.28,470.834647775587
0.29,475.5046260364342
0.3,480.2903837101088
0.31,485.1903357128892
0.32,490.20300604751736
0.33,495.327019586069
0.34,500.5610945729809
0.35,505.90403577539973
0.36,511.3547282167774
0.37,516.9121314371782
0.38,522.5752742302792
0.39,528.3432498126924
0.4,534.215211386148
0.41,540.1903680573618
0.42,546.2679810841586
0.43,552.4473604197087
0.44,558.7278615296283
0.45,565.1088824592405
0.46,571.5898611305518
0.47,578.1702728504873
0.48,584.8496280137053
0.49,591.6274699848836
0.5,598.5033731467755
0.51,605.4769411015861
0.52,612.5478050143419
0.53,619.7156220879294
0.54,626.980074160383
0.55,634.3408664158083
0.56,641.7977262010631
0.57,649.3504019409701
0.58,656.9986621454321
0.59,664.7422945023596
0.6,672.5811050508016
0.61,680.5149174291179
0.62,688.5435721934263
0.63,696.666926201925
0.64,704.8848520610205
0.65,713.1972376294931
0.66,721.6039855772078
0.67,730.1050129951317
0.68,738.7002510536441
0.69,747.3896447063435
0.7,756.1731524367419
0.71,765.0507460454203
0.72,774.022410475377
0.73,783.088143673456
0.74,792.2479564858759
0.75,801.5018725860118
0.76,810.8499284326979
0.77,820.2921732574292
0.78,829.8286690789428
0.79,839.4594907437494
0.8,849.1847259912795
0.81,859.004475542384
0.82,868.9188532100075
0.83,878.9279860309251
0.84,889.0320144174968
0.85,899.2310923284566
0.86,909.5253874578137
0.87,919.9150814409963
0.88,930.4003700774199
0.89,940.9814635687126
0.9,951.6585867718748
0.91,962.4319794666944
0.92,973.3018966367819
0.93,984.2686087636257
0.94,995.3324021331109
0.95,1006.4935791539754
0.96,1017.7524586877149
0.97,1029.1093763894814
0.98,1040.564685059549
0.99,1052.1187550049526
1.0,1063.7719744109381
1.01,1075.5247497218818
1.02,1087.377506031375
1.03,1099.3306874811892
1.04,1111.3847576688634
1.05,1123.5402000636843
1.06,1135.7975184308505
1.07,1148.1572372636356
1.08,1160.619902223392
1.09,1173.186080587254
1.1,1185.856361703427
1.11,1198.6313574539645
1.12,1211.5117027249637
1.13,1224.498055884124
1.14,1237.5910992656359
1.15,1250.7915396623907
1.16,1264.1001088255161
1.17,1277.5175639712656
1.18,1291.0446882953079
1.19,1304.6822914944817
1.2,1318.4312102960996
1.21,1332.2923089949034
1.22,1346.26647999779
1.23,1360.3546443764508
1.24,1374.5577524280768
1.25,1388.8767842443058
1.26,1403.312750288605
1.27,1417.8666919822965
1.28,1432.5396822994553
1.29,1447.3328263709216
1.3,1462.2472620976916
1.31,1477.2841607739647
1.32,1492.4447277201418
1.33,1507.7302029260918
1.34,1523.1418617050115
1.35,1538.6810153582294
1.36,1554.3490118513173
1.37,1570.1472365018903
1.38,1586.0771126794934
1.39,1602.1401025179907
1.4,1618.3377076408904
1.41,1634.6714699000536
1.42,1651.142972128257
1.43,1667.7538389060908
1.44,1684.5057373436957
1.45,1701.4003778778601
1.46,1718.4395150850114
1.47,1735.6249485106598
1.48,1752.9585235158684
1.49,1770.4421321413386
1.5,1788.0777139897248
1.51,1805.867257126805
1.52,1823.8127990021578
1.53,1841.9164273900105
1.54,1860.1802813509482
1.55,1878.6065522151896
1.56,1897.1974845881557
1.57,1915.9553773790815
1.58,1934.8825848534357
1.59,1953.9815177099424
1.6,1973.2546441830127
1.61,1992.704491171421
1.62,2012.3336453940838
1.63,2032.144754573816
1.64,2052.140528649972
1.65,2072.323741020894
1.66,2092.6972298171218
1.67,2113.2638992063366
1.68,2134.026720731046
1.69,2154.9887346800315
1.7,2176.1530514946153
1.71,2197.522853210835
1.72,2219.1013949386256
1.73,2240.892006379156
1.74,2262.8980933814846
1.75,2285.1231395397344
1.76,2307.570707832017
1.77,2330.2444423023653
1.78,2353.1480697869715
1.79,2376.2854016860533
1.8,2399.6603357827144
1.81,2423.27685811019
1.82,2447.139044868913
1.83,2471.2510643948685
1.84,2495.617179180738
1.85,2520.2417479513842
1.86,2545.129227795256
1.87,2570.2841763533365
1.88,2595.7112540672993
1.89,2621.415226488583
1.9,2647.400966650129
1.91,2673.673457502577
1.92,2700.237794416763
1.93,2727.0991877543906
1.94,2754.262965508825
1.95,2781.73457601797
1.96,2809.51959075127
1.97,2837.623707172904
1.98,2866.0527516833067
1.99,2894.81268264119
2.0,2923.909593468295
2.01,2953.3497158391688
2.02,2983.139422958287
2.03,3013.2852329269303
2.04,3043.7938122022533
2.05,3074.6719791510513
2.06,3105.926707700785
2.07,3137.5651310904805
2.08,3169.59454572418
2.09,3202.0224151296716
2.1,3234.85637402529
2.11,3268.1042324976397
2.12,3301.7739802931424
2.13,3335.8737912263746
2.14,3370.412027708219
2.15,3405.3972453969086
2.16,3440.8381979751002
2.17,3476.7438420561693
2.18,3513.1233422229757
2.19,3549.9860762024
2.2,3587.341640179005
2.21,3625.199854251228
2.22,3663.5707680335545
2.23,3702.464666408177
2.24,3741.8920754296764
2.25,3781.863768386315
2.26,3822.3907720215543
2.27,3863.4843729194613
2.28,3905.1561240576743
2.29,3947.417851531641
2.3,3990.2816614538515
2.31,4033.759947031797
2.32,4077.865395828406
2.33,4122.610997208687
2.34,4168.010049976315
2.35,4214.076170203862
2.36,4260.823299260366
2.37,4308.265712039871
2.38,4356.418025394525
2.39,4405.295206775781
2.4,4454.912583087116
2.41,4505.285849751666
2.42,4556.431079997979
2.43,4608.364734367036
2.44,4661.103670443501
2.45,4714.665152813997
2.46,4769.066863255042
2.47,4824.326911153024
2.48,4880.463844158394
2.49,4937.496659075959
2.5,4995.44481299288
2.51,5054.328234645631
2.52,5114.167336026817
2.53,5174.983024232357
2.54,5236.796713549073
2.55,5299.6303377822605
2.56,5363.506362822274
2.57,5428.44779944858
2.58,5494.4782163691
2.59,5561.621753491982
2.6,5629.903135426186
2.61,5699.347685206442
2.62,5769.981338237308
2.63,5841.830656450039
2.64,5914.922842665018
2.65,5989.285755151341
2.66,6064.947922373991
2.67,6141.938557917743
2.68,6220.287575575559
2.69,6300.0256045877595
2.7,6381.184005016691
2.71,6463.794883239878
2.72,6547.891107542865
2.73,6633.506323791018
2.74,6720.674971157457
2.75,6809.432297882134
2.76,6899.81437703469
2.77,6991.858122251253
2.78,7085.6013034126845
2.79,7181.082562228969
2.8,7278.341427691484
2.81,7377.418331351703
2.82,7478.354622381608
2.83,7581.192582367508
2.84,7685.975439785317
2.85,7792.747384101394
2.86,7901.553579438991
2.87,8012.440177745986
2.88,8125.454331395136
2.89,8240.644205143293
2.9,8358.05898737112
2.91,8477.748900519684
2.92,8599.765210634921
2.93,8724.160235925408
2.94,8850.987354233059
2.95,8980.301009310399
2.96,9112.15671579185
2.97,9246.61106274011
2.98,9383.721715642103
2.99,9523.547416722311
3.0,9666.14798343439
3.01,9811.58430498498
3.02,9959.918336736517
3.03,10111.213092328686
3.04,10265.532633350887
3.05,10422.94205639088
3.06,10583.50747727752
3.07,10747.296012328363
3.08,10914.375756405869
3.09,11084.815757579085
3.1,11258.685988181032
3.11,11436.057312045692
3.12,11617.001447702525
3.13,11801.590927300933
3.14,11989.899051032042
3.15,12181.999836810865
3.16,12377.967964978207
3.17,12577.878717778838
3.18,12781.807913370581
3.19,12989.831834118067
3.2,13202.027148925246
3.21,13418.47082936234
3.22,13639.24005934596
3.23,13864.412138135704
3.24,14094.064376416887
3.25,14328.273985247197
3.26,14567.117957655211
3.27,14810.672942691059
3.28,15059.01511174403
3.29,15312.220016958978
3.3,15570.362441602938
3.31,15833.516242255584
3.32,16101.754182722292
3.33,16375.147759596483
3.34,16653.767019428982
3.35,16937.680367496177
3.36,17226.954368196006
3.37,17521.653537141225
3.38,17821.84012506303
3.39,18127.573893684847
3.4,18438.911883776058
3.41,18755.908175648325
3.42,19078.61364241306
3.43,19407.07569637711
3.44,19741.338029014914
3.45,20081.440345018764
3.46,20427.418090994124
3.47,20779.302179434086
3.48,21137.118708675138
3.49,21500.888679605563
3.5,21870.62770996702
3.51,22246.34574715895
3.52,22628.046780523684
3.53,23015.72855415685
3.54,23409.382281352366
3.55,23808.9923618531
3.56,24214.536103136532
3.57,24625.983447018843
3.58,25043.29670290978
3.59,25466.430289093903
3.6,25895.33048345055
3.61,26329.935185054383
3.62,26770.173688119885
3.63,27215.96646976633
3.64,27667.224993083473
3.65,28123.85152697249
3.66,28585.73898422053
