euler,RK_rtol_1e-05_atol_1e-08
777.3215459602592,777.0393000609357
774.4002341112022,774.2242360733533
768.6321793424694,769.1398621305958
762.321661232378,763.5109868075268
762.747051874769,763.1273568177799
774.6529467585024,772.0998560157661
784.9389113653845,780.6680011178125
760.658356620528,762.4300278876049
702.0445132434294,713.0998735089414
682.5147950608886,689.3652714946905
787.8853337314919,766.7355240025479
951.8328685427308,923.3468390060478
680.1758874166447,748.0970223643394
474.46880518393,498.6357043983299
652.4418115951519,584.1717007224244
1282.9347802084217,1176.1084493546362
554.1246944064575,692.9032746484665
341.903082851802,357.80698142804215
465.5689002678638,418.8832491859531
1134.274744997275,948.5035288162873
1096.5620411886432,1310.9743026154247
402.6782917192066,456.0158417319581
281.7257676777071,291.74696991501736
314.2525810975196,303.64407219375414
554.5658997715808,503.93882172500815
1266.6678361010454,1142.353598830439
1344.5053763174924,1462.9403035816597
520.2260832762793,569.3623365107477
307.69832138066903,321.1344955435351
244.83618231414684,249.56478348430753
249.42370225950916,248.73534114584402
343.2418405874752,334.2368141327642
627.3358625127881,599.9983007573302
1279.1491427151232,1224.8124447668665
1554.7078440995228,1583.1591601453538
719.7348750501644,750.1166828420961
393.9043717453318,402.7341848922979
279.18129820558283,282.98825853694007
228.8682574135441,231.06687554744252
215.66069228672384,217.07435860172728
248.7480586583605,249.3726237155032
370.1129877094415,369.1368262227649
675.1058908535279,670.1296462327437
1277.9082620624797,1266.2772470193313
1548.6232463829976,1547.985592959125
830.8773670595017,834.2958725310335
463.5999860251101,464.33938122379266
322.3311604842193,322.6230607162417
252.75598968857207,253.09271560183953
215.2502837327476,215.85145427505904
203.5472552836104,204.72406884332796
231.4045576622345,233.7302587064449
340.65263487784506,345.0054158910358
616.5456163465585,623.7220767257456
1150.8592339449146,1158.1399033857765
1462.4935397225156,1454.815485194389
885.1538287182535,874.8608968444403
510.6080569885708,506.1851866228584
355.725175631552,353.6226652758799
276.3594237477979,275.25303910791865
229.1257997493195,228.68051921694052
203.84782712222383,204.20331071386522
208.8272901812432,210.69648040524226
280.007658136088,284.99264669796713
497.48128754023,507.68837586364504
950.1874548181974,963.847536024356
1293.298016756141,1288.285001552942
872.3837096467814,858.4843382290045
526.917419760935,520.5060796434195
372.3796208662071,369.23355352936176
289.888507756664,288.1029257677762
238.89743042975263,237.96282625593534
211.09632665948035,211.22210086850473
222.42842805033263,224.87854628431808
334.6707033762333,342.27402611512025
649.3668051466848,663.0166865246202
1028.1208391370426,1031.4859047197601
850.3777233832392,838.0938693859882
546.4315893359603,539.3151160834619
390.4255765007342,386.7757918591839
304.40914206722664,302.31387485979195
252.54706615408023,251.58722253497012
235.76518058300869,236.74659625850438
300.3669674324217,305.8534773463843
513.9986007229224,523.2021625779179
702.6649662541615,703.4549389332923
620.846958160111,615.322641010701
484.5238254355096,480.6216631950396
401.45827308329007,399.5478655081244
363.6761844433749,363.2363254693535
356.59891584823373,356.9952031818671
362.9417574876972,363.4963526696475
369.4072436948069,369.8035683085724
371.8465777807337,372.0680284634497
370.9569887743552,371.06727712902523
368.1978978311388,368.24989130833796
364.57522022480487,364.5989157961413
360.6274681988065,360.6382016728804
356.6130693297284,356.6183662763364
352.64866635932714,352.6513026064578
348.78432421581005,348.7855866694631
