evolving_asym_D=0.1 mm^2/w,evolving_sym_D=0.1 mm^2/w
400.0,400.0
400.0,400.0
400.05028100768766,400.05028100768766
400.3757328632874,400.3758334233771
400.9686582882461,400.96905510917827
401.816981627847,401.81796092044846
402.9089337127656,402.9108682908739
404.2337741228778,404.23712011910277
405.78185715454686,405.7871512750346
407.54455220614096,407.55240945452334
409.5141359671389,409.5252477789673
411.6836877683437,411.69882050621123
414.046996136522,414.0669899033127
416.5984776116416,416.62424534529407
419.3331068037377,419.3656336218562
422.2463561743477,422.2866989411403
425.334144055286,425.38343114681203
428.59278959848143,428.65222084516927
432.0189735566867,432.08982034462935
435.60970398368,435.6933094984038
439.3622861030028,439.4600657012951
443.2742957263861,443.3877374234018
447.3435557103907,447.4742207706856
451.5681150267196,451.717638649098
455.94623009204986,456.1163221792073
460.47634806041975,460.66879406531547
465.15709182784445,465.37375366958526
469.9872465370769,470.23006357984013
474.9657474019387,475.2367374911243
480.091668696755,480.3929292471474
485.3642137781717,485.69792290941876
490.7827060248376,491.15112374002655
496.3465805957498,496.75204999928405
502.0553769210088,502.5003254723733
507.9087318497228,508.39567265007224
513.9063733891797,514.4379064980001
520.048114977433,520.6269287568138
526.3338502383519,526.9627227226719
532.763548174143,533.4453484632138
539.3372487555052,540.0749384294435
546.0550588740639,546.8516934283698
552.9171486256307,553.7758789251465
559.9237478962511,560.8478216468545
567.0751432259891,568.0679064630507
574.3716749280312,575.4365735208238
581.8137344430045,582.9543156144107
589.4017619104503,590.6216757714598
597.1362439412068,598.4392450398354
605.0177115760569,606.4076604604597
613.0467384174309,614.5276032131073
621.2239389222206,622.799796923342
629.5499668448996,631.2250061199125
638.0255138211608,639.8040348329379
646.6513080831864,648.5377253241221
655.4281132984892,657.4269569410461
664.3567275249873,666.4726450883229
673.4379822756454,675.6757403090545
682.6727416865994,685.037227470627
692.0619017832265,694.558125049413
701.6063898391039,704.2394845094364
711.3071638232393,714.0823897704951
721.1652119313561,724.0879567616317
731.1815521973767,734.2573330562059
741.3572321815758,744.5916975851505
751.6933287321762,755.0922604252926
762.1909478174315,765.7602626598922
772.8512244254895,776.596976308804
783.6753225295574,787.6037043258904
794.6644351161001,798.7817806615277
805.8197842739917,810.1325703882371
817.1426213427193,821.6574698876467
828.6342271178964,833.3579070971556
840.2959121124959,845.2353418148199
852.1290168723474,857.2912660611174
864.1349123445742,869.5272044963788
876.3150002977617,881.9447148927891
888.6707137927589,894.545388659977
901.2035177031204,907.330851423311
913.9149092842893,920.3027636541193
926.8064187907108,933.4628213511426
939.879610140158,946.8127567726108
953.1360816246224,960.354339218422
966.5774666672024,974.0893758619727
980.205434624496,988.0197126312672
994.0216916340702,1002.1472351389996
1008.027981506648,1016.4738696613724
1022.2260866627136,1031.0015841654813
1036.6178291133012,1045.732389385153
1051.205071484793,1060.6683399451945
1065.989718087604,1075.8115355340583
1080.9737160286932,1091.164122125002
1096.1590563678965,1106.7282932458645
1111.547775318123,1122.5062912976477
1127.1419554895256,1138.5004089221447
1142.9437271777886,1154.712990418913
1158.9552696967542,1171.1464332119483
1175.1788127556383,1187.8031893664688
1191.6166378811563,1204.6857671562802
1208.2710798849253,1221.7967326822454
1225.1445283765645,1239.138711542443
1242.23942932297,1256.7143905546566
1259.5582866542984,1274.526519531898
1277.10366391724,1292.5779131117247
1294.8781859762307,1310.8714526401786
1312.884540763303,1329.410088111231
1331.125481077333,1348.1968401626896
1349.6038264335075,1367.2348021295809
1368.3224649638871,1386.5271421561004
1387.2843553700145,1406.0771053672804
1406.492528928567,1425.8880161016057
1425.9500915511362,1445.9632802058766
1445.6602258992643,1466.306387393694
1465.6261935559533,1486.920913669021
1485.85133725492,1507.8105238163528
1506.3390831689535,1528.978973959109
1527.0929432587982,1550.4301141879498
1548.1165176840618,1572.1678912607993
1569.4134972777374,1594.1963513764545
1590.9876660859916,1616.519643023747
1612.8429039749683,1639.1420199083211
1634.9831893064402,1662.0678439591898
1657.412601684217,1685.301588417332
1680.1353247733305,1708.8478410086984
1703.1556491940864,1732.7113072041002
1726.4779754931883,1756.8968135685657
1750.106817194223,1781.4093112028677
1774.0468039299076,1806.253879280037
1798.3026846586,1831.4357286798033
1822.879330967678,1856.9602057240297
1847.781740466512,1882.8327960163333
1873.015040271858,1909.0591283892236
1898.5844905886315,1935.6449789622231
1924.4954883891248,1962.5962753145795
1950.7535711938715,1989.9191007763231
1977.3644209574795,2017.6196988415786
2004.3338680628956,2045.7044777081908
2031.6678954276856,2074.1800149478886
2059.3726427260804,2103.053062311378
2087.454410730647,2132.3305506729225
2115.919665777632,2162.0195951191467
2144.7750443601494,2192.1275001869867
2174.0273578535525,2222.6617652558907
2203.6835973775,2253.6300900995716
2233.750938799379,2285.0403806028103
2264.2367478839437,2316.900754649019
2295.148585594171,2349.2195481844783
2326.494213548569,2382.0053214653926
2358.2815996403056,2415.2668654941167
2390.518923823772,2449.013208651159
2423.2145840743606,2483.253623529787
2456.3772025274598,2517.997633980324
2490.0156318028803,2553.2550223714657
2524.1389615211488,2589.0358370762215
2558.75652501831,2625.350400190336
2593.877906266151,2662.2093154913478
2629.5129470049565,2699.6234766467014
2665.671754096184,2737.6040756796438
2702.3647071026794,2776.1626117019255
2739.602466104323,2815.310899922639
2777.395979757264,2855.0610809428495
2815.756493605167,2895.4256303459947
2854.6955586511917,2936.41736859437
2894.2250401996903,2978.049471242357
2934.357126976946,3020.335479477405
2975.104340540523,3063.289311000145
3016.479544987169,3106.9252712553707
3058.495956969485,3151.258065026015
3101.1671560319323,3196.302808402625
3144.5070952770625,3242.075041141241
3188.530112373212,3288.5907394229853
3233.250940915238,3335.866329029076
3278.684722150241,3383.918698945399
3324.8470170805667,3432.7652154111934
3371.7538189567586,3482.423736426847
3419.421566173509,3532.912626736215
3467.867155582018,3584.250773299336
3517.1079562325813,3636.457601271851
3567.161823561589,3689.553090507891
3618.047114037533,3743.5577926036326
3669.782700281001,3798.492848499197
3722.38798667404,3854.380006656992
3775.882925474665,3911.241641835068
3830.288033452702,3969.100774474492
3885.624409063519,4027.981090720185
3941.9137501766354,4087.906963095106
3999.178372376549,4148.903471848084
4057.441227853537,4210.996426996004
4116.725924902527,4274.212391081451
4177.056748048534,4338.578702667303
4238.458678817489,4404.123500590084
4300.957417171605,4470.875748994241
4364.579403628789,4538.865263169798
4429.351842085855,4608.122736216087
4495.30272336558,4678.679766554484
4562.46084950789,4750.568886313236
4630.85585882565,4823.823590607611
4700.518251745712,4898.478367738606
4771.479417455981,4974.5687303335035
4843.771661379334,5052.131247451419
4917.428233495244,5131.203577676853
4992.483357529907,5211.8245032239665
5068.972261035535,5294.033965073948
5146.931206379299,5377.873099167324
5226.3975226621005,5463.384273672475
5307.409638586972,5550.6111273508395
5390.007116296398,5639.598609038365
5474.230686197251,5730.39301826168
5560.122282791277,5823.042047006178
5647.725081528177,5917.594822651708
5737.083536697287,6014.1019520898235
5828.243420372622,6112.615567034615
5921.251862424646,6213.189370536855
6016.157391610498,6315.878684708665
6113.009977752558,6420.740499663061
6211.861075013131,6527.833523669471
6312.763666270667,6637.218234522762
6415.772308600268,6748.956932119271
6520.94317985825,6863.1137922288835
6628.334126367216,6979.75492144725
6738.004711694392,7098.948413306781
6850.016266511878,7220.764405518999
6964.431939522947,7345.275138314245
7081.316749433517,7472.555013837399
7200.737637942423,7602.680656550353
7322.763523718078,7735.730974583219
7447.465357322498,7871.787221966766
7574.916177036415,8010.933061668211
7705.191165531335,8153.254629341232
7838.36770732575,8298.84059768886
7974.525446953403,8447.782241324674
8113.746347761311,8600.17350200341
8256.11475124429,8756.111054076682
8401.71743681078,8915.694370012869
8550.643681861968,9079.025785802347
8702.985322052311,9246.210566050073
8858.83681158472,9417.35696853696
9018.295283377613,9592.576308009524
9181.460608923906,9771.983018933835
9348.43545764371,9955.694716924863
9519.325355512805,10143.832258535753
9694.238742728134,10336.519799063506
9873.287030149371,10533.884847997775
10056.58465423189,10736.058321708135
10244.249130141592,10943.174592932186
10436.401102715634,11155.371536592238
10633.164394905158,11372.790571432066
10834.66605330696,11595.576696927474
11041.03639036025,11823.878524885133
11252.409022752605,12057.848305103487
11468.920905545672,12297.641944427594
11690.712361496508,12543.419018486684
11917.92710501427,12795.342775359246
12150.712260155002,13053.580130365666
12389.21837201898,13318.301651143302
12633.599410876162,13589.681532113458
12884.012768305614,13867.897557404644
13140.619244594654,14153.13105125185
13403.58302660325,14445.566814848164
13673.071655258987,14745.393048583046
13949.255981808254,15052.801258561878
14232.310111910425,15367.98614626436
14522.411336624304,15691.145480165893
14819.74004930025,16022.479948116834
15124.479647358,16362.192989250416
15436.81641789962,16710.49060417196
15756.939406080071,17067.58114217086
16085.04026513516,17433.675064193616
16421.313086949005,17808.984680321933
16765.95421203133,18193.723860515976
17119.16201776991,18588.107717410003
17481.136683825916,18992.352259987292
17852.079933551206,19406.67401701463
18232.194750327293,19831.28962918459
18621.68506775696,20266.415408997884
19020.755432682527,20712.266867518993
19429.61064006017,21169.058207257218
19848.45533878893,21637.00178056324
20277.49360767664,22116.307513088723
20716.92850082433,22607.182292034402
21166.961561826032,23109.829319110715
21627.792306313477,23624.44742835444
22099.61767252553,24151.230369185287
22582.63143975034,24690.366055347236
23077.023614674803,25242.035780660266
23582.97978588144,25806.41340280769
24100.680446955757,26383.664496701545
24630.30028890874,26973.945479301256
25172.007462877456,27577.402708107278
25725.96281434121,28194.171555908808
26292.319090380133,28824.375464729994
26871.2201218054,29468.12498228921
27462.79998230364,30125.516784656742
28067.182127060376,30796.632689164035
28684.478513655074,31481.538661977647
29314.78870835135,32180.28382509897
29958.198981236084,32892.899467881485
30614.781393987218,33619.39806846614
31284.59288436776,34359.77233081709
31967.674351849146,35113.994243290035
32664.04974905605,35882.014164878216
33373.72518399272,36663.75994545316
34096.688038253735,37459.136086443345
34832.90610663524,38268.022948470694
35582.326763742,39090.276012488896
36344.87616332744,39925.72520093584
37120.45847620401,40774.174265323025
37908.95517261687,41635.40024653585
38710.22435498204,42509.15301390987
39524.10014684824,43395.15488887837
40350.39214384829,44293.10035865783
41188.88493225933,45202.655885049884
42039.33768059125,46123.45981299467
