evolving_asym_D=0.1 mm^2/w,evolving_sym_D=0.1 mm^2/w
100.0,100.0
99.98360208,99.98360208
99.8934886852444,99.8934722900133
99.80399841662371,99.8039498534431
99.71677705034126,99.71668115049597
99.63195197943588,99.63179415903865
99.54939282051468,99.54915906230303
99.46892367444993,99.46860051040622
99.39037303199828,99.38994752665631
99.3135858538736,99.31304558821198
99.2384251520768,99.23775820792605
99.16477056159457,99.16396550650259
99.09251620829264,99.09156208080529
99.02156860737992,99.02045490270176
98.95184480699164,98.95056146299895
98.88327081356071,98.88180819714259
98.81578027701843,98.81412917072613
98.7493133982306,98.7474649872176
98.6838160207255,98.68176187996353
98.6192388733229,98.61697095508039
98.55553693582917,98.55304755740062
98.49266890514772,98.48995073682346
98.43059674355894,98.42764279682572
98.3692852945199,98.36608891048391
98.30870195421478,98.30525679223923
98.24881638937524,98.24511641592531
98.18960029370253,98.18563977139115
98.13102717666165,98.1268006534899
98.07307217956,98.06857447834658
98.015711914736,98.01093812273024
97.95892432441312,97.95386978308682
97.90268855636464,97.89734885137783
97.84698485401024,97.84135580534642
97.7917944589528,97.78587211121969
97.73709952428156,97.73088013717299
97.68288303722642,97.67636307614188
97.62912874996414,97.62230487678215
97.575821117554,97.56869018155592
97.52294524212952,97.51550427107031
97.47048682259594,97.46273301391875
97.4184321091876,97.41036282137904
97.36676786232684,97.35838060640992
97.3154813153005,97.30677374646216
97.26456014033224,97.25553004968292
97.213992417684,97.20463772414625
97.16376660746457,97.15408534978796
97.11387152386293,97.10386185276299
97.06429631155882,97.05395648197694
97.01503042409084,97.00435878757294
96.96606360398876,96.95505860118014
96.91738586449831,96.9060460177524
96.86898747274628,96.8573113788446
96.82085893420964,96.80884525719082
96.77299097836796,96.76063844246353
96.72537454543072,96.71268192810516
96.67800077404236,96.66496689913536
96.63086098987824,96.61748472084678
96.58394669505287,96.57022692831092
96.5372495582704,96.52318521662387
96.49076140565286,96.47635143182804
96.4444742121898,96.42971756245232
96.39838009375605,96.38327573161891
96.35247129965104,96.33701818966914
96.30674020561696,96.29093730726582
96.26117930729596,96.24502556893279
96.21578121409163,96.19927556699626
96.17053864340208,96.15367999589554
96.12544441519478,96.10823164683349
96.08049144689646,96.06292340273961
96.03567274857303,96.01774823352106
95.99098141837702,95.97269919157864
95.94641063824112,95.9277694075671
95.9019536697996,95.88295208638036
95.85760385051884,95.83824050334407
95.81335459002152,95.79362800059923
95.7691993665892,95.74910798366172
95.72513172382924,95.70467391814395
95.6811452674935,95.66031932662581
95.63723366243696,95.61603778566287
95.59339062970496,95.57182292292096
95.5496099437394,95.52766841442688
95.50588542969386,95.48356798192567
95.46221096084918,95.43951539033556
95.41858045612136,95.39550444529256
95.37498787765388,95.35152899077681
95.33142722848756,95.30758290681366
95.28789255030132,95.2636601072427
95.24437792121724,95.21975453754858
95.200877453665,95.17586017274766
95.15738529229904,95.13197101532513
95.11389561196457,95.08808109321726
95.07040261570673,95.04418445783409
95.02690053281891,95.00027518211805
94.98338361692583,94.95634735863389
94.93984614409736,94.9123950976864
94.89628241098936,94.86841252546152
94.85268673300818,94.8243937821877
94.80905344249508,94.78033302031375
94.76537688692773,94.73622440270017
94.72165142713568,94.6920621008207
94.67787143552688,94.64784029297125
94.6340312943225,94.60355316248334
94.59012539379768,94.5591948959395
94.54614813052557,94.51475968138793
94.5020939056221,94.47024170655405
94.45795712298992,94.4256351570466
94.41373218755837,94.38093421455598
94.3694135035182,94.33613305504275
94.32499547254866,94.29122584691405
94.28047249203522,94.24620674918603
94.23583895327567,94.2010699096303
94.19108923967347,94.15580946290243
94.14621772491584,94.11041952865065
94.10121877113536,94.06489420960308
94.0560867270535,94.01922758963141
94.01081592610396,93.97341373178963
93.96540068453476,93.92744667632584
93.91983529948708,93.8813204386656
93.8741140470497,93.83502900736508
93.82823118028736,93.78856634203245
93.78218092724131,93.74192637121573
93.73595748890122,93.69510299025562
93.68955503714596,93.64809005910168
93.64296771265302,93.60088140009013
93.59618962277398,93.5534707956818
93.54921483937534,93.50585198615853
93.50203739664288,93.4580186672764
93.45465128884815,93.40996448787425
93.40705046807584,93.36168304743562
93.35922884190995,93.31316789360278
93.3111802710782,93.26441251964083
93.26289856705218,93.21541036185043
93.21437748960236,93.16615479692724
93.16561074430638,93.1166391392665
93.11659198000844,93.06685663821074
93.06731478622912,93.01680047523908
93.01777269052316,92.96646376109597
92.96795915578404,92.91583953285772
92.91786757749352,92.86492075093481
92.8674912809144,92.81370029600795
92.81682351822464,92.76217096589589
92.76585746559134,92.71032547235303
92.71458622018235,92.65815643779457
92.66300279711398,92.60565639194706
92.6111001263324,92.5528177684222
92.5588710494274,92.49963290121156
92.50630831637598,92.44609402109978
92.45340458221354,92.3921932519941
92.40015240363124,92.33792260716739
92.3465442354966,92.28327398541248
92.2925724272954,92.22823916710497
92.23822921949252,92.17280981017197
92.18350673980942,92.11697744596383
92.12839699941564,92.06073347502627
92.0728918890318,92.00406916276982
92.0169831749418,91.94697563503364
91.960662494911,91.88944387354059
91.90392135400847,91.83146471124056
91.8467511203296,91.77302882753857
91.7891430206167,91.71412674340445
91.73108813577473,91.65474881636065
91.67257739627864,91.59488523534466
91.61360157746968,91.53452601544238
91.5541512947371,91.47366099248873
91.49421699858212,91.4122798175318
91.43378896956092,91.35037195115639
91.37285731310264,91.28792665766323
91.31141195419966,91.22493299909954
91.24944263196576,91.16137982913669
91.1869388940587,91.09725578679097
91.1238900909636,91.0325492899825
91.0602853701328,90.96724852892835
90.99611366997836,90.90134145936477
90.93136371371332,90.83481579559403
90.86602400303693,90.76765900335096
90.80008281166032,90.69985829248435
90.73352817866753,90.63140060944802
90.66634790170772,90.5622726295965
90.59852953001422,90.49246074928018
90.53006035724523,90.42195107773446
90.46092741414203,90.35072942875759
90.39111746099924,90.27878131217167
90.32061697994293,90.20609192506133
90.24941216701096,90.13264614278427
90.17748892403117,90.0584285097482
90.1048328502914,89.98342322994819
90.03142923399726,89.90761415725883
89.95726304351167,89.8309847854752
89.8823189183711,89.75351823809682
89.8065811600733,89.67519725784885
89.73003372263125,89.59600419593443
89.65266020288773,89.51592100101243
89.57444383058555,89.4349292078948
89.49536745818779,89.35300992595769
89.41541355044288,89.27014382726071
89.33456417368939,89.18631113436864
89.25280098489509,89.10149160787026
89.17010522042544,89.01566453358885
89.08645768453628,88.92880870947936
89.00183873758604,88.84090243220722
88.91622828396255,88.75192348340431
88.8296057597202,88.66184911559759
88.74195011992286,88.57065603780642
88.65323982568869,88.47832040080509
88.56345283093297,88.38481778204726
88.47256656880565,88.29012317024979
88.38055793782031,88.19421094963363
88.2874032876723,88.09705488382073
88.19307840474353,87.99862809938583
88.0975584972925,87.89890306906341
88.00081818032861,87.79785159461072
87.90283146017026,87.69544478932869
87.80357171868727,87.59165306024374
87.70301169722876,87.48644608995468
87.60112348023875,87.37979281815011
87.49787847856246,87.27166142280305
87.39324741244758,87.16201930105149
87.28720029424609,87.05083304977468
87.17970641082309,86.9380684458773
87.070734305681,86.8236904262954
86.9602517608089,86.70766306774027
86.84822577826834,86.58994956619892
86.73462256152895,86.4705122162121
86.61940749656918,86.34931238995385
86.50254513275975,86.2263105161397
86.38399916354949,86.10146605879343
86.26373240697613,85.97473749590635
86.14170678602717,85.84608229802656
86.01788330887895,85.71545690681968
85.8922220490453,85.58281671364725
85.76468212547064,85.44811603821321
85.63522168260589,85.31130810733443
85.50379787050971,85.17234503389606
85.370366825022,85.03117779605893
85.23488364806057,84.88775621679152
85.09730238809749,84.74202894380642
84.9575760208762,84.59394342998735
84.81565643043646,84.44344591440077
84.67149439051965,84.29048140399357
84.52503954643367,84.13499365608675
84.3762403974629,83.97692516178363
84.22504427991583,83.81621713042037
84.07139735091073,83.65280947519632
83.91524457300669,83.48664080013158
83.75652969979667,83.31764838851016
83.59519526258713,83.14576819297787
83.43118255829798,82.97093482747583
83.26443163872642,82.79308156120246
83.09488130132783,82.61214031480904
82.92246908167732,82.42804165904707
82.74713124778626,82.24071481609853
82.56880279645922,82.05008766383385
82.38741745188824,81.85608674325607
82.20290766669292,81.6586372694036
82.01520462562726,81.4576631459982
81.82423825218603,81.25308698413885
81.62993721835633,81.04483012535617
81.43222895777235,80.83281266935622
81.23103968254415,80.61695350679562
81.02629440404377,80.39717035744376
80.81791695794455,80.17337981409939
80.60583003382182,79.9454973926419
80.3899552096348,79.71343758860681
80.17021299142104,79.47711394068588
79.94652285854534,79.2364391015592
79.71880331485505,78.99132491647352
79.48697194610219,78.74168250998517
79.25094548400061,78.48742238128784
79.01063987729252,78.22845450854498
78.76597037020287,77.96468846264281
78.51685158866285,77.69603353077314
78.2631976346837,77.42239885024455
78.00492218925994,77.14369355290587
77.74193862417569,76.8598269205466
77.47416012307986,76.57070855161537
77.20149981218398,76.2762485395683
76.92387090092106,75.97635766312423
76.64118683288396,75.6709475886637
76.35336144733812,75.35993108496123
76.06030915157407,75.04322225038771
75.76194510433155,74.72073675265884
75.4581854104873,74.39239208113891
