D=1.0 (mm/w),D=1.5 (mm/w),D=2.0 (mm/w)
0.7850229650520383,1.2849741695119763,2.1766351297561126
0.7848682314151266,1.2798549024685395,2.173945387649367
0.7847270406184356,1.2748194188052455,2.1712354472566786
0.7845988523960399,1.2698654490568797,2.1685053443202924
0.7844831405058981,1.2649907715599888,2.1657551163980067
0.7843793924566047,1.2601932119853765,2.162984802858359
0.7842871092434267,1.255470642853492,2.1601944448759447
0.7842058050931254,1.2508209830350727,2.15738408542688
0.7841350072170903,1.2462421972391906,2.15455376928443
0.7840742555723262,1.2417322954906869,2.151703543014807
0.7840231026298599,1.2372893325988046,2.1488334549731656
0.7839811131501471,1.2329114076186656,2.1459435552997994
0.7839478639650838,1.2285966633070975,2.143033895916555
0.7839229437662382,1.2243432855741705,2.140104530523483
0.7839059528989423,1.2201495029316711,2.137155514595731
0.783896503161895,1.216013585939636,2.1341869053807
