fixed_sym_D_1.0_ooo,fixed_asym_D_1.0_oob,fixed_asym_D_1.0_obb,fixed_sym_D_1.0_bbb
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.002126082156352,0.002126082156352,0.0,0.0
0.0158481050741614,0.0158268450668298,0.0096172657769818,0.009561666389902869
0.0406069029895634,0.0405235219613405,0.0284264054160952,0.028208380286336834
0.075670734996686,0.0754662058927562,0.0558158254071224,0.05528116532089784
0.1203363204773185,0.1199346942634994,0.0911904686334991,0.09014097171308519
0.1739582740545035,0.173267763290158,0.1340027234955,0.13219920104409152
0.2359502791546922,0.2348642060585021,0.1837548551883679,0.18091981037821564
0.3057801616445491,0.3041777913006457,0.2399951568409428,0.23581518357906917
0.3829639379744206,0.3807112138908955,0.3023129262705998,0.29644086778884293
0.4670601728057595,0.4640103692787137,0.3703336283420024,0.36239052881754835
0.557664970194029,0.5536592736861214,0.4437145869027465,0.4332914643423886
0.6544076222927444,0.6492756521899656,0.5221412462557209,0.5088007107037313
0.7569468525597215,0.750507130139467,0.6053239521550695,0.5886016898174449
0.864967572115281,0.8570279452797662,0.692995181667736,0.6724013226417322
0.9781780716809622,0.9685361019346076,0.784907153204314,0.7599275380535336
1.096307581511064,1.0847508987514352,0.8808297565600481,0.8509271148985342
1.2191041424229998,1.2054107723428982,0.980548752334639,0.9451638048131853
1.3463327406613594,1.330271408901342,1.0838641987787794,1.042416692351113
1.4777736674718571,1.4591040840990035,1.1905890714758638,1.142478756519838
1.613221070967037,1.591694198371887,1.300548047325866,1.2451556040715104
1.7524816733318087,1.7278399802185438,1.413576429224331,1.3502643499688758
1.8953736308606213,1.867351334645448,1.5295191918193127,1.4576326245663442
2.041725517935205,2.0100488175559867,1.648230131962803,1.5670976903895948
2.191375419006066,2.155762719875399,1.7695711101019216,1.6785056541199492
2.344170115064665,2.304332247662893,1.8934113710012568,1.7917107616166885
2.499964353091715,2.455604786490784,2.019626933948503,1.9065747656409422
2.6586201886235785,2.609435240052969,2.148100044047724,2.0229663574572196
2.8200063929590584,2.765685434367718,2.2787186774086554,2.1407606547449607
2.9839979176849103,2.924223580115113,2.4113760940440003,2.2598387393014803
3.1504754101714947,3.0849237866393246,2.545970433127456,2.3800872388980254
3.31932477451291,3.2476656219833973,2.682404345973041,2.501397948393101
3.490436773085115,3.4123337140360515,2.8205846626950426,2.6236674858362563
3.663706664492082,3.578817388477649,2.960422089016702,2.7467969798309
3.839033874181147,3.747010339733241,3.1018309301299185,2.870691784882265
4.016321694448243,3.916810331588694,3.244728838880328,2.995261221849313
4.195477010933209,4.0881189245128295,3.389036585872135,3.1204183409576083
4.376410053034019,4.260841227063779,3.5346778493634394,3.2460797051226242
4.559034165954467,4.434885669049259,3.681579023062192,3.372165191586652
4.7432656023488695,4.610163794364645,3.8296690401411015,3.4985978100933073
4.929023331745113,4.786590071655088,3.9788792119713103,3.6253035360164296
5.116228866118315,4.964081721142894,4.129143080233465,3.752211157029023
5.304806100155257,5.14255855613294,4.280396281204107,3.8792521320461546
5.494681164897708,5.32194283786006,4.432576421137853,4.006360461306294
5.685782293583532,5.502159142476071,4.58562296177392,4.133472566570853
5.87803969862026,5.683134239092437,4.739477115091116,4.260527180523671
6.071385458728599,5.864796977899796,4.89408174652012,4.38746524454272
6.265753415384829,6.047078187479044,5.049381285897136,4.51422981409669
6.461079077772473,6.229910580502168,5.205321645509989,4.640765971090863
6.6572995355265,6.413228667095491,5.361850144647528,4.767020742550608
6.854353378618408,6.596968675204741,5.518915440116622,4.892943025088121
7.052180623788958,6.781068477361164,5.676467462238933,5.018483514649298
7.250722646987774,6.965467523301653,5.834457355882607,5.143594641083723
7.449922121326207,7.150106777944246,5.992837426122667,5.268230507122142
7.649722960092375,7.334928664263933,6.151561088158676,5.39234683138315
7.850070264415687,7.519877010653082,6.310582821149684,5.5159008950644655
8.050910275202828,7.704897002386397,6.4698581256547865,5.638851492004612
8.252190328998612,7.889935136842568,6.629343484393379,5.761158881828353
8.453858817453611,8.074939182164004,6.78899632606245,5.882784745914204
8.655865150106287,8.259858139062601,6.948774991969409,6.00369214594498
8.858159720210928,8.44464220550368,7.108638705258206,6.123845484822903
9.060693873364084,8.629242744022187,7.268547542523988,6.2432104697495605
9.26341987870173,8.813612251445363,7.428462407627546,6.3617540772879915
9.466290902457242,8.997704330814376,7.588345007535366,6.479444520239785
9.669260983686543,9.181473665314172,7.748157830024477,6.596251216184219
9.87228501198176,9.364875994036147,7.907864123103482,6.712144757539455
10.075318707008334,9.547868089412248,8.067427876012369,6.827096883017646
10.278318599713172,9.73040773617203,8.226813801673984,6.941080450356667
10.481242015062907,9.912453711686048,8.385987320479511,7.0540694102211114
10.684047056181951,10.09396576756978,8.544914545298974,7.1660387811743105
10.886692589769815,10.27490461243233,8.70356226761582,7.276964625631473
11.089138232686174,10.455231895663369,8.86189794469202,7.386824026711734
11.291344339600448,10.634910192160264,9.019889687676915,7.495595065913907
11.493271991610367,10.813902987905172,9.177506250579436,7.603256801547245
11.694882985741089,10.992174666309122,9.334717020029004,7.709789247854424
11.89613982524299,11.16969049524679,9.491492005755996,7.815173354769465
12.097005710612368,11.346416614711854,9.647801831727543,7.919390988258307
12.2974445312649,11.522320025028508,9.803617727879097,8.022424911194397
12.497420857796984,11.697368575560048,9.958911522386572,8.124258764725921
12.696899934774905,11.871530953860312,10.11365563442784,8.224877050095186
12.895847673996332,12.044776675218287,10.267823067386043,8.324265110874327
13.094230648172852,12.217076072550428,10.421387402450751,8.422409115584781
13.292016084986097,12.388400286599149,10.574322792576154,8.51929604067105
13.489171861473766,12.558721256399476,10.726603956758538,8.61491365380208
13.685666498705183,12.72801170997936,10.878206174598049,8.709250497476196
13.88146915670916,12.896245155262076,11.029105281112455,8.802295872907838
14.07654962961999,13.0633958711422,11.179277661772993,8.894039824176629
14.270878341010036,13.229438898709205,11.328700247734693,8.984473122621237
14.46442633938005,13.39435003259527,11.477350511235768,9.07358725146236
14.657165293780682,13.558105812426197,11.62520646114257,9.161374390640876
14.849067489540934,13.720683514356429,11.772246638618537,9.247827401858718
15.040105824081376,13.882061142671205,11.918450112897302,9.332939813811475
15.230253802791918,14.042217421440684,12.063796477141784,9.416705807603027
15.419485534955744,14.201131786212576,12.20826584437254,9.499120202333676
15.60777572970273,14.35878437573142,12.351838843450222,9.580178440854374
15.795099691977272,14.515156023674091,12.49449661509818,9.659876575680569
15.981433318506904,14.670228250392434,12.636220807952649,9.73821125506016
16.166753093759542,14.823983254655255,12.776993574629,9.815179709190819
16.351036085878402,14.97640390538296,12.916797567793775,9.890779736582699
16.534259942584942,15.127473733369214,13.055615936233124,9.965009690563212
16.716402887041234,15.277176922985031,13.1934323209093,10.037868465921163
16.897443713664277,15.42549830386151,13.330230850997806,10.10935548568808
17.077361783885703,15.572423342548294,13.465996139898502,10.17947068805506
17.256137021851274,15.717938134145644,13.600713281214912,10.248214513423859
17.43374991005541,15.86202939390857,13.734367844696608,10.315587891591411
17.61018148490676,16.00468444882224,13.866945872140253,10.381592229067225
17.785413332221562,16.145891229148358,13.998433873245588,10.44622939652345
17.959427582642256,16.285638259942772,14.128818821423136,10.50950171637766
18.1322069069794,16.42391465254501,14.258088149551028,10.571411950508645
18.303734511475533,16.56071009604091,14.386229745678865,10.63196328810566
18.473994132990168,16.69601484869982,14.513231948676964,10.69115933365177
18.64297003410559,16.829819729388294,14.639083543829832,10.749004095042109
18.810646998153608,16.962116108962373,14.763773758373084,10.805501971837877
18.977010324163768,17.09289590164093,14.887292256973415,10.860657743657127
19.14204582173401,17.22215155636271,15.009629137151595,10.914476558703353
19.305739805825013,17.349876048129957,15.130774924648764,10.966963922433001
19.468079091479765,17.476062869341646,15.250720568736591,11.018125686363053
19.629050988470404,17.60070602111951,15.369457437472178,11.067968037019819
19.78864329587425,17.723800004630185,15.486977312898766,11.116497485030132
19.946844296581595,17.845339812406873,15.6032723861936,11.163720854356082
20.10364275173762,17.965320919674017,15.718335252764454,11.209645271674429
20.25902789512145,18.08373927567852,15.83215890729654,11.254278155901808
20.41298942746502,18.200591295031145,15.94473673875167,11.29762720786679
20.565517510714965,18.31587384906162,16.056062525321714,11.339700400129816
20.716602762240665,18.429584257191216,16.16613042933848,11.380505966951967
20.866236248991747,18.54172027832623,16.274934992142327,11.420052394413483
21.014409481608386,18.65228010227614,16.38247112891186,11.45834841068286
21.16111440848785,18.76126234119989,16.48873412345718,11.495402976437287
21.30634340981089,18.86866602108392,16.593719622979236,11.531225275435135
