fixed_sym_D_1.0_ooo,fixed_asym_D_1.0_oob,fixed_asym_D_1.0_obb,fixed_sym_D_1.0_bbb
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0002420249034649,0.0002420249034649,0.0,0.0
0.0018104647208128,0.0018080448420136,0.001094792040052,0.0010884628225990602
0.0046753359850505,0.0046657882881398,0.0032644904303512,0.003239515929162227
0.0087830460498039,0.0087594993267369,0.0064651299199693,0.0064035320651724854
0.0140791439001831,0.0140326817807657,0.0106514438214241,0.010529890617561223
0.0205121059546639,0.0204318788648817,0.0157806772503673,0.015570775378013815
0.0280339342402561,0.0279072656735002,0.0218132101652959,0.021481783217796795
0.0366000131849979,0.0364125006838265,0.0287124365464661,0.028221789862494684
0.0461687941860424,0.045904405382353,0.0364444692230035,0.03575264215803516
0.0567014648887228,0.0563426289105886,0.0449778276063378,0.04403883399281039
0.0681616472487365,0.0676893417699212,0.0542831526659914,0.0530472101361312
0.0805151338494016,0.0799089680308432,0.0643329588318057,0.06274670761427749
0.0937296610569349,0.0929679546069841,0.0751014215770223,0.07310813332560102
0.1077747145280635,0.1068345730890639,0.0865641963366677,0.08410397350385102
0.1226213621714446,0.121478749223684,0.0986982639786168,0.09570823020792373
0.1382421101099831,0.13687191556962,0.1114817984713605,0.10789628044782418
0.1546107778506239,0.1529868835255275,0.1248940530369554,0.12064475420513011
0.171702389515035,0.1697977315712665,0.1389152617124129,0.13393142824438742
0.1894930785484901,0.1872797071301655,0.1535265537968752,0.14773513316878167
0.2079600037929752,0.2054091399292944,0.168709879122607,0.16203567163649626
0.2270812751920807,0.2241633651172329,0.1844479424627038,0.17681374603108677
0.2468358877031682,0.2435206547075058,0.2007241456907845,0.19205089418332175
0.2672036622402697,0.2634601561644755,0.2175225365512162,0.20772943198674548
0.2881651926711046,0.2839618371489797,0.234827763094376,0.22383240194650417
0.3097017980533098,0.3050064356032047,0.2526250329897754,0.24034352686046168
0.3317954794263238,0.3265754144860686,0.2709000770583083,0.2572471679610999
0.3544288805825704,0.3486509205779766,0.289639116469582,0.2745282869523044
0.3775852523295239,0.3712157468620892,0.3088288331360493,0.29217241146171435
0.4012484198267558,0.3942532980620644,0.3284563429062811,0.31016560350066225
0.4254027526421537,0.4177475589766032,0.3485091712181576,0.3284944305828257
0.4500331372215709,0.4416830653014347,0.3689752309213606,0.34714593920190995
0.4751249515080643,0.466044876671503,0.3898428020191676,0.366107630409838
0.5006640414821205,0.4908185516915583,0.4111005131136561,0.38536743727151895
0.5266366994240438,0.5159901247533135,0.4327373243671846,0.40491370400147675
0.5530296437249399,0.5415460844627545,0.4547425118173824,0.4247351666123955
0.5798300000942576,0.5674733535228723,0.4771056529036003,0.4448209349267345
0.6070252840302581,0.5937592699356384,0.4998166130804627,0.4651604758206085
0.6346033844355994,0.6203915694029887,0.5228655334093246,0.4857435975846125
0.6625525482738421,0.6473583688203233,0.5462428190314772,0.5065604352996131
0.6908613661744745,0.6746481507679332,0.5699391284381983,0.5276014371370596
0.7195187589042722,0.702249748916087,0.593945363462487,0.5488573515033759
0.7485139646317144,0.7301523342685143,0.6182526599257843,0.5703192149566985
0.777836526918943,0.7583454021768792,0.6428523788803499,0.5919783408318289
0.8074762833825586,0.7868187600657323,0.667736098394407,0.6138263085159191
0.8374233549705198,0.8155625158134794,0.6928956058328007,0.6358549533232551
0.8676681358076702,0.8445670667402432,0.7183228905908696,0.6580563569226427
0.8982012835670625,0.8738230891582073,0.7440101372435863,0.6804228382754421
0.929013710328352,0.9033215284442072,0.7699497190758696,0.7029469450463134
0.9600965738881776,0.93305358959804,0.7961341919633679,0.7256214454522965
0.9914412694906862,0.9630107282532634,0.8225562885760275,0.7484393205190198
1.0230394219492356,0.9931846421101956,0.8492089128794355,0.7713937567156504
1.0548828781328927,1.0235672627634609,0.8760851349113039,0.7944781389427195
1.0869636997936425,1.0541507478987764,0.9031781858125868,0.8176860438492142
1.1192741567122877,1.0849274738357972,0.9304814530946124,0.8410112334573427
1.1518067201428717,1.1158900283957285,0.9579884761253116,0.8644476490752016
1.1845540565371306,1.1470312040741364,0.9856929418191368,0.8879894054792018
1.2175090215319715,1.1783439915009288,1.0135886805166312,0.9116307853495902
1.250664654184341,1.209821573170878,1.041669662040836,0.9353662339437258
1.2840141714390696,1.2414573174293222,1.0699299919188154,0.95919035399298
1.317550962816388,1.2732447726988363,1.0983639077575875,0.9830979008102179
1.3512685853068196,1.305177661933699,1.12696577576463,1.0070837775958057
1.38516075846207,1.3372498772899406,1.1557300874039558,1.0311430309309935
1.4192213596713643,1.36945547499962,1.1846514561794756,1.055270846448336
1.4534444196134448,1.4017886704387688,1.213724614538038,1.079462544669565
1.4878241178751312,1.4342438333791676,1.242944410885132,1.1037135770020046
1.5223547787279808,1.4668154834147775,1.272305806706796,1.1280195218852485
1.557030867055161,1.4994982855542611,1.3018038737917652,1.1523760810803825
1.5918469844211818,1.532287045971583,1.3314337915483485,1.176779076094562
1.6267978652776174,1.565176707907192,1.3611908444109386,1.2012244447342348
1.6618783732983953,1.598162347712762,1.3910704193314378,1.2257082377807362
1.6970834978386409,1.631239171032898,1.421068003351219,1.2502266157823918
1.732408350511445,1.664402509117623,1.4511791812495685,1.2747758459576366
1.7678481618772717,1.6976478152598269,1.4813996332648325,1.2993522992040012
1.8033982782410376,1.7309706613521996,1.511725132884764,1.3239524472081368
1.8390541585522029,1.7643667345585017,1.5421515447028002,1.3485728596523414
1.8748113714034804,1.7978318340942971,1.5726748223372282,1.3732102015133238
