fixed_sym_D_1.0_ooo,fixed_asym_D_1.0_oob,fixed_asym_D_1.0_obb,fixed_sym_D_1.0_bbb
4.0,4.0,0.0,0.0
4.0,3.96,0.1046044,0.0
4.0,3.921446044,0.20542723587516,0.0
4.000000260715309,3.88428611623189,0.3026052153283135,0.0
4.000003802914425,3.848472838454161,0.3962717360071565,1.608702458633307e-06
4.000016719943214,3.813963695358902,0.4865575969083452,8.535188594923294e-06
4.000047494945696,3.78072027177501,0.573590699629337,2.608715400616556e-05
4.000106417097962,3.748707595146056,0.657495804658637,6.073905756869088e-05
4.000205107326503,3.7178935928796624,0.7383943596024428,0.00011978507874753642
4.000356133996223,3.688248644349517,0.8164043860456298,0.00021106196823565557
4.000572700381794,3.6597452087936513,0.8916404118324981,0.00034272727143774546
4.000868389596391,3.6323575143149935,0.9642134383748516,0.0005230814583339141
4.001256955929444,3.6060612965463656,1.0342309350866012,0.0007604251626114216
4.001752154021517,3.580833578080292,1.101796854927678,0.0010629447555335293
4.002367599145527,3.556652481654384,1.1670116664274626,0.0014386209780860282
4.003116653242263,3.5334970715016136,1.2299723985836095,0.0018951564700408188
4.004012332404731,3.5113472183539387,1.290772695799479,0.002439918875110139
4.005067232311769,3.49018348442062,1.3495028806054463,0.0030798968439946983
4.006293468740767,3.469987025314308,1.4062500223569476,0.0038216667552721335
4.007702630786897,3.4507395064144,1.4610980104506022,0.0046713683651557845
4.009305744814249,3.4324230315710027,1.5141276308742575,0.005634687907730651
4.011113247485697,3.41502008238773,1.565416645125159,0.006716847416461444
4.0131349664802665,3.398513466595048,1.6150398707057865,0.00792259923953972
4.015380107721989,3.3828862742509385,1.6630692625487755,0.009256224886354268
4.017857248122209,3.368121840692169,1.7095739948379958,0.010721537477819091
4.020574332985506,3.354203715315007,1.754620542787687,0.0123218871854041
4.023538677353425,3.341115635394685,1.798272764019783,0.014060169137049385
4.026756970664594,3.328841504262892,1.8405919792443477,0.015938833346256485
4.030235284197971,3.317365373255676,1.881637052001986,0.017959896286330775
4.0339790808408695,3.3066714269233506,1.9214644672721404,0.020124953787210808
4.037993226787103,3.296743971061561,1.960128408788885,0.022435194979332274
4.042282004825122,3.287567423180555,1.9976808349375648,0.02489141704896081
4.04684912892267,3.279126305079449,2.034171553132265,0.027494040603544743
4.051697759854653,3.271405237235104,2.0696482925966024,0.0302431254748289
4.056830521655468,3.2643889347522723,2.104156775489312,0.03313838681250807
4.062249518706898,3.258062204653692,2.137740786332135,0.036179211342722624
4.067956353298523,3.252409944316672,2.1704422397110608,0.03936467368423935
4.07395214351995,3.2474171408868746,2.202301246233408,0.04269355263115939
4.08023754136365,3.243068871521091,2.233356176732909,0.04616434732482263
4.086812750934021,3.2393503043292133,2.2636437247230634,0.04977529324954417
4.093677546673039,3.236246699901693,2.2931989671059,0.05352437799718662
4.100831291525666,3.2337434133228515,2.3220554231489885,0.05740935675456319
4.108272954979334,3.231825896582776,2.350245111748358,0.06142776747547004
4.116001130921585,3.23047970131134,2.377798606998927,0.06557694570592255
4.124014055268464,3.2296904817674683,2.4047450920973548,0.0698540390370561
4.132309623323689,3.2294439980250806,2.4311124116048903,0.07425602116526547
4.140885406835116,3.2297261193045927,2.456927122099971,0.07877970554359931
4.14973867072071,3.230522827405312,2.4822145412520564,0.0834217586122831
4.158866389441184,3.231820220199826,2.5069987953495305,0.08817871259959222
4.1682652630007935,3.23360451515654,2.5313028653155305,0.09304697788719957
4.177931732561586,3.2358620528609934,2.555148631246315,0.09802285493663657
4.187861995659677,3.238579300510536,2.5785569155072854,0.1031025457756806
4.198052021015032,3.241742855360441,2.6015475244220783,0.10828216504535897
4.20849756292872,3.245339448102624,2.624139288590284,0.11355775060987494
4.219194175263802,3.2493559461608674,2.646350101869312,0.1189252737331495
4.230137225007908,3.2537793568888747,2.668196959055781,0.12438064882685831
4.241321905417204,3.258596830659609,2.689695992301569,0.12991974277585489
4.252743248742861,3.263795663836284,2.710862506299274,0.13553838384772643
4.264396138542363,3.2693633016170263,2.731711012271471,0.14123237019394957
4.276275321579077,3.2752873407467447,2.7522552607976047,0.14699747795071397
4.28837541931435,3.28155553209101,2.77250827351186,0.15282946894797814
4.300690938997223,3.288155783067958,2.792482373704757,0.15872409803572604
4.31321628435748,3.295076159935214,2.812189215860597,0.1646771200367161
4.325945765908271,3.3023048899297573,2.8316398141622487,0.17068429633526708
4.338873610865079,3.309830363259453,2.8508445699941047,0.17674140111181463
4.351993972688078,3.3176411349456547,2.869813298473345,0.18284422723310867
4.365300940255331,3.3257259265169274,2.8885552540389687,0.18898859180800814
4.378788546674459,3.334073627554468,2.9070791551273527,0.1951703414188764
4.3924507777406285,3.3426732970902813,2.9253932079623914,0.20138535703858879
4.406281580048856,3.351514164859588,2.9435051294875816,0.20762955864314117
4.420274868768707,3.360585632409304,2.9614221694667107,0.21389890952979765
4.43442453508956,3.369877274064744,2.979151131779117,0.22018942035064
4.44872445334463,3.379378837756979,2.9966983949348043,0.22649715287128644
4.463168487821947,3.38908024571352,3.0140699318340154,0.23281822346443162
4.47775049927049,3.39897159501518,3.0312713287951936,0.23914880634773208
4.492464351109619,3.4090431580221745,3.0483078038746143,0.2454851365754163
4.507303915349906,3.419285382672624,3.065184224500309,0.2518235127928452
4.522263078233411,3.429688892656784,3.0819051244422764,0.2581602997630852
4.537335745601322,3.4402444874703995,3.098474720140349,0.26449193067438215
4.552515847996849,3.450943142350665,3.114896926410481,0.27081490923724816
4.567797345511104,3.461776008098353,3.1311753715496065,0.2771258115796869
