euler,RK_rtol_0.001_atol_1e-06,RK_rtol_0.0001_atol_1e-07,RK_rtol_1e-05_atol_1e-08,RK_rtol_1e-06_atol_1e-09
67.29332559420303,67.29448033610262,67.2931317465357,67.29332452653446,67.29332857106645
68.86261883687467,68.86193869807634,68.86260375704576,68.86262421615984,68.86262148166443
70.22199146926046,70.2205695455213,70.22205159822444,70.22198715637101,70.2219940088824
71.42038626255277,71.41932167734258,71.42040892427494,71.42038421483353,71.42038681626897
72.490917798134,72.49128228330285,72.49102176426376,72.490915559686,72.49091811011073
73.45717119831579,73.45763793650669,73.45724099406098,73.45716833748972,73.45717236911818
74.33661176472727,74.33690355005727,74.33663522747366,74.3366284177398,74.33661138320964
75.14257509720844,75.14276073677743,75.14261371745235,75.14258375229063,75.14257528673407
75.8854984278561,75.8861495287783,75.88555441219964,75.88551106898454,75.88549922083196
76.57371880721387,76.57392831019357,76.57383320419301,76.57372727236611,76.57371973794011
77.21401061759195,77.21424505356212,77.21402651404023,77.21400402956036,77.21401148278123
77.81195924174119,77.81225575341496,77.81200235094427,77.81196294435226,77.81195927693128
78.37222792665321,78.37261743745003,78.37226843700297,78.37223261491796,78.37222830723432
78.89875283245178,78.89910102888699,78.89877271358542,78.8987560054677,78.89875330793596
79.39488848578142,79.3965568330791,79.39491128735473,79.39489484326447,79.39488983563774
79.86351817589326,79.8638432881054,79.86353454824612,79.86352384872879,79.86351955656622
80.30713905763501,80.30767999045415,80.30716587718767,80.30714446270451,80.30714031124596
80.72792867203012,80.72810171189812,80.72799691123005,80.72793537499412,80.72793011540675
81.12779759187602,81.12865614162189,81.12781836616733,81.12781736095741,81.1277980938622
81.50843155554654,81.509134098809,81.50844617512121,81.50843420658573,81.50843163175642
81.87132553170792,81.87272208391408,81.87148888546801,81.87132793787191,81.87132550359516
82.21781151575567,82.21840025448508,82.2178352740489,82.21781505361585,82.21781266268053
82.54908140367246,82.549951969139,82.54917898744488,82.54910190825592,82.5490814782776
82.86620596144509,82.86768438595618,82.86624284969277,82.8662135723533,82.86620615479296
83.17015066914179,83.17060526801936,83.17017719006637,83.17015708391176,83.17015188243386
83.46178904209643,83.46219160589958,83.46181276609474,83.46180318301329,83.46178929684164
83.74191389956317,83.74222867596909,83.74184169634962,83.74191670938414,83.74191391576068
84.01124695137534,84.01205006776036,84.01141021046851,84.0112486814247,84.01124770560716
84.27044699693502,84.2707549685638,84.27051289972323,84.27045326014604,84.27044763516793
84.52011697213977,84.52034450383339,84.52014591820183,84.52011953893688,84.52011711553797
84.7608100342141,84.76109839556759,84.7608538926865,84.76081920973866,84.76080894817706
84.99303483865425,84.99366227729594,84.99306907084463,84.99305375762508,84.99303501808193
85.21726013426172,85.21812820801114,85.2173254992164,85.21726246427235,85.21726027822729
85.43391877979187,85.43430259798002,85.43413195274071,85.43392097578568,85.43391895659569
85.64341126777352,85.64423792053717,85.64347744923319,85.64341945731636,85.64341092454691
85.84610882657906,85.84681725147507,85.84617007697938,85.84611725651752,85.84610886748612
86.04235616009343,86.0424926754707,86.04220063217578,86.0423582394637,86.04235614904444
86.23247387477019,86.23295391907318,86.23244895120736,86.23247897954928,86.23247400058038
86.41676063602964,86.41784349942333,86.41679278003785,86.41676398839185,86.41676050378166
86.59549508950485,86.59688512238138,86.59558851217487,86.59549891436339,86.59549511272998
86.76893757730379,86.7698091403762,86.76899525998293,86.76893977037102,86.76893745400878
86.93733167502046,86.93772811268276,86.93739353808718,86.9373347743057,86.93733147411155
87.10090557152448,87.10104421552052,87.10092235765914,87.1009073461885,87.10090493566224
87.25987331045441,87.26044864987448,87.25980753624663,87.2598777323302,87.25987245202322
87.41443590972722,87.41479702436503,87.41440649868355,87.4144482255631,87.41443601055536
87.56478237316968,87.56597742927187,87.56470397311189,87.56479122264622,87.56478241026848
87.7110906065057,87.71140545923699,87.71106381538304,87.71109448212077,87.71109059359979
87.8535282483424,87.85411086805723,87.8534740982137,87.85353347039366,87.85352822198918
87.99225342543765,87.99246396288719,87.99222320381944,87.99225601122511,87.99225331467088
88.12741544036977,88.12818039158009,88.1273562838948,88.12742941503127,88.12741456427962
88.25915539872899,88.25971006045958,88.25910188056685,88.25915787495789,88.25915528214449
,88.38779053168459,88.38754509971331,88.3876101076064,88.3876067152485
,88.51304268799095,88.51287550581144,88.51289798680479,88.51289585307855
,88.63554608439433,88.63511911253265,88.63514439835768,88.63514261396995
,88.75475251189026,88.75443083744004,88.75446704490423,88.75446064748358
88.87095752240364,88.87127184957839,88.87093723083325,88.87096991867388,88.87095595308045
88.98473577514493,88.98490431488464,88.98468487267829,88.98474280409744,88.98473567048615
89.09589275728888,89.09624403493189,89.09581361426575,89.09590711657494,89.09589261583005
89.20452108355131,89.20473018100662,89.20450127207036,89.20452673227982,89.20452082711977
89.31070892213272,89.31120981832471,89.31061271702849,89.31071125232367,89.31070943319304
89.41454026568302,89.41517136195971,89.4144384863843,89.41454241258361,89.414540754135
,89.51684334389391,89.51605870364455,89.51609405686406,89.51609584009728
,89.6156395881235,89.61542134707787,89.61544555329132,89.61545161115708
89.71267776216537,89.71295729687336,89.71261047358104,89.71267092307818,89.71267866710792
89.8078479497806,89.81011045671596,89.80780214352167,89.80784022901483,89.80784718701126
89.9010271459063,89.90132114237299,89.90110813579764,89.90102591009313,89.90102708832596
89.99227897047486,89.99250919953724,89.99231694319538,89.99227291250901,89.9922785351771
90.08166428985672,90.08209824190264,90.08167744608149,90.08166106398906,90.08166574453995
90.16924136778292,90.17032837599784,90.16932629139848,90.16923875369024,90.16924190364306
90.25506600624006,90.25552736814696,90.25511191612335,90.255058301978,90.25506675872464
90.3391916771207,90.34081779178368,90.3392296824064,90.33919591148704,90.33919311541477
90.42166964534204,90.42196531598988,90.42172191680092,90.4216606786775,90.42167002844265
,90.50342201205656,90.50258667670776,90.50254721204,90.50254964378695
90.5818771827295,90.5824536692858,90.58189826288012,90.5818693885923,90.58187798283464
90.6596992480787,90.65986670789007,90.659871458211,90.65968053766905,90.65969958363404
90.7360587992828,90.73678506972163,90.73608265430258,90.7360570178196,90.73606012791466
90.81099765700073,90.81123462133944,90.81107528276318,90.81098958503104,90.81099931100012
