euler,RK_rtol_0.001_atol_1e-06,RK_rtol_0.0001_atol_1e-07,RK_rtol_1e-05_atol_1e-08
31.706508824122054,31.70669544494027,31.706470126463923,31.70650529713482
30.136716056808407,30.136578016999003,30.136710353181787,30.136714171252983
28.77693158276221,28.776673136542847,28.77693974039466,28.776928325241947
27.57818871286284,27.577995030809465,27.57819045921047,27.578186142473495
26.507357437857053,26.50741863533753,26.5073735412146,26.507355064114897
25.540842111059057,25.54092086827208,25.540852397818792,25.54083981943322
24.66116993781489,24.6612181637036,24.66117233736045,24.661171161008053
23.854999800040066,23.855033951243183,23.85500492737909,23.85499977310485
23.11189028865016,23.11200176125101,23.11189844160909,23.111891046383874
22.42350111862597,22.423541477625296,22.423519234358505,22.42350126011681
21.783055354530536,21.78310052908607,21.78305685762325,21.783053043927794
21.184965564994226,21.185017668204747,21.18497170093192,21.184965062242544
20.624566835737014,20.62463488315707,20.624572584463007,20.624566565071454
20.09792163276516,20.09798402282049,20.097923995848777,20.097921170113228
19.601674284897346,19.601954750601745,19.601677175599686,19.601674405050026
19.132940540085368,19.132999480778967,19.13294243970696,19.132940595484406
18.68922242649162,18.68932127509286,18.68922609955622,18.689222481699048
18.26834170437939,18.26837430907235,18.26835219733359,18.268342012996033
17.868387199141353,17.86853291806203,17.868389956112765,17.868389688250904
17.48767265070514,17.487797121252466,17.48767437562858,17.487672366071887
17.12470263548116,17.12493990155746,17.124728706731183,17.12470234376117
16.778144759229143,16.77824573103369,16.77814807508338,16.778144681768882
16.446806774542967,16.446954771244112,16.446822103690096,16.446809485759438
16.12961760436846,16.129868968762306,16.129623105621885,16.129618241669892
15.825611492116028,15.825694794702043,15.82561528176586,15.825611958171782
15.533914675664183,15.53398984145442,15.533918030450062,15.5339164152945
15.253734114693174,15.253790264840523,15.253722000075012,15.253734039837184
14.984347900660945,14.984484391647287,14.98437384129996,14.984347671253788
14.725097054974642,14.725152334325704,14.7251072587223,14.725097575367833
14.475378479656202,14.47542488308215,14.475382744874448,14.475378421003407
14.234638870458475,14.234690942602276,14.234645539832211,14.234639892929716
14.002369438162791,14.002481229097237,14.00237456509734,14.002372042169549
13.778101312033485,13.7782472901112,13.77811146139511,13.778101262038577
13.561401521863209,13.561469837321429,13.561435417922102,13.561401464524424
13.351869473020654,13.352008453788327,13.351879769112426,13.351870390614549
13.149133843394546,13.149255930734686,13.149143354101811,13.149134811806485
12.952849842863303,12.9528834382729,12.952824662746856,12.952849804373685
12.762696785484172,12.762782758421276,12.76269250213817,12.762697243027933
12.578375932431197,12.578556363875627,12.578380799880314,12.578376120014426
12.399608570163862,12.399838156902812,12.39962328358008,12.399608843451272
12.226134293647103,12.226280702100013,12.226143258386925,12.226134315836694
12.057709468880894,12.057782141688929,12.057719108450748,12.057709645302975
11.8941058527022,11.894134330523148,11.894108311854236,11.894105826318203
11.735109350927594,11.73520746288135,11.73509860709927,11.735109756245029
11.580518898518294,11.58058642383247,11.580513969270708,11.580520572312906
11.430145447657353,11.430346843061068,11.430132717191794,11.430146575395248
11.28381105150056,11.283868069298943,11.28380656585948,11.283811392728778
11.1413480329551,11.14144753094098,11.141339208379764,11.141348596202683
11.002598229199595,11.002637858850056,11.002593211440592,11.002598378729749
10.867412303822956,10.867544879611964,10.86740269765021,10.867414276867384
10.735649119459335,10.735744649052592,10.73564040026507,10.735649264726339
,10.607214673021236,10.60716515218138,10.607175451546325
,10.481893758518044,10.48186059400045,10.481864113234487
,10.359666010900922,10.359591990289855,10.359595958903208
,10.240313045075608,10.2402523615526,10.240258036161473
10.123740145567488,10.12379644789693,10.123736768455284,10.123741901612311
10.00994220326098,10.009974756188274,10.009933969025154,10.009943108474532
9.898766039595545,9.898827937033396,9.898753296158642,9.898768118901888
9.790119019916752,9.790162671201314,9.79011571058218,9.79011971484709
9.683912957138492,9.684001546712718,9.683897478991756,9.683913127398109
9.580063840708268,9.580170242215855,9.580047462386998,9.580063986630009
,9.478617074490195,9.47848567781564,9.478491213556321
,9.379160769641484,9.379115126644304,9.379118894063042
9.281875567893485,9.281926757236752,9.281864709314732,9.281874292049254
9.186689251155212,9.187057332950468,9.186681817558124,9.18668783806069
9.093494300374378,9.09355159090336,9.0935071205911,9.093493926296484
9.002227082426154,9.002269960084991,9.002233051641193,9.00222594180366
8.912826718372218,8.91290258821101,8.912828721525868,8.912826033470347
8.825234932501084,8.82541835486893,8.825248395229842,8.825234348632238
8.739395911398672,8.739478900958757,8.739403175264076,8.739394517072125
8.655256172265824,8.655522634921034,8.655262143612584,8.655256689643004
8.57276443976986,8.572817944213185,8.572772730232218,8.572762849273579
,8.492020091903434,8.491877492457416,8.491871077730615
8.412530246394926,8.412628260933884,8.412533545032243,8.412528848495551
8.334695270716843,8.334728042310942,8.334722755869203,8.334692128184662
8.258323075882798,8.258445411103185,8.25832683818243,8.258322645656374
8.183371832893089,8.183418621537836,8.183384178239399,8.183370397499132
8.109801327824496,8.109976434345203,8.109806595939121,8.109800667514552
,8.03773083555934,8.037580744851716,8.037572074682325
,7.96671781421925,7.966659319213783,7.966647221959893
7.896994704816723,7.897185309016735,7.896997470189766,7.896993935803932
7.828574651709013,7.828629981350176,7.828583434799562,7.828574244805523
7.7613558917889724,7.761402443982487,7.76136089166689,7.761355109010698
7.695306399146466,7.695344939828373,7.695310184995024,7.6953053969599985
7.630395298698588,7.630538373251492,7.630398851445785,7.630394789241524
7.566592814015252,7.56670451721067,7.566602439860178,7.566591896568488
,7.5040273213852124,7.503877547052706,7.503869374237082
,7.442241023924907,7.442208550310114,7.442199163301529
,7.381593315300421,7.381564829811952,7.381554375997609
,7.321996331150269,7.321912831412398,7.321905742397026
,7.263423048036381,7.263241762419071,7.263237986319482
7.20551790197357,7.205661643816944,7.205522902061513,7.205516011709602
7.148724558434079,7.1488039139793935,7.148734703306414,7.148723160692471
7.092835774514254,7.093095923591318,7.0928539849597625,7.092835162621639
7.037829730786223,7.03797756869891,7.037837982549362,7.037829410068009
6.983685315680418,6.983725807778046,6.9836889122144985,6.983682963831211
6.930382096564419,6.93051976811371,6.930387243438109,6.930379440553722
6.87790029224858,6.877933965745143,6.877910318966183,6.877899723060267
6.826220746835944,6.826289877063964,6.826234014305739,6.826219416533587
6.775324904839458,6.7753515008376,6.775344932145051,6.775324337953286
6.725194787494394,6.725229384279816,6.725202680089685,6.725194344158084
