euler,RK_rtol_0.001_atol_1e-06,RK_rtol_0.0001_atol_1e-07,RK_rtol_1e-05_atol_1e-08
1.0001655816749184,0.9988242189570836,1.0003981270003828,1.0001701763309068
1.0006651063169123,1.001483284924766,1.0006858897724606,1.0006616125871963
1.0010769479773425,1.0027573179358225,1.001008661380521,1.0010845183873998
1.0014250245843896,1.002683291847989,1.0014006165146767,1.0014296426925997
1.0017247640089342,1.0012990813595417,1.0016046945218415,1.001729376199238
1.0019866906251618,1.0014411952211617,1.001906608120098,1.001991843077148
1.002218297457843,1.001878286239204,1.002192435166186,1.0022004212521496
1.0024251027514997,1.0022053119794323,1.002381355168664,1.0024164746044841
1.0026112834937309,1.0018487099705355,1.002547146191152,1.0025978846318337
1.0027800741601516,1.002530212181319,1.0026475614482628,1.0027714675172614
1.0029340278775118,1.002654417351922,1.002916628336482,1.002942926511766
1.0030751932645818,1.0027265783803732,1.00302594812397,1.003071993405067
1.003205237609775,1.0027476793931156,1.003158978533852,1.0032008200105729
1.003325534783052,1.002914948292491,1.0033032905655832,1.0033228244192105
1.0034372293212337,1.001488416319254,1.003411537045476,1.0034307516856635
1.0035412840213669,1.0031572311158048,1.0035230120470713,1.0035355557869026
1.0036385158733612,1.0029987344529423,1.0036080232561684,1.0036330555963355
1.003729623590483,1.003523979029682,1.003650891436333,1.0037226120099099
1.0038152089826329,1.00281094031639,1.0037916777202704,1.0037929507913552
1.0038957937483273,1.003068779938692,1.003879449250075,1.003893427342206
1.0039718328109215,1.0023380145285328,1.0037824078005069,1.0039697183670866
1.0040437250151848,1.0033540144812052,1.0040166508678612,1.0040402646154465
1.004111821784583,1.0030932596169555,1.003998908865174,1.0040886059845382
1.0041764341864472,1.0024466452817815,1.004134044685305,1.0041681859768035
1.004237838742184,1.0036999372785895,1.0042075281677791,1.0042309579162523
1.004296282239387,1.0038185526458403,1.0042692034551135,1.00428040169213
1.0043519857436538,1.003981059190285,1.0044363035754489,1.0043492507791851
1.00440514796372,1.0034655405923816,1.0042159482318815,1.0044036473215736
1.0044559480903394,1.0040926971105526,1.0043798415544332,1.0044491644863174
1.0045045482040311,1.0042306130847245,1.0044713369235756,1.0045020400598597
1.0045510953274317,1.0042106618301514,1.004500567481349,1.0045408973317358
1.004595723182961,1.003856493606876,1.004556364058061,1.0045742002053226
1.0046385537047933,1.003624501878137,1.00456303938873,1.0046362736891823
1.004679698344923,1.0042275646986487,1.0044326293370855,1.004677559690032
1.0047192592058238,1.003753625674385,1.0046427816539585,1.004710152069274
1.0047573300264,1.0039268177902667,1.0046865689188142,1.0047479316759844
1.004793997043262,1.0046238862563996,1.0049747050772366,1.0047919561628953
1.0048293397456418,1.004263322505572,1.0048585466543898,1.0048237774226458
1.0048634315391662,1.0036001367008742,1.004826420081998,1.0048598915937628
1.0048963403312892,1.0032767207157784,1.0047882042447407,1.0048922421857442
1.0049281290491103,1.0039101575239275,1.0048614816301822,1.0049259137924058
1.004958856098659,1.004489745628349,1.0048873534620375,1.0049555803910817
1.004988575773328,1.0048214539561209,1.0049693304865546,1.0049868274932676
1.0050173386180044,1.0043438872443722,1.0050938566541852,1.005012511424516
1.0050451917544867,1.0046165518026124,1.005079532045961,1.005031202124006
1.005072179172971,1.003675727667256,1.005163309696389,1.005062201958236
1.0050983419937274,1.0047264714640003,1.0051296187578074,1.0050941251501897
1.0051237187025075,1.0044416010021138,1.005186693406371,1.005117933403779
1.0051483453627508,1.0048981782627668,1.0051835847398296,1.0051456100449303
1.005172255807264,1.004274728807893,1.0052410184548572,1.0051563081013934
1.0051954818116662,1.0045452904879872,1.0052577191677528,1.0051928603157203
,1.004994795294233,1.0052897481053389,1.005214440847361
,1.0050635534908827,1.0052639001878745,1.0052378999607723
,1.0047879047047157,1.0052888971774114,1.0052596427390437
,1.004934443034387,1.005316801007439,1.0052749189346577
1.00530233202888,1.0049317025245812,1.005326000711243,1.005288179713786
1.0053220215940954,1.005120928927279,1.0053811582965326,1.0053140874280684
1.0053412031155764,1.0049280280345558,1.005433089575333,1.0053247645230687
1.0053598965319264,1.0051071477922269,1.00538301734739,1.0053535528732376
1.0053781207287895,1.0047886349625574,1.0054898039795006,1.005375620278514
1.005395893608716,1.0046583958245554,1.0055140512289322,1.0053936007864868
,1.004539581615885,1.005455618539661,1.0054147295799272
,1.0051996422354244,1.005463526278055,1.0054355526458107
1.005446669941154,1.0051159458897598,1.005524817104268,1.0054547848725215
1.0054627990641942,1.0028322103339389,1.0055160389199933,1.0054719329243391
1.0054785537193245,1.0051272667235578,1.0053847436110857,1.0054801636106718
1.0054939470989863,1.005220840377533,1.0054500051635868,1.005501145687061
1.0055089917710596,1.004999169886204,1.0054938323927274,1.005512902540501
1.005523699715991,1.004253269133332,1.0054253133719069,1.005526897677744
1.0055380823612723,1.004993730894234,1.005484908612745,1.0055471809499403
1.0055521506134817,1.0036595732952156,1.005508173980854,1.0055473988701256
1.0055659148880909,1.0052167397969929,1.0055053529664648,1.005576472048768
,1.0045578960402133,1.005535830834833,1.005581710229545
1.0055925708755775,1.004918069780084,1.0055681920877446,1.0056017629121297
1.0056054812044517,1.0054052497993913,1.0054057859198542,1.005627334146343
1.0056181248343934,1.0047695191751358,1.0055905075152514,1.0056203365242231
1.0056305101062055,1.00534675712261,1.005540538997186,1.005640017469909
1.0056426450106473,1.004433704366272,1.005604111710927,1.0056465542703577
,1.0045476654236989,1.005597309811681,1.0056595341489696
,1.0052147637898032,1.0055932439829165,1.0056802688326434
