D=1.0,D=1.5,D=2.0
92.77625610954529,92.87289626451144,92.94785552626867
92.69169450622198,92.794067458215,92.87328891860723
92.60682443675618,92.71517879435798,92.79883169050876
92.52162986862592,92.63622158245455,92.7244790386285
92.43609481391054,92.55718735069064,92.65022641680568
92.35020330764046,92.47806783173124,92.57606952363643
92.26393938623563,92.39885494894588,92.50200429054283
92.17728706601282,92.31954080304035,92.42802687032265
92.0902303217411,92.24011765908256,92.35413362616568
92.00275306522524,92.16057793391155,92.28032112112183
91.91483912389552,92.08091418391798,92.20658610800784
91.82647221938272,92.00111909318534,92.13292551973854
91.73763594605548,91.92118546198078,92.05933646006987
91.64831374949776,91.84110619558464,91.98581619474054
91.5584889049019,91.76087429344796,91.91236214299965
91.4681444953538,91.6804828386671,91.83897186950809
91.3772633899838,91.59992498776494,91.76564307660108
91.2858282219581,91.51919396076757,91.6923735969004
91.19382136628282,91.43828303156616,91.619161386264
91.10122491739318,91.35718551855304,91.54600451706187
91.00802066649844,91.27589477552144,91.47290117176658
90.9141900786528,91.19440418281816,91.39984963684734
90.81971426952076,91.11270713873851,91.32684829695678
90.72457398180543,91.03079705115312,91.25389562939971
90.62874956130594,90.94866732935547,91.1809901988732
90.53222093256991,90.8663113761204,91.10813065246796
90.4349675741056,90.78372257996227,91.03531571492073
90.33696849311671,90.70089430758291,90.96254418410804
90.23820219972264,90.6178198964988,90.88981492677165
90.13864668062467,90.53449264783688,90.81712687446633
90.03827937217837,90.45090581928936,90.7444790197209
89.93707713283054,90.36705261821676,90.67187041240362
89.83501621487838,90.28292619488953,90.5993001562833
89.73207223550682,90.19851963585808,90.52676740577773
89.62822014705915,90.11382595744172,90.45427136288127
89.52343420649474,90.02883809932621,90.38181127426381
89.41768794398614,89.94354891826089,90.30938642853324
89.3109541306071,89.8579511818456,90.2369961536542
89.20320474506148,89.77203756239815,90.16463981451584
89.09441093940202,89.68580063089296,90.09231681064162
88.98454300368674,89.59923285096204,90.02002657403466
88.87357032951964,89.51232657294923,89.94776856715191
88.76146137242151,89.42507402800884,89.87554228100113
88.64818361297526,89.33746732224004,89.80334723335457
88.5337035166898,89.24949843084869,89.73118296707365
88.41798649252534,89.16115919232784,89.65904904853906
88.30099685002259,89.07244130264912,89.58694506618099
88.18269775497747,88.98333630945649,89.51487062910432
88.06305118360324,88.89383560625471,89.44282536580403
87.94201787512102,88.80393042658463,89.3708089229658
87.81955728272055,88.71361183817756,89.29882096434777
87.69562752283281,88.6228707370813,89.22686116973873
87.57018532265741,88.53169784175049,89.15492923398888
87.44318596588838,88.44008368709382,89.08302486610918
87.31458323658352,88.34801861847129,89.01114778843544
87.18432936112482,88.25549278563439,88.9392977358537
87.0523749482197,88.16249613660241,88.86747445508347
86.91866892689619,88.06901841146829,88.79567770401545
86.78315848244927,87.97504913612735,88.7239072511008
86.6457889903,87.88057761592266,88.65216287478893
86.50650394773528,87.78559292920073,88.58044436301101
86.36524490350229,87.69008392077147,88.5087515127066
86.22195138524009,87.59403919526646,88.43708412939071
86.07656082473987,87.49744711038977,88.36544202675921
85.92900848103594,87.40029577005572,88.29382502632991
85.77922736134227,87.30257301740818,88.22223295711748
85.62714813986342,87.204266427716,88.15066565534002
85.47269907452498,87.10536330113966,88.07912296415539
85.31580592168714,87.00585065536418,88.00760473342542
85.15639184892633,86.90571521809348,87.93611081950638
84.99437734599341,86.80494341940192,87.86464108506391
84.82968013408404,86.7035213839387,87.79319539891105
84.66221507358705,86.60143492298101,87.72177363586779
84.49189407051081,86.49866952633235,87.65037567664076
84.31862598182556,86.39521035406253,87.57900140772189
84.14231652000223,86.29104222808614,87.50765072130466
83.96286815707566,86.18614962357678,87.4363235152169
83.78018002861302,86.08051666021447,87.36501969286904
83.59414783802606,85.97412709326424,87.2937391632167
83.4046637617308,85.86696430448423,87.22248184073682
83.21161635572899,85.75901129286206,87.15124764541626
83.014890464264,85.65025066517879,87.08003650275224
82.81436713128927,85.54066462640027,87.0088483437635
82.60992351558113,85.43023496989619,86.93768310501184
82.40143281042961,85.31894306748796,86.86654072863298
82.18876416895176,85.20676985932704,86.79542116237633
81.97178263619149,85.09369584360616,86.72432435965285
81.75034908929918,84.97970106610661,86.65325027959075
81.5243201872229,84.86476510958585,86.58219888709802
81.29354833149108,84.74886708301015,86.51117015293175
81.05788163982379,84.63198561063874,86.44016405377351
80.8171639344766,84.51409882096613,86.36918057231037
80.57123474739575,84.39518433553137,86.2982196973212
80.31992934444622,84.27521925760355,86.22728142376793
80.06307877116353,84.15418016075475,86.15636575289129
79.80050992267442,84.03204307733276,86.08547269231066
79.53204564062887,83.90878348684791,86.01460225612799
79.25750484018391,83.78437630428974,85.94375446503513
78.97670267027534,83.6587958683912,85.87292934642461
78.68945071060246,83.53201592986034,85.80212693450345
78.39555720893053,83.40400963960123,85.73134727040971
78.09482736247872,83.27474953694849,85.66059040233189
77.78706364730347,83.14420753794218,85.5898563856305
77.47206619970086,83.0123549236724,85.51914528296196
77.14963325373,82.87916232872612,85.44845716440462
76.81956163899252,82.74459972977141,85.3777921075865
76.48164734278372,82.60863643431782,85.30715019781496
76.13568614064664,82.47124106969518,85.23653152820775
75.78147429920195,82.33238157229654,85.16593619982567
75.41880935488152,82.19202517713518,85.09536432180653
75.047490971851,82.0501384077698,85.02481601150029
74.66732188195436,81.90668706665646,84.95429139460533
74.27810890893939,81.76163622599057,84.88379060530578
73.8796640785179,81.61495021910716,84.81331378640964
73.4718058149667,81.4665926325133,84.74286108948793
73.05436022397825,81.31652629863179,84.67243267501439
72.62716246031869,81.16471328934128,84.60202871250596
72.19005817754109,81.01111491040433,84.53164938066384
71.74290505553793,80.85569169688114,84.4612948675151
71.2855744001023,80.69840340963378,84.39096537055465
70.81795280691621,80.53920903303283,84.32066109688785
70.33994388051276,80.3780667739855,84.25038226337315
69.85146999679213,80.21493406241241,84.18012909676533
69.35247409563988,80.04976755330802,84.10990183385877
68.84292148813967,79.88252313052782,84.03970072163102
68.32280166083584,79.71315591245435,83.9695260173865
67.79213005753735,79.54162025970227,83.89937798890024
67.25094981732167,79.36786978503211,83.82925691456175
66.69933344575813,79.1918573656512,83.75916308351886
66.13738439499161,79.01353515808948,83.68909679582153
65.5652385272754,78.83285461584711,83.61905836256561
64.98306543588345,78.64976651002011,83.54904810603645
64.39106959712836,78.4642209531194,83.47906635985238
63.789491327516174,78.27616742630741,83.409113469108
63.17860752092855,78.08555481028567,83.33918979051721
62.5587321421682,77.8923314200745,83.26929569255604
61.93021645525096,77.69644504393445,83.19943155560506
61.29344896747722,77.49784298668614,83.12959777209151
60.64885507354532,77.29647211769182,83.05979474663108
59.99689638773992,77.09227892376764,82.99002289616917
59.338069756478525,76.88520956730021,82.92028265012169
58.67290594814914,76.67520994984444,82.85057445051548
58.00196802212388,76.46222578148154,82.78089875212802
57.325849383975495,76.24620265621598,82.71125602262663
56.64517153913214,76.0270861336892,82.64164674270701
55.96058156235014,75.80482182748291,82.57207140623117
55.27274930533126,75.5793555002798,82.50253052036456
54.5823643694302,75.35063316613932,82.43302460571245
53.89013287456493,75.11860120013507,82.36355419645557
53.19677405904581,74.88320645558477,82.2941198404848
52.50301674798329,74.64439638908486,82.22472209953503
51.809595730141446,74.40211919353982,82.15536154931809
51.11724808452105,74.15632393934858,82.08603877965456
50.42670949855147,73.90696072388025,82.01675439460472
49.73871061953834,73.65398082933466,81.9475090125982
49.053973479973,73.3973368890432,81.87830326656268
48.37320803550046,73.13698306221895,81.80913780405122
47.69710885182945,72.872875217114,81.74001328736844
47.02635197372967,72.60497112248552,81.67093039369539
46.36159200559577,72.33323064720915,81.60188981521293
45.70345942896932,72.05761596781089,81.53289225922389
45.05255817801479,71.77809178361527,81.46393844827355
44.40946348935827,71.4946255391283,81.39502912026877
43.77472003803464,71.20718765319015,81.32616502859531
43.14884036666013,70.91575175434322,81.2573469422337
