paper_ic,fp1,fp2,fp4
4.0,64.06,5.36,-1.07
4.0,65.999846025,5.406054008,-1.24451968625
4.0,67.90934866471284,5.452372164581726,-1.4114965149965917
4.000004140714109,69.8883766832488,5.507802539752631,-1.5891385655198873
4.000058567377762,71.92167306132762,5.571696171547615,-1.776198746559073
4.000249949026904,73.99668756646471,5.64351563689723,-1.971526867394115
4.000692368737657,76.10361984728863,5.722861018245898,-2.174155063292094
4.00151823684611,78.23482678575782,5.809440564614029,-2.3832607871525524
4.002871863455264,80.38432333490934,5.903045228419523,-2.5981309136528163
4.004904809942522,82.5474010292267,6.00352975552945,-2.818134579389272
4.007772475610416,84.7203372817313,6.110798798441293,-3.0427030290797017
4.011631568427712,86.9001714995197,6.22479660846218,-3.2713144369413656
4.016638223658771,89.08453076607675,6.345499282393577,-3.503482236446486
4.022946606057788,91.27149295928908,6.47290886376211,-3.738745968547714
4.030707878241828,93.45947865695688,6.607048816921024,-3.976663982091645
4.040069449590581,95.64716552394044,6.7479605365481,-4.216807531821238
4.051174442093308,97.8334204742523,6.895700651380529,-4.4587559584310075
4.064161325278987,100.01724601887776,7.050338946587758,-4.702092728006402
4.079163683775319,102.19773801112608,7.211956774729719,-4.946402171422589
4.096310089463213,104.3740525901672,7.3806458575177185,-5.191266808192796
4.115724056496178,106.54538056664856,7.556507403877726,-5.436265170298304
4.137524062228695,108.7109278351026,7.739651486893669,-5.680970063815384
4.161823620752656,110.86990066478872,7.930196634924126,-5.924947222347876
4.18873139856425,113.02149493292372,8.128269601783053,-6.167754318140386
4.218351364081944,115.1648885352099,8.334005288209047,-6.408940305469894
4.250782964459655,117.299236347532,8.547546792516245,-6.648045077300212
4.286121324498502,119.42366722642316,8.769045572748162,-6.884599420793081
4.324457463538375,121.53728262939484,8.99866170614995,-7.118125260493397
4.365878527069004,123.63915651328443,9.236564234558363,-7.348136180123044
4.410468030486729,125.72833623233238,9.482931586547563,-7.574138215129262
4.458306112973963,127.80384421009674,9.73795206898621,-7.795630908587749
4.509469799921684,129.86468020242015,10.001824422150689,-8.0121086228698
4.564033272672998,131.90982400403135,10.274758433771268,-8.223062098734703
4.62206814465517,133.93823848026574,10.556975608417652,-8.427980252275635
4.683643743202208,135.9488728289,10.848709889499302,-8.626352198492564
4.748827396560952,137.94066599611975,11.150208431897273,-8.81766948824804
4.817684725729338,139.9125501859393,11.461732423883388,-9.001428543038774
4.890279940903209,141.86345441462058,11.783557957539626,-9.177133269447381
4.966676142413345,143.79230807134368,12.11597694738114,-9.344297832387458
5.046935626122013,145.69804445403113,12.45929809732276,-9.50244956338943
5.13112019332211,147.5796042552166,12.81384791652081,-9.651131977267603
5.219291465244983,149.4359389775078,13.179971784976775,-9.789907867639615
5.311511202338063,151.26601426180002,13.558035070112638,-9.918362449022007
5.407841628522466,153.06881311418115,13.948424295823548,-10.036106510688084
5.508345760685837,154.84333901962208,14.351548365784875,-10.142779545237094
5.613087743708221,156.58861893222252,14.767839843039257,-10.238052812978431
5.722133191360163,158.3037061331071,15.197756288116066,-10.321632301870158
5.835549533453522,159.98768294813942,15.641781658140507,-10.393261541952267
5.953406369667727,161.63966331852228,16.10042776957159,-10.452724233058438
6.075775830518102,163.25879521814053,16.574235827365825,-10.499846645141341
6.202732945979272,164.84426291222334,17.063778023494237,-10.534499751856776
6.334356022326052,166.39528905259053,17.569659207840804,-10.55660106015521
6.470727027807275,167.9111366054247,18.09251863457688,-10.566116101538755
6.611931987825062,169.39111060819243,18.633031787133294,-10.563059554348275
6.758061390353718,170.83455975303315,19.191912284874,-10.547495970915516
6.909210602398947,172.2408777946471,19.76991387450484,-10.519540088590558
7.065480298369952,173.6095047814432,20.367832509121257,-10.47935670945164
7.226976901314477,174.93992810945176,20.986508517598523,-10.427160139815538
7.393813038050306,176.23168339926093,21.62682886674835,-10.363213187363147
7.56610800931656,177.48435519699257,22.289729518293093,-10.28782572062982
7.743988276164568,178.6975775010864,22.97619788222983,-10.201352802622596
7.927587963911543,179.871034117404,23.68727536755564,-10.104192417247074
8.117049385091082,181.0044588458885,24.42406003058478,-9.996782813882945
8.312523582953046,182.09763550271364,25.187709320188134,-9.879599501669801
8.514170897192006,183.1503977825229,25.97944291820396,-9.753151930694058
8.722161553718617,184.16262896598832,26.8005456719811,-9.617979902159245
8.936676280432467,185.1342614785013,27.65237061449558,-9.474649753652274
9.15790695110856,186.0652763063456,28.536342065698303,-9.323750368689732
9.38605725967329,186.95570227718568,29.45395880667388,-9.16588906177238
9.621343427319886,187.80561521213264,30.40679731578289,-9.001687391155984
9.863994945098687,188.61513695702027,31.39651505318501,-8.831776951458021
10.11425535481472,189.3844343008372,32.424853776958045,-8.656795197090842
10.372383071274577,190.11371778951192,33.49364287039683,-8.477381345400893
10.638652249147327,190.8032404434421,34.60480265595142,-8.29417240538656
10.913353697940751,191.4532963872912,35.760347666602954,-8.10779937407351
11.196795848845364,192.0642194006541,36.96238984023319,-7.918883638174031
11.48930577746534,192.63638139821265,38.2131415966765,-7.728033613686726
11.791230286738136,193.1701908479684,39.51491875061292,-7.535841650753727
12.102937054644304,193.66609113605983,40.87014320623108,-7.3428812255345175
12.424815851626292,194.1245588865364,42.28134537163445,-7.149704435225425
12.757279832970658,194.5461022442896,43.75116622226662,-6.956839806790265
13.100766911762674,194.9312591291266,45.28235893318883,-6.764790424596609
13.45574121839626,195.28059546871955,46.8777899898725,-6.574032377084075
13.822694653015882,195.59470341787903,48.54043967631176,-6.3850135179182335
14.202148537680673,195.8741995712909,50.27340182778489,-6.198152532879265
14.594655375474304,196.1197231765153,52.07988272360628,-6.013838300051363
15.00080072423683,196.33193435369287,53.96319898285954,-5.832429527750677
15.421205193065749,196.5115123280259,55.9267743135888,-5.6542546520711925
15.8565265702216,196.6591536807192,57.97413495350612,-5.479611973937528
16.307462091576557,196.77557062366617,60.108903628273104,-5.308770014114284
16.774750859259743,196.86148930276664,62.334791842233805,-5.141968063704035
17.259176420676788,196.9176481343568,64.65559030659101,-4.979416907230968
17.76156951860854,196.9447961788291,67.07515730199582,-4.821299695407592
18.28281102361852,196.9436915551188,69.59740476701079,-4.667772945065996
18.82383506051288,196.9150998993388,72.226281901651,-4.518967644447973
19.3856323410904,196.85979287045893,74.96575607702339,-4.374990443034312
19.969253715881333,196.7785467055465,77.81979084886343,-4.2359249062981545
20.57581395798756,196.6721408267232,80.79232088545135,-4.101832817137998
21.206495792484887,196.5413565016396,83.88722363994118,-3.97275550723407
21.86255418510899,196.38697555893216,87.1082876245148,-3.8487152031328082
22.54532090409342,196.2097791598084,90.45917717987444,-3.7297163734584595
23.25620936902962,196.0105466265973,93.94339367920506,-3.6157470652439145
23.996719800437763,195.7900543288212,97.56423316148349,-3.5067802189356376
24.768444683328525,195.54907462706888,101.32474045525544,-3.4027749531359364
25.573074557347898,195.28837487470489,105.22765993079284,-3.3036778115807137
26.41240414506772,195.008716477212,109.27538310553018,-3.209423966197819
27.2883388285424,194.71085400875208,113.46989342404332,-3.119938371339792
28.202901482313163,194.39553438533125,117.81270863822571,-3.035136865428595
29.15823966850917,194.063496093778,122.3048213238108,-2.9549272172854355
30.156633196457072,193.71546847557912,126.94663818347148,-2.8792101153453737
31.200502045141107,193.35217106447467,131.73791890130246,-2.8078800987756596
32.29241464180754,192.9743129765831,136.67771542493747,-2.7408264302321346
33.43509648381635,192.5825923517156,141.76431265581675,-2.677933910604385
34.63143908332452,192.1776958444393,146.9951716208389,-2.619083636623574
35.88450920533268,191.7602981633673,152.3668762753182,-2.5641537026436123
37.19755835881285,191.33106165707875,157.8750851433973,-2.513019848263675
38.57403248781137,190.89063594502065,163.5144890336983,-2.4655560537452677
40.017581794319504,190.43965759169183,169.27877607139732,-2.421635085397445
41.53207060704168,189.97874982237823,175.16060526016034,-2.381128993266554
43.121587189672,189.50852227868376,181.15158972644903,-2.3439095635789027
44.79045335861526,189.029570812086,187.24229070359712,-2.309848728452636
46.54323375296683,188.5424773137411,193.4222231838844,-2.2788189354249786
48.38474456872642,188.0478095787649,199.67987400486348,-2.250693479338575
50.32006153443223,187.54612120322565,206.0027329438108,-2.2253467991011298
52.354526866498944,187.0379515121015,212.3773371748444,-2.2026547417806777
54.49375489945423,186.5238255164789,218.7893292014124,-2.1824947964288213
56.74363603905503,186.00425389829377,225.22352811780576,-2.1647462999399636
59.11033863516728,185.479733020951,231.66401378313864,-2.1492906171592523
61.60030831678076,184.9507449641956,238.0942232165285,-2.1360112973485754
64.2202642743666,184.41775758164604,244.4970582501516,-2.1247942090109975
66.97719191609032,183.8812245794467,250.85500321493203,-2.1155276549616993
69.87833126571815,183.3415856145392,257.150251189507,-2.108102469419585
72.93116041345574,182.79926641110305,263.3648371244118,-2.10241209877981
76.14337327906226,182.2546788937629,269.4807759674645,-2.098352667614813
79.52285090264887,181.7082213362129,275.48020376984744,-2.0958230313410806
83.07762544652653,181.1602785239589,281.3455196511936,-2.094724816881603
86.81583607591435,180.6112219299318,287.05952645068214,-2.094962452550529
90.7456758924968,180.06140990177911,292.6055678927368,-2.096443188287314
94.8753291284958,179.51118785969388,297.9676601516113,-2.099077107273093
99.21289787623392,178.96088850369182,303.1306158081423,-2.1027771298722993
103.7663177353273,178.41083202930187,308.08015835139395,-2.1074590107579074
108.54326191259948,177.86132635068486,312.80302558297444,-2.113041329999081
113.55103351373435,177.31266733024702,317.287060525808,-2.119445478815539
118.7964460244415,176.7651390138648,321.5212887139584,-2.1265956406335214
124.28569229435917,176.21901387088573,325.49598103647287,-2.13441876801373
130.0242027082732,175.67455303811883,329.2027016162662,-2.142844555961956
136.01649365234235,175.1320065670732,332.6343405147887,-2.1518054120780676
142.26600784983765,174.59161367375003,335.78513135491767,-2.1612364239484774
148.774948639079,174.0536029903356,338.6506542392955,-2.17107532414094
155.54411077902927,173.51819281818635,341.22782460143134,-2.181262453118312
162.57271087451107,172.98559138153678,343.51486885596603,-2.191740720349575
169.8582209889296,172.45599708140136,345.5112879078238,-2.202455563861721
177.39620943113545,171.92959874917852,347.21780973450245,-2.213354908444843
185.18019303732729,171.4065758995015,348.63633237008827,-2.2243891226947308
193.20150549249027,170.88709898191524,349.7698586939084,-2.235510975052248
201.4491863256809,170.3713296309924,350.62242446261354,-2.2466755889765535
209.90989515131807,169.8594209145318,351.1990210246664,-2.2578403973696206
218.5678555027725,169.35151757951465,351.50551412435686,-2.2689650963523227
227.4048322105892,168.84775629552087,351.5485601428978,-2.280011598477404
236.40014571896643,168.34826589533623,351.3355210416056,-2.2909439854517633
245.53072602130143,167.8531676125064,350.8743791715171,-2.30172846042946
254.7712080458638,167.36257531561844,350.1736529998804,-2.3123332999275887
264.0940693584416,166.87659573911338,349.2423146813811,-2.3227288054094326
273.4698099968017,166.39532871045577,348.0897102749676,-2.332887254573037
282.8671731419724,165.91886737350592,346.72548327948215,-2.3427828523783214
292.2534041963893,165.44729840796035,345.15950203622566,-2.3523916818419988
301.5945447140752,164.9807022447443,343.4017914267514,-2.361691654626729
310.85575655087376,164.5191532772562,341.462469181703,-2.3706624614490117
320.0016706130284,164.06272006838168,339.3516870129527,-2.3792855223291847
328.9967537209782,163.6114655532073,337.07957668771775,-2.387543936706443
337.805686412518,163.16544723738022,334.6562010803503,-2.395422433441945
346.3937440228736,162.72471739107164,332.09151016533576,-2.402907320733701
354.7271731301432,162.289323238514,329.3953018535917,-2.409986435967994
362.7735554650423,161.8593071430938,326.5771875230709,-2.4166490955334656
370.5021516638185,161.43470678799116,323.6465620533696,-2.4228860446256197
377.8842177882461,161.01555535236758,320.6125781418103,-2.428689407071339
384.8932883274262,160.60188168311163,317.4841246544892,-2.4340526352049325
391.5054203991489,160.19371046216065,314.2698087491914,-2.4389704598292483
397.6993950380756,159.7910623694237,310.977941496979,-2.443438840297413
403.45687273937136,159.3939542413379,307.61652672478124,-2.447454914752725
408.762501760151,159.0023992250961,304.193252801603,-2.4510169505661525
413.60397900706784,158.61640692858998,300.7154870952214,-2.4541242950126607
417.9720645998841,158.23598356611723,297.1902728337173,-2.4567773262292434
421.8605523481867,157.86113209990583,293.62432811621795,-2.4589774044989836
425.2661993714447,157.49185237751325,290.0240468292014,-2.460726823906735
428.18861890253777,157.12814126516125,286.39550123810545,-2.462028764413041
430.6301409248882,156.76999277707034,282.7444460383305,-2.462887244393713
432.5956456982505,156.41739820086104,279.07632366463304,-2.4633070736930316
434.0923754335336,156.07034621909133,275.3962706730446,-2.463293807238813
435.1297293971864,155.72882302700145,271.7091250245447,-2.4628536992676144
435.7190475820218,155.39281244653966,268.01943411454295,-2.4619936582081006
435.8733878000064,155.06229603674348,264.3314634066168,-2.46072120227008
435.6073006621693,154.73725320055226,260.64920554276034,-2.4590444157859515
434.9366064407353,154.41766128812833,256.97638981554223,-2.4569719063502693
433.878177287133,154.1034956967638,253.3164918999661,-2.454512762801868
432.4497277326635,153.79472996745142,249.67274375443608,-2.4516765140914676
430.6696158490645,153.49133587819813,246.04814361103416,-2.4484730890759567
428.55665691292927,153.19328353415904,242.44546598530377,-2.4449127772786117
426.1299509159039,152.90054145467116,238.86727164491708,-2.4410061906523675
423.4087248027999,152.61307665726454,235.31591748500563,-2.436764226380958
420.41218990956907,152.33085473872896,231.79356626557453,-2.4321980307502757
417.15941471654673,152.05383995331331,228.3021961733429,-2.4273189641196864
413.6692127307734,151.7819952881349,224.8436101765901,-2.422138567020325
409.9600450635709,151.51528253587426,221.41944514718205,-2.4166685274045596
406.0499370731836,151.2536623648311,218.0311807289482,-2.4109206490679083
401.9564082932468,150.99709438641548,214.68014793601935,-2.4049068212617244
397.6964147613645,150.74553722014812,211.36753746866228,-2.3986389895119533
393.2863027929711,150.49894855624146,208.09440773760343,-2.3921291276562267
388.74177320859366,150.25728521583343,204.86169259085972,-2.385389211108515
384.0778550123929,150.02050320894372,201.67020873972604,-2.3784311913575373
379.3088875314888,149.78855779022146,198.5206628828501,-2.3712669717021084
374.44851005450704,149.56140351255203,195.4136585292828,-2.363908384223664
369.5096580499194,149.33899427858944,192.3497025230625,-2.3563671679932856
364.5045650964941,149.12128339027925,189.3292112733063,-2.3486549485077344
359.4447697164315,148.90822359643587,186.352516694962,-2.3407832183462514
354.34112636393286,148.69976713843658,183.41987186635507,-2.3327633190372423
349.20381988589617,148.49586579409342,180.53145641046007,-2.324606424121423
344.0423828354319,148.29647091976238,177.68738160746545,-2.3163235233955857
