300.0_weeks,300.0_weeks_RK
924.7192538630144,777.0520010154864
924.3165898785442,775.4252739510645
923.9118601322384,772.8189257558298
923.5051105450202,769.1776884310877
923.0963862966528,765.2009267038042
922.6857318414898,762.5319279885815
922.2731909237716,763.1485391795719
921.8588065924746,768.2946556128954
921.442621215746,776.2193017460748
921.0246764949202,780.7110043634201
920.6050134781432,772.9552582273975
920.183672573615,747.8451023545487
919.7606935624592,713.2037125207172
919.3361156112392,689.4546994271642
918.9099772841288,700.8694977620663
918.4823165547466,766.7097994288326
918.053170817676,879.2405397688949
917.6225768996594,923.1935722781496
917.1905710705064,748.3046829804522
916.7571890536974,548.4004523827814
916.3224660367192,485.49810816346843
915.8864366811129,584.0798844651694
915.449135132267,932.9945280865111
915.0105950289536,1252.0838727679156
914.570849512614,693.2175818105591
914.129931236408,403.5903506248545
913.6878723740306,346.59174391044576
913.2447046283036,418.83451265125535
912.800459239548,688.8700631800025
912.3551669937476,1274.8434976049646
911.9088582305112,1311.458882693941
911.461562850827,615.5772647840811
911.013310324639,368.7184742215759
910.564129698224,291.78416026468557
910.1140496014016,284.4963822583991
909.663098254553,341.78143567120526
909.21130347549,503.7932664797141
908.7586926861428,862.7401137499236
908.3052929190956,1442.8500441032727
907.851130823969,1463.411419242716
907.396232673651,772.9300321451458
906.9406243703768,447.5056071837573
906.4843314516796,321.2057869508886
906.0273790961908,264.2796770093358
905.5697921293154,242.077999378912
905.1115950287774,248.74135380055904
904.6528119300364,292.33189452579825
904.1934666315858,394.9645814171472
903.7335826001304,599.8162700395018
903.2731829756495,971.2543771071723
902.812290576352,1480.6135365229215
902.3509279035164,1583.4436161320841
901.889117146231,996.4927996728933
901.4268801860284,585.4998696436905
900.9642386014248,402.84124922637886
900.5012136723567,312.06134497329873
900.0378263845291,260.78503531278284
899.5740974336691,231.10875884697893
899.1100472296914,217.6111990423733
898.6456959006953,221.4468195706661
898.1810632972938,249.36578707532797
897.7161689960255,315.0840490665806
897.2510323035249,442.51590043154397
896.7856722601957,669.9460953695487
896.320107643892,1038.2948795540494
895.8543569735293,1478.3254453875263
895.38843851262,1548.211115583163
894.9223702727465,1065.355305408487
894.4561700169579,665.9605925291069
893.9898552631073,464.4513795909488
893.5234432871268,358.10969292657495
893.0569511262354,294.54998232817525
892.5903955820863,253.1300674277677
892.1237932238635,225.52354779513524
891.6571603913105,209.00489480094464
891.1905131977103,204.72938658477293
890.7238675328072,217.74335093419057
890.257239065678,258.47650888666215
889.790643247552,344.955250757068
889.3240953145764,504.8168677329509
888.8576102905392,773.8283598165726
888.3912029895394,1157.889285880281
887.9248880186117,1468.610381119727
887.4586797803086,1302.19454927113
886.9925924752345,875.1267022312279
886.5266401045387,593.2759255317596
886.060836472368,441.76105118619176
885.5951951882735,353.68777032367746
885.1297296695848,296.8129638610185
884.664453143736,257.11467327671716
884.1993786505618,228.72026400016048
883.7345190445549,209.80241541723257
883.2698869970827,201.8656041256523
882.8054949985731,210.69032048843266
882.3413553606651,248.66842118664576
881.8774802183264,337.40391477392694
881.4138815319347,507.5633047374296
880.9505710893313,787.6902048254251
880.4875605078432,1137.4356596220484
880.0248612362691,1288.4080108560097
879.5624845569972,1030.8253376547245
879.100441587317,714.487996634389
878.6387432822587,520.6321624141299
878.1774004358188,408.4095882017266
877.7164236830131,337.36899955408745
877.2558235016793,288.13674523300455
876.7956102142289,252.15330113404005
876.3357939894697,226.24445029656675
875.8763848443341,211.23248901255528
875.4173926456019,213.2234568362179
874.9588271115983,247.4898458300996
874.5006978138656,342.21351534121874
874.0430141788202,530.5655255061203
873.5857854893786,809.6154653607258
873.1290208865667,1031.4564328448128
872.672729371109,956.0884449796464
872.2169198049917,719.8041807776519
871.7616009130129,539.4035370000285
871.3067812843046,426.9841262190623
870.8524693738441,353.7239125499215
870.3986735039377,302.360595034664
869.9454018656936,265.3509300539421
869.4926625204705,241.5134411643423
869.0404634013128,236.75722718677633
868.5888123143625,268.0465805429969
868.1377169402631,362.37636144556365
867.687184835537,523.1384388972535
867.2372234339516,672.5893857632904
866.7878400478701,697.1199397170434
866.3390418695822,615.3829750352597
865.8908359726238,520.1006063811553
865.443229313076,447.73664997727326
864.9962287308583,399.57254847163284
864.5498409509948,371.2413466079202
864.1040725847288,358.6431244667598
863.6589301313716,357.01086955252856
863.2144199786003,360.9520965341534
862.7705484043015,366.00341987269155
862.3273215776471,369.8143524724239
861.884745560239,371.7649108902011
861.4428263073173,372.0448518347853
861.0015696689068,371.07397832653066
860.5609813909766,369.33343775960583
860.1210671165802,367.1240485704928
859.68183238698,364.61186658176365
859.2432826427664,361.9833747816091
858.8054232249581,359.3030271511126
858.3682593760996,356.62595619667667
857.9317962413368,353.97503401501393
857.4960388694913,351.3837051048084
857.0609922141182,348.8044256149025
