M_i=100.0,M_i=400.0,M_i=1000.0
0.0,0.0,0.0
0.0,0.0,0.0
0.000531520539088,0.002126082156352,0.00531520539088
0.0039731719421586,0.0158906267172885,0.03971626153649033
0.010245887103408,0.0409660956095222,0.10232800502591605
0.0192242230874777,0.0768398388800774,0.19181461441589162
0.0307858889516738,0.1230123152556489,0.3068757029977093
0.0448194031534155,0.1790276493566915,0.4463223454239208
0.0612248131009211,0.2444764185870979,0.6090835868951058
0.079912873159279,0.3189922800292594,0.7941975860506969
0.1008039218561962,0.4022474045744506,1.0007998305431378
0.1238267900733155,0.4939480451960044,1.2281117410335138
0.14891782561022,0.5938305796843619,1.4754305079652947
0.1760200456344289,0.7016580725712296,1.7421202660662702
0.2050824064805168,0.8172173129072882,2.0276044921081415
0.2360591750117513,0.9403162637415744,2.3313594603625574
0.2689093860109811,1.0707818603358672,2.6529085940433914
0.3035963719466999,1.2084581018114149,2.991817570943028
0.340087353611344,1.3532043896517272,3.347690063912127
0.3783530821025295,1.5048940744793375,3.7201640173278814
0.4183675242956831,1.663413179316506,4.108908378090365
0.4601075853381938,1.828659273132656,4.513620214005361
0.5035528628181933,2.0005404730272827,4.934022164051385
0.5486854281699532,2.178974557076954,5.369860174452559
0.5954896316137841,2.363888172855153,5.820901482113449
0.6439519275259115,2.555216129054351,6.286932813174897
0.6940607176211456,2.7529007596141883,6.767758769511362
0.745806209730578,2.956891351378333,7.263200380140433
0.7991802902856188,3.167143627636453,7.773093797936036
0.8541764088922819,3.3836192810129178,8.297289124871181
0.9107894736066248,3.606285550084287,8.835649351376937
0.9690157557122652,3.835114834878252,9.38804939738041
1.0288528029607489,4.070084347055024,9.954375244246926
1.0902993603706708,4.31117579112028,10.534523148256266
1.1533552977961945,4.558375073484166,11.128398927435336
1.2180215435734794,4.811672036577883,11.735917314585876
1.284300023637344,5.071060215579278,12.357001370215679
1.3521936055725552,5.336536615591181,12.991581949828817
1.421706047126326,5.608101507368388,13.639597220674391
1.492841948762473,5.885758239907598,14.300992223610361
1.5656067098844897,6.169513068404342,14.975718476222267
1.6400064883956027,6.459374996246273,15.663733613757282
1.7160481632995557,6.755355629856769,16.365001064801117
1.7937393000771666,7.057469045329459,17.079489758946558
1.873088118601219,7.365731665905692,17.80717386398422
1.954103463376503,7.680162149445084,18.548032550394105
2.036794775913284,8.000781285125958,19.30204978113503
2.1211720690614566,8.327611898689275,20.069214124922205
2.207245903149535,8.66067876560772,20.84951859135426
2.295027363787624,9.000008531622203,21.64296048640281
2.3845280412069223,9.345629640141947,22.44954128691272
2.475760011020277,9.697572266052548,23.269266532881538
2.568735816298988,10.055868255519403,24.10214573639404
2.6634684508707243,10.420551071412577,24.948192306183994
2.7599713437519884,10.79165574401368,25.80742348688159
2.85825834463638,11.169218826696635,26.679860312082393
2.9583437103668806,11.55327835630204,27.565527570443628
3.060242092326734,11.94387381795023,28.46445378407656
3.1639685246891847,12.341046114060958,29.376671198560857
3.2695384134715426,12.744837537368127,30.30221578395846
3.376967526343721,13.15529174773686,31.24112724625174
3.486271983145668,13.572453752606968,32.19344904867342
3.5974682470719723,13.996369890902448,33.15922844243522
3.710573116485491,14.427087820260429,34.13851650639796
3.825603717325016,14.864656507445918,35.13136819525933
3.942577496074969,15.309126221830212,36.13784239586567
4.061512213267795,15.76054853182148,37.158001991283015
4.1824259374921455,16.218976304145745,38.19191393228851
4.305337039882248,16.68446370588539,39.239649315968244
4.4302641890658565,17.157066209190447,40.30128347113052
4.557226346550124,17.63684059858549,41.37689605026522
4.686242762526424,18.123844980801785,42.46657112780053
4.817332972076806,18.618138797070813,43.570397304427516
4.950516791766166,19.119782837821106,44.68846781728193
5.085814316605644,19.62883925972584,45.82088065578982
5.223245917373957,20.14537160505369,46.96773868300093
5.362832238284542,20.66944482328016,48.129149762249966
5.504594194987479,21.201125294921063,49.30522688900174
5.64855297289609,21.740480857553926,50.496088327751494
5.7947300258291,22.287580833996856,51.70185775386675
5.943147074960013,22.842496062618373,52.92266440027138
6.093826108066205,23.40529892975477,54.15864320888727
6.246789379070927,23.976063404215196,55.409934986762565
6.402059407872102,24.55486507385745,56.67668656682964
6.559658980452426,25.141781184220854,57.95905097324937
6.719611149265872,25.736890679204983,59.25718759131188
6.881939233896249,26.340274243786208,60.57126234187728
7.046666821983962,26.95201434876636,61.90144786035305
7.213817770417612,27.572195297550696,63.247923680218214
7.383416206787521,28.200903274954623,64.61087642111713
7.555486531098672,28.838226398041343,65.99049998155917
7.730053417740964,29.48425476899488,67.3869957362735
7.907141817715036,30.139080530035464,68.80057273828098
8.08677696111227,30.80279792038658,70.23144792575849
8.268984359847908,31.47550333530541,71.67984633378397
8.45378981064653,32.15729538719079,73.14600131106322
8.641219398279418,32.84827496878513,74.63015474175285
8.83129949905363,33.54854531848924,76.13255727250673
9.024056784552853,34.2582120878114,77.65346854488631
9.219518225630353,34.97738341097436,79.19315743328838
9.417711096654616,35.70616997670656,80.7519022885571
9.618662980008418,36.44468510224633,82.32999118746021
9.822401770842394,37.1930448095904,83.92772218822267
10.02895568208428,37.9513679040206,85.54540359232456
10.23835324970527,38.71977605494535,87.183354212783
10.45062333824512,39.498393879095296,88.84190364915189
10.665795146597768,40.287349026115095,90.5213925694865
10.883898214059489,41.08677226659636,92.22217299953371
11.104962426641764,41.89679758259955,93.94460861942257
11.329018023651182,42.71756226071579,95.68907506814344
11.556095604538909,43.54920698772237,97.45596025611829
11.786226136022412,44.39187594888923,99.24566468617847
12.019440959482294,45.24571692899659,101.05860178328082
12.255771798637245,46.11088141612765,102.89519823330693
12.495250767500316,46.98752470830328,104.75589433130514
12.737910378619866,47.87580602302957,106.64114433954934
12.983783551608653,48.77588860983246,108.55141685580331
13.232903621964796,49.68793986585769,110.48719519219435
13.485304350188434,50.61213145461796,112.4489777651149
13.741019931198066,51.54863942797321,114.43727849658619
14.000085004050764,52.49764435143433,116.45262722753306
14.262534661970616,53.459331432884426,118.49557014343507
14.528404462689878,54.43389065481641,120.56667021283425
14.797730439107552,55.42151691019018,122.66650763919603
15.070549110270257,56.42241014201722,124.79568032663587
15.346897492680416,57.43677548678524,126.95480436004037
15.626813111937016,58.464823421840514,129.14451450012777
15.910334014714351,59.5067699168506,131.36546469400977
16.19749878108436,60.56283658947536,133.61832860183293
16.48834653718838,61.63325086537971,135.90380014009486
16.782916968264335,62.71824614272702,138.22259404224738
17.08125033203556,63.81806196129799,140.5754464372161
17.383387472467735,64.93294417638552,142.96311544648285
17.68936983390057,66.0631451376226,145.3863818003946
17.999239475561144,67.20892387290621,147.8460494743802
18.313039086465984,68.37054627758697,150.34294634577336
18.63081200071933,69.54828530910095,152.87792487195725
18.952602213215144,70.74242118722698,155.45186279056423
19.27845439575066,71.95324160015996,158.0656638424806
19.608413913559858,73.18104191659805,160.72025851842326
19.942526842275,74.42612540404934,163.41660482987268
20.280839985325088,75.68880345357123,166.15568910516188
20.62340089178021,76.969395811164,168.93852681153825
20.97025787465106,78.2682308160486,171.76616340402978
21.32146002965316,79.58564564606665,174.63967520196303
21.67705725444591,80.92198657045037,177.56017029399393
22.03710026835656,82.27760921021863,180.52878947252634
22.40164063259972,83.65287880646498,183.54670719840576
22.770730771003564,85.04817049681338,186.61513259678742
23.144423991253763,86.46386960032702,189.73531048508784
23.522774506667204,87.90037191116629,192.9085224339378
23.905837458507342,89.3580840013023,196.13608786206234
24.2936689388539,90.83742353260344,199.41936516601788
24.68632601403971,92.33881957862351,202.75975288572076
25.083866748668257,93.86271295643212,206.15869090670137
25.48635023022561,95.40955656883877,209.6176617000171
25.893836594301145,96.97981575737592,213.13819160075158
26.306387050431816,98.5739686664176,216.72185212602065
26.724063908585286,100.19250661882342,220.37026133339268
27.14693060629773,101.83593450351144,224.0850852206156
27.575051736482603,103.50477117537716,227.86803916752217
28.00849307592741,105.19954986798876,231.72088942095948
