M_i=100.0,M_i=400.0,M_i=1000.0
0.0,0.0,0.0
0.01639792,0.01639792,0.01639792
0.106301579439501,0.1062856850832263,0.10625389637067688
0.1943583917134821,0.1942396818360826,0.19400235453044223
0.2789490365471131,0.2786435128878679,0.27803324764644555
0.3599948258658352,0.3594227866418487,0.3582812599763713
0.4376758193786481,0.4367617535388419,0.4349394795507345
0.5122149927564911,0.5108872546505371,0.5082429106493104
0.5838277423639343,0.5820182140382077,0.5784179451341642
0.6527099129460006,0.6503536988642915,0.645670490700617
0.719036489270696,0.7160716511107604,0.710184785445477
0.78296331531574,0.7793306447180629,0.7721252330527012
0.8446294933776621,0.8402723181401951,0.8316389039026151
0.9041597193610816,0.8990237383853464,0.8888579578736484
0.9616663406027028,0.95569948334553,0.9439017766047189
1.0172511034114544,1.0104034101813877,0.9968787742102702
1.0710066165814085,1.063230136577814,1.047887914428283
1.12301757240442,1.114266276885047,1.0970199772298053
1.1733617664814624,1.1635914748551075,1.1443586174535267
1.2221109525078582,1.211279269490423,1.1899812526918792
1.2693315621489132,1.2573978244041335,1.233959811416093
1.315085314522609,1.3020105454433633,1.276361366579146
1.359429735060976,1.3451766065422577,1.317248675069225
1.4024185996520095,1.386951399869718,1.3566806394178448
1.444102316863532,1.4273869232101342,1.3947127049858588
1.4845282585851325,1.4665321150287554,1.4313972033195212
1.5237410474682824,1.5044331456997135,1.4667836503586535
1.5617828079911682,1.5411336718066584,1.500919006580772
1.5986933867374586,1.576675059176572,1.5338479048906337
1.6345105464888885,1.6110965793079512,1.5656128510443927
1.669270137936946,1.6444355830515127,1.5962544005770245
1.7030062521776763,1.6767276547531915,1.6258113155385243
1.7357513566334912,1.7080067495430529,1.654320703805744
1.7675364166218843,1.7383053160246362,1.6818181432969956
1.7983910044436484,1.7676544062675503,1.7083377930557757
1.8283433975772525,1.7960837747164629,1.733912492872494
1.857420667329557,1.8236219673899017,1.7585738528666783
1.88564875909654,1.8502964025429949,1.7823523342470255
1.9130525652236745,1.8761334438018176,1.8052773222952203
1.939655991318129,1.9011584666374424,1.8273771924754825
1.9654820167492133,1.9253959189301988,1.8486793704504372
1.9905527499757043,1.948869376275264,1.869210386681167
2.0148894792557,1.971601592596312,1.8889959262020084
2.038512719224012,1.9936145465620572,1.9080608740862048
2.061442253761726,2.014929484239092,1.9264293570548041
2.0836971755307885,2.035566958361652,1.9441247816264695
2.105295922501959,2.0555468645535977,1.961169869158715
2.126256311766016,2.0748884747987,1.9775866880903283
2.1465955708848505,2.093610468421371,1.9933966836594086
2.166330367010197,2.111730960810535,2.008620705340727
2.1854768339725945,2.129267530093636,2.0232790322193326
2.204050597521233,2.146237241945381,2.037391396493912
2.222066798876124,2.162656672696156,2.050977005282871
2.239540116737162,2.178541930887856,2.064054560888085
2.256484787879839,2.1939086774096808,2.0766422796553563
2.27291462645426,2.208772144333067,2.0887579095565996
2.288843042092597,2.2231471525531417,2.100418746606343
2.304283056919848,2.2370481283335657,2.111641650214133
2.3192473215537093,2.250489118842368,2.1224430575646256
2.333748130171272,2.263483806758086,2.1328389971084363
2.347797434713077,2.2760455240181643,2.1428451012390286
2.361406858288615,2.2881872647749755,2.152476618223968
2.37458770784163,2.299921697618943,2.161748423452621
2.3873509861284123,2.3112611771229656,2.1706750300567883
2.399707403057655,2.32221775475761,2.1792705989557186
2.411667386436302,2.3328031892222696,2.1875489483724175
2.4232410921620384,2.3430289562336637,2.1955235628640684
2.434438413899726,2.3529062578095723,2.203207601905679
2.445268992276022,2.3624460310825985,2.2106139080627214
2.4557422236236524,2.371658956675889,2.217755014785484
2.465867268304325,2.3805554666702164,2.2246431538550993
2.475653058636972,2.3891457521894672,2.231290262508696
2.4851083064559725,2.397439770629489,2.237707990268829
2.4942415103221136,2.4054472525533126,2.2439077055002596
2.5030609624073343,2.4131777082740227,2.2499005017152416
2.5115747550727505,2.420640434144943,2.255697203646722
2.519790787158018,2.42784451857535,2.261308373107269
2.5277167699987944,2.434798847788595,2.26674431465006
2.535360233187868,2.441512111338277,2.272015081046919
2.54272853009442,2.447992807397016,2.277130478597155
2.549828843154887,2.454249247831316,2.2821000722797904
2.556668188947976,2.4602895630750945,2.2869331907607395
2.5632534230655097,2.4661217068135657,2.2916389312654974
2.5695912447900384,2.4717534604883613,2.2962261643270203
2.5756882015893905,2.477192437634064,2.3007035384176353
2.581550693437709,2.482446088055616,2.3050794844730462
2.5871849769718813,2.4875217018554547,2.3093622203157955
2.592597169491712,2.4924264133186504,2.313559754984875
2.5977932528116696,2.4971672046637625,2.317679892977564
2.602779076971549,2.501750909666661,2.3217302384090015
2.6075603638129268,2.506184217164078,2.325718199094477
2.6121427104278947,2.510473674443225,2.329650990558918
2.616531592486158,2.514625690523437,2.3335356399776024
2.6207323674462133,2.5186465393354003,2.3373789900517004
2.6247502776560068,2.5225423628032013,2.341187702821838
2.628590453348145,2.5263191738341044,2.344968263422521
2.6322579155344563,2.529982859220662,2.3487269837798967
2.635757578804407,2.5335391824594917,2.352470006255028
2.639094254031657,2.536993786490777,2.3562033072345305
2.642272650992773,2.540352196362329,2.3599327006701643
2.645297380901909,2.5436198218217863,2.3636638415686977
2.648172958865072,2.546801959840335,2.3674022294331243
2.650903806257375,2.54990379707114,2.37115321165608
2.6534942530265124,2.5529304122454537,2.374921986866097
2.655948539925523,2.555886778509225,2.3787136082271405
2.658270820677748,2.558777765702853,2.3825329866916727
2.66046516407674,2.561608142586563,2.3863848942073305
2.6625355560237414,2.564382579013747,2.39027396687713
2.6644859015052176,2.5671056480544645,2.394204708072971
2.666320026512817,2.5697818280711706,2.3981814915020565
2.668041679907999,2.572415504748606,2.4022085642257247
2.669654535233472,2.575010973079676,2.406290049630057
2.671162192473485,2.577572439309026,2.4104299503475097
2.6725681797649057,2.5801040228359127,2.414632151128706
2.673875955060942,2.582609758077882,2.418900421663426
2.6750889077492674,2.5850935962966504,2.4232384193497203
2.676210360226238,2.587559407387513,2.4276496920099997
2.6772435694288017,2.590010981633501,2.4321376805528416
2.678191728325644,2.592452031425437,2.436705721579187
2.6790579673690265,2.5948861929489504,2.4413570499315114
2.6798453559087263,2.597317027839452,2.446094801184477
2.6805569035694177,2.599748024805976,2.4509220140755
2.6811955615927734,2.602182601224746,2.455841632873589
2.681764224145518,2.604624104703241,2.460856509684741
2.682265729594608,2.607075814615484,2.4659694066921163
2.682702861750664,2.609540943609212,2.4711829983291365
2.683078351080737,2.612022639085513,2.4764998733835806
2.6833948758914388,2.614523984651486,2.4819225370306985
2.683655063483437,2.617048001546391,2.4874534127932755
2.683861491278261,2.619597650041738,2.4930948444265244
2.6840166879183323,2.622175830815673,2.498849097725605
2.6841231343411085,2.624785386302007,2.5047183622535045
2.6841832648281674,2.627429102014146,2.5107047529869373
2.684199468030056,2.630109707844172,2.5168103118778458
2.684174087967677,2.6328298793372404,2.523037009328015
2.6841094250109627,2.635592238941437,2.5293867455742256
2.6840077368355564,2.638399357233179,2.5358613519813002
2.683871239358197,2.641253754118212,2.542462592240301
2.6837021076514724,2.644157900008191,2.5491921634690633
2.683502476838582,2.647114216972817,2.5560516972121547
2.68327444296873,2.6501250798674247,2.5630427603372508
2.6830200638737463,2.6531928174358983,2.5701668558248345
2.682741360006502,2.656319713388742,2.5774254234480214
2.6824403152616827,2.659508007456082,2.5848198403392058
2.682118877779444,2.662759896415339,2.5923514214401266
2.681778960732465,2.666077535093266,2.600021419831836
2.6814224430969062,2.669463037342002,2.6078310269409415
2.681051170407728,2.6729184769887464,2.615781372618382
2.680666955498854,2.676445888758616,2.623873525086871
2.680271579228607,2.680047269170194,2.6321084907530254
2.67986679119086,2.683724577403252,2.6404872138800752
2.679454310412303,2.687479736138049,2.649010576116911
2.679035826036239,2.691314632365601,2.6576793958791143
2.6786129979932816,2.6952311181682256,2.666494427577472
2.678187457659343,2.699231011469651,2.6754563606893544
2.6777608085012536,2.7033160967539054,2.684565818668199
2.677334626710374,2.7074881257521537,2.6938233576862114
2.6769104618245296,2.7117488180966047,2.703229465205271
2.676489837338592,2.716099861940542,2.7127845583708936
2.676074251304016,2.720542914543481,2.722488982223981
2.6756651769176427,2.7250796028203994,2.7323430077249684
2.675264063100048,2.7297115238539167,2.7423468295848616
2.674872335063724,2.734440245368244,2.7525005638975504
2.674491394871372,2.7392673061636548,2.7628042455676813
2.674122621984545,2.744194216510168,2.7732578255282867
2.67376737380292,2.749222458499045,2.7838611677422813
2.673426986194423,2.754353486350665,2.7946140459818833
2.6731027740164515,2.759588726677219,2.8055161403799604
2.6727960316284145,2.7649295786986428,2.8165670337472752
2.6725080333958133,2.770377414410075,2.8277662076496006
2.672240034186068,2.775933578699082,2.839113038238687
2.671993269856292,2.781599389410788,2.8506067918311104
2.6717689577332124,2.787376137358951,2.8622466202291097
2.6715682970854187,2.793265086280971,2.8740315557776315
2.671392469588117,2.799267472734667,2.885960506151949
2.6712426397805693,2.8053845059346054,2.898032248870421
2.671119955516377,2.8116173675256446,2.910245425527198
2.671025548406764,2.8179672112912457,2.922598535739984
2.6709605342570195,2.8244351627940114,2.9350899308083074
2.6709260134962327,2.8310223189457853,2.9477178070781926
2.6709230716004697,2.8377297475045364,2.9604801990096083
2.6709527795095145,2.844558486495137,2.9733749719436324
2.6710161940373003,2.8515095435510127,2.986399814566947
2.6711143582761543,2.858583895173524,2.9995522310720077
2.671248301994962,2.865782485905806,3.0128295330120944
2.671419042031359,2.873106227417669,3.0262288308513936
2.671627582678049,2.8805559974980133,3.039747025211351
2.671874916063343,2.888132638951081,3.0533807978157186
2.672162022526004,2.895836958392747,3.067126602138061
2.672489870984477,2.903669724942856,3.080980653756969
2.6728594193005835,2.9116316688095374,3.094938920425838
2.6732716146377413,2.9197234797612164,3.1089971118659006
2.67372739381378,2.927945805481942,3.1231506692931212
2.6742276836483945,2.936299249805467,3.1373947546917607
2.674773401305308,2.944784370823397,3.151724239849716
2.6753654546291568,2.9534016788625457,3.1661336951733166
2.6760047424771627,2.962151634326505,3.1806173783019878
2.6766921550456004,2.971034645396296,3.1951692225461756
2.6774285741910977,2.980051065584789,3.2097828251751155
2.6782148737467746,2.989201191139494,3.2244514355844585
2.6790519198332365,2.9984852582881265,3.2391679433774296
2.679940571164423,3.007903440321276,3.2539248663970977
2.680881679348304,3.0174558445063417,3.2687143387514768
2.6818760891824125,3.027142508826811,3.2835280988775724
2.6829246389442014,3.0369633985408377,3.2983574776951
2.684028160676183,3.0469184025529907,3.3131933869054664
2.685187480465828,3.0570073295929614,3.3280263074966707
2.686403418720176,3.067229904194964,3.3428462785200774
2.687676790435108,3.077585762471509,3.3576428862104817
2.689008405459213,3.0880744476752238,3.372405253526534
2.6903990687522,3.0986954055423683,3.3871220301943734
2.6918495806377454,3.1094479794117773,3.4017813833432102
2.693360737050724,3.120331405112948,3.416370988827559
2.694933329778699,3.131344805617158,3.4308780233367937
2.696568146697577,3.142487185445594,3.445289157398641
2.698265972001312,3.15375742482865,3.45959054938908
2.700027586425524,3.165154273610799,3.4737678406667807
2.701853767464895,3.1766763448956925,3.4878061519556627
2.7037452895841936,3.1883221084265125,3.5016900811042384
2.7057029244227664,3.20008988369696,3.5154037023550866
2.7077274409923167,3.2119778327887603,3.528930567261927
2.7098196058677875,3.2239839529321137,3.542253707395258
2.7119801833711423,3.2361060687861163,3.555355638980222
2.714209935747834,3.2483418244369364,3.56821836961219
2.7165096233357304,3.2606886751123207,3.5808234071963128
2.7188800047262425,3.273143878611937,3.5931517712568963
2.721321836917414,3.2857044864540987,3.6051840067607204
2.7238358754586742,3.2983673347405755,3.6169002005952193
2.726422874586973,3.3111290347424926,3.6282800008376164
2.7290835873539825,3.3239859632117463,3.639302638944519
2.7318187657440345,3.3369342524239665,3.6499469549829886
2.734629160782443,3.349969779960785,3.660191426013567
2.737515522633844,3.363088158241106,3.6700141977230714
2.74047860069016,3.3762847238131566,3.679393119390045
2.7435191436477764,3.389554526421401,3.688305782248494
2.746637899573495,3.4028923178648767,3.69672956129592
2.749835615958804,3.4162925406662152,3.704641660569629
2.75311303976198,3.4297493165735298,3.7120191618909018
2.756470917437513,3.4432564349204786,3.7188390770498767
2.7599099949523165,3.4568073408731976,3.7250784033750555
2.7634310177881547,3.470395123596399,3.730714182600338
2.767034730929696,3.484012504374783,3.7357235629096164
2.770721878837564,3.497651824730008,3.740083864004495
2.774493205405731,3.5113050345777905,3.743772645004945
2.778349453902562,3.524963680474318,3.746767774956067
2.78229136689478,3.5386188940059284,3.7490475056770025
2.7863196861535977,3.552261380381103,3.7505905466509266
2.790435152542216,3.565881407289046,3.7513761416185227
2.794638505883837,3.5794687940946104,3.7513841465018958
2.79893048480934,3.5930129014449523,3.750595108252229
2.803311826583659,3.606502621369105,3.748990344183179
2.807783266909941,3.6199263679575577,3.7465520213237506
2.812345539710427,3.6332720687149465,3.743263235299796
2.816999376883034,3.646527156684954,3.7391080882329812
2.821745508032503,3.6596785634525775,3.7340717651306576
2.8265846601749587,3.6727127131348034,3.7281406082300728
2.831517557414668,3.685615517476577,3.7213021887562387
2.83654492059172,3.6983723721744495,3.7135453755549044
2.8416674668992994,3.710968154555592,3.7048604000707304
2.846885909469164,3.723387222744672,3.695238917156065
2.852200956923872,3.7356134164554207,3.684674061217717
2.8576133128942405,3.747630059547429,3.6731604972376393
2.863123675500453,3.759419964491632,3.660694466238271
2.86873273679516,3.77096543889002,3.647273824803948
2.87444118216684,3.782248294196143,3.6328980783158
2.880249689701638,3.793249856782834,3.6175684076081653
2.88615892950178,3.80395098150215,3.6012876888090064
2.8921695629586246,3.814332067879573,3.5840605061842057
2.898282241978305,3.8243730790799937,3.565893157864979
2.9044976081578406,3.834053563776655,3.5467936543979697
2.910816291909508,3.843352681046001,3.526771710117865
2.917238911531166,3.8522492284010457,3.505838727401552
2.923766072220164,3.860721673063391,3.484007773920009
2.9303983650283127,3.868748186559223,3.4612935530583493
2.9371363657553817,3.876306682707444,3.437712367724952
2.9439806337784,3.8833748590484536,3.4132820778167487
2.9509317108140123,3.889930241740024,3.3880220516489414
2.957990119610988,3.89595023392212,3.3619531116933645
2.965156362569908,3.9014121675255593,3.3350974750001035
2.972430920286928,3.906293358470079,3.3074786887018197
2.9798142500184213,3.910571165165923,3.2791215610195747
2.9873067840631906,3.914223050199605,3.2500520882029895
2.994908928058833,3.917226645049362,3.2202973778466877
3.002621059188725,3.91955981763928,3.1898855690295385
3.010443524295995,3.92120074250355,3.1588457497237643
3.01837663790073,3.922127973294245,3.127207871917999
3.0264206801165625,3.922320517327902,3.095002664892485
3.034575894462675,3.9217579118285992,3.0622615470762455
3.042842485567145,3.9204203014887833,3.029016536905837
3.051220616757472,3.9182885169344135,2.9953001630935994
3.0597104075339905,3.915344153648806,2.96114537470056
3.068311930921836,3.9115696508804856,2.926585451395682
3.0770252106969687,3.906948370035172,2.8916539142691455
3.085850218481746,3.9014646720313193,2.856384437553061
3.0947868707054043,3.895103993083144,2.820810761588435
3.1038350254247824,3.887852918365261,2.7849666073624526
3.1129944790005286,3.879699253009557,2.7488855929251215
3.122264962624016,3.8706320898880713,2.71260115197897
3.1316461386901366,3.860641873645714,2.6761464549197553
3.141137597011139,3.849720460463936,2.6395543325898423
3.150738850866666,3.837861173060761,2.602857202988995
3.160449332885179,3.825058850464002,2.566087001169653
3.170268390751972,3.81130989213252,2.529275112525275
3.180195282739071,3.796612296044671,2.492452309660986
3.190229173052384,3.780965690423015,2.455648693015507
3.200369126991585,3.764371358819067,2.4188936353822794
3.210614105918393,3.746832258340537,2.3822157304557847
3.220962962029052,3.728353030865069,2.3456427455065105
3.231414432927089,3.7089400071478327,2.3092015782648834
3.241967135992675,3.688601203794338,2.272918218070999
3.2526195625452257,3.66734631313327,2.23681771132329
3.263370071796265,3.645186686085926,2.2009241312356167
3.27421688459,3.622135308187756,2.165260551888862
3.285158076929521,3.598206768972648,2.129849026540164
3.296191573287126,3.57341722498098,2.0947105701307067
3.307315139697864,3.5477843566974,2.0598651459116555
3.3185263766361137,3.5213273197631523,2.025331656087635
3.329822711675794,3.494066690840271,1.9911279363582575
3.341201391935668,3.466024408530734,1.957270754220786
3.3526594763121844,3.437223709772951,1.9237758108811858
3.36419382750337,3.4076890621507268,1.8906577466067291
3.375801103828451,3.377446092556611,1.8579301493409974
3.3874777508492016,3.3465215126527403,1.8256055663916804
3.399219992800409,3.314943041568579,1.793695518992992
3.4110238238384123,3.2827393262670714,1.7622105195378277
3.422884999118333,3.249939859999378,1.7311600912699514
3.434799025712453,3.2165748992544323,1.7005527902234634
3.446761153384151,3.1826753795937117,1.6703962291955081
3.458766365233952,3.1482728307446344,1.6406971035385398
3.4708093682365035,3.113399291308549,1.6114612185603694
3.4828845836897653,3.0780872234218126,1.5826935183235646
3.4949861376002884,3.042369427691541,1.5543981156404307
3.5071078510312703,3.006278958711483,1.5265783230656365
3.519243230443017,2.9698490414483234,1.4992366846954353
3.53138545805858,2.933112988774709,1.4723750085902245
3.543527382290653,2.8961041204123266,1.4459943996457463
3.555661508269268,2.858855683536352,1.4200952927474337
3.567779988513495,2.821400775281385,1.3946774860521058
3.579874613794141,2.7837722673782728,1.3697401742512976
3.59193680423838,2.7460027331408265,1.3452819816808472
3.6039576007313454,2.708124377010962,1.3213009951518504
3.6159276566739216,2.6701689668600723,1.2977947963886152
3.627837230160225,2.63216776923313,1.2747604939697348
3.6396761766427295,2.594151487709929,1.2521947546787289
3.651433942157305,2.5561502045448434,1.2300938341808354
3.6630995571849527,2.518193325732369,1.2084536069523866
3.674661631231398,2.4803095296304583,1.1872695953987102
3.686108348210026,2.4425267192572537,1.1665369981056357
3.6974274627178993,2.404871978359336,1.1462507171783833
3.708606297298612,2.3673715313310875,1.1264053846298752
3.719631740789564,2.330050707045436,1.1069953877882792
3.7304902478547337,2.2929339066362138,1.0880148937008798
3.7411678398071673,2.2560445752518867,1.0694578725181456
3.75165010682807,2.2194051777797026,1.0513181198481407
3.7619222116915134,2.183037178518625,1.0335892780771836
3.771968895105279,2.146961024758987,1.0162648566579267
3.781774482779094,2.1111961342069034,0.9993382513708029
3.791322894331507,2.075760886172295,0.9828027625690787
3.800597654145568,2.040672616421182,0.9666516124215941
3.8095819042815102,2.005947615575844,0.950877961170661
3.818258419551396,1.971601130930716,0.9354749224255645
3.82660962485626,1.9376473715376188,0.9204355775146857
3.834617614880476,1.9040995164012644,0.9057529889214614
3.842264176230832,1.8709697256149325,0.8914202128312386
3.849530812098985,1.8382691542569525,0.8774303108175999
3.8563987695155535,1.8060079688610664,0.8637763606979444
3.862849069252008,1.7741953662679648,0.8504514665890406
3.86886253841264,1.7428395946612176,0.8374487681939395
3.8744198457433208,1.7119479765884464,0.8247614493520765
3.879501539666331,1.6815269337677972,0.8123827458846153
3.884088089031412,1.6515820134805368,0.8003059527671252
3.888159926552367,1.6221179163527812,0.7885244306615445
3.891697494876045,1.5931385253328605,0.7770316118391012
3.8946812952066057,1.5646469356755408,0.7658210055254379
3.897091938382653,1.5366454857501,0.7548862026986566
3.8989101982784047,1.5091357884959868,0.7442208803703598
3.900117067372719,1.4821187633573405,0.7338188053790465
3.9006938143018735,1.4555946685358845,0.7236738377244262
3.900622043183765,1.4295631334105106,0.713779933470366
3.899883754473032,1.4040231909811045,0.7041311472432831
3.8984614070789743,1.3789733102037227,0.6947216343518632
