fixed_asym_D=0.4 mm/w,fixed_sym_D=0.4 mm/w
4.0,4.0
3.984,4.0
3.9683864176,4.0
3.9531501809443417,4.000000260715309
3.938285207494048,4.000003811760572
3.923788782550902,4.000016843430069
3.909660947114825,4.000048106175929
3.895903965880562,4.0001083888001165
3.88252188907332,4.000210089303393
3.869520191856164,4.00036686231711
3.8569054757238166,4.000593327685694
3.844685219595989,4.000904828036315
3.832867571168132,4.001317225994308
3.821461171224631,4.001846733832468
3.810475005207764,4.002509769916806
3.799918277518075,4.003322837482536
3.789800304913774,4.004302422157087
3.780130426059752,4.0054649053225155
3.770917924807326,4.006826490934133
3.762171965203374,4.008403143824696
3.753901536560112,4.010210537851828
3.746115407184548,4.012264012510575
3.738822085584277,4.014578536847626
3.732029788144712,4.017168679689608
3.7257464124202615,4.020048585343075
3.7199795153045487,4.0232319540446
3.7147362954474494,4.026732026540361
3.71002357937306,4.030561572259698
3.705847810825844,4.03473288061897
3.702215042934308,4.039257755053182
3.699130932834611,4.044147509424998
3.6966007384419446,4.049412966505424
3.694629317096609,4.055064458258878
3.6932211258454415,4.06111182769849
3.692380223148428,4.067564432106178
3.6921102718256575,4.074431147436901
3.6924145430818185,4.081720373748154
3.693295921464656,4.0894400415146634
3.6947569106305975,4.097597618704702
3.696799639805477,4.106200118508936
3.699425870841189,4.115254107625363
3.7026370057804674,4.124765715015063
3.706434094851945,4.134740641053284
3.710817844826504,4.145184167009038
3.715788627673662,4.156101164794023
3.7213464894636648,4.167496106928435
3.727491159466996,4.179373076677206
3.734222059408459,4.1917357783155085
3.741538312837743,4.204587547487055
3.749438754582655,4.2179313616228855
3.7579219402549686,4.231769850392054
3.766986155782209,4.246105306158897
3.776629426941689,4.260939694424513
3.7868495288757726,4.276274664232681
3.7976439955697208,4.292111558522768
3.8090101292756064,4.308451424414244
3.820945009867663,4.325295023409278
3.833445504116133,4.342642841501509
3.8465082748681954,4.360495099180591
3.860129790125893,4.378851761323369
3.8743063320122015,4.397712546963768
3.8890340056174586,4.417076938934474
3.9043087477193312,4.436944193374436
3.920126335370398,4.457313349097056
3.9364823943481584,4.478183236814658
3.9533724074630174,4.499552488215504
3.9707917227204046,4.521419544890211
3.9887355613337374,4.54378266710495
4.007199025585485,4.566639942419288
4.026177106533988,4.589989294146943
4.04566469156415,4.613828489658116
4.065656571780462,4.638155148522375
4.086147449241143,4.662966750491406
4.107131944032519,4.688260643321168
4.128604601182994,4.714034050433275
4.150559897416242,4.740284078415604
4.172992247743449,4.767007724362355
4.195896011894662,4.794201883053942
4.219265500589479,4.821863353977244
4.243094981647451,4.849988848186917
4.267378685938783,4.87857499500854
4.292110813176008,4.907618348584549
4.317285537547457,4.937115394263941
4.342897013193471,4.96706255483689
4.368939379526406,4.997456196615447
4.395406766395584,5.028292635361613
4.422293299098431,5.059568142064107
4.449593103239143,5.091278948565251
4.477300309436281,5.123421253039418
4.505409057880804,5.155991225324564
4.53391350274608,5.188985012108403
4.562807816451503,5.222398741970844
4.592086193781422,5.256228530284324
4.621742855861095,5.290470483973738
4.65177205399149,5.325120706137695
4.682168073344773,5.3601753005328465
4.712925236522386,5.395630375923098
4.74403790697764,5.431482050295507
4.775500492304833,5.467726454944742
4.80730744739689,5.504359738427954
4.839453277473604,5.541378070391992
4.871932540982568,5.578777645274861
4.904739852374923,5.616554685883406
4.937869884758076,5.654705446849164
4.971317372427592,5.693226217964391
5.005077113280449,5.732113327400282
5.039143971111909,5.771363144809396
5.073512877798252,5.810972084314347
5.108178835367657,5.850936607384821
5.143136917961526,5.891253225604989
5.17838227368855,5.931918503333417
5.2139101263738645,5.972929060257574
5.249715777205608,6.014281573845041
5.285794606281241,6.0559727816935744
5.32214207405599,6.0979994837821225
5.358753722695756,6.140358544624973
5.395625177336873,6.1830468953311515
5.432752147255075,6.2260615355712545
5.4701304269460405,6.269399535453849
5.507755897119886,6.31305803731363
5.545624525611971,6.3570342574134795
5.583732368212371,6.401325487562608
5.622075569416379,6.445929096652944
5.660650363098373,6.490842532115929
5.699453073111395,6.53606332130189
5.73848011381475,6.5815890727841495
5.77772799053195,6.6274174775900185
5.817193299941296,6.673546310360832
5.856872730401369,6.719973430443162
5.896763062213699,6.766696782913342
5.936861167824861,6.813714399537427
5.977164011970205,6.861024399668704
6.017668651761437,6.908624991084847
6.05837223672021,6.956514470766812
6.099272008759897,7.004691225621542
6.140365302117663,7.05315373315054
6.181649543238932,7.101900562066355
6.223122250616336,7.150930372859003
6.264781034585171,7.20024191831434
6.3066235970774,7.249834043986361
6.348647731336151,7.299705688625406
6.390851321592699,7.349855884564216
6.433232342707827,7.400283758063769
6.475788859779461,7.450988529620794
6.518519027718426,7.5019695142388505
6.561421090794158,7.553226121664832
6.604493382152129,7.60475785659272
6.64773432330476,7.656564318836402
6.691142423597512,7.708645203473339
6.734716279651851,7.761000300960833
6.778454574786708,7.813629497226626
6.822356078420052,7.86653277373554
6.8664196454521305,7.919710207533827
6.910644215631913,7.97316197127288
6.955028812908225,8.026888333213925
6.999572544767031,8.080889657215284
7.0442746015562765,8.135166402703781
7.089134255799668,8.18971912463181
7.134150861500743,8.244548473421586
7.179323853438521,8.299655194898044
7.224652746456012,8.355040130211847
7.27013713474281,8.410704215753908
7.315776691112961,8.466648483062821
7.361571166279278,8.52287405872657
7.407520388125201,8.57938216427983
7.453624260975314,8.636174116098179
7.499882764865546,8.693251325290493
7.546295954814095,8.750615297590763
7.592863960094031,8.80826763325055
7.639586983508549,8.866210026933286
7.686465300669769,8.924444267611559
7.733499259281976,8.982972238468534
7.780689278430138,9.04179591680461
7.828035847874528,9.100917373950397
7.875539527352224,9.160338775187068
7.92320094588626,9.22006237967511
7.971020801103127,9.28009054039248
8.018999858559349,9.340425704083156
8.067138951077768,9.401070411217004
8.115438978094202,9.462027295961938
8.163900905015081,9.523299086169239
8.21252576258663,9.584888603372926
8.26131464627617,9.646798762804064
8.310268715666076,9.709032573420808
8.359389193860874,9.771593137955033
8.408677366907986,9.834483652976328
8.458134583232571,9.897707408974135
8.507762253086895,9.9612677904588
8.557561848014656,10.025168276082246
8.607534900330647,10.089412438779025
8.657683002616137,10.154003945928416
8.70800780723032,10.218946559538269
8.758511025838168,10.284244136451262
8.809194428954992,10.349900628574224
8.860059845508035,10.415920083131143
8.911109162415343,10.482306642940506
8.962344324182205,10.549064546717554
9.013767332515393,10.616198129402065
9.065380245955444,10.683711822512226
9.117185179527194,10.751610154525178
9.16918430440878,10.819897751284783
9.221379847619286,10.888579336437159
9.273774091725215,10.957659731894518
9.326369374565967,11.027143858327825
9.379168088998457,11.09703673568882
9.432172682661024,11.167343483761858
9.485385657756778,11.238069322746133
9.53880957085648,11.309219573868715
9.592447032721102,11.380799660028924
9.646300708144135,11.4528151064745
9.7003733158138,11.525271541510051
