fixed_asym_D=0.4 mm^2/w,fixed_sym_D=0.4 mm^2/w
0.0,0.0
0.01639792,0.01639792
0.1062201041588975,0.10628568508322632
0.1940456663610628,0.19423968183608267
0.2782608472902385,0.27864351314031177
0.3587938046547805,0.35942278993027965
0.4358312563430556,0.4367617693423339
0.5096024345862903,0.5108873045404386
0.5803285827459151,0.5820183377794524
0.6482110189843642,0.6503539608088105
0.713429870877023,0.7160721465619396
0.7761458349272116,0.7793315060168922
0.8365026110894673,0.8402737202803776
0.8946292684537819,0.8990259040097355
0.950642328958632,0.955702687012465
1.0046475369497363,1.0104079818187435
1.0567413414406748,1.0632364640663106
1.107012133122682,1.1142748077316813
1.1555412778600664,1.1636027169333376
1.202403983209833,1.2112937908365833
1.247670028382901,1.2574162520700485
1.2914043824129722,1.302033563413653
1.3336677305120797,1.345204952731743
1.3745169246878863,1.38698586222189
1.4140053715694474,1.42742833492211
1.452183367900052,1.4665813489316453
1.4890983921809362,1.5044911078260614
1.5247953593806,1.5412012941786881
1.55931684437423,1.5767532918505043
1.5927032787776334,1.6111863817107208
1.624993125036466,1.6445379146469
1.6562230309826371,1.6768434650747435
1.6864279675432023,1.7081369676312625
1.715641351857592,1.7384508393057172
1.7438951577070103,1.767816088910828
1.771220014869917,1.7962624155069338
1.7976452987775469,1.8238182971519208
1.823199211643954,1.8505110711503476
1.8479088560784545,1.8763670068086622
1.871800302048629,1.901411371563753
1.8948986479443657,1.9256684912344586
1.917228076393923,1.9491618050462087
1.9388119053985384,1.9719139159945684
1.959672635280164,1.9939466370415422
1.97983199187538,2.0152810335770277
1.9993109663557915,2.0359374625250735
2.018129852009778,2.0559356084292055
2.036308278281265,2.075294516811921
2.05386524232723,2.0940326250695
2.0708191383261543,2.1121677911338423
2.087187784743972,2.1297173201073583
2.10298844974161,2.14669798905455
2.118237874888602,2.163126070114295
2.1329522973300006,2.1790173520796303
2.1471474705386675,2.1943871605766914
2.1608386837716367,2.209250376961099
2.1740407803374278,2.223621456038291
2.1867681747707146,2.237514442703832
2.199034869001477,2.2509429875904643
2.210854467597467,2.2639203618004142
2.222240192151492,2.2764594707940993
2.2332048948784164,2.288572867499841
2.2437610714809098,2.3002727647033043
2.2539208733376985,2.3115710467701245
2.26369611906335,2.3224792807504775
2.273098305484363,2.333008726910087
2.282138618072506,2.3431703487283646
2.290827940872897,2.3529748224009106
2.299176865961199,2.3624325458805195
2.307195702461463,2.3715536474879957
2.314894485153637,2.3803479941215544
2.3222829826973883,2.3888251990912646
2.3293707054968182,2.3969946296028946
2.336166913228717,2.404865413913609
2.3426806220552616,2.4124464481802343
2.3489206115404664,2.4197464030192184
2.3548954312882584,2.4267737297959733
2.3606134073186964,2.433536666659959
2.366082648197661,2.440043244340665
2.3713110509342155,2.4463012917185383
2.3763063066588264,2.452318441183886
2.381075906094684,2.4581021337958604
2.385627144833519,2.4636596242527666
2.389967128426496,2.468997985684155
2.3941027773000623,2.4741241142744324
2.3980408315059387,2.479044733727058
2.4017878553138194,2.483766399577779
2.4053502416547943,2.488295503364789
2.4087342164229533,2.492638276663165
2.411945842642163,2.496800794990463
2.4149910245045403,2.500788981589891
2.4178755112867374,2.504608611097075
2.4206049011497552,2.5082653130960333
2.423184644827651,2.511764575569638
2.425620049210161,2.5151117482494825
2.42791628082396,2.518312045869796
2.430078369216974,2.5213705513297335
2.432111210249915,2.524292218768125
2.4340195692989344,2.527081876554498
2.4358080843730727,2.529744230199978
2.437481269149964,2.532283865191443
2.439043515933045,2.5347052497521045
2.440499098533337,2.537012737531518
2.441852175078684,2.539210570227831
2.4431067907531814,2.5413028801449262
2.444266880469354,2.54329369268696
2.445336271475516,2.5451869287926554
2.4463186859006028,2.5469864073115756
2.447217743238647,2.5486958473244794
2.4480369627749354,2.5503188704097424
2.4487797659558,2.5518590028577197
2.449449478703865,2.5533196778348226
2.450049333680506,2.5547042374989877
2.4505824724971466,2.5560159350681246
2.451051947876984,2.557257936843047
2.4514607257686065,2.5584333241863098
2.4518116874129223,2.5595450954583043
2.452107631364743,2.5605961679118923
2.452351275470289,2.5615893795467928
2.452545258801837,2.5625274909248796
2.452692143550665,2.563413186947483
2.452794416879386,2.5642490785957426
2.452854492734748,2.565037704635003
2.452874713621868,2.565781533284195
2.4528573523408883,2.5664829638511066
2.452804613686963,2.567144328334402
2.45271863611444,2.567767892993206
2.452601493366102,2.568355859885035
2.452455196068249,2.5689103683728316
2.452281693292415,2.5694334966018024
2.452082874084447,2.569927262946759
2.4518605689616653,2.5703936274306063
2.451616551378796,2.570834493114613
2.4513525391633277,2.571251707461065
2.451070195920936,2.571647063668881
2.4507711324115893,2.5720223019827477
2.45045690789693,2.572379110976311
2.4501290314595,2.5727191288099345
2.449788963294371,2.5730439444635302
2.449438115973717,2.5733550989449343
2.449077855684846,2.573654086474294
2.4487095034421977,2.5739423556449137
2.4483343362738,2.5742213105609935
2.447953588382659,2.574492311952677
2.447568452283546,2.5747566782688196
2.447180079915636,2.5750156867478697
2.4467895837314297,2.5752705744672437
2.446398037762407,2.575522539371573
2.4460064786618,2.5757727412801805
2.445615906724928,2.5760223028741422
2.4452272868874685,2.576272310663278
2.444841549702073,2.5765238159334065
2.4444595922936965,2.5767778356741924
2.444082279294026,2.5770353534879074
2.443710443755372,2.5772973204794183
2.4433448880443813,2.577564656127706
2.442986384715929,2.5778382491392207
2.442635677367536,2.578118958283363
2.442293481474648,2.5784076132103833
2.4419604852071224,2.5787050152519844
2.441637350227244,2.5790119382048986
2.441324712469594,2.5793291290977214
2.441023182903102,2.579657308941266
2.4407333482755806,2.5799971734627065
2.4404557718410653,2.580349393823765
2.440190994070258,2.5807146173232085
2.439939533344377,2.5810934680838966
2.4397018866327107,2.5814865477246416
2.439478530154165,2.581894436017117
2.4392699200230954,2.5823176915280617
2.439076492879709,2.582756852247017
2.4388986665053145,2.5832124361998328
2.4387368404226923,2.5836849420481793
2.4385913964818755,2.584174849675286
2.43846269943159,2.584682620758142
2.438351097476634,2.5852086993263814
2.4382569228214543,2.5857535123080697
2.438180492200181,2.586317470062619
2.438122107393376,2.586900966901036
2.4380820557317424,2.5875043815937313
2.4380606105870606,2.588128077866086
2.4380580318505745,2.588772404881993
2.4380745663990915,2.5894376977155806
2.4381104485490224,2.5901242778113125
2.4381659004986065,2.5908324534326748
2.438241132758551,2.591562520099643
2.4383363445713155,2.5923147610151287
2.438451724319273,2.593089447480596
2.4385874499219686,2.593886839301043
