evolving_asym_D=0.4,evolving_sym_D=0.4
100.0,100.0
99.96720416,99.96720416
99.7882888136921,99.78802653301747
99.61889263639416,99.61812192032875
99.45838671960044,99.4568764879186
99.3054127129132,99.3029459980225
99.15886253547852,99.15523560229882
99.0178766532816,99.01289818065979
98.88178077468844,98.87527108637639
98.75003506790512,98.74182540517477
98.62219850849394,98.61213033871257
98.49790412902357,98.485828485893
98.3768415895536,98.36261844162878
98.25874465397972,98.2422422987173
98.14338200548816,98.12447648653522
98.03055038092154,98.0091249267001
97.92006934887958,97.89601383078694
97.81177727578704,97.78498768454061
97.70552816601538,97.67590610483714
97.60118915564256,97.56864134911439
97.4986385022804,97.46307631981296
97.3977639564416,97.35910294939352
97.29846142992884,97.25662088149141
97.20063389799704,97.15553638502693
97.1041904873476,97.05576145338742
97.00904571318608,96.95721305196201
96.9151188368372,96.85981248556523
96.8223333215943,96.76348486346325
96.73061636916174,96.66815864439229
96.63989852262668,96.57376524753256
96.5501133246614,96.48023871816098
96.46119702181016,96.38751543885496
96.37308830740533,96.29553387880773
96.28572809699862,96.20423437515116
96.19905933126002,96.1135589412478
96.1130268021556,96.02345109776827
96.0275769989095,95.93385572306099
95.9426579708186,95.84471891988241
95.8582192044503,95.75598789601457
95.77421151313344,95.66761085667338
95.69058693696564,95.57953690692244
95.6072986518214,95.49171596256497
95.52430088606272,95.40409866820134
95.44154884383576,95.31663632131978
95.35899863399132,95.22928080143835
95.276607203796,95.14198450344388
95.19433227671016,95.05470027438072
95.11213229360412,94.96738135303339
95.02996635686104,94.87998131172453
94.94779417688572,94.79245399981546
94.86557602059516,94.7047534884526
94.78327266151764,94.61683401615109
94.70084533117029,94.52864993484762
94.61825567142198,94.44015565608915
94.53546568758053,94.35130559705394
94.4524377019705,94.26205412612644
94.36913430779202,94.17235550776826
94.28551832307078,94.08216384644558
94.20155274452694,93.9914330293877
94.11720070120556,93.90011666796322
94.03242540772324,93.80816803747003
93.94719011699635,93.71554001514208
93.8614580723245,93.62218501618155
93.77519245871017,93.52805492762788
93.6883563533002,93.43310103987733
93.6009126748398,93.337273975666
93.51282413203116,93.24052361632847
93.42405317069208,93.14279902514082
93.33456191960909,93.04404836755256
93.24431213498002,92.94421882810676
93.15326514333952,92.84325652384001
93.0613817828581,92.74110641394672
92.9686223429036,92.63771220548196
92.87494650174854,92.53301625486723
92.78031326230344,92.42695946495157
92.68468088575035,92.31948117736752
92.58800682294468,92.21051905990784
92.49024764344668,92.10000898863326
92.39135896203706,91.98788492440605
92.29129536256214,91.87407878352634
92.19001031894598,91.75852030213038
92.08745611319716,91.64113689399018
91.98358375022774,91.52185350133415
