C_i=0.0,C_i=4.0,C_i=40.0
100.0,100.0,100.0
100.0,99.98360208,99.8360208
99.92625334817852,99.8934722900133,99.59868476912855
99.8530870611526,99.8039498534431,99.36244019968333
99.78214832767964,99.71668115049596,99.1289252072167
99.71356602906492,99.63179415903863,98.89825861023415
99.6472111391872,99.54915906230303,98.67030236824695
99.58290898692664,99.46860051040622,98.44487379774439
99.52048918543495,99.38994752665631,98.22179523766259
99.45979773485348,99.31304558821198,98.0009058999521
99.40069862227142,99.23775820792603,97.78206325869691
99.34307240832958,99.1639655065026,97.56514146382561
99.2868141070504,99.09156208080528,97.35002907805885
99.23183109394937,99.02045490270176,97.13662686502869
99.1780412575029,98.95056146299896,96.92484583808705
99.12537143103438,98.8818081971426,96.7146056026654
99.07375608335376,98.81412917072612,96.50583296735138
99.02313623077544,98.7474649872176,96.29846078389272
98.97345853273838,98.68176187996352,96.09242697648442
98.92467453776403,98.6169709550804,95.88767372560712
98.87674005201782,98.55304755740062,95.68414677750773
98.8296146079004,98.48995073682346,95.48179485579323
98.78326101448548,98.42764279682572,95.28056915616263
98.73764497520447,98.36608891048392,95.08042290901102
98.69273476104954,98.30525679223923,94.88131099760554
98.64850092984707,98.24511641592532,94.6831896218883
98.60491608396202,98.18563977139117,94.48601599982564
98.56195466022508,98.1268006534899,94.2897480997006
98.51959274701552,98.06857447834658,94.09434439792038
98.47780792434054,98.01093812273024,93.89976365784659
98.43657912348152,97.95386978308682,93.70596472590665
98.39588650336312,97.89734885137784,93.5129063418485
98.35571134127753,97.84135580534642,93.3205469604888
98.31603593598066,97.78587211121967,93.12884458270184
98.2768435214939,97.730880137173,92.93775659372054
98.2381181902034,97.67636307614188,92.74723960708661
98.19984482406302,97.62230487678217,92.55724931280744
98.1620090328841,97.56869018155592,92.36774032845881
98.12459709884271,97.51550427107033,92.17866605212588
98.08759592645862,97.46273301391876,91.98997851620275
98.05099299740326,97.41036282137904,91.80162824118018
98.014776329582,97.35838060640992,91.61356408864445
97.97893444000914,97.30677374646216,91.42573311279172
97.943456311057,97.25553004968292,91.23808040983383
97.90833135971428,97.20463772414624,91.05054896473547
97.87354940953396,97.15408534978796,90.86307949478167
97.83910066499077,97.103861852763,90.67561028952922
97.80497568800124,97.05395648197694,90.48807704674847
97.77116537638986,97.00435878757294,90.30041270401348
97.73766094410811,96.95505860118014,90.1125472656504
97.70445390303706,96.9060460177524,89.92440762480754
97.67153604622152,96.8573113788446,89.73591738046619
97.6388994324019,96.80884525719082,89.54699664927097
97.60653637172318,96.76063844246352,89.35756187212242
97.57443941251404,96.71268192810516,89.1675256155445
97.54260132903995,96.66496689913536,88.9767963679159
97.51101511014424,96.61748472084678,88.78527833073805
97.4796739486994,96.57022692831092,88.59287120520602
97.44857123179943,96.52318521662389,88.39946997444996
97.41770053162983,96.47635143182804,88.2049646819285
97.38705559695872,96.42971756245232,88.00924020657975
97.35663034519794,96.38327573161892,87.81217603547198
97.3264188549873,96.33701818966914,87.61364603484694
97.29641535925984,96.29093730726582,87.41351822061182
97.26661423874992,96.2450255689328,87.21165452951458
97.23701001590923,96.19927556699626,87.0079105924301
97.20759734919876,96.15367999589554,86.80213551139268
97.17837102772796,96.10823164683347,86.59417164223255
97.14932596621468,96.0629234027396,86.38385438491083
97.12045720024165,96.01774823352106,86.17101198389715
97.09175988178708,95.97269919157864,85.9554653411956
97.06322927500985,95.9277694075671,85.73702784489588
97.03486075226976,95.88295208638036,85.51550521640462
97.00664979036674,95.83824050334408,85.29069537979392
96.97859196698252,95.79362800059924,85.06238835698473
96.95068295731092,95.74910798366172,84.8303661927585
96.92291853086314,95.70467391814395,84.59440291385322
96.89529454843613,95.6603193266258,84.35426452664429
96.86780695923242,95.61603778566288,84.1097090581276
96.8404517981214,95.57182292292096,83.86048664510207
96.81322518303212,95.52766841442688,83.60633967658272
96.78612331246894,95.48356798192567,83.34700299455146
96.75914246314169,95.43951539033556,83.0822041581591
96.73227898770294,95.39550444529256,82.8116637764176
96.70552931258518,95.3515289907768,82.53509591425285
96.67888993593144,95.30758290681366,82.25220857651445
96.65235742561332,95.2636601072427,81.96270427414805
96.62592841733094,95.21975453754858,81.6662806762183
96.59959961278948,95.17586017274766,81.36263135081904
96.57336777794752,95.13197101532512,81.05144659711573
96.54722974133269,95.08808109321726,80.73241436983325
96.5211823924206,95.04418445783408,80.40522129643097
96.49522268007308,95.00027518211805,80.06955378600487
96.46934761103196,94.95634735863388,79.72509922763645
96.44355424846546,94.9123950976864,79.37154727448754
96.41783971056373,94.86841252546152,79.0085912084464
96.3922011691806,94.8243937821877,78.63592937859157
96.36663584851932,94.78033302031376,78.25326670519532
96.34114102385917,94.73622440270016,77.86031623947848
96.31571402032088,94.6920621008207,77.45680076789836
96.29035221166885,94.64784029297124,77.04245444844952
96.2650530191477,94.60355316248334,76.6170244653315
96.23981391035176,94.5591948959395,76.18027268743305
96.2146323981252,94.51475968138791,75.73197731544147
96.18950603949148,94.47024170655403,75.27193450204238
96.1644324346107,94.4256351570466,74.7999599296538
96.13940922576292,94.38093421455598,74.31589033045304
96.11443409635656,94.33613305504277,73.81958493410495
96.0895047699604,94.29122584691405,73.3109268295698
96.06461900935813,94.24620674918604,72.78982422863147
96.0397746156242,94.2010699096303,72.25621162029579
96.01496942722004,94.15580946290244,71.71005080691053
95.9902013191098,94.11041952865064,71.15133181468703
95.9654682018944,94.06489420960308,70.58007367318518
95.94076802096332,94.0192275896314,69.99632506018584
95.91609875566348,93.97341373178963,69.4001648101421
95.89145841848382,93.92744667632584,68.79170228600852
95.86684505425583,93.8813204386656,68.17107761563612
95.8422567393686,93.83502900736508,67.53846179504939
95.81769158099806,93.78856634203244,66.89405666176054
95.79314771635003,93.74192637121573,66.23809474181873
95.7686233119164,93.69510299025562,65.57083897454402
95.74411656274368,93.64809005910168,64.89258231888718
95.71962569171396,93.60088140009012,64.20364724512523
95.6951489488376,93.5534707956818,63.50438511520613
95.6706846105569,93.50585198615852,62.795175454554986
95.64623097906112,93.4580186672764,62.07642511761667
95.62178638161176,93.40996448787423,61.34856734890323
95.59734916987811,93.36168304743562,60.61206074090147
95.5729177192828,93.31316789360278,59.86738808993203
95.5484904283568,93.26441251964084,59.11505515097922
95.52406571810371,93.21541036185045,58.355589292661676
95.4996420313733,93.16615479692724,57.58953805390197
95.47521783224336,93.1166391392665,56.81746760447893
95.45079160541066,93.06685663821074,56.03996111249488
95.4263618555896,93.01680047523908,55.257617022832925
95.40192710691944,92.96646376109597,54.47104725187816
95.37748590237898,92.91583953285772,53.680875305083774
95.3530368032092,92.8649207509348,52.8877343253254
95.32857838834312,92.81370029600797,52.09226508135
95.30410925384317,92.76217096589588,51.29511390693413
95.27962801234538,92.71032547235303,50.49693060256928
95.25513329251092,92.65815643779456,49.69836631254366
95.23062373848391,92.60565639194706,48.90007139115082
95.2060980093563,92.5528177684222,48.10269327239631
95.1815547786388,92.49963290121156,47.30687435797306
95.15699273373862,92.44609402109978,46.513249938421254
95.13241057544283,92.3921932519941,45.72244616227795
95.10780701740828,92.3379226071674,44.935078067659155
95.08318078565696,92.28327398541248,44.1517476901163
95.05853061807748,92.22823916710496,43.37304225978804
95.03385526393195,92.17280981017196,42.599532499851904
95.00915348336868,92.11697744596384,41.8317710370948
94.98442404693982,92.06073347502628,41.0702909340984
94.95966573512462,92.00406916276982,40.31560435110495
94.93487733785771,91.94697563503364,39.5682013441246
94.91005765406256,91.8894438735406,38.828548804296894
94.8852054911894,91.83146471124056,38.09708954195766
94.8603196647586,91.77302882753855,37.37424151731605
94.83539899790809,91.71412674340444,36.66039721814088
94.81044232094575,91.65474881636064,35.95592318341323
94.78544847090608,91.59488523534466,35.26115967054475
94.7604162911112,91.53452601544238,34.57642046250318
94.73534463073614,91.47366099248872,33.901992810044035
94.71023234437811,91.4122798175318,33.238137503228515
94.68507829162988,91.3503719511564,32.585089065521146
94.65988133665697,91.28792665766323,31.943056063009795
94.63464034777851,91.22493299909954,31.312221520677088
94.60935419705196,91.16137982913668,30.69274343717485
94.58402175986116,91.09725578679095,30.084755389208105
94.5586419145078,91.0325492899825,29.488367216417142
94.5332135418063,90.96724852892837,28.903665777547886
94.50773552468182,90.90134145936476,28.3307157687135
94.4822067477712,90.83481579559404,27.769560594664295
94.456626097027,90.76765900335096,27.22022328418804
94.43099245932434,90.69985829248436,26.682707441047697
94.40530472207033,90.63140060944802,26.15699822221721
94.37956177281616,90.5622726295965,25.643063335587307
94.3537624988716,90.49246074928018,25.140854049770994
94.32790578692196,90.42195107773446,24.650306209132438
94.30199052264705,90.3507294287576,24.171341247683028
94.2760155903423,90.27878131217167,23.703867196025236
94.24997987254204,90.20609192506132,23.24777967607032
94.22388224964428,90.13264614278428,22.802962878801722
94.19772159953732,90.0584285097482,22.369290520895934
94.17149679722812,89.98342322994819,21.94662677654027
94.14520671447175,89.90761415725883,21.534827181297658
94.1188502194025,89.8309847854752,21.13373950535791
94.09242617616589,89.75351823809682,20.743204593979492
94.06593344455185,89.67519725784885,20.363057173363227
94.03937087962888,89.59600419593443,19.993126620607367
94.01273733137882,89.51592100101243,19.63323769677111
93.98603164433226,89.4349292078948,19.283211242420055
93.95925265720456,89.35300992595769,18.94286483534203
93.9323992025322,89.27014382726071,18.612013410405808
93.90547010630908,89.18631113436864,18.290469841788493
93.87846418762332,89.10149160787026,17.978045488021404
93.85138025829352,89.01566453358885,17.67455070049985
93.8242171225052,88.92880870947936,17.379795296270895
93.79697357644643,88.84090243220722,17.093588996056543
93.76964840794332,88.75192348340431,16.815741828589452
93.74224039609452,88.66184911559759,16.546064502435954
93.71474831090512,88.57065603780642,16.284368746558677
93.68717091291936,88.47832040080509,16.030467620930096
93.6595069528523,88.38481778204726,15.784175798550715
93.63175517122004,88.29012317024979,15.545309820252895
93.60391429796871,88.19421094963363,15.313688323685371
93.57598305210156,88.09705488382073,15.089132247875607
93.5479601413043,87.99862809938583,14.87146501475898
93.51984426156862,87.89890306906341,14.66051268904668
93.4916340968134,87.79785159461072,14.456104117779367
93.46332831850366,87.69544478932869,14.25807105088242
93.43492558526698,87.59165306024374,14.066248244001923
93.40642454250734,87.48644608995468,13.880473544859559
93.37782382201598,87.37979281815011,13.700587964320059
93.3491220415794,87.27166142280305,13.526435733317722
93.32031780458396,87.16201930105149,13.357864346739426
93.29140969961712,87.05083304977468,13.19472459531116
93.26239630006536,86.9380684458773,13.036870586484016
93.23327616370776,86.8236904262954,12.884159755264202
93.20404783230616,86.70766306774027,12.736452865880507
93.17470983119088,86.58994956619892,12.59361400513204
93.14526066884189,86.4705122162121,12.455510568209311
93.11569883646588,86.34931238995385,12.322013237733143
93.08602280756796,86.2263105161397,12.192995956708558
93.05623103751886,86.10146605879343,12.068335896045056
93.02632196311652,85.97473749590635,11.94791341725054
92.99629400214248,85.84608229802656,11.831612030863681
92.96614555291252,85.71545690681968,11.719318351149003
92.93587499382136,85.58281671364725,11.610922047540102
92.90548068288142,85.44811603821321,11.506315793279652
92.87496095725496,85.31130810733443,11.405395211669763
92.84431413277984,85.17234503389606,11.3080588203132
92.8135385034884,85.03117779605893,11.214207973694693
92.7826323411191,84.88775621679152,11.123746804422101
92.7515938946211,84.74202894380642,11.036582163419528
92.72042138965097,84.59394342998735,10.952623559338535
92.68911302806173,84.44344591440077,10.871783097429297
92.65766698738358,84.29048140399357,10.793975418090834
92.62608142029652,84.13499365608675,10.719117635298344
92.59435445409396,83.97692516178363,10.647129275085916
92.56248419013755,83.81621713042037,10.57793221424465
92.5304687033028,83.65280947519632,10.511450619379254
92.49830604141488,83.48664080013158,10.44761088645048
92.46599422467504,83.31764838851016,10.38634158091626
92.43353124507632,83.14576819297787,10.327573378571039
92.40091506580922,82.97093482747583,10.27123900717049
92.36814362065633,82.79308156120246,10.217273188917462
92.33521481337584,82.61214031480904,10.165612583874653
92.30212651707372,82.42804165904707,10.116195734359966
92.268876573564,82.24071481609853,10.06896301037185
92.23546279271676,82.05008766383385,10.023856556083969
92.20188295179383,81.85608674325607,9.980820237441366
92.16813479477142,81.6586372694036,9.939799590883686
92.1342160316495,81.4576631459982,9.900741773215135
92.1001243377476,81.25308698413885,9.863595512635445
92.0658573529864,81.04483012535617,9.828311060941296
92.03141268115508,80.83281266935622,9.794840146903256
91.99678788916349,80.61695350679562,9.763135930819452
91.96198050627922,80.39717035744376,9.733152960243627
91.926988023349,80.17337981409939,9.704847126882184
91.89180789200364,79.9454973926419,9.678175624652024
91.85643752384657,79.71343758860681,9.653096908888571
91.820874289625,79.47711394068588,9.629570656691222
91.78511551838392,79.2364391015592,9.607557728391589
91.74915849660152,78.99132491647352,9.587020130128304
91.71300046730634,78.74168250998517,9.567920977510711
91.67663862917514,78.48742238128784,9.55022446035263
91.64007013561124,78.22845450854498,9.533895808456315
91.6032920938026,77.96468846264281,9.518901258425952
91.56630156375913,77.69603353077314,9.50520802148932
91.52909555732872,77.42239885024455,9.492784252305688
91.49167103719148,77.14369355290587,9.481599018737642
91.45402491583116,76.8598269205466,9.471622272564192
91.41615405448375,76.57070855161537,9.462824821112319
91.37805526206216,76.2762485395683,9.455178299784015
91.33972529405634,75.97635766312423,9.448655145455817
91.30116085140877,75.6709475886637,9.443228570727904
91.26235857936356,75.35993108496123,9.438872538999888
91.22331506628964,75.04322225038771,9.435561740350648
91.18402684247629,74.72073675265884,9.4332715681997
91.1444903789009,74.39239208113891,9.431978096727905
91.1047020859682,74.05810781163478,9.431658059035573
91.06465831221968,73.71780588353307,9.432288826016373
91.0243553430128,73.37141088904504,9.43384838592577
90.98378939916915,73.01885037422744,9.436315324623148
90.94295663559063,72.660055151345,9.439668806467113
90.90185313984269,72.29495962203008,9.443888555843916
90.8604749307038,71.92350211057983,9.448954839309362
90.81881795668043,71.54562520660949,9.454848448324999
90.77687809448632,71.16127611615379,9.461550682569815
90.73465114748495,70.77040702017848,9.469043333809157
90.69213284409489,70.37297543932998,9.47730867030301
90.64931883615613,69.96894460361541,9.486329421736226
90.60620469725696,69.5582838255694,9.496088764653782
90.5627859210202,69.14096887532794,9.506570308384575
90.5190579193473,68.71698235589642,9.517758081437712
90.47501602061982,68.2863140767694,9.529636518355732
90.43065546785644,67.84896142393602,9.542190447009604
90.38597141682487,67.40492972418848,9.555405076320818
90.34095893410708,66.95423260154448,9.569265984396292
90.29561299511673,66.49689232349897,9.583759107062262
90.24992848206723,66.03294013473868,9.598870726783746
90.20390018188992,65.5624165758861,9.61458746195656
90.15752278409958,65.08537178479021,9.630896256559291
90.11079087860742,64.60186577785063,9.647784370153017
90.06369895347892,64.11196870885209,9.665239368216955
90.01624139263575,63.61576110279808,9.683249112808591
89.96841247349987,63.11333406226859,9.701801753537211
89.92020636457838,62.60478944388656,9.720885718840128
89.8716171229876,62.09024000256305,9.740489707551228
89.82263869191456,61.56980950130243,9.760602680751813
89.77326489801439,61.04363278448553,9.781213853894046
89.72348944874172,60.511855812711545,9.802312689187643
89.67330592961447,59.97463565746735,9.823888888240713
89.62270780140817,59.43214045410494,9.84593238494605
89.57168839727878,58.88454931184312,9.868433338604369
89.52024091981244,58.332052179766,9.891382127276342
89.46835843799985,57.77484966806704,9.914769341355543
89.41603388413351,57.213152824080616,9.938585777354657
89.36326005062563,56.64718286295077,9.962822431897617
89.3100295867447,56.077170853105855,9.98747049591055
89.25633499526856,55.503357357035945,10.012521349004658
89.20216862905164,54.92599202820203,10.037966554044427
89.14752268750436,54.34533316524069,10.063797851894758
89.09238921298211,53.76164722495954,10.09000715634084
89.0367600870817,53.17520829594521,10.116586549174816
88.98062702684268,52.58629753492168,10.14352827544348
88.92398158085119,51.99520256830007,10.170824738851461
88.8668151252438,51.40221686164698,10.198468497314545
88.80911885960877,50.807639060064304,10.226452258657927
88.75088380278204,50.21177230271499,10.254768876454465
88.69210078853544,49.61492351494536,10.283411345998063
88.63276046115428,49.01740268163997,10.312372800407582
88.57285327090152,48.419522105600045,10.341646506856764
88.51236946936585,47.82159565485732,10.371225862925876
88.45129910469069,47.22393800292132,10.401104393070877
88.38963201668113,46.62686386600818,10.431275745206099
88.32735783178606,46.03068724131274,10.461733687396542
88.26446595795228,45.43572065036261,10.492472104656054
88.20094557934762,44.84227439143389,10.523484995847769
88.13678565094996,44.25065580491372,10.554766470683324
88.07197489299904,43.66116855536674,10.586310746817476
88.00650178530782,43.074111933902,10.618112147034887
87.94035456143033,42.48978018424692,10.650165096525935
87.87352120268261,41.908461855717206,10.682464120248534
87.80598943201365,41.33043918603,10.715003840373045
87.73774670772286,40.755987516644055,10.747778973807463
87.6687802170211,40.185374743030216,10.780784329800165
87.59907686943153,39.61886080197977,10.814014807617603
87.52862329002747,39.05669719775244,10.847465394294412
87.45740581250361,38.499126568552576,10.88113116245349
87.38541047207748,37.946382294505575,10.91500726819371
87.31262299821785,37.398688147990114,10.949088949042965
87.23902880719685,36.85625798686879,10.983371521974393
87.1646129944627,36.31929549085358,11.017850381483631
87.08936032682979,35.787993940946066,11.052520997725082
87.01325523448317,35.262536041608364,11.087378914705203
86.93628180279435,34.74309378505149,11.122419748530932
86.85842376394571,34.229828356776146,11.157639185711407
86.77966448836042,33.72289008126745,11.19303298151121
86.69998697593566,33.2224184065326,11.228596958353425
86.61937384707616,32.72854192597876,11.264327004270854
86.53780733352615,32.24137843595977,11.300219071403808
86.45526926899721,31.76103502717337,11.33626917454293
86.37174107959045,31.287608207967583,11.372473389715552
86.28720377401092,30.821184057513545,11.408827852814184
86.20163793357322,30.36183840672397,11.445328758265711
86.11502370199696,29.90963704473924,11.481972357739988
86.02734077499127,29.464635948767047,11.518754958896533
85.93856838962809,29.026881535045145,11.555672924168086
85.84868531350405,28.596410928698692,11.59272266957979
85.7576698336915,28.17325225028304,11.629900663602887
85.66549974547948,27.75742491683745,11.667203426041766
85.5721523409063,27.348939955324795,11.704627526953283
85.47760439708546,26.94780032639345,11.742169585597328
85.38183216432789,26.554001256471096,11.779826269417605
85.28481135406378,26.16753057628197,11.817594293051656
85.18651712656806,25.78836906396993,11.855470417369187
85.08692407849477,25.416490791106387,11.89345144853778
84.98600623022587,25.05186346996416,11.931534237115107
84.8837370130416,24.69444880054432,11.969715677166805
84.78008925612025,24.34420281595108,12.007992705409182
84.67503517337632,24.001076224819418,12.046362300375954
84.56854635014741,23.665014749610137,12.084821481608264
