first_checkpoint_271.0,second_checkpoint_283.0,end_evolution_300.0
56029.81122026863,56029.79732054325,56029.779549200524
46575.83508807722,46575.82614420962,46575.81470908586
47786.800135444406,47786.78804545281,47786.772588005355
,,
61835.085731487954,61835.07608764269,61835.063757383534
,,
81441.56601476732,81441.52764381756,81441.4785889775
100587.46304470157,100587.43186194116,100587.39199613745
81508.45924066786,81508.4493667437,81508.43674244333
,,
75828.93963205823,75828.84292074422,75828.71926389447
68306.67083299204,68306.64992267247,68306.6231877741
59974.09861977806,59974.03699154629,59973.95820228667
46828.81645440812,46828.80690825224,46828.79470317116
51900.303689523,51900.2850925906,51900.261316391676
31695.889800371104,31695.88131567683,31695.87046793915
76169.20347120323,76169.1134778929,76168.99841939732
114867.95619457823,114867.92648855258,114867.88850987008
107873.95071088213,107873.9363952895,107873.91809245903
76170.36888588012,76170.31668734926,76170.24995311497
77161.16119234686,77161.14866952738,77161.13265835229
41827.064174652936,41827.05315514077,41827.0390664839
,,
,,
73034.79596469254,73034.78064118513,73034.76104993752
32236.934182764053,32236.92322895565,32236.909224446485
94401.18982452936,94401.17853509636,94401.16410084836
74168.00250710557,74167.97978317252,74167.95073105124
45774.5002388916,45774.490434142965,45774.47789838004
93275.87232924013,93275.84201200891,93275.80325149595
,,
33504.730685803865,33504.64005905604,33504.52419378631
,,
,,
,,
,,
,,
,,
66227.33521416297,66227.31370360397,66227.28620144668
,,
,,
49824.78074933842,49824.75811593582,49824.72917934045
104404.17949938898,104404.13204081138,104404.0713665407
87810.71219320291,87810.69654035442,87810.67652792734
114469.49596113487,122011.88354720575,104950.33946326599
87303.33689581057,87303.0656836075,87302.71890504088
,,
59893.67714244595,59893.65662602175,59893.63039551533
,,
68654.37924837852,68654.36714783541,68654.35167675914
43505.61231220485,43505.59404087419,43505.57068046628
104188.05221983696,104188.01727630856,104187.97260180254
,,
,,
113917.77556084472,113917.74560166465,113917.70730021216
72627.93481747563,72627.92680861351,72627.91656869948
33440.8608257171,33440.832066047515,33440.795297739984
60363.89141522343,60363.85285986804,60363.803568296426
38574.753531023125,38574.74772088751,38574.74029230753
,,
107619.93306391333,107619.91735145634,107619.89726263074
101484.1516041292,101484.10685194087,101484.04963804995
37888.23492446251,37888.224201336,37888.21049164822
65477.384355290415,65477.35398617228,65477.31516061169
68961.4562563129,68961.42672047259,68961.38895877676
96272.02426899076,96272.00777774215,96271.98669357706
,,
,,
52825.97782188389,52825.96734553763,52825.95395121982
98664.69418787006,98664.6796521048,98664.6610676983
,,
72093.23902313077,72093.2243696837,72093.20563456812
77102.48415790257,77102.46755248275,77102.44632233903
,,
42160.72757703148,42160.70955726184,42160.686518410155
66450.06052503137,66450.03680476046,66450.00647860047
,,
34291.004789157094,34290.98839033995,34290.96742450139
54612.9738640262,54612.9645600428,54612.95266431625
60519.68147089415,60519.66637598936,60519.647076323876
40619.28871007786,40619.24867604656,40619.19749159601
102194.13978787948,102194.16045184992,102194.18648238636
,,
,,
66232.52365155135,66232.50987020071,66232.49225053102
,,
84961.79779601477,84961.59446477178,84961.33454083947
,,
77656.29243340074,77656.27917535149,77656.26222436473
33332.823087161385,33332.8161672096,33332.80731987333
37536.09498169077,37536.07492775123,37536.04928828288
111719.99947114642,111719.98327609448,111719.96257062348
112214.83050677496,112214.8212852708,112214.80949497262
,,
39231.68109928812,39231.67325488448,39231.663225517725
126323.48868388518,126323.3940672725,126323.27313157078
82715.4927363701,82715.45431257464,82715.40518818927
,,
,,
,,
110829.8700161676,110829.85663287912,110829.83952192188
42023.80815556772,42023.79356426085,42023.774908774176
45679.400792902576,45679.38159752598,45679.35705633767
,,
82082.11528074552,82082.09398454151,82082.06675766704
,,
,,
31956.39721364692,31956.37742572489,31956.352127320744
96730.82261752572,96730.81400647917,96730.80299669977
81239.76324381024,81239.56427175425,81239.3098829614
65915.98705921319,65915.97734702766,65915.96492952025
93836.25086440404,93836.20990867174,93836.15754729042
