time,value_C
2.65,34.98203559350526
2.66,35.51325421827105
2.67,36.05566079452367
2.68,36.60953524015245
2.69,37.175164381105525
2.7,37.75284206896171
2.71,38.342869295324796
2.72,38.94555430247764
2.73,39.561212689689484
2.74,40.190167514523544
2.75,40.8327493884432
2.76,41.48929656596405
2.77,42.16015502654567
2.78,42.84567854836085
2.79,43.546228773021994
2.8,44.26217526028358
2.81,44.99389553167683
2.82,45.74177510196753
2.83,46.50620749726072
2.84,47.287594258507056
2.85,48.08634492909445
2.86,48.902877025136505
2.87,49.73761598699522
2.88,50.59099511050108
2.89,51.46345545625799
2.9,52.35544573534524
2.91,53.26742216965331
2.92,54.19984832501562
2.93,55.15319491522555
2.94,56.12793957495641
2.95,57.12456659953414
2.96,58.143566649447266
2.97,59.185436417418515
2.98,60.250678255807486
2.99,61.3397997620651
3.0,62.453313319919964
3.01,63.59173559394444
3.02,64.75558697512653
3.03,65.94539097506312
3.04,67.16167356639275
3.05,68.4049624671034
3.06,69.67578636638363
3.07,70.97467408973675
3.08,72.30215370114806
3.09,73.65875154018688
3.1,75.04499119203997
3.11,76.46139238861186
3.12,77.90846983899395
3.13,79.38673198779784
3.14,80.89667970007186
3.15,82.43880487177479
3.16,84.013588965068
3.17,85.62150146800785
3.18,87.26299827857665
3.19,88.93852001338054
3.2,90.64849024177046
3.21,92.39331364660421
3.22,94.17337411336663
3.23,95.98903274989763
3.24,97.84062583954477
3.25,99.72846273115626
3.26,101.65282366995831
3.27,103.61395757401729
3.28,105.61207976166563
3.29,107.64736963597011
3.3,109.71996833303488
3.31,111.8299763416555
3.32,113.97745110256793
3.33,116.16240459626222
3.34,118.38480092904571
3.35,120.64455392773982
3.36,122.94152475406815
3.37,125.27551955043366
3.38,127.64628712938115
3.39,130.05351671958852
3.4,132.49683578171744
3.41,134.97580790787308
3.42,137.4899308187632
3.43,140.03863447290266
3.44,142.62127930236974
3.45,145.23715458968255
3.46,147.88547700031427
3.47,150.56538928520644
3.48,153.2759591673599
3.49,156.0161784261824
3.5,158.78496219274757
3.51,161.58114846847118
3.52,164.40349787893712
3.53,167.25069367371023
3.54,170.12134198195957
3.55,173.01397233258757
3.56,175.9270384463254
3.57,178.85891930592075
3.58,181.80792050911828
3.59,184.7722759076284
3.6,187.75014953370496
3.61,190.73963781432215
3.62,193.73877207126634
3.63,196.7455213037543
3.64,199.75779524847005
3.65,202.77344771019153
3.66,205.7902801544707
3.67,208.80604555215263
3.68,211.8184524638811
3.69,214.82516935115925
3.7,217.82382909902256
3.71,220.81203373395516
3.72,223.78735931934733
3.73,226.7473610095672
3.74,229.68957824261022
3.75,232.61154005030824
3.76,235.51077046423117
3.77,238.3847939947097
3.78,241.23114115984825
3.79,244.0473540409931
3.8,246.83099184087055
3.81,249.57963642051965
3.82,252.29089779121236
3.83,254.9624195377803
3.84,257.5918841501517
3.85,260.1770182404384
3.86,262.7155976235991
3.87,265.20545224053467
3.88,267.6444709034346
3.89,270.0306058442871
3.9,272.3618770486754
3.91,274.6363763582995
3.92,276.8522713270767
3.93,279.00780881717077
3.94,281.1013183228669
3.95,283.1312150118343
3.96,285.09600247498463
3.97,286.99427517783204
3.98,288.8247206079696
3.99,290.5861211149896
4.0,292.27735544087204
4.01,293.8973999405368
4.02,295.4453294938866
4.03,296.92031811224683
4.04,298.32163924362436
4.05,299.64866578265224
4.06,300.9008697924445
4.07,302.0778219468571
4.08,303.1791907028214
4.09,304.2047412134847
4.1,305.15433399385205
4.11,306.0279233514734
4.12,306.82555559545295
4.13,307.5473670376809
4.14,308.1935818006938
4.15,308.764509446964
4.16,309.26054244470413
4.17,309.68215348544874
4.18,310.0298926687508
4.19,310.30438456930744
4.2,310.5063252017137
4.21,310.6364788978405
4.22,310.69567511155185
4.23,310.6848051651203
4.24,310.60481895127873
4.25,310.4567216043654
4.26,310.24157015348715
4.27,309.9604701700478
4.28,309.61457242137453
4.29,309.20506954152773
4.3,308.7331927297118
4.31,308.20020848601365
4.32,307.60741539349874
4.33,306.95614095498587
4.34,306.2477384921173
4.35,305.4835841136368
4.36,304.66507375909373
4.37,303.7936203235112
4.38,302.8706508678888
4.39,301.8976039197652
4.4,300.8759268674421
4.41,299.80707345087046
4.42,298.6925013516267
4.43,297.5336698838625
4.44,296.3320377875942
4.45,295.0890611252121
4.46,293.80619128163625
4.47,292.48487306811876
4.48,291.12654292930125
4.49,289.73262725277334
4.5,288.30454078004595
4.51,286.843685117552
4.52,285.35144734601425
4.53,283.829198726275
4.54,282.27829349946734
4.55,280.700067779214
4.56,279.0958385333774
4.57,277.4669026527395
4.58,275.8145361038738
4.59,274.1399931633707
4.6,272.444505730502
4.61,270.7292827153489
4.62,268.9955094993772
4.63,267.24434746541493
4.64,265.4769335939793
4.65,263.6943801228985
4.66,261.89777426719013
4.67,260.08817799618316
4.68,258.2666278649047
4.69,256.43413489679784
4.7,254.59168451488873
4.71,252.74023651858002
4.72,250.88072510331284
4.73,249.01405892041
4.74,247.14112117448732
4.75,245.26276975589863
4.76,243.37983740576095
4.77,241.49313191119023
4.78,239.60343632846275
4.79,237.71150923190436
4.8,235.81808498639643
4.81,233.92387404147505
4.82,232.0295632450872
4.83,230.1358161751544
4.84,228.2432734871804
4.85,226.35255327622426
4.86,224.46425145164332
4.87,222.57894212309333
4.88,220.6971779963522
4.89,218.81949077761266
4.9,216.94639158496508
4.91,215.07837136586568
4.92,213.21590131945715
4.93,211.35943332267806
4.94,209.50940035916437
4.95,207.66621695001112
4.96,205.83027958552412
4.97,204.0019671571518
4.98,202.18164138884367
4.99,200.3696472671378
5.0,198.56631346933074
5.01,196.77195278913464
5.02,194.98686255927296
5.03,193.21132507051195
5.04,191.44560798666828
5.05,189.68996475517375
5.06,187.9446350128171
5.07,186.20984498631924
5.08,184.48580788743365
5.09,182.7727243022953
5.1,181.0707825747735
5.11,179.38015918361205
5.12,177.70101911316837
5.13,176.03351621758787
5.14,174.37779357827466
5.15,172.73398385454195
5.16,171.10220962734599
5.17,169.4825837360278
5.18,167.8752096080046
5.19,166.2801815813699
5.2,164.69758522037708
5.21,163.12749762379585
5.22,161.56998772614446
5.23,160.02511659181278
5.24,158.4929377021029
5.25,156.97349723522484
5.26,155.4668343392937
5.27,153.9729813983842
5.28,152.49196429170604
5.29,151.0238026459711
5.3,149.56851008102973
5.31,148.12609444885942
5.32,146.69655806599468
5.33,145.2798979394911
5.34,143.87610598652122
5.35,142.4851692477032
5.36,141.1070700942666
5.37,139.74178642916223
5.38,138.38929188222542
5.39,137.0495559995038
5.4,135.72254442686264
5.41,134.40821908798154
5.42,133.10653835685767
5.43,131.8174572249312
5.44,130.54092746294862
5.45,129.2768977776808
5.46,128.0253139636111
5.47,126.78611904970995
5.48,125.55925344141104
5.49,124.34465505790376
5.5,123.14225946485595
5.51,121.95200000267991
5.52,120.77380791045346
5.53,119.60761244560697
5.54,118.4533409994857
5.55,117.31091920889547
5.56,116.18027106373832
5.57,115.06131901084323
5.58,113.95398405409537
5.59,112.8581858509655
5.6,111.77384280553987
5.61,110.70087215814878
5.62,109.63919007169038
5.63,108.58871171474446
5.64,107.54935134156923
5.65,106.52102236907191
5.66,105.50363745084253
5.67,104.49710854833812
5.68,103.50134699930278
5.69,102.51626358350717
5.7,101.54176858588897
5.71,100.57777185717437
5.72,99.62418287205817
5.73,98.68091078501898
5.74,97.74786448384344
5.75,96.82495264093205
5.76,95.9120837624573
5.77,95.00916623544279
5.78,94.11610837283064
5.79,93.23281845660236
5.8,92.35920477901702
5.81,91.4951756820286
5.82,90.64063959494281
5.83,89.79550507037213
5.84,88.95968081854618
5.85,88.13307574003278
5.86,87.3155989569239
5.87,86.5071598425388
5.88,85.70766804969523
5.89,84.91703353759853
5.9,84.13516659739638
5.91,83.36197787644612
5.92,82.59737840133984
5.93,81.84127959973131
5.94,81.0935933210074
5.95,80.3542318558455
5.96,79.62310795469696
5.97,78.90013484523566
5.98,78.1852262488094
5.99,77.4782963959308
6.0,76.77926004084311
6.01,76.08803247519546
6.02,75.40452954086066
6.03,74.72866764192817
6.04,74.06036375590305
6.05,73.3995354441417
6.06,72.74610086155317
6.07,72.09997876559478
6.08,71.46108852458943
6.09,70.82935012539106
6.1,70.20468418042412
6.11,69.58701193412186
6.12,68.97625526878744
6.13,68.37233670990129
6.14,67.77517943089703
6.15,67.18470725742783
6.16,66.60084467114424
6.17,66.0235168130037
6.18,65.45264948613142
6.19,64.88816915825171
6.2,64.33000296370788
6.21,63.77807870508859
6.22,63.23232485447764
6.23,62.69267055434376
6.24,62.15904561808634
6.25,61.631380530252365
6.26,61.10960644643963
6.27,60.5936551929003
6.28,60.083459265858835
6.29,59.57895183055749
6.3,59.080066720042325
6.31,58.586738433702074
6.32,58.09890213557187
6.33,57.6164936524133
6.34,57.13944947158196
6.35,56.667706738693184
6.36,56.201203255096225
6.37,55.739877475166914
6.38,55.28366850342829
6.39,54.83251609150844
6.4,54.38636063494447
6.41,53.94514316984104
6.42,53.50880536939182
6.43,53.07728954027167
6.44,52.65053861890721
6.45,52.22849616763309
6.46,51.81110637074099
6.47,51.398314030428146
6.48,50.99006456265188
6.49,50.58630399289639
6.5,50.186978951857824
6.51,49.79203667105342
6.52,49.40142497836018
6.53,49.015092293488564
6.54,48.63298762339606
6.55,48.255060557645805
6.56,47.881261263714755
6.57,47.51154048225602
6.58,47.14584952231962
6.59,46.78414025653594
6.6,46.42636511626561
6.61,46.07247708671987
6.62,45.722429702054974
6.63,45.37617704044398
6.64,45.03367371912951
6.65,44.694874889460486
6.66,44.35973623191595
6.67,44.02821395111893
6.68,43.70026477084303
6.69,43.37584592901453
6.7,43.05491517271249
6.71,42.737430753169185
6.72,42.423351420773365
6.73,42.11263642007839
6.74,41.8052454848174
6.75,41.501138832927545
6.76,41.200277161585085
6.77,40.90262164225328
6.78,40.6081339157447
6.79,40.316776087299615
6.8,40.028510721682046
6.81,39.743300838294886
6.82,39.46110990631551
6.83,39.1819018398532
6.84,38.90564099312961
6.85,38.63229215568345
6.86,38.36182054760052
6.87,38.094191814770085
6.88,37.82937202416862
6.89,37.56732765917187
6.9,37.308025614896046
6.91,37.05143319356895
6.92,36.79751809993188
6.93,36.546248436672975
6.94,36.297592699892625
6.95,36.05151977460163
6.96,35.80799893025264
6.97,35.56699981630543
6.98,35.32849245782652
6.99,35.09244725112346
7.0,34.8588349594144
7.01,34.62762670853317
7.02,34.39879398267022
7.03,34.17230862014982
7.04,33.948142809243706
7.05,33.72626908402146
7.06,33.50666032023785
7.07,33.28928973125726
7.08,33.07413086401548
7.09,32.86115759501887
7.1,32.65034412638109
7.11,32.44166498189752
7.12,32.235095003157284
7.13,32.030609345693136
7.14,31.828183475169034
7.15,31.627793163605553
7.16,31.429414485643054
7.17,31.233023814842607
7.18,31.038597820024602
7.19,30.84611346164501
7.2,30.65554798820921
7.21,30.466878932723265
7.22,30.280084109182596
7.23,30.095141609097883
7.24,29.912029798058096
7.25,29.7307273123305
7.26,29.551213055497495
7.27,29.37346619513011
7.28,29.197466159497985
7.29,29.02319263431568
7.3,28.85062555952509
7.31,28.67974512611376
7.32,28.51053177296896
7.33,28.342966183767203
7.34,28.177029283899078
7.35,28.01270223742912
7.36,27.849966444090494
7.37,27.68880353631425
7.38,27.529195376292922
7.39,27.371124053078198
7.4,27.21457187971243
7.41,27.059521390393698
7.42,26.9059553376742
7.43,26.753856689691673
7.44,26.603208627433588
7.45,26.45399454203385
7.46,26.30619803210173
7.47,26.159802901082738
7.48,26.014793154651173
7.49,25.87115299813406
7.5,25.728866833966205
7.51,25.58791925917605
7.52,25.448295062902094
7.53,25.30997922393954
7.54,25.17295690831692
7.55,25.037213466902386
7.56,24.9027344330394
7.57,24.7695055202115
7.58,24.63751261973589
7.59,24.50674179848555
7.6,24.377179296639547
7.61,24.248811525461317
7.62,24.121625065104592
7.63,23.995606662446658
7.64,23.870743228948733
7.65,23.74702183854309
7.66,23.62442972554672
7.67,23.502954282601156
7.68,23.382583058638296
7.69,23.263303756871817
7.7,23.14510423281399
7.71,23.02797249231754
7.72,22.911896689642376
7.73,22.79686512554677
7.74,22.682866245402856
7.75,22.569888637336057
7.76,22.457921030388242
7.77,22.346952292704298
7.78,22.236971429741878
7.79,22.127967582504027
7.8,22.019930025794444
7.81,21.9128481664951
7.82,21.806711541865965
7.83,21.701509817866565
7.84,21.59723278749912
7.85,21.493870369173017
7.86,21.391412605090334
7.87,21.289849659652198
7.88,21.1891718178857
7.89,21.089369483891137
7.9,20.990433179309303
7.91,20.89235354180865
7.92,20.795121323591992
7.93,20.69872738992259
7.94,20.603162717669314
7.95,20.50841839387072
7.96,20.414485614317737
7.97,20.321355682154767
7.98,20.22902000649899
7.99,20.137470101077593
8.0,20.046697582882775
8.01,19.956694170844216
8.02,19.867451684518862
8.03,19.778962042797794
8.04,19.691217262629934
8.05,19.6042094577624
8.06,19.51793083749733
8.07,19.43237370546488
8.08,19.34753045841229
8.09,19.263393585008753
8.1,19.17995566466589
8.11,19.097209366373658
8.12,19.015147447551477
8.13,18.933762752914376
8.14,18.853048213353972
8.15,18.772996844834104
8.16,18.6936017473009
8.17,18.61485610360714
8.18,18.536753178450674
8.19,18.459286317326768
8.2,18.382448945494154
8.21,18.30623456695463
8.22,18.23063676344604
8.23,18.15564919344843
8.24,18.081265591203245
8.25,18.00747976574538
8.26,17.9342855999479
8.27,17.861677049579306
8.28,17.78964814237315
8.29,17.718192977109833
8.3,17.64730572271048
8.31,17.576980617342645
8.32,17.507211967537778
8.33,17.43799414732025
8.34,17.369321597347806
8.35,17.301188824063267
8.36,17.23359039885738
8.37,17.16652095724263
8.38,17.09997519803787
8.39,17.03394788256368
8.4,16.96843383384823
8.41,16.90342793584358
8.42,16.83892513265224
8.43,16.774920427763867
8.44,16.711408883301974
8.45,16.6483856192805
8.46,16.58584581287013
8.47,16.52378469767421
8.48,16.462197563014165
8.49,16.401079753224273
8.5,16.34042666695567
8.51,16.28023375648946
8.52,16.22049652705884
8.53,16.16121053618009
8.54,16.102371392992296
8.55,16.04397475760576
8.56,15.986016340458889
8.57,15.928491901683532
8.58,15.8713972504786
8.59,15.81472824449188
8.6,15.758480789209939
8.61,15.702650837355998
8.62,15.647234388295677
8.63,15.592227487450508
8.64,15.537626225719103
8.65,15.4834267389059
8.66,15.429625207157347
8.67,15.376217854405468
8.68,15.32320094781868
8.69,15.270570797259788
8.7,15.218323754751038
8.71,15.166456213946168
8.72,15.114964609609324
8.73,15.063845417100794
8.74,15.013095151869424
8.75,14.962710368951665
8.76,14.912687662477143
8.77,14.863023665180666
8.78,14.813715047920596
8.79,14.764758519203482
8.8,14.716150824714893
8.81,14.667888746856342
8.82,14.619969104288248
8.83,14.572388751478844
8.84,14.525144578258937
8.85,14.478233509382468
8.86,14.431652504092789
8.87,14.385398555694556
8.88,14.339468691131206
8.89,14.293859970567906
8.9,14.248569486979925
8.91,14.203594365746344
8.92,14.158931764249044
8.93,14.114578871476885
8.94,14.070532907635037
8.95,14.026791123759358
8.96,13.983350801335781
8.97,13.940209251924632
8.98,13.89736381678981
8.99,13.854811866532772
9.0,13.812550800731268
9.01,13.770578047582726
9.02,13.728891063552277
9.03,13.687487333025325
9.04,13.646364367964603
9.05,13.60551970757167
9.06,13.56495091795278
9.07,13.524655591789076
9.08,13.484631348011025
9.09,13.444875831477082
9.1,13.405386712656483
9.11,13.366161687316135
9.12,13.327198476211555
9.13,13.288494824781784
9.14,13.250048502848243
9.15,13.21185730431746
9.16,13.17391904688764
9.17,13.136231571759005
9.18,13.098792743347866
9.19,13.06160044900438
9.2,13.024652598733939
9.21,12.98794712492213
9.22,12.951481982063253
9.23,12.915255146492317
9.24,12.879264616120476
9.25,12.843508410173879
9.26,12.80798456893586
9.27,12.772691153492445
9.28,12.73762624548113
9.29,12.702787946842866
9.3,12.668174379577248
9.31,12.633783685500825
9.32,12.599614026008513
9.33,12.565663581838075
9.34,12.531930552837602
9.35,12.498413157735985
9.36,12.465109633916313
9.37,12.432018237192183
9.38,12.399137241586866
9.39,12.366464939115293
9.4,12.333999639568836
9.41,12.301739670302831
9.42,12.269683376026828
9.43,12.2378291185975
9.44,12.20617527681421
9.45,12.174720246217193
9.46,12.143462438888287
9.47,12.112400283254233
9.48,12.081532223892468
9.49,12.05085672133939
9.5,12.020372251901073
9.51,11.990077307466393
9.52,11.959970395322523
9.53,11.930050037972789
9.54,11.900314772956824
9.55,11.870763152673034
9.56,11.841393744203293
9.57,11.812205129139887
9.58,11.783195903414645
9.59,11.75436467713024
9.6,11.725710074393632
9.61,11.697230733151622
9.62,11.6689253050285
9.63,11.640792455165734
9.64,11.612830862063705
9.65,11.585039217425441
9.66,11.55741622600233
9.67,11.52996060544178
9.68,11.502671086136814
9.69,11.475546411077568
9.7,11.448585335704651
9.71,11.421786627764375
9.72,11.395149067165802
9.73,11.368671445839606
9.74,11.342352567598702
9.75,11.316191248000644
9.76,11.29018631421175
9.77,11.26433660487295
9.78,11.23864096996731
9.79,11.213098270689233
9.8,11.187707379315302
9.81,11.162467179076753
9.82,11.137376564033541
9.83,11.112434438950004
9.84,11.087639719172072
9.85,11.062991330506032
9.86,11.038488209098803
9.87,11.014129301319723
9.88,10.989913563643814
9.89,10.965839962536503
9.9,10.9419074743398
9.91,10.91811508515989
9.92,10.894461790756143
9.93,10.870946596431498
9.94,10.84756851692423
9.95,10.824326576301063
9.96,10.801219807851618
9.97,10.778247253984183
9.98,10.75540796612278
9.99,10.732701004605513
10.0,10.710125438584193
10.01,10.6876803459252
10.02,10.665364813111589
10.03,10.643177935146415
10.04,10.62111881545725
10.05,10.599186565801897
10.06,10.577380306175277
10.07,10.555699164717458
10.08,10.534142277622847
10.09,10.512708789050484
10.1,10.49139785103547
10.11,10.470208623401481
10.12,10.449140273674365
10.13,10.428191976996814
10.14,10.407362916044086
10.15,10.386652280940774
10.16,10.366059269178598
10.17,10.345583085535212
10.18,10.325222941994026
10.19,10.304978057664995
10.2,10.2848476587064
10.21,10.264830978247593
10.22,10.244927256312682
10.23,10.225135739745163
10.24,10.205455682133477
10.25,10.185886343737486
10.26,10.166426991415843
10.27,10.147076898554255
10.28,10.127835344994638
10.29,10.108701616965124
10.3,10.089675007010934
10.31,10.070754813926097
10.32,10.051940342686002
10.33,10.033230904380778
10.34,10.014625816149477
10.35,9.996124401115079
10.36,9.977725988320273
10.37,9.959429912664032
10.38,9.94123551483895
10.39,9.92314214126936
10.4,9.905149144050174
10.41,9.887255880886507
10.42,9.869461715033996
10.43,9.851766015239871
10.44,9.834168155684727
10.45,9.816667515925005
10.46,9.799263480836169
10.47,9.781955440556574
10.48,9.764742790432013
10.49,9.747624930960926
10.5,9.730601267740282
10.51,9.713671211412105
10.52,9.696834177610656
10.53,9.680089586910237
10.54,9.66343686477363
10.55,9.646875441501164
10.56,9.630404752180382
10.57,9.614024236636322
10.58,9.597733339382385
10.59,9.581531509571803
10.6,9.565418200949681
10.61,9.549392871805617
10.62,9.533454984926886
10.63,9.517604007552185
10.64,9.501839411325935
10.65,9.486160672253117
10.66,9.470567270654659
10.67,9.455058691123345
10.68,9.439634422480257
10.69,9.424293957731726
10.7,9.4090367940268
10.71,9.393862432615222
10.72,9.378770378805894
10.73,9.363760141925843
10.74,9.348831235279665
10.75,9.333983176109463
10.76,9.31921548555524
10.77,9.304527688615773
10.78,9.289919314109943
10.79,9.275389894638524
10.8,9.260938966546417
10.81,9.246566069885334
10.82,9.232270748376916
10.83,9.218052549376285
10.84,9.20391102383603
10.85,9.189845726270603
10.86,9.175856214721144
10.87,9.161942050720707
10.88,9.148102799259904
10.89,9.134338028752937
10.9,9.120647311004035
10.91,9.107030221174279
10.92,9.093486337748818
10.93,9.080015242504453
10.94,9.06661652047762
10.95,9.053289759932717
10.96,9.040034552330821
10.97,9.026850492298758
10.98,9.013737177598525
10.99,9.00069420909708
11.0,8.987721190736469
11.01,8.974817729504297
11.02,8.961983435404552
11.03,8.949217921428748
11.04,8.936520803527408
11.05,8.923891700581882
11.06,8.911330234376472
11.07,8.898836029570884
11.08,8.886408713673005
11.09,8.874047917011973
11.1,8.861753272711569
11.11,8.849524416663902
11.12,8.837360987503407
11.13,8.825262626581125
11.14,8.81322897793928
11.15,8.801259688286153
11.16,8.789354406971228
11.17,8.777512785960626
11.18,8.765734479812822
11.19,8.754019145654626
11.2,8.742366443157438
11.21,8.730776034513783
11.22,8.71924758441409
11.23,8.707780760023747
11.24,8.69637523096041
11.25,8.685030669271564
11.26,8.673746749412338
11.27,8.662523148223569
11.28,8.65135954491011
11.29,8.64025562101938
11.3,8.629211060420152
11.31,8.618225549281584
11.32,8.607298776052474
11.33,8.59643043144075
11.34,8.58562020839319
11.35,8.574867802075362
11.36,8.564172909851791
11.37,8.553535231266341
11.38,8.542954468022815
11.39,8.53243032396577
11.4,8.521962505061545
11.41,8.51155071937949
11.42,8.501194677073414
11.43,8.490894090363222
11.44,8.480648673516765
11.45,8.47045814283188
11.46,8.460322216618637
11.47,8.450240615181768
11.48,8.44021306080329
11.49,8.430239277725326
11.5,8.420318992133105
11.51,8.410451932138145
11.52,8.400637827761624
11.53,8.390876410917928
11.54,8.381167415398377
11.55,8.371510576855126
11.56,8.361905632785243
11.57,8.352352322514955
11.58,8.342850387184065
11.59,8.333399569730533
11.6,8.32399961487523
11.61,8.314650269106847
11.62,8.305351280666969
11.63,8.29610239953531
11.64,8.2869033774151
