fixed_sym_D=0.4,fixed_asym_D=0.4
400.0,400.0
400.0,400.0
400.2011240307508,400.20112403075075
401.48942771226046,401.48781843894477
403.748670028784,403.742393087788
406.8791925140122,406.8638525000124
410.7996901875711,410.76963178603006
415.4434012397145,415.39176048171237
420.7548830766407,420.67361926224817
426.6875974921611,426.56751055468163
433.2021069925537,433.03284387524707
440.2647068434401,440.0347596074505
447.8463695009692,447.5430672634396
455.92191708452094,455.53141342733375
464.46936360679945,463.9766207518513
473.4693858980205,472.8581566824627
482.90489369676766,482.15770217905236
492.7606772639171,491.85879863309674
503.02311637719,501.9465567124679
513.6799384787878,512.4074148056171
524.7200165851444,523.2289375922165
536.1331996566721,534.399647370472
547.9101696860849,545.9088823430079
560.0423209452462,557.7466772530884
572.5216577352022,569.9036626743028
585.3407076842475,582.3709799622691
598.4924481859167,595.1402094281627
611.9702439999384,608.2033097284319
625.7677943816589,621.5525668103625
639.8790883794959,635.180551029603
654.2983671607595,649.0800812786146
669.020092405192,663.2441951458694
684.0389199515995,677.666124273317
699.3496780027549,692.3392742010044
714.947349292609,707.2572080880682
730.8270567018681,722.4136337827523
746.9840518764328,737.8023937839183
763.4137064606088,753.4174576952714
780.1115056054433,769.2529168232917
797.0730434536606,785.3029806122693
814.2940203377648,801.5619746462149
831.7702414580323,818.0243399788108
849.4976168331735,834.684633579841
867.4721623391144,851.5375297103902
885.6900016711953,868.5778220600765
904.1473690825734,885.8004264981666
922.8406127671276,903.2003843069604
941.766198769004,920.7728657806452
960.920715313363,938.5131740861548
980.3008774641114,956.4167492946142
999.9035320245748,974.4791725029003
1019.7256626063448,992.6961699748017
1039.7643948000289,1011.0636172403659
1060.01700138943,1029.5775431003415
1080.4809075578614,1048.2341334902496
1101.153696041942,1067.0297351656147
1122.0331121943314,1085.9608591762856
1143.1170689225476,1105.0241841036595
1164.403651476244,1124.2165590399893
1185.891122060181,1143.535006293858
1207.5779242546068,1162.9767238103802
1229.4626872288995,1182.5390872987382
1251.54422973813,1202.2196520633345
1273.8215638957004,1222.016154538137
1296.2938987184127,1241.9265135267499
1318.9606434432428,1261.9488311533664
1341.8214106177377,1282.081393532077
1364.8760189683514,1302.3226711640266
1388.124496053184,1322.6713190736698
1411.567080707495,1343.1261766968616
1435.2042252920744,1363.6862675347754
1459.036597756028,1384.3507985886679
1483.0650835268375,1405.1191595913338
1507.2907872416558,1425.9909220517222
1531.7150343347407,1446.9658381296408
1556.339372496699,1468.0438393577647
1581.1655730218458,1489.2250352283224
1606.195632060468,1510.509711661837
1631.4317717931444,1531.8983293752074
1656.8764415445305,1553.3915221662055
1682.532318854146,1574.990095131168
1708.402310521774,1596.6950228322823
1734.4895536450292,1618.5074474304288
1760.797416666568,1640.428676799027
1787.3295004482263,1662.4601826337957
1814.0896393891685,1684.6035985727417
1841.081902604844,1706.8607183400784
1868.3105951832604,1729.2334939271393
1895.7802595347327,1751.7240338226957
1923.4956768509207,1774.334601304436
1951.4618686885865,1797.0676128027008
1979.684098693116,1819.9256363469121
2008.16787447648,1842.911390104501
2036.9189496638928,1866.027741021488
2065.943326123067,1889.2777035732784
2095.2472563895844,1912.664438633622
2124.837246301539,1936.1912524691356
2154.720057856271,1959.861595866224
2184.902712301688,1983.679063396736
2215.392493474364,2007.6473928281941
2246.196951396336,2031.7704646839823
2277.3239061422632,2056.052301958452
2308.7814519883964,2080.49706999151
2340.5779618546,2105.1090765068916
2372.722092050517,2129.8927718179866
2405.2227873368224,2154.8527492047956
2438.0892863124086,2179.993745465314
2471.331127138268,2205.320641644419
2504.958153608801,2230.838463943113
2538.9805215812503,2256.552384810811
2573.4087057739835,2282.4677242232056
2608.253506944385,2308.589951148122
2643.526059457188,2334.9246852016827
2679.237839254158,2361.4776984970317
2715.4006722361974,2388.2549176878247
2752.026743069009,2415.2624262086683
2789.128604423717,2442.506466714696
2826.7191866639314,2469.9934437224892
2864.811807991005,2497.729926454594
2903.420185059428,2525.722651889948
2942.5584440745133,2553.978528022609
2982.24113238481,2582.504637331276
3022.483230581872,2611.3082404622
3063.300165120306,2640.396780128215
3104.7078214712437,2669.7778852267593
3146.7225578226494,2699.4593751799007
3189.361219340106,2729.449264499559
3232.641153001952,2759.755767581282
3276.5802230228683,2790.387303730121
3321.1968268802075,2821.3525024223463
3366.5099119575066,2852.660208806944
3412.538992819803,2884.3194894510398
3459.3041691354347,2916.3396383336194
3506.826144259089,2948.730183092124
3555.126244490848,2981.5008915267304
3604.22643902594,3014.661778367346
3654.1493606097615,3048.223112308587
3704.91832691254,3082.1954233182264
3756.5573626376968,3116.5895102248364
3809.0912223775968,3151.4164485905794
3862.545414229816,3186.6875988753227
3916.946224186455,3222.414614898479
3972.320741308204,3258.609452605198
4028.696883693955,3295.284379143734
4086.103425255583,3332.451982261039
4144.570023306236,3370.1251800238047
4204.127246968906,3408.3172308723756
4264.806606410256,3447.0417440151296
4326.640582902663,3486.3126901710616
4389.662659715027,3526.1444126684655
4453.907353830288,3566.551638907718
4519.410248484501,3607.549492196266
4586.208026518939,3649.1535039639953
4654.338504532839,3691.379626367202
4723.840667820069,3734.2442452893906
4794.754706068201,3777.7641937471167
4867.122049793061,3821.9567657090083
4940.985407475878,3866.8397303360102
5016.388803363472,3912.4313466507256
5093.377615884599,3958.7503786435273
5171.998616627408,4005.816110822831
5252.300009814033,4053.648364216597
5334.331472198436,4102.267512831702
5418.144193302802,4151.694500577344
5503.790915895868,4201.950858658051
5591.325976603567,4253.058723441203
5680.805346528117,4305.040854803169
5772.286671736177,4357.920654957286
5865.829313459767,4411.722187765857
5961.494387835293,4466.470198537181
6059.34480498605,4522.190134307326
6159.445307231995,4578.908164604819
6261.862506187227,4636.651202694823
6366.66491848041,4695.446927297441
6473.922999806251,4755.32380477275
6583.7091769869885,4816.3111117628205
6696.097877691601,4878.4389582784415
6811.165557426982,4941.738311215393
6928.990723379679,5006.241018281996
7049.653954648777,5071.979832316205
7173.237918370206,5138.988435966694
7299.827381190084,5207.301466708215
7429.509215499652,5276.954542156938
7562.372399797035,5347.984285646445
7698.508012491472,5420.428352019601
7838.009218413875,5494.325453585544
7980.971247243845,5569.715386184499
8127.491363007725,5646.63905529611
8277.668823745134,5725.138502119223
8431.604830383116,5805.25692954278
8589.402463797882,5887.038727918437
8751.16660898461,5970.529500535752
8917.0038651965,6055.776088690297
9087.022440855915,6142.826596223674
9261.332031983751,6231.730413402203
9440.043682839105,6322.538239987966
9623.269627410837,6415.3021073417785
9811.123110357066,6510.075399382637
10003.718185948985,6606.9128722120895
10201.169493543548,6705.87067219478
10403.59200808696,6807.006352268199
10611.100764138995,6910.378886235202
10823.810551909635,7016.048680772325
11041.835583815591,7124.077584865143
11265.28913009796,7234.528896358991
11494.283122095165,7347.467365289196
11728.927721840677,7462.959193629674
11969.330856754605,7581.0720310722545
12215.597718325223,7701.874966421507
12467.83022383305,7825.4385141611965
12726.126440358998,7951.8345957188685
12990.57997054169,8081.136514924604
13261.279299809356,8213.418927128716
13538.307105111027,8348.75780141141
13821.739525511528,8487.230375285224
14111.645395396012,8628.915101258763
14408.085441453442,8773.891584598065
14711.111445074172,8922.240511590217
15020.765372303904,9074.043567582932
15337.078474043126,9229.383344044183
15660.070359764832,9388.343233858073
15989.748048640267,9551.00731404751
16326.105002607454,9717.460215091522
16669.120146584264,9887.786975985895
17018.75688170908,10062.072884180961
17374.96209817888,10240.403299520618
17737.665194936577,10422.863461302975
18106.77711412528,10609.538277586276
18482.18939886392,10800.512095874961
18863.77328349301,10995.868454341118
19251.378825976542,11195.689812767072
19644.83409261069,11400.057262436883
20043.944405567367,11609.050214259105
20448.49166407465,11822.7460644717
20858.233750192096,12041.219837363658
21272.9040301626,12264.543804547977
21692.21096220113,12492.787080438235
22115.837821302848,12726.015193717478
22543.44255121016,12964.289634744198
22974.6577530634,13207.667379016979
23409.09081947004,13456.200387017529
23846.3242217622,13709.935080971773
24285.915957075315,13968.91179931075
24727.40016057976,14233.16422987707
25170.28788674248,14502.71882320827
25614.068061903046,14777.594187534685
26058.208608736422,15057.800467454981
26502.15774136509,15343.338708595707
26945.345428002314,15634.200210919456
27387.1850160834,15930.365873716755
27827.07501290367,16231.805535695941
28264.401012862425,16538.477313968924
28698.53776054327,16850.326946114055
29128.851337076776,17167.287139874927
29554.70145556225,17489.276935419828
29975.44384980308,17816.20108543429
30390.43273926242,18147.949458641633
30799.023351999174,18484.396472636414
31200.574486419533,18825.400562165592
31594.451091995667,19170.803689194057
31980.026848673948,19520.430901237716
32356.68672452852,19874.08994453057
32723.82949131693,20231.57093860528
33080.8701779608,20592.646118803033
33427.24244260033,20957.069653082115
33762.40084474508,21324.577539260892
34085.823000150034,21694.88758850597
34397.01160236408,22067.69950045811
34695.49629640584,22442.69503487595
34980.83539169069,22819.53828407191
35252.61740313513,23197.876049718285
35510.46241126832,23577.33832681878
35754.02323415456,23957.538896778566
35982.986405941694,24338.0760305718
36197.07295886717,24718.533302009986
36396.039007545645,25098.480510069043
36579.67613629937,25477.47470815068
36747.81159214895,25855.06133704921
36900.30828783344,26230.775457283762
37037.0646208532,26604.143075354255
37158.01411600977,26974.68255740447
37263.12490023927,27341.906122743552
37352.399019689154,27705.321408705382
37425.87160996612,28064.433097429137
37483.60993128083,28418.744594339354
37525.71228083457,28767.759747403452
37552.30679523487,29110.984595661503
37563.5501559993,29447.929135067032
37559.62621131555,29778.109089357324
37540.7445271828,30101.047673492852
37507.13888087599,30416.277337171767
37459.06570936402,30723.34147603771
37396.802524889375,31021.796098456263
37320.64630939505,31311.21143613312
37230.91189887998,31591.173487379117
37127.930368091016,31861.285482485342
37012.04742523288,32121.169261444596
36883.621825610986,32370.466555131672
36743.02381232919,32608.84016201991
36590.63359135712,32835.97501355044
36426.83984747187,33051.57912236724
36252.03830677517,33255.384408769496
36066.63035070043,33447.14740189519
35871.021685660264,33626.64981332108
35665.62107175182,33793.69898192627
35450.83911323959,33948.12819000609
35227.08711287758,34089.79685172353
34994.77599151788,34218.590576035196
34754.31527388328,34334.42110721564
34506.11214085935,34437.226147016845
34250.57054818572,34526.96906333162
33988.090410998855,34603.638490972495
