evolving_sym_D_0.4_ooo,evolving_asym_D_0.4_oob,evolving_asym_D_0.4_obb,evolving_sym_D_0.4_bbb
4.0,4.0,0.0,0.0
4.0,3.984,0.0806044,0.0
4.0,3.9687088352,0.15945653267516,0.0
4.000000260715309,3.954102637935343,0.2365973788211696,0.0
4.000003817658003,3.940161054087291,0.3120685296362417,1.608702458633307e-06
4.0000169259819485,3.926867650515701,0.3859128246445682,8.614713694214652e-06
4.000048516863548,3.9142093377570273,0.4581740037540601,2.6579743697226317e-05
4.000109720875058,3.902175863055874,0.5288963984551056,6.247796793636373e-05
4.000213474134204,3.890759388981988,0.5981246821024715,0.00012440030158910906
4.000374193066395,3.8799541430430895,0.665903669454668,0.00022131281791549188
4.000607503884154,3.8697561240578944,0.7322781550211257,0.0003628581174255829
4.000930015828154,3.8601628540579656,0.7972927819415263,0.0005591907759622853
4.001359129783492,3.8511731671055305,0.8609919351169996,0.000820840105888072
4.001912875822628,3.842787028390353,0.9234196538249804,0.0011585950615182257
4.002609774654159,3.8350053784268567,0.9846195601572238,0.0015834072940332056
4.003468719014141,3.8278299982544777,1.0446348004330104,0.0021063092264454767
4.004508871830284,3.8212633923576487,1.1035079973424473,0.0027383446646740504
4.005749578593906,3.815308686642618,1.1612812110284407,0.0034905099492428065
4.007210291841848,3.8099695392890816,1.2179959076622242,0.004373704027118338
4.00891050601664,3.805250062671981,1.2736929343352732,0.00539868611501222
4.010869701263622,3.80115475484867,1.3284124993003297,0.006576039855374032
4.0131072949566375,3.797688439347579,1.382194156760571,0.007916143049471594
4.015642599932567,3.794856212189951,1.4350767955390624,0.00942914219937724
4.0184947885691855,3.7926633952362527,1.4870986310681855,0.01112493121041826
4.021682861967872,3.791115495080872,1.5382972002263409,0.013013133703709365
4.0252256236081845,3.7902181668284713,1.5887093586211616,0.015103088469291558
4.029141656929366,3.789977182177135,1.6383712799779306,0.01740383765760896
4.033449306367968,3.790398401310729,1.6873184573413635,0.019924117363227065
4.03816666144329,3.791487748168211,1.7355857058403108,0.022672350301908888
4.0433115435355305,3.793251188713224,1.783207166799754,0.02565664032205255
4.048901495046887,3.79569471187473,1.8302163130139053,0.02888476852535069
4.054953770674673,3.798824312870202,1.8766459550192125,0.03236419080039512
4.061485330558979,3.802645978657821,1.922528248227383,0.036102036597653916
4.068512835096224,3.8071656752945215,1.9678947007967933,0.040105108795470426
4.076052641234961,3.812389337002872,2.012776182136305,0.04437988452502682
4.084120800091975,3.8183228567726206,2.0572029319490293,0.048932516838033575
4.092733055745666,3.8249720783426446,2.101204569735261,0.053768837114624914
4.101904845080189,3.832342789426385,2.144810104683909,0.05889435812087083
4.111651298568344,3.840440716059121,2.188047945890581,0.06431427763571756
4.121987241893855,3.8492715179587966,2.2309459128481244,0.07003348257625887
4.132927198324905,3.858840784803923,2.273531246162139,0.07605655355820193
4.1444853917606,3.869154033342421,2.3158306184498523,0.08238776983538017
4.156675750380757,3.880216705254508,2.357870145385871,0.08903111456831071
4.169511910837114,3.892034165700831,2.399675396862864,0.0959902803772085
4.18300722293084,3.9046117024942486,2.441271408239204,0.10326867513964806
4.197174754727333,3.917954525840107,2.4826826916491185,0.11086942799728823
4.212027298064616,3.9320677685955134,2.5239332473539724,0.11879539553981543
4.227577374416474,3.946956487003216,2.565046575116088,0.1270491681375777
4.243837241075718,3.962625661860185,2.606045685578897,0.1356330763973267
4.2608188976267645,3.979080200085112,2.646953111639401,0.14454919771810307
4.278534092680148,3.996324936652564,2.6877909198008063,0.15379936292663218
4.29699433084458,4.014364636864833,2.728580721494914,0.1633851629736748
4.316210879914941,4.033203998935423,2.769343684365342,0.17330795567463228
4.336194778256966,4.052847656860671,2.810100543504006,0.18356887247936268
4.35695684237164,4.073300183558412,2.850871612634485,0.19416882525764684
4.378507674624209,4.094566094254627,2.891676795236953,0.205108513088071
4.400857671124528,4.1166498501009645,2.932535595610321,0.21638842903928304
4.4240170297470165,4.139555862007708,2.973467129868075,0.2280088669336479
4.447995758279927,4.163288494678287,3.014490136865056,0.23996992808428816
4.472803682694903,4.18785207083286,3.055622989053102,0.2522715279973596
4.49845045552896,4.213250875609695,3.096883703264074,0.2649134030321906
4.524945564372068,4.239489161134273,3.138289951419336,0.2778951170126156
4.552298340454427,4.266571151247015,3.1798590711652284,0.2912160677834672
4.580517967328398,4.294501046381484,3.221608076434523,0.30487549370676553
4.609613489640796,4.323283028585775,3.2635536679342105,0.3188724800926624
4.639593821991942,4.352921266680547,3.305712243560337,0.333205965560669
4.670467757878512,4.38341992154788,3.348099908740904,0.3478747483271246
4.702243978717763,4.414783151545737,3.3907324867081265,0.36287749241525225
4.734931062951232,4.447015118043446,3.4336255287015813,0.37821273378450404
4.768537495226503,4.480119991074104,3.4767943241040173,0.39387888637622165
4.803071675655999,4.514101955100319,3.520253910511783,0.40987424807293565
4.83854192915221,4.548965214890139,3.5640190837420054,0.4261970065688993
4.87495651483907,4.584714001500449,3.608104407778825,0.44284524514970225
4.912323635539557,4.621352578365471,3.652524224661127,0.4598169483790408
4.950651447339857,4.658885247488393,3.69729266431434,0.4771100076909345
4.989948069230749,4.697316355734432,3.7424236543289897,0.49472222688587436
5.03022159282708,4.736650301223992,3.787930929688816,0.5126513275295735
5.071480092166482,4.776891539824829,3.8338280424513296,0.5308949542531581
5.113731633588671,4.818044591742429,3.880128371383808,0.5494506799537975
5.156984285696908,4.860114048208027,3.926845131557785,0.5683160108949195
5.201246129403388,4.903104578263985,3.9739913839051817,0.587488391705297
