D=0.0 mm/w,D=0.1 mm/w,D=0.2 mm/w,D=0.3 mm/w,D=0.4 mm/w,D=0.5 mm/w,D=0.6 mm/w,D=0.7 mm/w,D=0.8 mm/w,D=0.9 mm/w,D=1.0 mm/w
648.5377253241221,648.5407926113768,648.5616918382898,648.616576239622,648.7196226946714,648.8829706540231,649.116741565534,649.4291151968783,649.826444594262,650.3133956657065,650.8931007454033
657.4269569410461,657.4306703171183,657.4558179511433,657.5214470860219,657.6439458321502,657.8370755363977,658.1120765055224,658.4778228347392,658.9410079015181,659.5063466506739,660.1767843723885
666.4726450883229,666.4770828575953,666.506981152603,666.5845909109216,666.7287184583373,666.9548721167179,667.2754717261769,667.7000965857042,668.2357535744222,668.8871520694709,669.6569760251039
675.6757403090545,675.6809876587922,675.7161818640457,675.8071108554628,675.9752192545745,676.2378927984937,676.6087913466648,677.098206238565,677.7134244423157,678.459087030739,679.3375333946076
685.037227470627,685.0433769628836,685.0844583143617,685.1901548049035,685.3847831485781,685.6877423650031,686.1139923383007,686.6745387377774,687.3769080018656,688.2256013620415,689.2225208164006
694.558125049413,694.5652771459891,694.6128860545708,694.7349153495612,694.9588019990989,695.3060996567891,695.7931274341869,696.4316025230358,697.2292423377141,698.190327215259,699.3162186187288
704.2394845094364,704.2477481322205,704.302577582328,704.4426298857651,704.6987254681807,705.0947195001762,705.6483483660109,706.372032281025,707.2736225451599,708.3570872647826,709.6231331517927
714.0823897704951,714.091882899672,714.154682072852,714.3145808552106,714.6060620821962,715.0554348914599,715.6819094365059,716.4985941217636,717.5134076709518,718.7299035177656,720.1480075196303
724.0879567616317,724.0988070744062,724.1703852132425,724.3520961216034,724.6823804834005,725.1901594420467,725.8961714367579,726.8141911926563,727.9521281889641,729.3130067563211,730.89583303697
734.2573330562059,734.2696786088602,734.3509091375461,734.5565494839136,734.9293108742303,735.500890090368,736.2936059181164,737.3218697439405,738.5934940280557,740.1108466320135,741.8718614336913
744.5916975851505,744.6056875414224,744.6975124602772,744.9293613259482,745.3485466570063,745.9897100868443,746.8767998289314,748.0248256596618,749.4414031697975,751.1281024332735,753.0816178296875
755.0922604252926,755.1080558342356,755.2114904064204,755.4719994022813,755.9418462720455,756.6587922585387,757.6484605266824,758.9264114686044,760.4999508339716,762.3696945464719,764.5309145028797
765.7602626598922,765.7780372865564,765.894175036212,766.1859797608657,766.7110352374693,767.5104025603953,768.6114211762856,770.0301438497552,771.7734392697873,773.8407966312898,776.225865472876
776.596976308804,776.6169175212455,776.7469355632436,777.0728678028714,777.6580083941917,778.5469039201132,779.7686465454467,781.339711646861,783.2663881706162,785.546848530732,788.1729019223035
787.6037043258904,787.6260140421919,787.7711787646334,788.1342794804683,788.784732359686,789.7707603837468,791.1232392078667,792.858984406457,794.9835457297171,797.493569935624,800.3787884771516
798.7817806615277,798.8066763606732,798.9683494821862,799.3718826333843,800.0932481941574,801.1845415690391,802.6784461649007,804.5920214533821,806.9299003538888,809.6869748227183,812.8506403665565
810.1325703882371,810.1602861888389,810.3399312135977,810.7873984651202,811.5856742826844,812.7909274332957,814.4376658959021,816.5430815172551,819.1106930512569,822.1333866846043,825.5959414813306
821.6574698876467,821.6882576986662,821.8874467928626,822.3826031596961,823.2642094367374,824.5927133622744,826.4044558469667,828.7166329226629,831.5314305084692,834.839454568478,838.6225633492029
833.3579070971556,833.3920378448859,833.6124591591189,834.1593296397385,835.1311362182299,836.5928155861081,838.5825403671095,841.1173643549075,844.1978988714462,847.8121699394876,851.9387850431962
845.2353418148199,845.2731067505035,845.5165722131937,846.1194694665853,847.1888244889204,848.7942769276956,850.9758191000784,853.7501962120821,857.1161782425253,861.0588843828391,865.5533140378501
857.2912660611174,857.3329781536611,857.6014317611297,858.2649748829043,859.4397351875448,861.2002728882948,863.5883758390345,866.6202925530099,870.292657905352,874.5873281571569,879.4753080261249
869.5272044963788,869.5731999146817,869.8687265439443,870.5978609980797,871.8864243365506,873.8141180742417,876.4244878502236,879.7330736492023,883.7340522872544,888.405629609757,893.7143977078198
881.9447148927891,881.9953545822349,882.3201893528307,883.1202081163345,884.5315472797174,886.6392729678154,889.4886356705551,893.0942291474975,897.4474176670938,902.5223354625568,908.2807105582605
894.545388659977,894.6010600176351,894.9575982289389,895.834164207233,897.3778631513026,899.679351044292,902.785513382706,906.7097318484664,911.4401696347758,916.9464319753488,923.1848955838947
907.330851423311,907.3919700763598,907.7827777467912,908.7419475178511,910.428239576672,912.9381262362112,916.3200393700308,920.5858521040544,925.7201013067636,931.6873669911694,938.4381490693374
920.3027636541192,920.3697753459364,920.7976003802906,921.8458493255386,923.6856576036754,926.4195407448368,930.0973675522096,934.7291728363132,940.2954023001224,946.755072866538,954.0522413184037
933.4628213511426,933.5362039394006,934.003987950182,935.1482368298252,937.1532168633394,940.1277131977852,944.1228991012532,949.1466051775352,955.1746784658988,962.159990287525,970.0395443898127
946.8127567726108,946.8930223435908,947.4039131517324,948.6515561816876,950.8341409578014,954.0669471508414,958.4022946362796,963.84540473067,970.3669723810764,977.913092970968,986.4130608266374
960.354339218422,960.4420363215888,960.9994011613184,962.3583356480772,964.7317830728432,968.2417399311564,972.9414868944092,978.8331884476802,985.8817845970112,994.025913248808,1003.1864533772765
974.0893758619728,974.185091868673,974.79253132055,976.2711889093788,978.8496318119124,982.6567918183382,987.7466938742772,994.1179521225188,1001.729095641238,1010.5105685325188,1020.3740757048367
988.0197126312672,988.1240762212116,988.78543889654,990.3928184873052,993.1913172482188,997.317015559496,1002.8244324480938,1009.7080884947802,1017.9193887688992,1027.3797886540417,1037.9910040814143
1002.1472351389996,1002.260918917975,1002.980316916947,1004.7260193006824,1007.7606171913494,1012.2275462140992,1018.1815324379528,1025.6124059598542,1034.463673459897,1044.6469440796222,1056.0530700639406
1016.4738696613724,1016.5975929134252,1017.3794180784846,1019.273682346655,1022.561463664936,1027.3937513246206,1033.825151152237,1041.8401478816556,1051.3735096582425,1062.326074993508,1074.5768941490915
1031.0015841654813,1031.1361157426047,1031.985056727715,1034.0387985050415,1037.5979495922345,1042.8212414093898,1049.7627883785972,1058.4010125047878,1068.6610327510662,1080.431921249712,1093.5799204063176
1045.732389385153,1045.8785507373402,1046.7996109131288,1049.0244624639424,1052.8743356870505,1058.5158807749249,1066.0023018310546,1075.3051734643566,1086.3389792864202,1098.9799531920326,1113.0804520904016
1060.6683399451945,1060.8270082935626,1061.8255245077578,1064.2338767652036,1068.3950575483225,1074.4837986462303,1082.5519230503974,1092.5633008936345,1104.4207134313317,1117.9864033452654,1133.0976882381342
1075.8115355340583,1075.983647189648,1077.0653094018571,1079.6703559690154,1084.1647329577806,1090.731400615192,1099.420273759165,1110.186583132382,1122.9202541746754,1137.468298984101,1153.6517612577413
1091.164122125002,1091.350675955791,1092.5215477655688,1095.337330937728,1100.18816938152,1107.265380409224,1116.6163826751724,1128.186749041882,1141.852303283233,1157.443495590567,1174.7637755246255
1106.7282932458645,1106.930354294538,1108.1968943818576,1111.23835323991,1116.4703716779436,1124.092731984719,1134.149702790668,1146.5760909366024,1161.2322740238285,1177.9307112160377,1196.4558470027582
1122.5062912976475,1122.7249945527194,1124.0940790504662,1127.377099676715,1133.0165500163969,1141.2207619525864,1152.0301291278258,1165.3674881468223,1181.0763206696345,1198.9495617697482,1218.7511439176785
1138.5004089221447,1138.7369632451473,1140.215909064079,1143.7573769337534,1149.8321280128148,1158.6571023461663,1170.2680169852688,1184.5744312314982,1201.401368814538,1220.5205972623733,1241.6739285144292
1154.712990418913,1154.9686826305594,1156.5652717583691,1160.3831263628322,1166.922751090856,1176.4097237450326,1188.8742006946345,1204.211046866004,1222.2251465257998,1242.6653390404554,1265.2495999418365
1171.1464332119483,1171.4226323404062,1173.1451371380615,1177.2584288991231,1184.294295079189,1194.4869487715546,1207.860012910745,1224.2921234350686,1243.5662163719865,1265.406318055229,1289.5047383131955
1187.8031893664688,1188.101351061193,1189.958560581597,1194.3875101204949,1201.9528750578208,1212.8974659805228,1227.2373044636272,1244.8331373671488,1265.4440083702352,1288.767114217514,1314.4671500025602
1204.6857671562802,1205.0074382711948,1207.0086856274145,1211.7747454568705,1219.9048544685154,1231.6503441655375,1247.0184648053462,1265.8502802524847,1287.8788539041543,1312.7723968987766,1340.165914245296
1221.7967326822454,1222.1435560324578,1224.2987468452425,1229.4246655585384,1238.1568545064356,1250.7550471091863,1267.2164430892612,1287.3604867930912,1310.892020670972,1337.4479666469672,1366.63143112122
1239.138711542443,1239.5124308390996,1241.8320727961593,1247.3419618333062,1256.7157638120732,1270.2214488071738,1287.8447699238166,1309.3814636388004,1334.5057487237664,1362.8207981942774,1393.8954710083458
