D=0.0 mm^2/w,D=0.1 mm^2/w,D=0.2 mm^2/w,D=0.3 mm^2/w,D=0.4 mm^2/w,D=0.5 mm^2/w,D=0.6 mm^2/w,D=0.7 mm^2/w,D=0.8 mm^2/w,D=0.9 mm^2/w,D=1.0 mm^2/w
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
4.000000260715309,4.000000356715309,4.0000010287153085,4.000002852715308,4.000006404715308,4.000012260715309,4.000020996715309,4.000033188715308,4.000049412715309,4.0000702447153085,4.000096260715309
4.000003817658003,4.000004194820545,4.000006829582343,4.0000139647586535,4.00002782703673,4.000050626975831,4.00008455900721,4.000131801434122,4.000194516431827,4.000274850047576,4.000374932200627
4.0000169259819485,4.000017852236644,4.000024309650808,4.000041757051398,4.000075574723721,4.00013106481464,4.000213451735766,4.000327882566659,4.000479427458036,4.000673080034959,4.000913757800041
4.000048516863548,4.0000503369316,4.000062999796087,4.000097135887238,4.000163146111904,4.000271204207643,4.000431259086205,4.000653037166464,4.000946044696766,4.001319570066697,4.001782686108281
4.000109720875058,4.000112850683992,4.000134581648931,4.000193029914552,4.000305789871713,4.000489942175895,4.000762061693679,4.001138225377609,4.001634020069706,4.002264550233938,4.0030444456179755
4.000213474134204,4.000218395595783,4.000252497051266,4.000344008917711,4.000520144864085,4.0008071226231685,4.00123018452376,4.0018136177455625,4.002580774299058,4.003554090732697,4.004755107569746
4.000374193066395,4.000381449193217,4.000431625897258,4.0005659703213805,4.000823946167462,4.00124327927904,4.001860002408346,4.002708499178051,4.003821547247819,4.005230360695742,4.006964631624682
4.000607503884154,4.000617694222614,4.00068801848413,4.000875879599136,4.001235783589636,4.001819428322717,4.0026757902819465,4.003851209389842,4.005389471914096,4.007331891489825,4.0097173882898565
4.000930015828154,4.000943792187362,4.001038671434538,4.001291553698351,4.001774901893585,4.002556900149657,4.003701607999682,4.005269110418463,4.007315663796383,4.009893837934688,4.0130526541464135
4.001359129783492,4.001377192241435,4.001501338819628,4.001831479155142,4.0024610345159015,4.003477202268456,4.004961212101441,4.006988574210621,4.009629319647285,4.012948233027662,4.017005077797134
4.001912875822628,4.0019359689923375,4.00209437204802,4.002514658504783,4.003314264477749,4.004601907216689,4.006477988751817,4.009034985083836,4.01235782134093,4.0165242333151685,4.021605115780906
4.002609774654159,4.002638684194049,4.002836583512442,4.003360480015716,4.004354907602181,4.00595256078095,4.008274903450909,4.011432753180755,4.015526841807587,4.020648353148541,4.02687943859771
4.003468719014141,4.00350426836788,4.003747130042084,4.004388606828378,4.005603414197251,4.007550606836881,4.010374464114412,4.014205335990739,4.019160450871172,4.025344686826795,4.032851307575358
4.004508871830284,4.004551919182711,4.004845413001441,4.005618882369928,4.007080286147552,4.009417325895003,4.012798694867374,4.01737526571826,4.023281219463663,4.030635118162813,4.039540923684386
4.005749578593906,4.005801014030536,4.0061509924801015,4.007071249517213,4.008806006952296,4.011573785021863,4.015569118458285,4.0209641808032766,4.027910321156252,4.036539517381528,4.04696574963721
4.007210291841848,4.007271034700467,4.007683513484489,4.008765681444699,4.010800982707201,4.014040797254707,4.018706745629598,4.024992860295207,4.033067630289776,4.043075925516949,4.0551408067375725
4.00891050601664,4.008981502420372,4.0094626424080415,4.010722122457582,4.013085492386351,4.016838888977358,4.02223207011296,4.029481260084514,4.03877181624066,4.050260726652207,4.0640789480076975
4.010869701263622,4.0109519218256935,4.011508012346127,4.012960437398395,4.015679646064066,4.019988274000321,4.026165068177055,4.034448550228558,4.045040433547171,4.05810880846614,4.073791109134905
4.0131072949566375,4.013201732647805,4.013839176054357,4.015500368446236,4.018603349943882,4.02350883330748,4.0305252018610505,4.039913152788917,4.05189000776118,4.06663371162745,4.0842865387616385
4.015642599932567,4.01575026810293,4.016475565537172,4.018361498314499,4.021876277245057,4.02742009960807,4.035331425189964,4.045892779738303,4.059336116995047,4.075847768624629,4.095573009603493
4.0184947885691855,4.018616719116741,4.019436457407351,4.021563219005526,4.025517844146419,4.03174124597554,4.040602192799375,4.052404470605919,4.067393469210572,4.085762232645026,4.107657011826177
4.021682861967872,4.021820103646849,4.022740943283754,4.025124705406052,4.0295471901100095,4.036491077971785,4.04635547050287,4.0594646296173735,4.076075975353781,4.09638739712561,4.120543930049863
4.0252256236081845,4.0253792404707465,4.026407904599747,4.029064893111395,4.033983162008435,4.041688028751264,4.052608747421777,4.067089062154299,4.085396818480456,4.107732706595699,4.134238205281683
4.029141656929366,4.029312726894881,4.03045599128251,4.0334024599531695,4.038844301564287,4.047350156719078,4.059379049367163,4.075293010413617,4.095368519046571,4.119806859421392,4.148743483007015
4.033449306367968,4.033638919914555,4.034903603837231,4.038155810778153,4.0441488356806765,4.053495145383309,4.066682953221933,4.084091188189836,4.106002996557881,4.132617903045217,4.164062748599626
4.03816666144329,4.038375920416874,4.0397688784324846,4.043343065087484,4.049914669301506,4.06014030509729,4.074536602118623,4.093497814738322,4.1173116277860204,4.1461733222943495,4.180198451140935
4.0433115435355305,4.043541560072132,4.045069674636039,4.048982047197553,4.056159380490414,4.067302576434107,4.082955721247989,4.103526647704914,4.12930530176622,4.160480121308126,4.197152616670766
4.048901495046887,4.049153390604326,4.050823565495457,4.055090278628411,4.062900217460187,4.074998534974919,4.091955634166401,4.11419101512899,4.141994471795504,4.175544899611433,4.214926951826487
4.054953770674673,4.055228675170333,4.057047829696529,4.061684972463609,4.070154097320961,4.08324439732611,4.101551279497472,4.125503846544344,4.155389204650912,4.191373922835791,4.233522938764906
4.061485330558979,4.0617843816107015,4.063759445565852,4.068783029458078,4.0779376063468735,4.0920560282086615,4.111757227946323,4.137477703215786,4.169499227245695,4.207973188565014,4.25294192220194
4.068512835096224,4.068837177363841,4.0709750867125525,4.076401035698886,4.08626700158778,4.101448948487449,4.1225876995641855,4.150124807560112,4.184333970938289,4.225348487757817,4.273185189349091
4.076052641234961,4.076403425860356,4.078711119129026,4.084555261648139,4.095158213675937,4.111438344029021,4.134056581217321,4.163457071808451,4.199902613704426,4.243505462175772,4.294254043473137
4.084120800091975,4.084499184235996,4.086983599592166,4.093261662418482,4.104626850697743,4.122039075294368,4.146177444228011,4.177486125973531,4.2162141203776695,4.262449658222086,4.316149871756267
4.092733055745666,4.093140202220587,4.095808275225379,4.102535879150182,4.114688203018182,4.133265687588753,4.158963562167079,4.192223345190516,4.233277281158017,4.282186577574622,4.338874208088044
4.101904845080189,4.102341922076828,4.105200584098135,4.1123932413748845,4.1253572489609365,4.145132421904164,4.172427928787423,4.207679876503973,4.251100748582352,4.302721724975847,4.362428791377965
4.111651298568344,4.112119479477302,4.1151756567542135,4.122848770265337,4.136648661260583,4.157653226301731,4.186583276096616,4.223866665176607,4.269693073144619,4.324060653522765,4.386815619937991
4.121987241893855,4.122487705220765,4.125748318572485,4.133917182682789,4.148576814215067,4.170841767791765,4.20144209257407,4.24079448059772,4.2890627377477655,4.346209007781625,4.41203700244797
4.132927198324905,4.133461127699943,4.136933092875192,4.145612895944796,4.161155791477089,4.1847114446781815,4.217016641544723,4.258473941871236,4.309218191163823,4.3691725650350985,4.438095605983378
4.1444853917606,4.145053976042912,4.1487442047085725,4.157950033245827,4.174399394432259,4.199275399342104,4.233318979726859,4.276915543164574,4.33016788067317,4.392957274953895,4.4649945015540045
4.156675750380757,4.157280183858863,4.161195585229339,4.170942429671726,4.188321151120068,4.214546531446603,4.250360975976731,4.2961296789008445,4.351920284048924,4.417569297970224,4.49273720757399
4.169511910837114,4.170153393526735,4.174300876638286,4.184603638756698,4.202934325661086,4.230537511550945,4.268154330257108,4.316126668877863,4.37448394104777,4.443015042617192,4.521327731657892
4.18300722293084,4.183686960972033,4.188073437609133,4.198946939538373,4.218251928160322,4.247260795128514,4.28671059286094,4.336916783398374,4.397867484564253,4.469301202086069,4.5507706111139425
4.197174754727333,4.19789396088324,4.20252634916683,4.213985344072574,4.234286725062648,4.264728636987765,4.306041183925037,4.358510268496731,4.422079671601674,4.496434790242279,4.5810709524843185
4.212027298064616,4.212787192324569,4.217672420975006,4.229731605374946,4.25105124994149,4.282953106100385,4.326157413272059,4.380917371348111,4.4471294142092885,4.524423177330995,4.612234470462875
4.227577374416474,4.2283791847066725,4.23352419799711,4.246198225761517,4.268557814706906,4.301946100845205,4.347070500622296,4.404148365947185,4.473025810532468,4.553274125594175,4.644267526503245
4.243837241075718,4.244682204081152,4.250093967500169,4.263397465564757,4.286818521223565,4.32171936468044,4.3687915962197374,4.42821357914409,4.499778176119788,4.582995825012794,4.677177167414353
4.2608188976267645,4.261708259728582,4.267393766374001,4.281341352205732,4.305845273333239,4.342284502260628,4.3913318019196925,4.453123417126444,4.527396075628765,4.613596929380752,4.710971164226081
4.278534092680148,4.279469111013158,4.2854353887422505,4.300041689606633,4.325649789280149,4.363652996018114,4.414702192788004,4.478888392437162,4.555889355069957,4.645086592910488,4.745658051594887
4.29699433084458,4.297976274480152,4.304230393844802,4.319510067931318,4.346243614540962,4.38583622323222,4.4389138392644005,4.505519151618883,4.585268174727544,4.677474507564493,4.781247168007522
4.316210879914941,4.317241031175099,4.323790114173972,4.339757873644558,4.367638135064449,4.408845473612329,4.463977829945055,4.533026503576845,4.615543042893076,4.710770941301774,4.817748697030456
4.336194778256966,4.337274434166123,4.344125663849511,4.360796299883498,4.389844590928753,4.432691967424008,4.489905295041719,4.5614214487531735,4.64672485054794,4.744986777423638,4.8551737098430126
4.35695684237164,4.358087316252977,4.365247947219749,4.382636357137375,4.412874090427001,4.457386874189977,4.516707430577088,4.590715209206604,4.678824907129046,4.780133555198937,4.8935342092835095
4.378507674624209,4.379690297848414,4.387167667678387,4.405288884233935,4.4367376245945005,4.482941332000318,4.544395523378102,4.620919259692671,4.7118549775113765,4.81622351194506,4.932843175629664
