"fixed_sym_D_0.1_ooo","fixed_asym_D_0.1_oor","fixed_asym_D_0.1_orr","fixed_sym_D_0.1_rrr"
4.0,4.0,50.0,50.0
4.0,4.046,49.2110494,50.0
4.0,4.0911669413100205,48.459847222410765,50.02364887525
4.000000260715309,4.135536863989763,47.752875111977566,50.07863753738199
4.000003816183645,4.179147022055228,47.08786145054778,50.16383214037203
4.000016905326929,4.2220356395371335,46.46247177884954,50.27796155312227
4.0000484139510855,4.264241577485104,45.874482217923216,50.419796085480925
4.000109386528587,4.305804062128523,45.32180185284472,50.588174903040546
4.000212623119411,4.346762464400886,44.802470394212754,50.78200822424092
4.000372346815295,4.387156120998812,44.31465061351729,51.00027385360481
4.000603927448459,4.427024189019757,43.85662001035376,51.24201258007444
4.000923650323587,4.466405527912817,43.42676288364567,51.50632367051893
4.001348521360997,4.505338603808591,43.023563091624986,51.79236078842352
4.001896102022006,4.543861412314089,42.64559752166078,52.09932839470451
4.0025843688498925,4.582011416639038,42.29153021416313,52.42647860402698
4.003431593544152,4.6198254985209495,41.96010706810369,52.77310844853291
4.00445624030039,4.657339919884076,41.65015105845563,53.138557500192064
4.005676877769435,4.69459029353509,41.360557904158064,53.522205808759466
4.00711210346998,4.731611561490484,41.09029213424449,53.9234721194852
4.008780478866032,4.768437979765029,40.83838350797853,54.3418123415383
4.010700473619782,4.805103108640266,40.60392375183065,54.77671824407463
4.012890417770701,4.841639807586754,40.38606358193696,55.22771636195196
4.0153684607864655,4.878080234140957,40.18400998546468,55.69436709737863
4.018152536590578,4.914455846142898,39.99702373824541,56.17626400741662
4.021260333802855,4.950797406828348,39.82441713928941,56.67303327038332
4.0247092705380165,4.98713499234265,39.665551945495054,57.18433332692733
4.028516473198748,5.023498001305057,39.51983749212731,57.709854693991865
4.032698758776212,5.059915166104619,39.38672898654298,58.24931995210669
4.037272620235799,5.096414565652995,39.26572596425702,58.8024839085327
4.042254214620877,5.133023639357361,39.15637089782669,59.36913394077847
4.047659353554305,5.169769202108872,39.05824795022093,59.94909052696176
4.053503495857658,5.206677460109893,38.97098186537456,60.54220797144205
4.05980174204274,5.243774027387128,38.89423698952659,61.148375336137015
4.066568830459804,5.28108394285832,38.82771641773048,61.767517589989446
4.073819134912786,5.3186316878381374,38.771161260618165,62.39959699119981
4.081566663574276,5.35644120388428,38.724350027112,63.04461471911105
4.089825059052555,5.394535910898333,38.68709811932045,63.70261277505338
4.098607599480077,5.432938725407632,38.6592574363322,64.37367617405177
4.107927200507731,5.471672078964643,38.64071608404658,65.05793545209407
4.117796418102344,5.510757936609313,38.63139818855012,65.75556951667649
4.1282274520563895,5.550217815347708,38.6312638108737,66.4668088716094
4.139232150129053,5.590072802607119,38.64030896124552,67.19193925060412
4.150822012746737,5.63034357463388,38.65856571119218,67.93130569799054
4.163008198199012,5.671050414805438,38.68610240203652,68.68531713905759
4.175801528273043,5.712213231832912,38.72302394849472,69.45445148697941
4.189212494275723,5.753851577834487,38.76947223618769,70.23926133810252
4.203251263398245,5.795984666263628,38.82562661195038,71.04038031253084
4.2179276853827865,5.838631389679323,38.89170446584705,71.8585301024538
4.233251299455294,5.881810337348373,38.96796190377674,72.69452829650679
4.249231341492278,5.925539812672279,39.05469450948018,73.54929705460549
4.265876751392957,5.969837850433471,39.15223819463163,74.42387271411117
4.283196180631223,6.01472223385761,39.260970135514576,75.31941641479234
4.3011979999646055,6.060210511490388,39.38130979453267,76.23722583674709
4.319890307279931,6.106320013888853,39.51372002449299,77.17874815209822
4.339280935557539,6.153067870128565,39.65870825321098,78.14559429767716
4.359377460937913,6.200471024129186,39.81682774552012,79.13955468181402
4.380187210876349,6.248546250802097,39.98867893921732,80.16261644341672
4.401717272372845,6.297310172024638,40.17491085083087,81.2169823853143
4.423974500265851,6.346779272446388,40.37622254635407,82.30509170580585
4.446965525579753,6.39696991513365,40.59336467123683,83.42964265179526
4.470696763917121,6.447898357058975,40.82714103296269,84.59361721292399
4.495174423887789,6.499580764443145,41.078410228451766,85.80030796765188
4.520404515567715,6.552033227957577,41.34808730731373,87.05334717793723
4.5463928589814255,6.605271777795549,41.63714546062352,88.35673820739936
4.573145092602583,6.659312398621099,41.94661772339782,89.71488930663685
4.600666681867853,6.714171044404805,42.27759867730978,91.1326497663643
4.628962927699893,6.769863653155997,42.63124613838722,92.61534838143453
4.658038975035767,6.826406161561253,43.00878281249551,94.16883409338092
4.687899821357615,6.883814519539302,43.41149789930997,95.79951858211399
4.718550325222821,6.942104704722728,43.840748623238106,97.5144204546261
4.749995214791323,7.001292736877048,44.29796166736645,99.3212105253591
4.782239096348043,7.061394692268017,44.78463448399148,101.2282574943093
4.815286462818771,7.122426717988142,45.30233645266644,103.24467309989463
4.849141702278078,7.184405046253604,45.85270985397791,105.38035554918743
4.883809106448134,7.247346008682964,46.43747062448861,107.64602970407812
4.91929287918753,7.311266050569172,47.05840885548336,110.05328212536897
4.955597144969402,7.376181745156565,47.71738899538057,112.61458864705172
4.992725957348382,7.44210980793471,48.41634971297909,115.34333167293806
5.030683307416064,7.5090671109610785,49.15730337616813,118.25380386529108
5.069473132244835,7.5770706972247055,49.94233509841469,121.36119434504438
5.109099323320095,7.646137795063126,50.77360130335185,124.68155296974774
5.149565734961007,7.716285832645056,51.65332775622659,128.2317277344539
5.190876192730076,7.787532452531418,52.58380700994388,132.0292699025685
5.233034501831965,7.859895526327496,53.56739521309608,136.09230118494793
5.276044455502084,7.933393169439151,54.60650822783116,140.43933723086164
5.319909843385591,8.008043755946224,55.70361700684159,145.0890619760934
