evolving_asym_D=0.1 mm/w,evolving_sym_D=0.1 mm/w
4.0,4.0
4.096,4.0
4.1886128807100205,4.0
4.277996261429242,4.000000260715309
4.364311135371787,4.000003817658003
4.447712998335648,4.0000169259819485
4.528351735638672,4.000048516863548
4.606371724491928,4.0001097208750584
4.681911990629785,4.0002134741342035
4.75510638681808,4.000374193066395
4.826083782197457,4.000607503884154
4.8949682572831295,4.000930015828154
4.961879301679904,4.001359129783492
5.026932012660322,4.001912875822628
5.090237293385186,4.002609774654159
5.151902049957476,4.003468719014141
5.212029386790806,4.004508871830284
5.270718799988693,4.005749578593906
5.328066368596547,4.007210291841848
5.384164943719398,4.00891050601664
5.439104335604871,4.010869701263622
5.492971498879454,4.0131072949566375
5.545850716201417,4.015642599932567
5.59782378065934,4.0184947885691855
5.648970177303782,4.021682861967872
5.699367264253092,4.0252256236081845
5.749090453864358,4.029141656929366
5.798213394508215,4.033449306367968
5.846808153532577,4.03816666144329
5.8949454020461465,4.0433115435355305
5.942694602198179,4.048901495046887
5.990124197676972,4.054953770674673
6.037301808195999,4.061485330558979
6.084294428783616,4.068512835096224
6.13116863473979,4.076052641234961
6.177990793170983,4.084120800091975
6.224827282061742,4.092733055745666
6.271744717888128,4.101904845080189
6.3188101928227205,4.1116512985683435
6.36609152262268,4.121987241893855
6.413657506329369,4.132927198324905
6.461578198938753,4.1444853917606
6.509925198223643,4.156675750380757
6.55877194689911,4.169511910837114
6.608194051317656,4.18300722293084
6.658269617856935,4.197174754727333
6.709079608115272,4.212027298064616
6.760708213953347,4.227577374416474
6.813243253307923,4.243837241075718
6.866776587548093,4.2608188976267645
6.921404560938106,4.278534092680148
6.977228462504391,4.29699433084458
7.034355010268056,4.316210879914941
7.092896857387479,4.336194778256966
7.152973119247651,4.35695684237164
7.214709919922829,4.378507674624209
7.278240955716219,4.400857671124528
7.343708072635752,4.4240170297470165
7.4112618536913235,4.447995758279927
7.481062210792572,4.472803682694903
7.553278974788471,4.49845045552896
7.628092475828708,4.524945564372068
7.705694104758659,4.552298340454427
7.7862868447125075,4.580517967328398
7.870085760484174,4.609613489640796
7.957318431690504,4.639593821991942
8.048225314271193,4.670467757878512
8.143060013590333,4.702243978717763
8.242089451430639,4.734931062951232
8.345593908637499,4.768537495226503
8.453866925225826,4.803071675655999
8.567215040567385,4.83854192915221
8.685957357988656,4.87495651483907
8.810424920874627,4.912323635539557
8.940959891306866,4.950651447339857
9.077914527428833,4.989948069230749
9.221649962119002,5.03022159282708
9.372534793060106,5.071480092166482
9.530943502705105,5.113731633588671
9.697254735617667,5.156984285696908
9.871849469742504,5.201246129403388
10.05510912676343,5.246525268060519
10.247413674180198,5.2928298376802445
10.449139777392832,5.340168017243741
10.660659063273622,5.388548039103981
10.882336556888664,5.437978199483859
11.114529349844627,5.488466869072724
11.35758555207386,5.540022503724326
11.61184356891968,5.59265365525939
11.87763173263867,5.646368982376169
12.155268302676776,5.701177261672514
12.445061833299595,5.757087398783194
12.747311891486351,5.814108439636347
13.062310093561983,5.872249581833167
13.390341416860707,5.931520186155095
13.73168573358727,5.991929788203003
14.086619508474994,6.053488110173043
14.455417600005177,6.116205072774067
14.838355106696229,6.180090807291728
15.2357092048538,6.24515566780461
15.647760931542862,6.31141024355796
16.074796875621843,6.3788653715008605
16.517110749654368,6.447532148992918
16.97500482561655,6.517421946686815
17.448791226884413,6.588546421593352
17.93879307749935,6.660917530335901
18.44534551681624,6.734547542601462
18.96879659314617,6.80944905479586
19.50950805386688,6.885635003910923
20.06785605175953,6.963118681611808
20.64423178820006,7.041913748553015
21.2390421135027,7.122034248931973
21.852710103428244,7.203494625289442
22.485675628879942,7.286309733566406
23.138395933354047,7.370494858427495
23.811346230001664,7.4560657288613985
24.505020327373185,7.54303853406919
25.219931290197938,7.631429939651899
25.956612139006157,7.721257104109154
26.71561659009841,7.812537695661183
27.497519835350573,7.905289909406973
28.30291935962533,7.999532484831889
29.132435792139905,8.0952847236786
29.98671378699415,8.192566508195688
30.86642292716472,8.291398319778931
31.772258645583783,8.391801258020767
32.70494315640824,8.493797060184132
33.6652263892094,8.597408121117454
34.65388691854043,8.702657513628216
35.67173288113694,8.809569009333234
36.71960287284936,8.918167100004425
37.798366817270896,9.028477019429591
38.90892679789468,9.1405247658085
40.052217845494056,9.254337124705252
41.229208672260086,9.36994169257877
42.44090234404405,9.487366900914044
43.68833688183443,9.606642040977574
44.97258578334569,9.727797289221384
46.29475845530927,9.850863733360802
47.65600054673629,9.9758733991522
49.05749417306873,10.102859277897773
50.50045802075412,10.231855354705482
51.98614732137256,10.362896637533243
53.51585368401908,10.496019187047546
55.09090477420477,10.631260147327723
56.712663827094914,10.768657777448224
58.38252898245809,10.908251483972407
60.101932428268015,11.050081854392504
61.87233933948859,11.194190691551697
63.69524659819524,11.340621049085431
65.57218128085398,11.489417267920444
67.50469889830866,11.64062501387128
69.49438137383132,11.794291316375459
71.54283474448737,11.950464608409886
73.6516865710734,12.109194767632497
75.82258304202011,12.270533158794688
78.05718575693415,12.43453267747159
80.35716817590148,12.601247795158818
82.72421172131038,12.770734605785965
85.16000151979419,12.943050873698779
87.66622177296286,13.118256083163663
90.24455074690547,13.296411489449902
92.8966553720217,13.477580171546796
95.62418544659216,13.66182708657478
98.4287674396424,13.849219125951414
101.31199789109688,14.039825173375132
104.27543640997102,14.233716164691554
107.32059827440624,14.430965149709218
110.44894664071818,14.631647356033612
113.66188437228908,14.835840254990485
116.96074550307918,15.043623629711535
120.34678635473976,15.25507964545776
123.82117633075066,15.470292922257896
127.38498841564888,15.689350609941611
131.03918941221613,15.912342465649399
134.78462995440668,16.139360933903287
138.62203433876894,16.37050122932483
142.5519902220806,16.60586142208912
146.57493823781834,16.84554252620577
150.69116158884367,17.089648590720195
154.9007756782385,17.33828679393073
159.20371784448963,17.59156754071934
163.59973727112938,17.849604563095916
168.08838514441226,18.11251502405835
172.66900513558002,18.380419624872573
177.3407242866671,18.65344271587889
182.10244438056955,18.93171241093279
186.9528338771868,19.215360705590328
191.89032049780084,19.504523599149806
196.91308453944688,19.799341220663077
202.0190529998218,20.099957959031226
207.2058945912564,20.406522597300476
212.47101571943296,20.71918845127524
217.8115574988621,21.038113512565868
223.22439387265,21.36346059618911
228.7061308988045,21.695397492839383
234.25310725926929,22.03409712594866
239.86139604106992,22.379737713652077
245.5268078314362,22.732502935775273
251.24489516057585,23.092582105957696
257.01095831695795,23.46017034902398
262.8200525505737,23.8354687837125
268.66699666973113,24.21868471086676
274.54638302657906,24.61003180719078
280.4525888758052,25.009730324664513
286.3797890799032,25.418007295709163
292.321970123136,25.835096744185012
298.2729453849403,26.261239902296143
304.2263716121261,26.6966854334668
310.1757665179539,27.141689661243223
316.11452742513774,27.596516804262418
322.03595085918295,28.06143921731526
327.93325298834924,28.536737638515625
333.79959079710375,29.022701442569442
339.6280838713312,29.51962890011799
345.411836665961,30.027827443107565
351.1439611191908,30.547613936113407
356.81759947226703,31.079314953518615
362.4259471499458,31.623267062418947
367.96227555439486,32.179817111091516
373.41995462449097,32.74932252282914
378.79247501325966,33.33215159490244
384.0734697386247,33.92868380236828
389.2567351666673,34.53931010639555
394.3362511922065,35.164433266727556
399.30620048862994,35.804468157843786
404.1609867074367,36.4598420883223
408.8952515177708,37.13099512283772
413.5038903871861,37.81838040615739
417.98206701681966,38.52246448842051
422.3252263568804,39.24372765090076
426.5291061416941,39.982664231362406
430.5897468972781,40.739782948022295
434.5035003883519,41.51560722102549
