"H_i=0.0, C_i=4.0, M_i=400.0, N_i=100.0, D_i=0.0, R_i=0.0","H_i=200.0, C_i=10.0, M_i=5000.0, N_i=59.0, D_i=1.0, R_i=40.0"
0.0,40.0
0.0,39.98008275
0.0002420249034649,39.960152337418975
0.0018104647208128,39.9415250328362
0.0046753366161602,39.92418214532353
0.0087830543195054,39.90807679510268
0.0140791841581263,39.893161235086424
0.020512234943244,39.87939139448428
0.0280342593054778,39.86672758348816
0.0366007129237339,39.855134303172335
0.0461701409632003,39.84457984765254
0.0567038487793578,39.83503588859219
0.0681656010545298,39.826477095663144
0.0805213589129128,39.818880804567875
0.0937390536555335,39.81222673094123
0.1077883926760331,39.806496724668285
0.122640692696059,39.80167455861848
0.1382687358973606,39.797745746319
0.1546466451813627,39.79469738388385
0.1717497754291888,39.79251801229909
0.1895546181952482,39.791197496852455
0.208038717733182,39.79072692106884
0.2271805966320298,39.791098492982115
0.2469596896463874,39.7923054619531
0.2673562845506413,39.79434204455012
0.2883514690459382,39.79720335825659
0.3099270829091408,39.800885361971055
0.3320656747034555,39.80538480242914
0.3547504624768652,39.81069916581068
0.3779652979618252,39.816826633905954
0.4016946338616856,39.823766044305636
0.4259234938689923,39.83151685415529
0.4506374451105406,39.840079107078154
0.4758225727556914,39.84945340292318
0.5014654565594827,39.859640870039925
0.5275531491416698,39.87064313981979
0.5540731558279559,39.88246232327532
0.5810134159010946,39.895100989456644
0.6083622851278829,39.90856214552775
0.6361085194438164,39.9228492183455
0.664241259690768,39.93796603740171
0.6927500173148115,39.953916819003865
0.7216246609415258,39.97070615158298
0.7508554037550141,39.98833898202865
0.7804327916146502,40.00682060296138
0.8103476918503804,40.02615664086086
0.8405912826834063,40.04635304497666
0.8711550432243513,40.06741607695449
0.9020307440056852,40.08935230111715
0.9332104380093188,40.11216857534462
0.96468645215395,40.135872042502115
0.9964513792100153,40.160470122369524
1.0284980701130186,40.18597050402883
1.0608196266486152,40.21238113866966
1.0934093944851642,40.23971023277598
1.1262609565315655,40.26796624165937
1.1593681266000777,40.29715786330693
1.1927249433555134,40.32729403251347
1.2263256645337504,40.35838391527011
1.2601647614138705,40.39043690338235
1.294236913529507,40.423462609292855
1.3285370036061166,40.457470861084914
1.3630601127119193,40.49247169764419
1.3978015156112122,40.52847536395715
1.432756676309598,40.565492306525684
1.4679212437814684,40.60353316887818
1.5032910478707966,40.642608787158196
1.5388620953569432,40.68273018577248
1.574630566177788,40.72390857308072
1.610592809803045,40.76615533711012
1.646745341751131,40.8094820412781
1.6830848402434186,40.85390042010724
1.7196081429901402,40.899422374916675
1.756312244102601,40.946059969474824
1.793194291126727,40.99382542559835
1.830251582193316,41.04273111868289
1.8674815632806672,41.092789573151094
1.9048818255855609,41.14401345780406
1.942450102998827,41.19641558106212
1.980184269682,41.250008886081616
2.018082337741772,41.30480644573409
2.0561424549992084,41.36082145743484
2.094362902850849,41.418067237807826
2.1327420942190534,41.47655721717414
2.171278571589096,41.536304933851454
2.209971005130693,41.59732402825212
2.248818190901812,41.65962823676765
2.287819049132739,41.72323138542773
2.32697262258854,41.7881473833218
2.3662780750081738,41.85439021577192
2.40573468961864,41.921973937245454
2.4453418677226564,41.99091266399658
2.4850991273584966,42.06122056642589
2.525006102030681,42.13291186114755
2.5650625395103663,42.20600080275395
2.605268300704334,42.280501675267935
2.645623358591596,42.356428783273195
2.686127797226712,42.433796442713756
2.7267818108090016,42.512618971353916
2.767585702816916,42.59291067889044
2.8085398852069177,42.674685856709296
2.8496448776762806,42.757958767279725
2.8909013069893144,42.84274363317909
2.932309906366572,42.92905462574235
2.9738715149366817,43.016905853330876
3.0155870772505096,43.10631134921575
3.057457642857418,43.19728505907169
3.0994843659434674,43.28984082807821
3.141668505031457,43.38399238762566
3.184011422742771,43.47975334162445
3.226514585621064,43.57713715241691
3.2691795640178696,43.67615712629182
3.312008032040289,43.776826398603
3.3550017675609745,43.879157918494116
3.398162652290676,43.98316443323306
3.441492671913693,44.08885847216034
3.4849939162866264,44.19625233025714
3.5286685797008834,44.30535805133979
3.57251896120946,44.41618741088884
3.616547465018573,44.52875189852203
3.660756600944794,44.64306270012189
3.705148984938375,44.759130679630026
3.749727339673544,44.87696636052167
3.794494495206598,44.99657990697525
3.8394533897026832,45.11798110475349
3.8846070702322257,45.24117934181389
3.929958693638044,45.366183588667916
3.975511527474227,45.493002378509864
4.02126895101795,45.62164378713784
4.067234456355446,45.752115412690856
4.113411649543459,45.884424355227544
4.15980425184753,46.01857719617372
4.206416101058576,46.15457997766733
4.253251152889293,46.29243818183099
4.300313482451977,46.4321567100038
4.347607285819444,46.5737398619657
4.395136881670817,46.71719131518876
4.442906713024027,46.86251410415168
4.490921349056944,47.009710599754754
4.539185487019174,47.15878248887401
4.587703954236621,47.30973075409447
4.636481710211001,47.462555653663706
4.685523848816621,47.61725670170789
4.734835600596797,47.7738326487535
4.784422335162399,47.932281462599
4.834289563695118,48.09260030958139
4.884442941558151,48.254785536283364
4.934888271017089,48.418832651727435
4.985631504073933,48.58473631010386
5.036678745417269,48.7524902940795
5.088036255491711,48.92208749873516
5.139710453689914,49.09351991617875
5.191707921670498,49.26677862088197
5.244035406805426,49.44185375578761
5.296699825760444,49.618734519234515
5.349708268212379,49.79740915274663
5.403068000707178,49.97786492973188
5.456786470662751,50.160088145135816
5.510871310520803,50.34406410609408
5.565330342051985,50.52977712362635
5.6201715808188615,50.717210505413334
5.675403240801327,50.90634654969678
5.731033739189279,51.09716654034081
5.78707170134751,51.289650743091116
5.843525965957936,51.48377840306648
5.90040559034447,51.67952774351502
5.957719855986006,51.87687596586524
6.015478274223153,52.07579925109949
6.07369059216457,52.27627276247484
6.132366798798867,52.47827064961362
6.191517131318324,52.6817660539831
