"H_i=0.0, C_i=4.0, M_i=400.0, N_i=100.0, D_i=0.0, R_i=0.0","H_i=200.0, C_i=10.0, M_i=5000.0, N_i=59.0, D_i=1.0, R_i=40.0"
100.0,59.0
99.98360208,59.025352268
99.8934722900133,59.00658190147223
99.8039498534431,58.987568532371505
99.71668115049596,58.969269665118546
99.63179415903863,58.951746634309124
99.54915906230303,58.93490919981522
99.46860051040622,58.91864093017285
99.38994752665631,58.90282865231173
99.31304558821198,58.88736954342746
99.23775820792603,58.87217201715138
99.1639655065026,58.857154832515974
99.09156208080528,58.84224578971583
99.02045490270176,58.82738044714635
98.95056146299896,58.812500986566334
98.8818081971426,58.7975552479037
98.81412917072612,58.78249592049181
98.7474649872176,58.767279868257894
98.68176187996352,58.75186756618312
98.6169709550804,58.73622262806081
98.55304755740062,58.72031140888555
98.48995073682346,58.70410266829234
98.42764279682572,58.687567284090406
98.36608891048392,58.67067800708196
98.30525679223923,58.65340925007672
98.24511641592532,58.6357369053812
98.18563977139117,58.617638186127444
98.1268006534899,58.59909148766785
98.06857447834658,58.58007626594891
98.01093812273024,58.56057293032498
97.95386978308682,58.540562748713526
97.89734885137784,58.52002776334821
97.84135580534642,58.498950715674
97.78587211121967,58.47731497916291
97.730880137173,58.45510449902096
97.67636307614188,58.4323037379148
97.62230487678217,58.408897626977
97.56869018155592,58.3848715214575
97.51550427107033,58.36021116047902
97.46273301391876,58.33490263043012
97.41036282137904,58.30893233159338
97.35838060640992,58.28228694765992
97.30677374646216,58.25495341782731
97.25553004968292,58.22691891121678
97.20463772414624,58.19817080337877
97.15408534978796,58.16869665468459
97.103861852763,58.13848419042618
97.05395648197694,58.10752128246749
97.00435878757294,58.07579593230886
96.95505860118014,58.04329625544232
96.9060460177524,58.010010466888936
96.8573113788446,57.97592686782195
96.80884525719082,57.94103383318987
96.76063844246352,57.90531980026303
96.71268192810516,57.868773258035326
96.66496689913536,57.83138273742023
96.61748472084678,57.793136802186424
96.57022692831092,57.75402404058434
96.52318521662389,57.7140330576197
96.47635143182804,57.67315246793497
96.42971756245232,57.631370889263486
96.38327573161892,57.58867693642479
