"H_i=0.0, C_i=4.0, M_i=400.0, N_i=100.0, D_i=0.0, R_i=0.0","H_i=200.0, C_i=10.0, M_i=5000.0, N_i=59.0, D_i=1.0, R_i=40.0"
0.0,200.0
0.0,201.620695
0.002126082156352,203.23142852533644
0.0158906267172885,204.9047037251153
0.0409660956095222,206.63971832911588
0.0768398388800774,208.43411484308342
0.1230123152556489,210.28548211758624
0.1790276493566915,212.1916055561038
0.2444764185870979,214.15050621024253
0.3189922800292594,216.1604306097105
0.4022474045744506,218.219829137017
0.4939480451960044,220.3273334217826
0.5938305796843619,222.48173571371404
0.7016580725712296,224.68197087695816
0.8172173129072882,226.9271009141909
0.9403162637415744,229.2163017190363
1.0707818603358672,231.5488517251538
1.2084581018114149,233.92412214884214
1.3532043896517272,236.34156856566526
1.5048940744793375,238.80072360490865
1.663413179316506,241.30119058369306
1.828659273132656,243.84263793435304
2.0005404730272827,246.42479430468555
2.178974557076954,249.04744423174913
2.363888172855153,251.71042430693564
2.555216129054351,254.41361976383038
2.7529007596141883,257.15696143157214
2.956891351378333,259.94042300554946
3.167143627636453,262.7640185947399
3.3836192810129178,265.6278005111441
3.606285550084287,268.5318572718452
3.835114834878252,271.4763117884469
4.070084347055024,274.4613197221612
4.31117579112028,277.4870679857731
4.558375073484166,280.55377337619353
4.811672036577883,283.6616813234155
5.071060215579278,286.8110647434728
5.336536615591181,290.0022229845213
5.608101507368388,293.2354808564646
5.885758239907598,296.5111877356595
6.169513068404342,299.8297167371997
6.459374996246273,303.1914639481033
6.755355629856769,306.5968477154478
7.057469045329459,310.0463079841187
7.365731665905692,313.5403056793802
7.680162149445084,317.0793221299468
8.000781285125958,320.6638585276484
8.327611898689275,324.29443542014184
8.66067876560772,327.97159223343675
9.000008531622203,331.69588682128295
9.345629640141947,335.46789503870843
9.697572266052548,339.288210337213
10.055868255519403,343.15744337931017
10.420551071412577,347.07622167027705
10.79165574401368,351.0451892051184
11.169218826696635,355.0650061288796
11.55327835630204,359.1363484085588
11.94387381795023,363.2599075149672
12.341046114060958,367.436390112977
12.744837537368127,371.6665177586719
13.15529174773686,375.95102660198745
13.572453752606968,380.2906670934852
13.996369890902448,384.68620369396024
14.427087820260429,389.1384145856273
