evolving_asym_D=1.0 mm^2/w,evolving_sym_D=1.0 mm^2/w
0.0,0.0
0.0,0.0
0.0002420249034649,0.00024202490346496002
0.0018080448420136,0.001810464720812858
0.0046658518329522,0.004675336616160212
0.0087598160319446,0.008783054319505419
0.0140336294542578,0.014079184158126316
0.0204340845441935,0.020512234943244022
0.0279116650600858,0.028034259305477836
0.0364203956148186,0.036600712923733944
0.0459175191033659,0.046170140963200386
0.0563631590052945,0.05670384877935781
0.0677200106710842,0.06816560105452989
0.0799530710891695,0.08052135891291287
0.0930294057328808,0.09373905365553359
0.106917948011329,0.10778839267603313
0.1215893264305817,0.12264069269605905
0.1370157150134461,0.1382687358973606
0.1531707031829217,0.15464664518136273
0.1700291819591778,0.17174977542918884
0.1875672438822762,0.18955461819524824
0.2057620945404565,0.20803871773318205
0.2245919739645332,0.22718059663202983
0.2440360864563205,0.24695968964638743
0.2640745376665959,0.26735628455064137
0.2846882779378261,0.2883514690459382
0.3058590510884785,0.3099270829091408
0.3275693479470811,0.3320656747034555
0.3498023640514531,0.35475046247686526
0.3725419610165859,0.3779652979618252
0.3957726311473235,0.40169463386168563
0.4194794649322795,0.4259234938689923
0.4436481211057064,0.4506374451105406
0.4682647990061649,0.4758225727556914
0.4933162129963316,0.5014654565594827
0.5187895687383055,0.5275531491416698
0.5446725411442966,0.5540731558279559
0.570953253844363,0.5810134159010946
0.5976202600315337,0.6083622851278829
0.6246625245607245,0.6361085194438164
0.6520694071917328,0.664241259690768
0.679830646878629,0.6927500173148115
0.7079363470183315,0.7216246609415258
0.7363769615802872,0.7508554037550141
0.7651432820471826,0.7804327916146502
0.7942264251036338,0.8103476918503804
0.823617821015996,0.8405912826834063
0.8533092026518999,0.8711550432243513
0.8832925950929653,0.9020307440056853
0.9135603057984422,0.9332104380093189
0.9441049152813594,0.96468645215395
0.9749192682621766,0.9964513792100151
1.00599646526799,1.0284980701130186
1.0373298546480851,1.0608196266486152
1.068913024979084,1.0934093944851642
1.1007397978351576,1.1262609565315655
1.1328042209007625,1.1593681266000775
1.165100561405176,1.1927249433555134
1.1976232998597305,1.2263256645337504
1.2303671240801324,1.2601647614138705
1.2633269234776037,1.2942369135295073
1.296497783603796,1.3285370036061166
1.3298749809355617,1.3630601127119193
1.3634539778866717,1.3978015156112122
1.3972304180345114,1.432756676309598
1.4312001215506354,1.4679212437814684
1.465359080824847,1.5032910478707966
