evolving_asym_D=1.0 mm/w,evolving_sym_D=1.0 mm/w
100.0,100.0
99.98360208,99.98360208
99.89363624232412,99.8934722900133
99.80443106299542,99.8039498534431
99.71762283620096,99.71668115049597
99.63332999843504,99.63179415903865
99.55141370439952,99.54915906230303
99.47169005961742,99.46860051040622
99.39398000045183,99.38994752665631
99.31812135060498,99.31304558821198
99.2439703805679,99.23775820792605
99.17140035889474,99.16396550650259
99.10029940095072,99.09156208080529
99.03056834937472,99.02045490270176
98.96211890069692,98.95056146299895
98.89487201469088,98.88180819714259
98.82875658442698,98.81412917072613
98.76370832936824,98.7474649872176
98.69966887350904,98.68176187996353
98.63658497511555,98.61697095508039
98.57440788018896,98.55304755740062
98.51309277695977,98.48995073682346
98.45259833313104,98.42764279682572
98.39288630118736,98.36608891048391
98.3339211799696,98.30525679223923
98.27566992300584,98.24511641592531
98.2181016859046,98.18563977139115
98.16118760655536,98.1268006534899
98.10490061302669,98.06857447834658
98.0492152549648,98.01093812273024
97.99410755502986,97.95386978308682
97.93955487749444,97.89734885137783
97.88553581160905,97.84135580534642
97.83203006772573,97.78587211121969
97.77901838449048,97.73088013717299
97.72648244567424,97.67636307614188
97.67440480542938,97.62230487678215
97.62276882093612,97.56869018155592
97.5715585915526,97.51550427107031
97.5207589037069,97.46273301391875
97.47035518087364,97.41036282137904
97.4203334380663,97.35838060640992
97.37068024035088,97.30677374646216
97.3213826649505,97.25553004968292
97.27242826656388,97.20463772414625
97.22380504556791,97.15408534978796
97.17550141881388,97.10386185276299
97.12750619276112,97.05395648197694
97.0798085387221,97.00435878757294
97.03239797001768,96.95505860118014
96.98526432086489,96.9060460177524
96.93839772683782,96.8573113788446
96.89178860676016,96.80884525719082
96.8454276459023,96.76063844246353
96.7993057803693,96.71268192810516
96.75341418257736,96.66496689913536
96.70774424772708,96.61748472084678
96.66228758118991,96.57022692831092
96.61703598673331,96.52318521662387
96.57198145551624,96.47635143182804
96.52711615579376,96.42971756245232
96.48243242327436,96.38327573161891
96.43792275207932,96.33701818966914
96.39357978625776,96.29093730726582
96.34939631181452,96.24502556893279
96.30536524921288,96.19927556699626
96.26147964631583,96.15367999589554
96.2177326717342,96.10823164683349
96.17411760855104,96.06292340273961
96.13062784839524,96.01774823352106
96.08725688583922,95.97269919157864
96.043998313097,95.9277694075671
96.0008458150016,95.88295208638036
95.95779316424168,95.83824050334407
95.9148342168391,95.79362800059923
95.87196290785056,95.74910798366172
95.8291732472774,95.70467391814395
95.78645931616896,95.66031932662581
95.7438152629062,95.61603778566287
95.70123529965235,95.57182292292096
95.65871369895966,95.52766841442688
95.61624479052055,95.48356798192567
95.5738229580534,95.43951539033556
95.5314426363133,95.39550444529256
95.48909830821876,95.35152899077681
95.44678450208632,95.30758290681366
95.4044957889649,95.2636601072427
95.36222678006276,95.21975453754858
95.31997212426042,95.17586017274766
95.27772650570247,95.13197101532513
95.23548464146305,95.08808109321726
95.1932412792784,95.04418445783409
95.15099119534212,95.00027518211805
95.10872919215689,94.95634735863389
95.06645009643908,94.9123950976864
95.02414875707086,94.86841252546152
94.98182004309592,94.8243937821877
94.93945884175471,94.78033302031375
94.89706005655547,94.73622440270017
94.85461860537704,94.6920621008207
94.81212941860062,94.64784029297125
94.76958743726658,94.60355316248334
94.72698761125366,94.5591948959395
94.68432489747732,94.51475968138793
94.64159425810442,94.47024170655405
94.5987906587818,94.4256351570466
94.55590906687571,94.38093421455598
94.51294444971992,94.33613305504275
94.46989177287011,94.29122584691405
94.42674599836212,94.24620674918603
94.38350208297172,94.2010699096303
94.34015497647438,94.15580946290243
94.296699619902,94.11041952865065
94.25313094379564,94.06489420960308
94.2094438664514,94.01922758963141
94.1656332921584,93.97341373178963
94.1216941094262,93.92744667632584
94.07762118920078,93.8813204386656
94.0334093830664,93.83502900736508
93.98905352143242,93.78856634203245
93.94454841170288,93.74192637121573
93.89988883642752,93.69510299025562
93.85506955143252,93.64809005910168
93.81008528392918,93.60088140009013
93.76493073059927,93.5534707956818
93.71960055565523,93.50585198615853
93.6740893888739,93.4580186672764
93.62839182360185,93.40996448787425
93.58250241473124,93.36168304743562
93.5364156766445,93.31316789360278
93.49012608112578,93.26441251964083
93.44362805523863,93.21541036185043
93.39691597916747,93.16615479692724
93.34998418402162,93.1166391392665
93.30282694960036,93.06685663821074
93.25543850211746,93.01680047523908
93.20781301188336,92.96646376109597
93.15994459094352,92.91583953285772
93.1118272906714,92.86492075093481
93.06345509931404,92.81370029600795
93.01482193948908,92.76217096589589
92.96592166563089,92.71032547235303
92.91674806138448,92.65815643779457
92.86729483694532,92.60565639194706
92.8175556263432,92.5528177684222
92.7675239846679,92.49963290121156
92.71719338523567,92.44609402109978
92.66655721669362,92.3921932519941
92.6156087800604,92.33792260716739
92.56434128570146,92.28327398541248
92.51274785023608,92.22823916710497
92.46082149337477,92.17280981017197
92.40855513468424,92.11697744596383
92.35594159027818,92.06073347502627
92.302973569431,92.00406916276982
92.24964367111278,91.94697563503364
92.19594438044248,91.88944387354059
92.1418680650571,91.83146471124056
92.0874069713944,91.77302882753857
92.03255322088616,91.71412674340445
91.97729880605964,91.65474881636065
91.92163558654414,91.59488523534466
91.86555528498025,91.53452601544238
91.8090494828282,91.47366099248873
91.75210961607311,91.4122798175318
91.69472697082318,91.35037195115639
91.6368926787983,91.28792665766323
91.57859771270564,91.22493299909954
91.51983288149869,91.16137982913669
91.4605888255164,91.09725578679097
91.4008560114992,91.0325492899825
91.34062472747766,90.96724852892835
91.27988507753064,90.90134145936477
91.21862697640891,90.83481579559403
91.15684014402018,90.76765900335096
91.09451409977184,90.69985829248435
91.03163815676707,90.63140060944802
90.96820141585025,90.5622726295965
90.90419275949722,90.49246074928018
90.83960084554631,90.42195107773446
90.77441410076524,90.35072942875759
90.70862071424938,90.27878131217167
90.6422086306472,90.20609192506133
90.5751655432072,90.13264614278427
90.5074788866422,90.0584285097482
90.4391358298056,89.98342322994819
90.37012326817482,89.90761415725883
90.30042781613628,89.8309847854752
90.23003579906732,89.75351823809682
90.15893324520896,89.67519725784885
90.08710587732504,89.59600419593443
90.01453910414105,89.51592100101243
89.94121801155833,89.4349292078948
89.86712735363707,89.35300992595769
89.79225154334296,89.27014382726071
89.71657464305157,89.18631113436864
89.64008035480488,89.10149160787026
89.56275201031396,89.01566453358885
89.48457256070222,88.92880870947936
89.40552456598346,88.84090243220722
89.32559018426875,88.75192348340431
89.24475116069681,88.66184911559759
89.16298881608179,88.57065603780642
89.08028403527332,88.47832040080509
88.99661725522299,88.38481778204726
88.91196845275215,88.29012317024979
88.82631713201579,88.19421094963363
88.73964231165742,88.09705488382073
88.6519225116503,87.99862809938583
88.5631357398204,87.89890306906341
88.47325947804691,87.79785159461072
88.38227066813648,87.69544478932869
88.29014569736755,87.59165306024374
88.19686038370192,87.48644608995468
88.10238996066086,87.37979281815011
88.0067090618639,87.27166142280305
87.90979170522887,87.16201930105149
87.81161127683252,87.05083304977468
87.71214051443198,86.9380684458773
87.61135149064782,86.8236904262954
87.50921559581096,86.70766306774027
87.4057035204761,86.58994956619892
87.30078523760604,86.4705122162121
87.19442998443229,86.34931238995385
87.08660624399866,86.2263105161397
86.97728172639631,86.10146605879343
86.86642334970023,85.97473749590635
86.75399722061886,85.84608229802656
86.63996861487085,85.71545690681968
86.52430195730473,85.58281671364725
86.40696080177986,85.44811603821321
86.28790781082942,85.31130810733443
86.16710473512907,85.17234503389606
86.04451239279761,85.03117779605893
85.92009064855958,84.88775621679152
85.79379839280269,84.74202894380642
85.66559352056711,84.59394342998735
85.53543291050742,84.44344591440077
85.4032724038722,84.29048140399357
85.26906678355114,84.13499365608675
85.13276975324425,83.97692516178363
84.99433391681293,83.81621713042037
84.85371075787852,83.65280947519632
84.7108506197397,83.48664080013158
84.56570268568677,83.31764838851016
84.41821495979713,83.14576819297787
84.26833424830401,82.97093482747583
84.11600614163785,82.79308156120246
83.96117499724765,82.61214031480904
83.80378392331842,82.42804165904707
83.64377476350964,82.24071481609853
83.48108808284908,82.05008766383385
83.31566315492623,81.85608674325607
83.14743795053991,81.6586372694036
82.9763491279656,81.4576631459982
82.80233202501897,81.25308698413885
82.62532065310408,81.04483012535617
82.44524769344677,80.83281266935622
82.26204449572602,80.61695350679562
82.07564107932923,80.39717035744376
81.88596613747039,80.17337981409939
81.6929470444234,79.9454973926419
81.49650986613672,79.71343758860681
81.29657937450885,79.47711394068588
81.09307906561851,79.2364391015592
80.8859311822165,78.99132491647352
80.67505674080016,78.74168250998517
80.46037556360469,78.48742238128784
80.24180631585808,78.22845450854498
80.01926654865903,77.96468846264281
79.79267274784846,77.69603353077314
79.56194038925587,77.42239885024455
79.32698400071118,77.14369355290587
79.08771723122052,76.8598269205466
78.84405292771076,76.57070855161537
78.5959032197519,76.2762485395683
78.34317961266883,75.97635766312423
78.08579308945302,75.6709475886637
77.8236542218821,75.35993108496123
77.55667329124834,75.04322225038771
77.28476041908746,74.72073675265884
77.00782570828486,74.39239208113891
